"stk","yr","ets","totalSpwn","rec2","rec3","rec4","rec5","rec6"
"16",2015,0.01693,0.01820005,NA,NA,NA,NA,NA
"17",1973,0.018428,0.019425,0,0.000146,0.067467,0.005741,0
"17",1974,0.003634,0.00373,0,0.000195,0.020017,0,0
"17",1975,0.013998,0.01579,0,0.00034,0.152807,0.005729,0
"17",1976,0.001685,0.001723,0,2.7e-05,0.007247,0,0
"17",1977,0.017648,0.018311,0,0.000172,0.125303,0.006574,0
"17",1978,0.002561,0.002584,0,8.3e-05,0.028397,0.002767,0
"17",1979,0.036634,0.05749,0,5e-06,0.083912,0.017456,0
"17",1980,0.002908,0.003222,0,4e-06,0.016037,0.005331,0
"17",1981,0.019148,0.019733,0,5e-06,0.073214,0.00353,0
"17",1982,0.002315,0.002349,0,0,0.005364,0.001411,0
"17",1983,0.027352,0.028213,0,3.2e-05,0.13848,0.011219,0
"17",1984,0.007721,0.007876,0,0,0.020594,0.004323,0
"17",1985,0.013638,0.013825,0,0,0.041411,0.005442,0
"17",1986,0.003511,0.003549,0,0,0.01608,0.004758,0
"17",1987,0.032364,0.038515,0,1.6e-05,0.170901,0.020119,0
"17",1988,0.008784,0.009311,0,0,0.048538,0.009201,0
"17",1989,0.00494,0.00494,0,0,0.015466,0.003412,0
"17",1990,0.005998,0.006033,0,0,0.014995,0.000739,0
"17",1991,0.060761,0.061074,0,0.000112,0.047222,0.009005,0
"17",1992,0.004503,0.007728,0,9e-06,0.05495,0.049754,0
"17",1993,0.009052,0.009595,0,0,0.051434,0.005268,0
"17",1994,0.001948,0.002008,0,0,0.009887,0.008471,0
"17",1995,0.016646,0.023998,0,2.5e-05,0.065492,0,0
"17",1996,0.036224,0.038654,0,4e-06,0.451557,0.095036,0
"17",1997,0.007432,0.009499,0,0,0.002444,0.000742,0
"17",1998,0.003544,0.003705,0,9e-06,0.003913,0.000957,0
"17",1999,0.009807,0.010338,0,0,0.011388,0,0
"17",2000,0.119329,0.194381,0,0,0.233547,0.02599,0
"17",2001,0.039062,0.054824,0,0,0.04802,0.048105,0
"17",2002,0.001901,0.001925,0,0,0.005758,0.000422,0
"17",2003,0.003133,0.003163,0,0,0.00337,0.000335,0
"17",2004,0.022359,0.022603,0,3.2e-05,0.200535,0.018897465,0
"17",2005,0.021798,0.021834,0,0,0.0115626,0.004647403,0
"17",2006,0.008084,0.008655,0,2e-06,0.043268923,0.021608825,0
"17",2007,0.001724,0.001741,0,0,0.01034465,0.001161134,0
"17",2008,0.018491,0.065754,0,4e-06,0.085923949,0.005137997,0
"17",2009,0.007896,0.0114,0,0,0.017151843,0.004628786,0
"17",2010,0.019526,0.026142,0,0.000273,0.12060558,0.077944541,0
"17",2011,0.004266,0.010056,0,0,0.009084445,0.002139,0
"17",2012,0.029977,0.030942,NA,NA,NA,NA,NA
"17",2013,0.012637,0.01322,NA,NA,NA,NA,NA
"17",2014,0.053945,0.061389,NA,NA,NA,NA,NA
"17",2015,0.02306,0.034418,NA,NA,NA,NA,NA
"18",1948,0.052810368,0.05538,0,0,0.026803,0.095917,0
"18",1949,0.008858944,0.00929,0,0,0.006085,0.013251,0
"18",1950,0.029212481,0.040061,0,6.2e-05,0.091231,0.055044,0
"18",1951,0.036081363,0.037837,0,0,0.041761,0.078541,0
"18",1952,0.04645405,0.048899,0,0,0.039952,0.03189,0
"18",1953,0.017029776,0.018673,0,0,0.012688,0.012372,0
"18",1954,0.016885554,0.017624,0,4.2e-05,0.037926,0.013126,0
"18",1955,0.0170525,0.01795,0,5e-06,0.078394,0.085616,0
"18",1956,0.030999595,0.032094,0,1.5e-05,0.028169,0.038686,0
"18",1957,0.011138505,0.012335,0,0,0.003474,0.024544,0
"18",1958,0.010288609,0.010381,0,1.2e-05,0.012978,0.003157,0
"18",1959,0.015524924,0.015731,0,1e-05,0.0218,0.039932,0
"18",1960,0.025488935,0.026261,0,0,0.005842,0.027406,0
"18",1961,0.012931788,0.013088,0,7.4e-05,0.026282,0.074479,0
"18",1962,0.016595272,0.017285,0,4.6e-05,0.024085,0.032679,0
"18",1963,0.01377372,0.014357,0,6.8e-05,0.088616,0.054052,0
"18",1964,0.015255708,0.015352,0,6.8e-05,0.048016,0.142584,0
"18",1965,0.007973816,0.008141,0,0,0.014943,0.024041,0
"18",1966,0.02234458,0.022553,0,6.5e-05,0.024568,0.051336,0
"18",1967,0.012105154,0.012136,0,2.9e-05,0.024122,0.042747,0
"18",1968,0.018392855,0.018471,0,4.5e-05,0.038212,0.067282,0
"18",1969,0.026493482,0.027015,0,0,0.009262,0.051821,0
"18",1970,0.007198327,0.007466,0,8.1e-05,0.021806,0.032749,0
"18",1971,0.015746564,0.016411,0,0.000462,0.091337,0.123848,0
"18",1972,0.01471294,0.01478,0,3.1e-05,0.0783,0.044584,0
"18",1973,0.012363415,0.012637,0,1.1e-05,0.011903,0.017262,0
"18",1974,0.021871979,0.021979,0,0.000178,0.053388,0.078361,0
"18",1975,0.041955304,0.042107,0,8.1e-05,0.06418,0.020578,0
"18",1976,0.037989808,0.038198,0,4.1e-05,0.013812,0.091485,0
"18",1977,0.015999355,0.01607,0,5.7e-05,0.015331,0.018676,0
"18",1978,0.029311027,0.02943,0,0,0.010736,0.024013,0
"18",1979,0.038066117,0.04042,0,2.2e-05,0.00377,0.034444,0
"18",1980,0.019987935,0.020253,0,8e-06,0.010736,0.006169,0
"18",1981,0.026741006,0.028096,0,0,0.002416,0.031641,0
"18",1982,0.010056814,0.010096,0,3.7e-05,0.004318,0.01391,0
"18",1983,0.019771924,0.019991,0,2.2e-05,0.01173,0.050301,0
"18",1984,0.01841745,0.018468,0,0.000107,0.018612,0.056977,0
"18",1985,0.004335756,0.004371,0,2.6e-05,0.00618,0.017002,0
"18",1986,0.03044751,0.030891,0,0,0.006413,0.033585,0
"18",1987,0.014960163,0.015357,0,3e-06,0.007374,0.014591,0
"18",1988,0.036340357,0.042093,0,0,0.002587,0.05849,0
"18",1989,0.023989454,0.027592,0,7e-06,0.004944,0.011658,0
"18",1990,0.014122097,0.014382,0,1.8e-05,0.001561,0.007538,0
"18",1991,0.0225,0.0225,0,1e-06,0.00171,0.032177,0
"18",1992,0.011850624,0.012343,0,0,0.029707,0.070846,0
"18",1993,0.025675223,0.026984,0,1.1e-05,0.016103,0.086635,0
"18",1994,0.0106607,0.010826,0,8.1e-05,0.004617,0.030016,0
"18",1995,0.006651,0.007201,0,0,0.008821,0.04415,0
"18",1996,0.056449779,0.058791,0,1.8e-05,0.021331,0.129612,0
"18",1997,0.040717556,0.044253,0,1.1e-05,0.012324,0.083927,0
"18",1998,0.08346836,0.085993,0,1.9e-05,0.033437,0.098506,0
"18",1999,0.037368997,0.03752,0,0,0.024538,0.118076,0
"18",2000,0.04621822,0.04664,0,1.5e-05,0.041913,0.06936,0
"18",2001,0.137313306,0.13929,0,0,0.007379,0.047231,0
"18",2002,0.089790485,0.092085,0,1.5e-05,0.02498,0.044165,0
"18",2003,0.076602053,0.078987,0,0,0.000373,0.013413,0
"18",2004,0.061507201,0.062351,0,9e-06,0.009201,0.030713253,0
"18",2005,0.063214116,0.064236,0,0,0.001726485,0.006609082,0
"18",2006,0.03959811,0.039942,0,8e-06,0.012709774,0.054306598,0
"18",2007,0.042521507,0.042984,0,0,0.011425159,0.069776353,0
"18",2008,0.013444786,0.018368,0,9e-06,0.014412244,0.06553857,0
"18",2009,0.031920542,0.032304,0,0,0.009166234,0.039967184,0
"18",2010,0.016791152,0.018256,0,3.8e-05,0.015542794,0.028122456,0
"18",2011,0.056636435,0.057286,0,1.1e-05,0.026530619,0.050181,0
"18",2012,0.078088966,0.079592,NA,NA,NA,NA,NA
"18",2013,0.056020969,0.060346,NA,NA,NA,NA,NA
"18",2014,0.030292808,0.037665,NA,NA,NA,NA,NA
"18",2015,0.039075901,0.039858,NA,NA,NA,NA,NA
"19",1948,0.026162,0.026162,0,0,0.043283,0,0
"19",1949,0.007949,0.008,0,0.011423,0.02565,0,0
"19",1950,0.032833,0.033044,0,0.048269,0.02983,0,0
"19",1951,0.017035,0.017145,0.000903,0.103041,0.018078,0,0
"19",1952,0.025751,0.025794,0,0.018421,0.004633,0,0
"19",1953,0.020441,0.02103,0,0.002232,0.007552,0,0
"19",1954,0.027784,0.0288,0,0.006146,0.008651,0,0
"19",1955,0.005584,0.005595,8.7e-05,0.060115,0.080836,0,0
"19",1956,0.002586,0.002586,0,0.087258,0.0096,0,0
"19",1957,0.003785,0.003793,4.3e-05,0.025371,0.034739,0,0
"19",1958,0.014587,0.014701,0.000107,0.055305,0.00448,0,0
"19",1959,0.027738,0.027868,1.4e-05,0.010452,0.031079,0,0
"19",1960,0.017039,0.01721,0,0.026094,0.003357,0,0
"19",1961,0.042346,0.042773,4.1e-05,0.001634,0.01155,0,0
"19",1962,0.008065,0.008162,0,0.031134,0.019678,0,0
"19",1963,0.022258,0.022258,0,0.050277,0.037548,0,0
"19",1964,0.0022,0.002202,4.7e-05,0.043883,0.007247,0,0
"19",1965,0.015003,0.015034,6.5e-05,0.008237,0.012043,0,0
"19",1966,0.032499,0.032646,1.9e-05,0.042848,0.012577,0,0
"19",1967,0.020406,0.020548,0.000145,0.021814,0.028976,0,0
"19",1968,0.005366,0.005379,0.000126,0.013492,0.004193,0,0
"19",1969,0.014685,0.014959,0,0.00215,0.005152,0,0
"19",1970,0.012573,0.012666,9.8e-05,0.01881,0.020855,0,0
"19",1971,0.00379,0.00379,0,0.061283,0.023176,0,0
"19",1972,0.001346,0.001346,0,0.001153,0.00081,0,0
"19",1973,0.003052,0.00306,0,0.032256,0.005425,0,0
"19",1974,0.01692,0.01692,0,0.006133,0.034205,0,0
"19",1975,0.00585,0.005987,0,0.022979,0.105641,0,0
"19",1976,0.005058,0.00513,0,0.04341,0.001184,0,0
"19",1977,0.002236,0.002246,0,0.016076,0.007982,0,0
"19",1978,0.019655,0.019717,0,0.007016,0.034177,0,0
"19",1979,0.045543,0.045615,0,0.00047,0.010425,0,0
"19",1980,0.005092,0.005092,0,0.013416,0.000977,0,0
"19",1981,0.003193,0.003193,0,0.012466,0.005403,0,0
"19",1982,0.009167,0.009189,0,0.004275,0.024681,0,0
"19",1983,0.004171,0.004239,0,0.007855,0.009995,0,0
"19",1984,0.001265,0.001267,6.9e-05,0.003558,0.001569,0,0
"19",1985,0.0041,0.005097,6.9e-05,0.003694,0.010713,0,0
"19",1986,0.007,0.007265,0,0.00568,0.003927,0,0
"19",1987,0.004973,0.005228,0,0.0033,0.041748,0,0
"19",1988,0.001544,0.001544,0.000185,0.002005,0.001786,0,0
"19",1989,0.002867,0.002934,0,0.000489,0.012934,0,0
"19",1990,0.004515,0.004515,0,0.061732,0.064156,0,0
"19",1991,0.014768,0.015,0,0.004426,0.033685,0,0
"19",1992,0.000313,0.000313,0,0.000517,0.003219,0,0
"19",1993,0.003249,0.003258,0,0.014645,0.004451,0,0
"19",1994,0.009294,0.009515,0,0.000286,0.020396,0,0
"19",1995,0.01646,0.016618,0,0.001537,0.048276,0,0
"19",1996,0.015303,0.015379,0,0.003058,0.004502,0,0
"19",1997,0.001409,0.001418,0,0.010357,0.071883,0,0
"19",1998,0.00445,0.004496,0,0.01816,0.04605,0,0
"19",1999,0.008565,0.008577,0,0.016673,0.074656,0,0
"19",2000,0.004343,0.004343,0,0.00795,0.003873,0,0
"19",2001,0.015234,0.015309,0,0.05396,0.333007,0,0
"19",2002,0.041177,0.041542,0,0.088078,0.188564,0,0
"19",2003,0.008234,0.008259,0,0.020138,0.083148,0,0
"19",2004,0.002106,0.002106,0,0.107366,0.03485,0,0
"19",2005,0.386264,0.388605,0,0.00577,0.010133059,0,0
"19",2006,0.168093,0.168259,0,0.390122771,0.998291568,0,0
"19",2007,0.128166,0.128295,0,0.304932697,1.33184975,0,0
"19",2008,0.006708,0.006717,0,0.057906511,0.118829728,0,0
"19",2009,0.287754,0.30721,0,0.025206306,0.149543523,0,0
"19",2010,0.713749,0.761668,0,0.229656125,1.263346311,0,0
"19",2011,0.72917,0.805596,0,0.059103921,0.170651137,0,0
"19",2012,0.070261,0.070904,0,0.01456778,0.067387,0,0
"19",2013,0.239145,0.250087,NA,NA,NA,NA,NA
"19",2014,0.386606,0.399531,NA,NA,NA,NA,NA
"19",2015,0.11479,0.115684,NA,NA,NA,NA,NA
"2",1948,NA,NA,0,0,0.000327,0,0
"2",1949,0.069684,0.107752,0,0.003433,1.526554,0,0
"2",1950,0.003869,0.005843,0,0.000591,0.036671,0.002419,0
"2",1951,0.002774,0.004364,0,0,0.056085,0.007559,0
"2",1952,3.29e-05,3.5e-05,0,8.6e-05,0.003858,2.9e-05,0
"2",1953,0.167574,0.368634,0,0.00083,1.548072,0.00147,0
"2",1954,0.005388,0.00547,0,0.00015,0.135111,0.002704,0
"2",1955,0.007197,0.007582,0,2.9e-05,0.050196,0.00112,0
"2",1956,0.000831,0.000913,0,0,0.013472,0.03263,0
"2",1957,0.508285,0.531108,0,0.000874,1.327094,0.001916,0
"2",1958,0.023619,0.023619,0,0.000672,0.053044,0.000961,0
"2",1959,0.007991,0.008225,0,6.7e-05,0.006092,0.001233,0
"2",1960,0.002313,0.002396,0,2.7e-05,0.006658,0.002932,0
"2",1961,0.321547,0.410887,0,0.000143,0.770385,0.007535,0
"2",1962,0.015711,0.018643,0,4.5e-05,0.043107,0.001917,0
"2",1963,0.002403,0.003222,0,2.5e-05,0.011911,0.000113,0
"2",1964,0.001816,0.001816,0,6e-05,0.001806,0.001235,0
"2",1965,0.201891,0.214943,0,0.000228,1.102448,0.021752,0
"2",1966,0.007986,0.009027,0,0.000274,0.071954,0.001851,0
"2",1967,0.00155,0.001629,0,0.000224,0.006294,0.010038,0
"2",1968,0.000355,0.000389,0,0,0.027393,0.003906,0
"2",1969,0.194852,0.207014,0,0.002756,1.602892,0.019888,0
"2",1970,0.0147,0.014978,0,0.000318,0.07052,0,0
"2",1971,0.001429,0.001535,0,0.001243,0.065527,0,0
"2",1972,0.007341,0.007341,0,0,0.01618,0.002586,0
"2",1973,0.206276,0.21423,0,0.00029,0.658158,0.005807,0
"2",1974,0.013877,0.01419,0,0.000855,0.048593,0.001268,0
"2",1975,0.011264,0.014229,0,0.000541,0.214097,0.000478,0
"2",1976,0.002817,0.002898,0,0,0.003339,0,0
"2",1977,0.143842,0.146459,0,0.000104,1.313861,0.043776,0
"2",1978,0.012738,0.012738,0,0.000699,0.06982,0.008928,0
"2",1979,0.031918,0.031918,0,0,0.006854,0,0
"2",1980,0.000554,0.000946,0,0,0.02144,0,0
"2",1981,0.229409,0.249494,0,0,1.97801,0.055891,0
"2",1982,0.016758,0.016758,0,0.000193,0.052097,0.008699,0
"2",1983,0.002246,0.002246,0,0,0.014195,0.003717,0
"2",1984,0.001228,0.001228,0,0.000222,0.014522,0,0
"2",1985,0.265387,0.274621,0,0.007755,3.367086,0.132788,0
"2",1986,0.026807,0.028715,0,0.000264,0.725126,0.091171,0
"2",1987,0.005316,0.006472,0,0.000984,0.283932,0.095155,0
"2",1988,0.007072,0.007117,0,0.001552,0.207234,0,0
"2",1989,0.571901,0.575697,0,0.020256,5.162734,0.144134,0
"2",1990,0.188795,0.189079,0,0.00044,0.372685,0.016654,0
"2",1991,0.07686,0.07686,0,0.000354,0.091441,0.017786,0
"2",1992,0.019513,0.019513,0,0,0.12897,0.006429,0
"2",1993,1.79906,1.804969,0,0.004082,3.249145,0.511029,0
"2",1994,0.074911,0.076462,0,0,0.108011,0.007429,0
"2",1995,0.034362,0.034362,0,0.001366,0.092713,0.039375,0
"2",1996,0.053425,0.062994,0,0.000607,0.810002,0.212391,0
"2",1997,0.797917,0.907652,0,8.1e-05,0.351715,0.079099,0
"2",1998,0.136054,0.138397,0,0.000312,0.26439,0.01256,0
"2",1999,0.059398,0.061574,0,2.3e-05,0.11752,0.016079,0
"2",2000,0.440831,0.454397,0,0.001827,0.868657,0.042459,0
"2",2001,0.337986,0.351569,0,2.9e-05,0.415504,0.08981,0
"2",2002,0.034369,0.034466,0,2e-05,0.121483,0.004449,0
"2",2003,0.03654,0.036647,0,1.1e-05,0.015962,0.00581,0
"2",2004,0.083204,0.083418,0,0.00022,0.263681,0.019016748,0
"2",2005,0.292637,0.293124,0,8.9e-05,0.10460365,0.01497404,0
"2",2006,0.0271,0.027504,0,3.7e-05,0.169236096,0.005275031,0
"2",2007,0.008067,0.008487,0,4.8e-05,0.005160259,0.008534019,0
"2",2008,0.115325,0.146569,0,0.000326,0.18324652,0.006667625,0
"2",2009,0.085806,0.086964,0,4e-05,0.216742123,0.013637361,0
"2",2010,0.07373,0.075241,0,0.000839,0.13504692,0.034987897,0
"2",2011,0.002026,0.003783,0,0,0.003691344,0.00535,0
"2",2012,0.056978,0.093119,NA,NA,NA,NA,NA
"2",2013,0.130493,0.131764,NA,NA,NA,NA,NA
"2",2014,0.048115,0.050691,NA,NA,NA,NA,NA
"2",2015,0.01095,0.011124,NA,NA,NA,NA,NA
"3",1948,0.015172,0.015763,0,0,0.185175,0.022002,0
"3",1949,0.070367,0.10472,0,0.000133,0.173402,0.006341,0
"3",1950,0.130439,0.145021,0,0.00463,0.903768,0.030719,0
"3",1951,0.090072,0.096076,0,2.6e-05,0.354049,0.101292,0
"3",1952,0.039217,0.040384,0,2.3e-05,0.093984,0.016694,0
"3",1953,0.040894,0.042134,0,3e-05,0.156192,0.018023,0
"3",1954,0.136439,0.141859,0,0.003311,1.140205,0.067783,0
"3",1955,0.049758,0.051739,0,2.8e-05,0.602677,0.027091,0
"3",1956,0.036747,0.038438,0,9.2e-05,0.2204,0.026243,0
"3",1957,0.036199,0.038522,0,8e-06,0.143835,0.008,0
"3",1958,0.11159,0.112251,0,0.001156,0.323089,0.016215,0
"3",1959,0.078251,0.079305,0,1.7e-05,0.514918,0.026485,0
"3",1960,0.037923,0.03888,0,1.9e-05,0.14334,0.021155,0
"3",1961,0.033366,0.046863,0,0.000288,0.137046,0.010068,0
"3",1962,0.084089,0.124485,0,1e-04,0.572029,0.017376,0
"3",1963,0.077725,0.138794,0,0.000977,0.713487,0.013462,0
"3",1964,0.030202,0.03089,0,0.000194,0.170674,0.006969,0
"3",1965,0.038255,0.039385,0,0.000179,0.2311,0.012372,0
"3",1966,0.095692,0.101529,0,0.000833,0.336316,0.022757,0
"3",1967,0.055008,0.09148,0,0.000288,0.531886,0.01835,0
"3",1968,0.026948,0.030368,0,8.5e-05,0.1259,0.003837,0
"3",1969,0.044324,0.049211,0,0.000131,0.235729,0.017385,0
"3",1970,0.041923,0.045797,0,0.00117,0.228808,0.00413,0
"3",1971,0.03858,0.039691,0,0.000496,0.508759,0,0
"3",1972,0.03532,0.0367,0,0.000204,0.711226,0.044784,0
"3",1973,0.029383,0.030404,0,1.1e-05,0.075813,0.010077,0
"3",1974,0.040008,0.041275,0,0.001823,0.281752,0.019534,0
"3",1975,0.111969,0.175941,0,0.003852,1.832708,0.064645,0
"3",1976,0.129085,0.150734,0,0.00015,0.216701,0.027506,0
"3",1977,0.020348,0.023047,0,7.4e-05,0.209138,0.056488,0
"3",1978,0.05736,0.058898,0,0.00086,0.388505,0.04804,0
"3",1979,0.269624,0.290042,0,3.1e-05,0.478737,0.145156,0
"3",1980,0.052417,0.07205,0,0.000207,0.535944,0.219255,0
"3",1981,0.021014,0.021826,0,2.8e-05,0.234136,0.051734,0
"3",1982,0.06295,0.06942,0,0.0019,0.309369,0.046504,0
"3",1983,0.111823,0.121692,0,0.001129,1.097744,0.158607,0
"3",1984,0.059694,0.060957,0,0.00017,0.744589,0.26643,0
"3",1985,0.040151,0.042099,0,8.7e-05,0.097659,0.030996,0
"3",1986,0.07486,0.077177,0,2.3e-05,0.445398,0.116424,0
"3",1987,0.183961,0.211085,0,1.4e-05,0.353471,0.082191,0
"3",1988,0.333462,0.367702,0,0.000158,0.566227,0.425114,0
"3",1989,0.038749,0.043179,0,2.8e-05,0.127212,0.095047,0
"3",1990,0.093359,0.09392,0,0.001145,0.861027,0.089664,0
"3",1991,0.094311,0.094884,0,0.000259,0.299039,0.037271,0
"3",1992,0.097338,0.097979,0,0.000275,0.734393,0.133793,0
"3",1993,0.087626,0.091071,0,1.3e-05,0.068158,0.241673,0
"3",1994,0.12298,0.136709,0,0.000127,0.593409,0.088649,0
"3",1995,0.087748,0.122676,0,7.5e-05,0.127344,0.05654,0
"3",1996,0.309564,0.332207,0,1.6e-05,0.635499,0.176479,0
"3",1997,0.051642,0.055357,0,0,0.068515,0.056658,0
"3",1998,0.182986,0.185641,0,7.3e-05,0.504421,0.133503,0
"3",1999,0.125908,0.138137,0,0,0.143988,0.030474,0
"3",2000,0.346687,0.371604,0,0,0.647582,0.070089,0
"3",2001,0.137938,0.151409,0,0,0.20341,0.083718,0
"3",2002,0.321556,0.322711,0,4.7e-05,0.224262,0.024066,0
"3",2003,0.07788,0.078093,0,5e-06,0.034522,0.014605,0
"3",2004,0.08649,0.086738,0,0.000153,0.213103,0.032646743,0
"3",2005,0.17455,0.175299,0,1.2e-05,0.006640015,0.004885414,0
"3",2006,0.145611,0.147189,0,8.7e-05,0.391375934,0.081433672,0
"3",2007,0.038803,0.041328,0,2e-05,0.113252126,0.024678208,0
"3",2008,0.137941,0.159737,0,0.000454,0.259519218,0.014452617,0
"3",2009,0.027404,0.027541,0,0,0.151519373,0.047533591,0
"3",2010,0.195995254,0.202783,0,0.012308,1.441852257,0.129017383,0
"3",2011,0.051111,0.085174,0,0,0.042845325,0.00914,0
"3",2012,0.078930486,0.137992,NA,NA,NA,NA,NA
"3",2013,0.097523,0.097757,NA,NA,NA,NA,NA
"3",2014,0.458126,0.506157,NA,NA,NA,NA,NA
"3",2015,0.09415,0.101255,NA,NA,NA,NA,NA
"4",1948,0.023945,0.025205,0,0,0.080266,0,0
"4",1949,0.019672,0.022283,0,4.5e-05,0.062746,0,0
"4",1950,0.014253,0.016146,0,0.00055,0.065365,0.009633,0
"4",1951,0.019186,0.021731,0,0.000378,0.103443,0,0
"4",1952,0.016461,0.018645,0,8e-06,0.036992,0.006304,0
"4",1953,0.011721,0.013277,0,3e-06,0.070599,0.004977,0
"4",1954,0.009283,0.010515,0,0.000652,0.062971,0.003293,0
"4",1955,0.008255,0.00935,0,4.3e-05,0.092623,0.004289,0
"4",1956,0.006174,0.006994,0,0,0.027586,0.01016,0
"4",1957,0.010603,0.012011,0,0,0.041008,0.000958,0
"4",1958,0.013104,0.014843,0,4.3e-05,0.017945,0.000167,0
"4",1959,0.025819,0.029247,0,1.1e-05,0.056454,0.0054,0
"4",1960,0.006728,0.00762,0,4e-06,0.017278,0.000451,0
"4",1961,0.006576,0.007449,0,0,0.026835,0.001313,0
"4",1962,0.00555,0.006286,0,6e-06,0.018822,0.002499,0
"4",1963,0.019275,0.025141,0,2.8e-05,0.204973,0.009315,0
"4",1964,0.001324,0.0015,0,0,0.025416,0.002091,0
"4",1965,0.002128,0.002659,0,5e-05,0.01677,0.001029,0
"4",1966,0.002092,0.00247,0,0,0.021196,0.001053,0
"4",1967,0.027981,0.031695,0,0.000124,0.193857,0.012513,0
"4",1968,0.003419,0.003611,0,0,0.037393,0.00615,0
"4",1969,0.003872,0.003872,0,0,0.016003,0.001208,0
"4",1970,0.000874,0.001305,0,0.000371,0.015826,0,0
"4",1971,0.019965,0.025497,0,0,0.124161,0.000346,0
"4",1972,0.003654,0.004138,0,0,0.01686,0.000111,0
"4",1973,0.004024,0.004558,0,0,0.010538,0.000124,0
"4",1974,0.00185,0.00185,0,0,0.015702,0.001729,0
"4",1975,0.026219,0.0297,0,0.000122,0.121742,0.000634,0
"4",1976,0.002037,0.00225,0,0,0.007112,0,0
"4",1977,0.002207,0.0025,0,0,0.005875,0.009521,0
"4",1978,0.002773,0.003141,0,0,0.039903,0.000724,0
"4",1979,0.030898,0.035,0,0,0.015714,0.01427,0
"4",1980,0.002639,0.002894,0,0,0.039381,0.005789,0
"4",1981,0.001032,0.00117,0,0,0.014724,0.001808,0
"4",1982,0.001647,0.001647,0,0,0.003066,0.002211,0
"4",1983,0.005806,0.006451,0,1.7e-05,0.036597,0.001535,0
"4",1984,0.009563,0.010461,0,1.2e-05,0.044712,0.005879,0
"4",1985,0.005845,0.006395,0,0,0.016449,0.002728,0
"4",1986,0.002851,0.003118,0,0,0.020562,0.000636,0
"4",1987,0.011071,0.011071,0,0.000132,0.018171,0.004289,0
"4",1988,0.012464,0.01278,0,0,0.011669,0.001381,0
"4",1989,0.002534,0.002534,0,0,0.004945,0.007897,0
"4",1990,0.007513,0.00786,0,0,0.018847,0.012283,0
"4",1991,0.004919,0.004919,0,0.000114,0.047542,0.001083,0
"4",1992,0.00256,0.00256,0,1.4e-05,0.010556,0.002313,0
"4",1993,0.001184,0.001184,0,0,0.016961,0.003506,0
"4",1994,0.00438,0.00438,0,0,0.006743,0.004106,0
"4",1995,0.027558,0.034417,0,4e-05,0.025092,0.002259,0
"4",1996,0.008148,0.008176,0,0,0.020695,0.006081,0
"4",1997,0.004755,0.004811,0,0,0.001335,0.003689,0
"4",1998,0.004751,0.004751,0,0,0.011272,0.005729,0
"4",1999,0.008238,0.008238,0,0,0.019734,0,0
"4",2000,0.01248,0.01344,0,0,0.023887,0.001396,0
"4",2001,0.005504,0.005842,0,0,0.004433,0.002392,0
"4",2002,0.008433,0.00877,0,0,0.007279,0.000395,0
"4",2003,0.006076,0.006752,0,0,0.003702,9e-05,0
"4",2004,0.000916,0.000916,0,0,0.003008,0.00308248,0
"4",2005,0.00173,0.00173,0,0,0.001876292,0.000382325,0
"4",2006,0.001432,0.001554,0,0,0.014783217,0.002639654,0
"4",2007,0.002133,0.002173,0,0,0.008358904,1.95e-05,0
"4",2008,0.000774,0.001005,0,0,0.00023418,0.000547969,0
"4",2009,0.001686,0.001814,0,0,0.004968249,0.001241236,0
"4",2010,0.008189,0.008439,0,2.3e-05,0.023583475,0.003044102,0
"4",2011,0.003991,0.004101,0,0,0.005197248,0.000961,0
"4",2012,5.9e-05,5.9e-05,NA,NA,NA,NA,NA
"4",2013,0.003225,0.003257,NA,NA,NA,NA,NA
"4",2014,0.011419,0.012064,NA,NA,NA,NA,NA
"4",2015,0.00346,0.003838,NA,NA,NA,NA,NA
"5",1948,0.010359,0.010359,0,0,0.062653,0.000684,0
"5",1949,0.005484,0.006113,0,0,0.036748,0.002878,0
"5",1950,0.003597,0.006404,0,1.7e-05,0.039549,0.00599,0
"5",1951,0.006769,0.008544,0,8e-06,0.034636,0.013009,0
"5",1952,0.010353,0.015617,0,5e-06,0.046167,0.00501,0
"5",1953,0.006259,0.007904,0,0,0.030285,0.001839,0
"5",1954,0.009918,0.009988,0,0.000231,0.038964,0.011293,0
"5",1955,0.004657,0.005079,0,7e-06,0.052497,0.00786,0
"5",1956,0.008476,0.009037,0,0,0.017335,0.008029,0
"5",1957,0.006813,0.00686,0,7.2e-05,0.018932,0.002011,0
"5",1958,0.010112,0.010214,0,2.3e-05,0.022591,0.000512,0
"5",1959,0.009825,0.01021,0,0,0.020417,0.003167,0
"5",1960,0.004389,0.005513,0,6.4e-05,0.014715,0.002049,0
"5",1961,0.005477,0.007293,0,3.2e-05,0.022139,0.002154,0
"5",1962,0.007213,0.007613,0,0,0.037568,0.002981,0
"5",1963,0.004932,0.008683,0,1.8e-05,0.00909,0.000265,0
"5",1964,0.004959,0.005177,0,8.1e-05,0.040283,0.008228,0
"5",1965,0.004327,0.006624,0,7.3e-05,0.018867,0.001686,0
"5",1966,0.005492,0.006244,0,0.00032,0.020483,0.002736,0
"5",1967,0.00064,0.001279,0,3.7e-05,0.008226,0.001395,0
"5",1968,0.007507,0.008089,0,9.8e-05,0.100888,0.005411,0
"5",1969,0.004852,0.005537,0,0.000381,0.010279,0.00371,0
