"stk","alpha","beta0","sigma","deviance"
1,1.13164958712631,0.812306358844001,0.718377347928068,-2821.03445543039
1,1.40560181098972,2.06685731541417,0.838464060003988,-2841.54456810044
1,1.29690391043554,1.2551141095834,1.13798660934663,-2847.5109627015
1,1.26846142675259,1.48550474017827,0.833116218016122,-2806.95655075283
1,1.3406553838611,0.890654860812935,0.762545758129694,-2839.80618319319
1,1.36729127231571,1.62331262915,0.815337632781425,-2801.05094535585
1,1.28129078190219,1.04111467083962,0.7576965056924,-2799.33228251627
1,1.50959417511731,1.00950487199936,0.746786167543129,-2833.53547199349
1,1.54035620960853,1.4113451773184,0.840052056957275,-2812.1249734009
1,1.54151081347996,2.91969330744264,0.869750823224573,-2829.69931624072
1,1.50727677965696,1.70838332681529,0.84080423435403,-2797.40182349268
1,1.53173853236592,3.04168333017366,0.742881006016666,-2820.40814547918
1,1.39847452527507,1.3850115457847,0.770658595226786,-2821.63548679308
1,1.26195541285335,1.17390596349574,0.908396152876772,-2817.39874167277
1,1.44507027423279,1.48116037695692,0.719304781988867,-2824.26593631432
1,1.51509918126461,1.32824101683671,0.775757403993471,-2837.17686609818
1,1.22724301758144,1.24920603206586,0.786940311466585,-2819.99760492836
1,1.28345533291254,1.39588658059783,0.731322678220636,-2829.59485181225
1,1.21985363327235,0.730436857804742,0.772513048626959,-2817.49124847891
1,1.41236109403862,1.87423568957205,0.916703423586939,-2824.8684280628
1,1.51566681329609,1.9411372702867,0.912037315595596,-2819.76317984015
1,1.36724040883847,1.60574267628245,0.758854069605726,-2816.93692262103
1,1.37796459755206,0.993289750967333,0.797309182676899,-2811.75888918643
1,1.48657883795698,2.05360705687498,0.777046586645843,-2832.34569651386
1,1.45009884287009,1.62262407513099,0.69492679717138,-2813.07388672764
1,1.39292027167732,2.32287751544869,0.836131826984961,-2823.70755651361
1,1.37149660049726,1.09700452057937,0.773233618156842,-2800.23448476177
1,1.40593782288108,1.85076116119845,0.778556812773864,-2808.46998278293
1,1.64019932454993,3.69012006243522,0.895991269691763,-2837.37783782154
1,1.13740039361579,0.962414785788036,0.795179478949239,-2838.6640877458
1,1.34168149834622,1.57662531458056,0.708479389481948,-2814.0544729631
1,1.36451883132609,1.4153028853787,0.691277684642114,-2845.75050975792
1,1.23880939999192,1.15692346675082,0.790054264706926,-2808.50902159113
1,1.3225728531933,2.57469618580273,0.81568532547771,-2806.3125660215
1,1.39460954222192,1.67594973279853,0.797982052815408,-2798.02685225118
1,1.54182743054321,1.75543097037084,0.776536899774397,-2827.55027993659
1,1.07965838950717,0.546833115260294,0.754636937722399,-2819.18805036096
1,1.59959026060113,3.43799840094843,0.92658423665219,-2826.69401933484
1,1.46461826285661,1.81677599209583,0.757372638328499,-2824.41642341108
1,1.24217835247958,0.932836082855141,0.721030274671108,-2806.25110429786
1,1.30444127799051,0.591919844645812,0.775351137643935,-2826.79934514591
1,1.29490575946438,1.62215337963085,0.919009657567436,-2809.22675097813
1,1.3794913833336,2.17787971323579,0.865770240397844,-2817.75166900069
1,1.4208022027177,1.71682068159455,0.799367597087319,-2821.7041479914
1,1.34752244667225,1.07131387987942,0.835553427876951,-2817.51683653151
1,1.36686985564892,1.04558676103652,0.763538191928552,-2824.47928171794
1,1.55310659911628,2.17531210355655,0.794905047050864,-2838.2253037401
1,1.33254985793606,1.00305452737291,0.875876457231495,-2823.93030287187
1,1.41609435085732,1.39386006052951,0.76456872159494,-2813.88244060389
1,1.34931646694689,1.09736839507784,0.810277445433152,-2803.37915449014
1,1.22579351315209,1.89987207678417,0.793705321197008,-2821.97455625126
1,1.32367616648118,1.23061552309586,0.755310187328735,-2800.96909815695
1,1.25425953216985,0.612892561864382,0.834121486858784,-2812.80714202553
1,1.44464302764442,0.843642605905336,0.825117725751029,-2817.80513633689
1,1.36240012210535,1.40671517476373,0.716656272436917,-2810.34345793904
1,1.22814330901778,0.534321613004091,0.694001652333173,-2821.66856227666
1,1.35596374243277,1.02090008379706,0.795807127463162,-2813.81454948534
1,1.37258689367532,1.08481183880244,0.833136232327678,-2813.1499258491
1,1.3594795908913,1.86924253699359,0.845681055232031,-2820.87019437807
1,1.40547509119702,2.46073460510531,0.83018796294893,-2817.4648001288
1,1.42007185768135,1.03522705447921,0.830917371217485,-2824.775553039
1,1.43264361146918,1.19149360132275,0.811963151650284,-2822.98092290908
1,1.39402402352795,1.81495092293099,0.85332764538674,-2824.19911762517
1,1.22247270113753,0.711375200969574,0.854092761455603,-2835.51151816587
1,1.50349461172465,0.999163068328565,0.850098512218874,-2815.58383547814
1,1.47427389172506,1.78692275920303,0.723519905025739,-2845.94222200862
1,1.63561707644326,2.41799853908884,0.732580508459991,-2825.0890228548
1,1.46198939811038,1.37938086776791,0.750285866796529,-2823.85232653185
1,1.43732279249808,1.13214664543562,0.799814098890252,-2810.14054524874
1,1.3690255918144,1.57241515375469,0.711784381637406,-2819.95179232176
1,1.16566020447639,1.24814190788829,0.803858914049164,-2817.9688526424
1,1.34752954907062,0.917453696982092,0.780709032786628,-2813.88915216149
1,1.29433558508353,0.505325324090745,0.84013219550223,-2822.02921575696
1,1.44106010318016,1.63781963165873,0.826040574993301,-2811.21172276192
1,1.42594043900069,0.497741015353428,0.838917706536464,-2814.80378778341
1,1.31938831864927,1.93755559159407,0.808535448232767,-2801.8284223298
1,1.50954724942751,1.89581676396144,0.937741237247757,-2799.98318578606
1,1.50837512783602,1.01011697556615,0.874394370577363,-2812.43507243931
1,1.17786207329795,0.908357477240623,0.902085160018945,-2814.22318298258
1,1.12905126477725,0.648203069678712,0.763147656221575,-2820.34918836819
1,1.30964421913798,1.37197731265286,0.809395129710772,-2799.97610689652
1,1.26877648730565,0.701848720591165,0.851415543198217,-2833.34516684773
1,1.16389470989602,1.70297573550113,0.754097107378488,-2817.06039038245
1,1.62112724551563,1.48762146677098,0.835316348801992,-2798.53039294155
1,1.39699663413725,1.59010829906235,0.83910426704924,-2823.86273721636
1,1.40617196220213,0.959282651506393,0.804583030169595,-2816.68404308302
1,1.40875476216881,0.657404975388671,0.75283618332789,-2823.05713314054
1,1.19612661702265,0.644030977609401,0.904512563338895,-2814.49039169168
1,1.19727175789602,1.55711839096064,0.829060776856399,-2824.23551326285
1,1.33782448844384,1.1577408152649,0.676892129515753,-2803.56630245421
1,1.45969245788526,1.23444039111421,0.817440807964104,-2821.80546827684
1,1.46345131050598,2.42244117578576,0.903821903264755,-2812.36690606131
1,1.46587529991489,2.23356244574743,0.722266646707112,-2815.63373648005
1,1.36145095428355,1.45817884545324,0.755705368367771,-2837.9381107445
1,1.29715297130831,1.04647467325533,0.867670446791592,-2823.19156298147
1,1.41846673760323,1.81265030258065,0.825405175138549,-2805.17940210099
1,1.42243262735988,1.31010282140959,0.99052380740514,-2822.56519910207
1,1.36627241646027,1.10454296689958,0.797488588373676,-2820.90016446653
1,1.27144878116149,1.09560733273024,0.817380037428477,-2832.50478750983
1,1.35447539151477,1.62898461884412,0.779284386296594,-2800.03511151813
1,1.47695389574403,1.80521628322162,0.717059045535323,-2824.05488228628
1,0.984007733283518,1.00680463667608,0.866038150738487,-2823.46106224574
1,1.37368090600519,1.24514672859926,0.885546745279718,-2813.28081144699
1,1.25171409271135,1.19226944151368,0.753112031185192,-2816.72087220485
1,1.28379987752659,1.11649538953323,0.838332150525196,-2813.6385295656
1,1.28160603979256,3.37583667449845,0.942772393040384,-2824.70669841027
1,1.20860116152373,1.31150628514784,0.908346062930675,-2822.46878387084
1,1.38303845758225,1.28021575414629,0.686004341087714,-2822.46913441704
1,1.41229420144267,1.38241597360315,1.02612733117184,-2824.94848399635
1,1.28510645929524,0.843690058965583,0.757974363902827,-2819.22239909156
1,1.3702068800884,1.23269038154791,0.722068487723542,-2817.91009108683
1,1.37285597662517,0.970048118107233,0.88533158761038,-2828.83131439707
1,1.33429563341359,1.19738402918583,0.790097049043216,-2803.60008361577
1,1.36476940033564,1.53894453370756,0.837785574456496,-2801.91131035804
1,1.42409218360895,1.04854801692689,0.761891834842725,-2814.82698819943
1,1.23706916972242,0.999874906244126,0.764883254543222,-2827.41176673935
1,1.1478947637185,0.750132743724716,0.837863519267512,-2830.23724924551
1,1.34083979735784,1.97885044253769,0.811738419464637,-2814.35407617517
1,1.07316762368916,0.968233785642378,0.872168057227948,-2813.02048781736
1,1.23415224398166,0.821604995858952,0.741728299304476,-2809.24578940521
1,1.45308404486258,0.576276926664049,0.776606957313847,-2820.15556219676
1,1.26533830790492,1.77346826401316,0.824623081464261,-2826.39546380743
1,1.3074285882165,0.841901665757466,0.903282547337115,-2818.70737053411
1,1.42070780169463,1.456654306158,0.876642220120695,-2810.32121790682
1,1.24239922319406,0.816016607059582,0.709649474080815,-2817.22406717881
1,1.29080352736691,2.04332573359233,0.809817617458917,-2806.75052209836
1,1.17532609250829,0.57108181614822,0.880591590040635,-2798.43956015702
1,1.50923460554558,1.03131962828985,0.711972417968607,-2819.4797887264
1,1.41653330810977,2.2855420256752,0.742896697972956,-2823.01308905807
1,1.44762120356411,2.91993423372692,0.760251078814816,-2818.4449266994
1,1.30970113391528,1.16854495603859,0.846091398763158,-2831.30396539436
1,1.45151463365212,1.77998443423281,0.819523410607388,-2810.28181938241
1,1.36211634784606,2.08647835390458,0.808144644303967,-2840.34271249739
1,1.33609146525269,1.6125146014568,0.762263114948744,-2811.40903619503
1,1.24110783339467,0.912128374891871,0.754319906378561,-2805.04591472959
1,1.30625778692343,1.84766433764043,0.845304631289033,-2812.74320575939
1,1.34031942475768,1.72881560018076,0.85879815277396,-2804.52829951039
1,1.38409944500465,1.44721801196876,0.725202295341926,-2815.43402305649
1,1.38862685973321,1.90934692952321,0.818195560259102,-2813.7004229297
1,1.57912165057328,2.05486434978296,0.878226871131124,-2826.90175345556
1,1.23789176819204,2.16894989159476,0.801589939870785,-2817.23022610242
1,1.59588643919795,3.01121145440025,0.796345004750661,-2808.32519259155
1,1.46987308757247,2.11279127865146,0.707951286719628,-2805.64851727998
1,1.0261547474113,0.538247169544453,0.878280982764566,-2816.13217515127
1,1.39133152033765,0.507809065861894,0.768834574271682,-2810.88958256163
1,1.34223226429131,2.07824204296385,0.827229707981544,-2821.77323000462
1,1.57768331397909,1.95020676331808,0.773761317802943,-2818.04098954527
1,1.23120657818034,1.35346675492574,0.767826747085923,-2796.68736752613
1,1.45625718119005,1.20043133628632,0.843351486492928,-2814.57785362047
1,1.36718190121279,1.45650848216639,0.810856397428938,-2806.23056031763
1,1.25726117830363,1.03328469125005,0.818276569090983,-2825.08316199286
1,1.49380431916558,0.993368248413842,0.776093917737962,-2813.091781818
1,1.45335863681947,2.55675380794375,0.817358555674983,-2824.62836391341
1,1.39179230644289,0.902344057593855,0.724561283621424,-2829.41529239438
1,1.47169593457554,2.11316087535119,0.854298536647082,-2824.34888982446
1,1.37518750811666,0.933043061056132,0.785852203720108,-2828.11489037341
1,1.25721247666421,1.40434758114843,0.793485641470912,-2798.51209867049
1,1.38496783320521,1.04311703985289,0.73199155982006,-2818.68905744245
1,1.51501571520848,2.2765707813858,0.729378090507902,-2829.17926130035
1,1.17043446243116,1.58742875981738,0.83754198421816,-2809.64095867024
1,1.33611917586148,1.60055861483885,0.800061793948171,-2813.74040900612
1,1.40820803551227,2.04375461787529,0.712336190707872,-2812.45558648819
1,1.46652774132534,1.15996727636042,0.836573738329025,-2813.7350118415
1,1.5296285462901,2.79288261312091,0.930881990980762,-2812.62826864363
1,1.1498459593853,0.97451618076124,0.823866013943938,-2797.84598921842
1,1.30147159392117,0.688662351834428,0.778836361675148,-2818.94035912694
1,1.28367536371153,0.65553392407588,0.810168682878744,-2821.47888658
1,1.22598390972644,1.44738573806086,0.6906570998162,-2827.12428516783
1,1.40755640610624,1.25440548891361,0.74223888402802,-2803.49920087192
1,1.41246985015084,2.65413110866199,0.868631580022325,-2813.91430473151
1,1.47044461607432,2.74355644530135,0.797504812825534,-2808.57335259958
1,1.50732693685574,1.48856678295421,0.999085002734621,-2825.01634766843
1,1.41750046619909,1.08080573756276,0.844772445845638,-2812.57769052649
1,1.07159084449479,0.495523956547734,0.8659799723361,-2811.28592432218
1,1.29523149383719,0.678982558630899,0.815164286795561,-2812.14540941449
1,1.48298493709921,1.11724970574257,0.681396998261596,-2834.91114517515
1,1.16839919861881,0.659738248306114,0.840565589563043,-2801.81697839579
1,1.33478368623045,1.10859010965808,0.742337730924565,-2824.71834395318
1,1.38710534536553,2.06834594440342,0.903580507816243,-2810.99526745604
1,1.74822400695577,3.29739759334776,0.881663941494702,-2835.15452678941
1,1.4065737250541,0.598953076730365,0.820107892285724,-2811.13280064462
1,1.46291803239446,2.07132758483516,0.850029714055006,-2812.28786300266
1,1.31442434764126,0.79398433420478,0.788114135047566,-2829.53569290928
1,1.23310612830957,0.81927895650689,0.808602502714294,-2819.78824524131
1,1.37519922664739,2.00193010145472,0.810132077585003,-2816.66879809668
1,1.21402699720495,0.546842297948022,0.844426954724506,-2804.62825747561
1,1.26677521591609,0.711646359640109,0.83495955591591,-2823.51916307426
1,1.27805019806047,1.44094694497101,0.71843980208108,-2826.09804634676
1,1.5223938006704,1.92486377233996,0.817725195101228,-2820.7262605865
1,1.43482872598264,2.63587755201178,0.81520098641483,-2836.81019756766
1,1.20127339414197,1.2294795286799,0.905538213342739,-2810.54301272063
1,1.37015685542474,2.0571642161489,0.752653962580728,-2801.47517298646
1,1.27004622123866,1.35932237891174,0.945099012168977,-2811.60896463378
1,1.53419561512426,1.65607123278746,0.984202517911027,-2812.6279914631
1,1.36677809637727,1.71898616767289,0.8183739861648,-2807.36386527202
1,1.4519144319204,2.11937170014784,0.924678369679506,-2816.5680700389
1,1.49532726589425,1.31788920991604,0.793918726881888,-2812.42537599706
1,1.29163887866445,2.57607280810281,0.908518668775079,-2830.35619475155
1,1.44435543340003,2.46342173573684,0.862781345834398,-2814.59459598123
1,1.36951925446921,1.95543546541093,0.899779658617247,-2818.02972692705
1,1.32214853701952,0.878199895615039,0.690392370760922,-2812.53497615276
1,1.29533531840627,1.82202364651501,0.84123313685763,-2819.80898626921
1,1.65375243383873,3.25696966184348,0.738304297101297,-2836.7496292781
1,1.55106742046035,1.91171289953496,0.879499470129347,-2814.37007770508
1,1.42533468368058,1.17773092540441,0.887194526809563,-2832.52732244552
1,1.39848407563581,1.84710554446019,0.841191705734302,-2803.84443055661
1,1.32453001983843,1.13195228771982,0.790672278744281,-2802.5046553117
1,1.2924110970126,0.834679058162629,0.912483538830435,-2803.29350828326
1,1.33134180979736,2.19248901783702,0.994617927056608,-2822.63120932178
1,1.45472839374646,1.57653881203314,0.835626487931559,-2825.58264793086
1,1.37735123720988,1.33279125643686,0.898436394150048,-2804.41188811468
1,1.32003832416543,1.35873652977528,0.769413664705932,-2816.50843598249
1,1.555172787395,2.1374223141172,0.787135605663196,-2815.66612129037
1,1.36590729931618,2.01286195714419,0.795302648779445,-2820.11820995633
1,1.49113636006504,2.43996100556909,0.852095463243728,-2813.67110911084
1,1.50585805124481,0.741975844947364,0.869356703744121,-2822.48042012429
1,1.45699933994394,1.12956024001706,0.711947262623315,-2821.53517052439
1,1.48824129919916,1.78471826708834,0.67572556373862,-2826.66265117185
1,1.19999464589306,0.532883818374698,0.853955106428904,-2801.09059640118
1,1.37225767325008,1.72751125356417,0.723631969024891,-2800.16713348546
1,1.43774817349776,1.37807833498855,0.907556342415485,-2811.64730429813
1,1.29005386300453,2.60043248486517,0.821577281960797,-2801.43987442825
1,1.0722697159528,0.603804792689231,0.77883252479521,-2830.95565425995
1,1.44955924584626,1.45010987059051,0.805999952334225,-2800.66647986726
1,1.58908615328738,1.79417996512891,0.827911317991339,-2822.87105411228
1,1.47169236822415,3.06398075429268,0.759307652861685,-2834.5845089745
1,1.29658382667293,0.821853268737001,0.752008776077812,-2823.43948131505
1,1.36993435672462,1.02028724926735,0.777871907352685,-2832.02091840492
1,1.48598986014002,2.63262075113809,0.839827933665037,-2806.54753400846
1,1.29024569979452,1.07461407083619,0.905210626450986,-2813.16076886329
1,1.38280416906445,1.23479998868738,0.844789184932586,-2824.00899833229
1,1.3589666442359,1.78276412434068,0.768233857786656,-2819.68146642598
1,1.24283629873781,1.50148037022591,0.855921976195767,-2815.45217073694
1,1.44036867774993,2.52103167406092,0.821084182378683,-2796.56258255992
1,1.19909992127546,1.37197573878396,0.798793831584249,-2808.61342002581
1,1.44324918696353,2.02633592599308,0.825329952491711,-2815.58624046442
1,1.29239738929524,1.47942231829598,0.89766111154676,-2818.78761872014
1,1.48322906650554,1.19168602462566,0.833016572304779,-2797.73510944453
1,1.50288617644272,1.06048176176292,1.00018855075169,-2812.50950426281
1,1.41037952613587,1.14014073631921,0.776663361874361,-2812.12139305461
1,1.37339421374526,1.31190926887563,0.802735039538743,-2825.70310210378
1,1.29686262672536,1.2342534856878,0.909491968526087,-2832.17985786938
1,1.34554447111359,1.35402484247716,0.749388800902755,-2821.82996237889
1,1.44222271124509,0.926866861239877,0.873301012454691,-2809.05160592564
1,1.18605788894166,0.772942690726924,0.842417906922667,-2824.91070229744
1,1.20130633750383,1.09946337690208,0.898239867069478,-2816.47287297357
1,1.36512267821855,1.76397964840833,0.90528260848084,-2820.34362369915
1,1.41241996517678,1.38205863490231,0.848666760075057,-2807.37058487387
1,1.43077065775978,1.61019518824588,0.800563782396109,-2812.40886665018
1,1.17514718074414,1.12631451887549,0.813596309360224,-2809.2439746423
1,1.38197563299112,0.6518698020116,0.821807217430029,-2816.66118881798
1,1.20280442005836,0.588984733516862,0.880312929226058,-2830.07024655959
1,1.3033852414858,1.10606354648986,0.863786372458919,-2819.77243207858
1,1.38969297050977,1.6646758034519,0.722315962221903,-2829.85230689385
1,1.42627634620256,1.08382499992451,0.846723202197044,-2841.03287784566
1,1.38324945415702,1.77134176701386,1.09092911705001,-2839.16855500797
1,1.59528516881888,1.68952106069729,0.828722473897396,-2856.11551260451
1,1.39846846179141,0.990375376523442,0.874058327952653,-2830.74834929695
1,1.57799959481768,2.60574496547147,0.778093443024889,-2818.7594452701
1,1.31016384891483,0.755203045616997,1.02144812152053,-2819.65380535716
1,1.2286812392611,1.51688211103621,0.756190534027594,-2828.16658710336
1,1.42010670617983,2.93805286458892,0.885441989094192,-2818.94617618053
1,1.21946293621255,1.04714849786846,0.731044660526464,-2816.85453761946
1,1.33960196182994,0.783074651640361,0.84717296745215,-2819.51063626538
1,1.39326928335949,0.999912539841844,0.919153241334938,-2826.80710534713
1,1.18399288959803,1.98562009984413,0.703814868068644,-2826.91248874823
1,1.25700750706356,1.37806742188668,0.70292346173911,-2809.96910780088
1,1.36304158491682,1.37452013294696,0.8832618277227,-2838.22992701226
1,1.44847401184997,1.17197193127119,0.804697143742415,-2822.83219689529
1,1.34839511433341,0.799055176525655,0.870551587387919,-2802.32674881145
1,1.45693447165768,2.1094674583845,0.959619925130089,-2833.46689773931
1,1.54611197899419,2.50523938002177,0.899731754725261,-2820.48708359048
1,1.42861767125665,1.05589935123527,0.809509991802315,-2811.25802625952
1,1.32897016815318,0.975622891533293,0.848435249972571,-2813.43585386054
1,1.15720542423067,2.57059657964654,0.840484258213168,-2841.68145908408
1,1.48103121461894,3.11292188874396,0.746534599014203,-2823.1826283404
1,1.31589417974928,0.674134425815411,0.903672170984892,-2802.85423415064
1,1.10828945004477,0.664699999817674,0.804791070721259,-2823.79230887823
1,1.34506297913621,1.53265769602142,0.856390441635128,-2809.87479921041
1,1.29664229222246,1.53355046131333,0.725460709453456,-2814.91676760441
1,1.34804220087881,1.82453120704768,0.867433649158804,-2807.68104374073
1,1.11418462045669,1.27244943984366,0.800380892358446,-2821.84661069375
1,1.37266941001713,1.81583810751569,0.946953088921704,-2822.91417221555
1,1.20134532361062,1.00222414135222,0.831303866361115,-2799.60280644842
1,1.48621855620602,1.8116178215739,0.942274359522683,-2819.97130398414
1,1.3901313393521,1.73449764816662,0.698978774606963,-2827.01380982924
1,1.15342049548731,1.08174992271985,0.819042747617289,-2813.4850765036
1,1.37077041109467,1.53397089506218,0.793032036976951,-2811.49153584006
1,1.28905177984408,1.49852110511268,0.863018289228678,-2810.87215917925
1,1.49654783986741,0.629356333278735,0.68365092171745,-2820.28692126306
1,1.33316164961225,1.28571132160847,0.632991512550981,-2812.71745387143
1,1.50109445096551,1.34661399910078,0.82411020990773,-2814.12205408736
1,1.21651294089801,1.5802298887782,0.843572941010248,-2820.79468397528
1,1.18756773150808,1.48416528381253,0.84960934760791,-2822.26951264927
1,1.32984856324349,1.10617216157397,0.832346894005198,-2825.41040704518
1,1.34108798190117,1.64468081438309,0.768988276851194,-2808.61883561875
1,1.41374681154551,1.60657774176086,0.783723705698549,-2814.09181233918
1,1.53120907221018,1.41260754111457,0.8229883571258,-2819.88456279491
1,1.29537601565197,0.912853192728589,0.972493296929797,-2808.00152689452
1,1.40411406300202,1.59409464961511,0.773109324702095,-2806.1536338669
1,1.46568058978751,2.36087563999043,0.828505383549451,-2814.36833333297
1,1.25942863158574,1.43582728446343,0.634149239581934,-2824.11819475674
1,1.35834587528568,1.3403908860011,0.741424976537963,-2822.21146906873
1,1.41065953585449,1.55557515725827,0.69369366214491,-2812.11919432647
1,1.37852252040619,1.20547766296705,0.918576456281843,-2818.0974962598
1,1.28628752403598,1.0905091025839,0.823595425649081,-2814.7305951609
1,1.35352741595603,1.2700207197571,0.796817206031757,-2804.5108194125
1,1.4101898909049,1.50952272572654,0.81369452841208,-2818.77435117273
1,1.42268805048897,0.988441185041487,0.80305541309884,-2849.62424452415
1,1.36203244718112,2.33928715707994,0.858982908690845,-2815.11109741406
1,1.3722275251156,1.13981696057962,0.750362123376928,-2805.43286722098
1,1.37923902547239,0.743707508831992,0.783794534099726,-2825.32863233027
1,1.5230377140498,2.39630935661316,0.999547504728198,-2805.61637549272
1,1.47308094580683,1.4975364532564,1.11971158334762,-2821.67059103526
1,1.28782934198106,1.22939577554593,0.729881328146611,-2811.31680666477
1,1.40395378950048,2.03380301165661,0.83967187457525,-2817.41022335138
1,1.35978007932647,1.73414816241793,0.768834147161697,-2821.86901250747
1,1.2037168084696,0.601235457070144,0.828148609450212,-2819.45161345423
1,1.36900913679363,2.02836792402378,1.02635387387861,-2813.15307906899
1,1.23074495388386,0.773152136590236,0.795768425840133,-2820.06359640956
1,1.43528802601655,1.53469394943231,0.812539577877746,-2824.46714659002
1,1.32935478359582,1.93669876365907,0.737015615970449,-2826.05549020325
1,1.40354671309325,1.95814187376109,0.808344913400722,-2820.2674765394
1,1.35556208505681,1.02942959491599,0.689813227629967,-2823.43789429603
1,1.15805013198654,1.06105728959428,0.800799543108606,-2811.90253440093
1,1.34322050832654,0.65955163709009,0.767633337825285,-2803.05653820688
1,1.37221641568246,0.910497041417558,0.848651965178893,-2809.63179072438
1,1.44278501543525,2.99180531631849,0.73644084098041,-2822.27146347991
1,1.5610444305733,2.3420381309442,0.839296634705454,-2826.16427787893
1,1.16089508173361,0.685816796467929,0.749729970457299,-2821.90370076255
1,1.40587454284532,0.712070030133208,0.851525197711013,-2809.77861793161
1,1.22370544241235,1.34317891934409,0.91230503810683,-2814.30855422519
1,1.23511769944124,0.954491220648409,0.697690184497582,-2825.63575082851
1,1.39396032837746,1.36569609540123,0.736504261113208,-2817.00612543566
1,1.35639161396409,1.13622004394416,0.751743434003051,-2819.42735793744
1,1.22644500892931,0.923210927908257,0.772281494037153,-2822.27446480577
1,1.52866133439939,4.35984553992212,0.939993726545857,-2823.84417995052
1,1.33476692945612,1.67275151473879,0.731276237016678,-2811.62924502037
1,1.56119885677946,2.38600729671806,0.794975133686888,-2804.7123836984
1,1.24497335342324,0.500843539313894,0.862135357913506,-2815.73186902686
1,1.4922476357504,3.16525979478913,0.872081368680688,-2806.0510694745
1,1.44670053664819,2.10798358572975,0.721304465258129,-2840.19524763069
1,1.23057705607796,0.518532334060095,0.857117708928352,-2823.68684317439
1,1.43113472648729,1.50449564254416,0.801007488966196,-2807.91788532726
1,1.56764210493974,1.48922658042874,0.870142124183432,-2805.38884854324
1,1.33769694827365,0.81965562093197,0.750263974423799,-2836.28572733469
1,1.40192650546815,1.49642524837672,0.746101025012364,-2811.6823739824
