"stk","stkName","yr","cyc","rec","eff","ets","rec2","rec3","rec4","rec5","rec6"
5,"Raft",1968,4,0.106299,0.003455,0.007507,0,9.8e-05,0.100888,0.005411,0
5,"Raft",1969,1,0.013989,0.002577,0.004852,0,0.000381,0.010279,0.00371,0
5,"Raft",1970,2,0.008823,0.001205,0.002206,0,3.7e-05,0.0083,0.000523,0
5,"Raft",1971,3,0.011686,0.000223,0.000422,0,3.3e-05,0.00957,0.002116,0
5,"Raft",1972,4,0.057734,0.004507,0.007918,0,8.7e-05,0.056973,0.000761,0
5,"Raft",1973,1,0.009339,0.001345,0.002425,0,2.2e-05,0.001616,0.007723,0
5,"Raft",1974,2,0.012017,0.001479,0.002343,0,0.000206,0.011541,0.000476,0
5,"Raft",1975,3,0.006429,0.001391,0.002541,0,7e-06,0.005632,0.000797,0
5,"Raft",1976,4,0.01987,0.003976,0.008628,0,5.6e-05,0.018539,0.001331,0
5,"Raft",1977,1,0.005917,0.000198,0.00036,0,0,0.002728,0.003189,0
5,"Raft",1978,2,0.01845,0.001343,0.002493,0,0.000253,0.011888,0.006562,0
5,"Raft",1979,3,0.003039,0.000693,0.001473,0,0,0.001183,0.001856,0
5,"Raft",1980,4,0.051611,0.002056,0.005119,0,0.000112,0.047827,0.003784,0
5,"Raft",1981,1,0.00861,0.000312,0.000639,0,2.9e-05,0.007366,0.001244,0
5,"Raft",1982,2,0.003742,0.001533,0.002992,0,0,0.002509,0.001233,0
5,"Raft",1983,3,0.004051,0.001821,0.00278,0,3.8e-05,0.002855,0.001196,0
5,"Raft",1984,4,0.04673,0.006701,0.014407,0,0.000325,0.032692,0.014038,0
5,"Raft",1985,1,0.004421,0.001922,0.003264,0,7e-06,0.00283,0.001591,0
5,"Raft",1986,2,0.003013,0.00108,0.002042,0,0,0.002902,0.000111,0
5,"Raft",1987,3,0.00382,0.000723,0.001388,0,0,0.001399,0.002421,0
5,"Raft",1988,4,0.050087,0.009207,0.019013,0,0,0.041783,0.008304,0
5,"Raft",1989,1,0.011292,0.000925,0.001635,0,7e-06,0.007357,0.003935,0
5,"Raft",1990,2,0.002544,0.000412,0.00063,0,0,0.00161,0.000934,0
5,"Raft",1991,3,0.001461,0.000264,0.000464,0,0,0.000908,0.000553,0
5,"Raft",1992,4,0.067345,0.004112,0.008224,0,6e-06,0.065321,0.002024,0
5,"Raft",1993,1,0.033113,0.002934,0.005037,0,2.4e-05,0.022386,0.010727,0
5,"Raft",1994,2,0.027483,8e-04,0.001642,0,0,0.004738,0.022745,0
5,"Raft",1995,3,0.027229,0.000682,0.001021,0,4.1e-05,0.022745,0.004484,0
5,"Raft",1996,4,0.111999,0.021381,0.039613,0,0,0.089315,0.022684,0
5,"Raft",1997,1,0.051264,0.002367,0.005025,0,0,0.025983,0.025281,0
5,"Raft",1998,2,0.01623,0.003585,0.006746,0,8e-06,0.004905,0.011325,0
5,"Raft",1999,3,0.061057,0.003499,0.006676,0,9.2e-05,0.026426,0.034631,0
5,"Raft",2000,4,0.115343,0.027668,0.057397,0,5.3e-05,0.107671,0.007672,0
5,"Raft",2001,1,0.0957,0.016025,0.030014,0,0,0.079275,0.016425,0
5,"Raft",2002,2,0.042788,0.008402,0.017756,0,4.5e-05,0.021369,0.021419,0
5,"Raft",2003,3,0.008369,0.00489,0.009458,0,0,0.002439,0.00593,0
5,"Raft",2004,4,0.047984711,0.003244,0.00558,0,4e-06,0.039136,0.008848711,0
5,"Raft",2005,1,0.008895181,0.016967,0.0264,0,0,0.006441341,0.00245384,0
5,"Raft",2006,2,0.01683349,0.003442,0.005977,0,0,0.00718197,0.00965152,0
5,"Raft",2007,3,0.010683707,0.008064,0.013813,0,0,0.006256848,0.004426859,0
5,"Raft",2008,4,0.018430489,0.003562,0.007285,0,2e-06,0.014789734,0.003640755,0
5,"Raft",2009,1,0.035190092,0.006039,0.011098,0,5e-06,0.019972142,0.01521795,0
5,"Raft",2010,2,0.04411835,0.002389,0.004608,0,2.6e-05,0.038268668,0.005849682,0
5,"Raft",2011,3,0.022804634,0.00443,0.008055,0,2.4e-05,0.017945634,0.004859,0
5,"Raft",2012,4,NA,0.00171,0.003218,NA,NA,NA,NA,NA
5,"Raft",2013,1,NA,0.009045,0.015834,NA,NA,NA,NA,NA
5,"Raft",2014,2,NA,0.009471,0.016656,NA,NA,NA,NA,NA
5,"Raft",2015,3,NA,0.008794,0.01559,NA,NA,NA,NA,NA
6,"Quesnel",1948,4,0.000618,4.8e-05,9.6e-05,0,0,0.000618,0,0
6,"Quesnel",1949,1,0.463409,0.01921,0.029124,0,0.022455,0.463409,0,0
6,"Quesnel",1950,2,0.002014,0.000264,0.000379,0,3.4e-05,0.002014,0,0
6,"Quesnel",1951,3,0.000413,9e-06,2e-05,0,0,0.000413,0,0
6,"Quesnel",1952,4,0.000562,5.1e-05,0.000102,0,0,0.000562,0,0
6,"Quesnel",1953,1,0.604343,0.047564,0.08317,0,0.005902,0.604123,0.00022,0
6,"Quesnel",1954,2,0.010692,0.000146,0.000291,0,0,0.010692,0,0
6,"Quesnel",1955,3,0.00018,3e-05,5.91e-05,0,0,0.00018,0,0
6,"Quesnel",1956,4,0.001115,3.9e-05,7.7e-05,0,1.8e-05,0.001115,0,0
6,"Quesnel",1957,1,0.989724,0.132852,0.209784,0,0.008359,0.98958,0.000144,0
6,"Quesnel",1958,2,0.003385,0.001269,0.001834,0,2.7e-05,0.003362,2.3e-05,0
6,"Quesnel",1959,3,0.000165,2.9e-05,6.28e-05,0,0,0.000165,0,0
6,"Quesnel",1960,4,0.001469,0.000123,0.000219,0,6e-06,0.001469,0,0
6,"Quesnel",1961,1,1.196316,0.07,0.11507,0,0.044481,1.195807,0.000509,0
6,"Quesnel",1962,2,0.007257,0.000566,0.000991,0,3e-05,0.007257,0,0
6,"Quesnel",1963,3,0.000956,4e-05,7.06e-05,0,0,0.000956,0,0
6,"Quesnel",1964,4,0.002812,0.000159,0.000358,0,0,0.002812,0,0
6,"Quesnel",1965,1,1.652928,0.105393,0.194338,0,0.014161,1.652107,0.000821,0
6,"Quesnel",1966,2,0.007434,0.00104,0.001603,0,2.8e-05,0.007038,0.000396,0
6,"Quesnel",1967,3,0.00175,2.4e-05,4.76e-05,0,1.1e-05,0.00175,0,0
6,"Quesnel",1968,4,0.000428,0.000333,0.000665,0,0,0.000428,0,0
6,"Quesnel",1969,1,1.63435,0.076565,0.131074,0,0.006413,1.626582,0.007768,0
6,"Quesnel",1970,2,0.020339,0.000388,0.000585,0,0,0.020339,0,0
6,"Quesnel",1971,3,0.000747,1.6e-05,2.58e-05,0,0,0.000747,0,0
6,"Quesnel",1972,4,0.000856,4.6e-05,7.19e-05,0,9e-06,0.000856,0,0
6,"Quesnel",1973,1,2.330793,0.112414,0.203768,0,0.005114,2.326864,0.003929,0
6,"Quesnel",1974,2,0.030874,0.002587,0.004415,0,2.1e-05,0.029304,0.00157,0
6,"Quesnel",1975,3,0.001865,0.000105,0.000193,0,0,0.001865,0,0
6,"Quesnel",1976,4,0.001233,0.000209,0.000305,0,0,0.001233,0,0
6,"Quesnel",1977,1,3.864815,0.160717,0.30968,0,0.008446,3.810786,0.054029,0
6,"Quesnel",1978,2,0.196546,0.004349,0.008476,0,0.000142,0.186073,0.010473,0
6,"Quesnel",1979,3,0.006011,0.000238,0.000454,0,0,0.002103,0.003908,0
6,"Quesnel",1980,4,0.002446,9.8e-05,0.000196,0,0,0.002446,0,0
6,"Quesnel",1981,1,9.767044,0.33229,0.618483,0,0.019608,9.553856,0.213188,0
6,"Quesnel",1982,2,0.555386,0.020054,0.038857,0,0,0.499074,0.056312,0
6,"Quesnel",1983,3,0.040379,0.001098,0.001627,0,3.3e-05,0.031515,0.008864,0
6,"Quesnel",1984,4,0.006868,0.000551,0.000852,0,8.5e-05,0.006868,0,0
6,"Quesnel",1985,1,12.471835,0.692799,1.277377,0,0.028135,12.137664,0.334171,0
6,"Quesnel",1986,2,2.532743,0.094792,0.169407,0,4.1e-05,2.364628,0.168115,0
6,"Quesnel",1987,3,0.176581,0.011238,0.017835,0,1.1e-05,0.119437,0.057144,0
6,"Quesnel",1988,4,0.026342,0.004185,0.006108,0,0,0.026342,0,0
6,"Quesnel",1989,1,10.619497,0.942522,1.838399,0,0.010417,10.339444,0.280053,0
6,"Quesnel",1990,2,3.283049,0.259553,0.481278,0,0.000585,2.946813,0.336236,0
6,"Quesnel",1991,3,0.150867,0.024861,0.045324,0,2.6e-05,0.100196,0.050671,0
6,"Quesnel",1992,4,0.029213,0.003046,0.005862,0,1e-06,0.029213,0,0
6,"Quesnel",1993,1,6.844587,1.50735,2.557017,0,0.001642,6.446036,0.398551,0
6,"Quesnel",1994,2,2.476373,0.356251,0.65167,0,0.000248,2.263471,0.212902,0
6,"Quesnel",1995,3,0.167306,0.116867,0.210237,0,0,0.119078,0.048228,0
6,"Quesnel",1996,4,0.087515,0.021719,0.039378,0,0,0.067906,0.019609,0
6,"Quesnel",1997,1,4.677208,0.904914,1.658898,0,7.9e-05,4.358762,0.318446,0
6,"Quesnel",1998,2,4.739819,0.534532,1.043457,0,5.6e-05,4.467804,0.272015,0
6,"Quesnel",1999,3,0.810586,0.106908,0.174234,0,0,0.581976,0.22861,0
6,"Quesnel",2000,4,0.05381,0.037163,0.062846,0,0,0.038143,0.015667,0
6,"Quesnel",2001,1,3.691871,1.740454,3.205043,0,4.2e-05,3.576455,0.115416,0
6,"Quesnel",2002,2,0.63979,1.312599235,2.857293,0,3.8e-05,0.603583,0.036207,0
6,"Quesnel",2003,3,0.143028,0.148333,0.276199,0,0,0.082424,0.060604,0
6,"Quesnel",2004,4,0.012531006,0.006629,0.01017,0,0,0.006545,0.005986006,0
6,"Quesnel",2005,1,0.206106064,0.777707359,1.44329,0,0,0.19805493,0.008051135,0
6,"Quesnel",2006,2,0.648654102,0.090069,0.160045,0,5.58e-05,0.600702732,0.04795137,0
6,"Quesnel",2007,3,0.076531645,0.033601,0.069876,0,2.1e-05,0.073106843,0.003424802,0
6,"Quesnel",2008,4,0.010170034,0.002473,0.004216,0,0,0.003845035,0.006324999,0
6,"Quesnel",2009,1,0.308363914,0.082781,0.148142,0,1.9e-05,0.286898579,0.021465336,0
6,"Quesnel",2010,2,2.426436028,0.131546,0.235148,0,0.002958,2.395466731,0.030969297,0
6,"Quesnel",2011,3,0.042802515,0.016936,0.03133,0,3.07e-05,0.036032515,0.00677,0
6,"Quesnel",2012,4,NA,9.7e-05,0.000198,NA,NA,NA,NA,NA
6,"Quesnel",2013,1,NA,0.093727,0.172695,NA,NA,NA,NA,NA
6,"Quesnel",2014,2,NA,0.430994,0.817922,NA,NA,NA,NA,NA
6,"Quesnel",2015,3,NA,0.025749,0.0436,NA,NA,NA,NA,NA
7,"Chilko",1948,4,1.654244,0.364597,0.622337,0,0.032,1.643062,0.011182,0
7,"Chilko",1949,1,0.571003,0.033029,0.056267,0,0.003732,0.560635,0.010368,0
7,"Chilko",1950,2,0.187983,0.006555,0.015141,0,0.001489,0.183278,0.004705,0
7,"Chilko",1951,3,0.665674,0.057563,0.099133,0,0.003925,0.644911,0.020763,0
7,"Chilko",1952,4,1.799904,0.233628,0.434113,0,0.018732,1.763929,0.035975,0
7,"Chilko",1953,1,0.528558,0.094471,0.173398,0,0.001172,0.514554,0.014004,0
7,"Chilko",1954,2,0.636547,0.021247,0.033369,0,0.012234,0.632132,0.004415,0
7,"Chilko",1955,3,1.438974,0.075834,0.114018,0,0.032418,1.407963,0.031011,0
7,"Chilko",1956,4,2.396538,0.368607,0.617148,0,0.013905,2.379854,0.016684,0
7,"Chilko",1957,1,0.120511,0.083128,0.137827,0,7.6e-05,0.117362,0.003149,0
7,"Chilko",1958,2,0.291933,0.070433,0.119983,0,0.004055,0.27832,0.013613,0
7,"Chilko",1959,3,2.099156,0.272891,0.462227,0,0.023792,2.080497,0.018659,0
7,"Chilko",1960,4,0.964857,0.244864,0.422281,0,0.005472,0.958877,0.00598,0
7,"Chilko",1961,1,0.064296,0.015038,0.02493,0,0.000256,0.052713,0.011583,0
7,"Chilko",1962,2,0.974191,0.042125,0.066133,0,0.010657,0.960609,0.013582,0
7,"Chilko",1963,3,1.116906,0.057207,0.105115,0,0.037579,1.112861,0.004045,0
7,"Chilko",1964,4,1.874731,0.13159,0.233125,0,0.007252,1.818921,0.05581,0
7,"Chilko",1965,1,0.140915,0.020813,0.031918,0,0.001787,0.138555,0.00236,0
7,"Chilko",1966,2,0.772105,0.107541,0.196539,0,0.026456,0.744469,0.027636,0
7,"Chilko",1967,3,1.95668,0.090006,0.153941,0,0.028734,1.933329,0.023351,0
7,"Chilko",1968,4,2.3713,0.181912,0.31288,0,0.046952,2.349375,0.021925,0
7,"Chilko",1969,1,0.385793,0.025519,0.042662,0,0.004126,0.369954,0.015839,0
7,"Chilko",1970,2,0.63113,0.050923,0.095882,0,0.016775,0.630046,0.001084,0
7,"Chilko",1971,3,0.740253,0.097365,0.153756,0,0.058786,0.740253,0,0
7,"Chilko",1972,4,1.981889,0.332353,0.555361,0,0.042709,1.947465,0.034424,0
7,"Chilko",1973,1,0.207582,0.030231,0.054489,0,0.008835,0.200775,0.006807,0
7,"Chilko",1974,2,0.645809,0.071127,0.106658,0,0.026487,0.641497,0.004312,0
7,"Chilko",1975,3,1.396383,0.133782,0.216337,0,0.022821,1.389008,0.007375,0
7,"Chilko",1976,4,1.676112,0.228326,0.378066,0,0.008457,1.650944,0.025168,0
7,"Chilko",1977,1,0.19327,0.020385,0.035086,0,0.003346,0.190527,0.002743,0
7,"Chilko",1978,2,1.246777,0.08557,0.146147,0,0.008616,1.169034,0.077743,0
7,"Chilko",1979,3,1.687672,0.14792,0.227928,0,0.009358,1.615466,0.072206,0
7,"Chilko",1980,4,4.394455,0.293234,0.462572,0,0.012504,3.920494,0.473961,0
7,"Chilko",1981,1,0.185203,0.020164,0.032362,0,0.001722,0.180656,0.004547,0
7,"Chilko",1982,2,1.487694,0.142515,0.241916,0,0.052424,1.355953,0.131741,0
7,"Chilko",1983,3,1.753748,0.213715,0.362093,0,0.045476,1.71733,0.036418,0
7,"Chilko",1984,4,0.503604,0.283152,0.560392,0,0.011108,0.500714,0.00289,0
7,"Chilko",1985,1,0.550437,0.034979,0.071274,0,0.00097,0.366037,0.1844,0
7,"Chilko",1986,2,4.692771,0.165504,0.276193,0,0.047835,4.413216,0.279555,0
7,"Chilko",1987,3,4.349335,0.268111,0.401728,0,0.011552,4.032356,0.316979,0
7,"Chilko",1988,4,3.13746,0.206206,0.356008,0,0.002697,2.979547,0.157913,0
7,"Chilko",1989,1,3.101966,0.042811,0.062246,0,0.011841,3.015024,0.086942,0
7,"Chilko",1990,2,2.591261,0.497991,0.807859,0,0.013262,2.412516,0.178745,0
7,"Chilko",1991,3,1.255045,0.597537,1.004286,0,0.004495,1.126703,0.128342,0
7,"Chilko",1992,4,1.852267,0.319959,0.510065,0,0.003754,1.773513,0.078754,0
7,"Chilko",1993,1,3.929559,0.322298,0.551475,0,0.018173,3.380892,0.548667,0
7,"Chilko",1994,2,1.404652,0.253976,0.436491,0,0.010606,1.331935,0.072717,0
7,"Chilko",1995,3,1.22432,0.298027,0.507915,0,0.002778,1.045307,0.179013,0
7,"Chilko",1996,4,1.335165,0.504469,0.923575,0,0.000359,1.175834,0.159331,0
7,"Chilko",1997,1,0.868494,0.509298,0.901643,0,0.000222,0.663879,0.204615,0
7,"Chilko",1998,2,0.497517,0.467624,0.803336,0,0.001084,0.423716,0.073801,0
7,"Chilko",1999,3,1.559255,0.432565,0.857098,0,0.002228,1.44998,0.109275,0
7,"Chilko",2000,4,0.452112,0.395559,0.731788,0,0.003918,0.42496,0.027152,0
7,"Chilko",2001,1,1.090728,0.331244,0.657006,0,0.000176,1.001606,0.089122,0
7,"Chilko",2002,2,1.225485,0.21505,0.381791,0,0.004514,1.119367,0.106118,0
7,"Chilko",2003,3,0.351206,0.334896,0.606449,0,0.000557,0.321849,0.029357,0
7,"Chilko",2004,4,0.422076053,0.049193,0.090263,0,0.000854,0.388845,0.033231053,0
7,"Chilko",2005,1,0.300022268,0.285065,0.535467,0,0.00072,0.262014068,0.0380082,0
7,"Chilko",2006,2,4.799306599,0.261918,0.456669,0,0.004234551,4.459628756,0.339677843,0
7,"Chilko",2007,3,1.073263904,0.156518,0.299216,0,0.002369218,1.05734306,0.015920844,0
7,"Chilko",2008,4,0.511038617,0.068731,0.131447,0,0.001830392,0.466387067,0.04465155,0
7,"Chilko",2009,1,1.795462738,0.127367,0.212488,0,0.001081,1.621556291,0.173906447,0
7,"Chilko",2010,2,2.557158638,1.18154,2.124215,0,0.036811643,2.478166869,0.078991769,0
7,"Chilko",2011,3,0.870044864,0.457653,0.747985,0,0.0021735,0.786936864,0.083108,0
7,"Chilko",2012,4,NA,0.090758,0.164071,NA,NA,NA,NA,NA
7,"Chilko",2013,1,NA,0.624495,1.183946,NA,NA,NA,NA,NA
7,"Chilko",2014,2,NA,0.665987,1.020713,NA,NA,NA,NA,NA
7,"Chilko",2015,3,NA,0.429012,0.65358,NA,NA,NA,NA,NA
8,"Seymour",1948,4,0.029658,0.00128,0.003889,0,0,0.029658,0,0
8,"Seymour",1949,1,0.025617,0.003476,0.010701,0,0.000733,0.025617,0,0
8,"Seymour",1950,2,0.161081,0.004697,0.010277,0,0.000909,0.161081,0,0
8,"Seymour",1951,3,0.068695,0.011504,0.022757,0,0.000125,0.067964,0.000731,0
8,"Seymour",1952,4,0.011156,0.00278,0.005449,0,9.3e-05,0.011156,0,0
8,"Seymour",1953,1,0.04487,0.002907,0.00535,0,0.00015,0.04487,0,0
8,"Seymour",1954,2,0.432402,0.012463,0.023428,0,0.023882,0.428958,0.003444,0
8,"Seymour",1955,3,0.309325,0.005178,0.008774,0,0.000372,0.308775,0.00055,0
8,"Seymour",1956,4,0.012737,0.001102,0.002443,0,2.6e-05,0.010971,0.001766,0
8,"Seymour",1957,1,0.011959,0.007106,0.010175,0,0.000262,0.011959,0,0
8,"Seymour",1958,2,0.189334,0.044285,0.077666,0,0.006184,0.188824,0.00051,0
8,"Seymour",1959,3,0.17556,0.025473,0.051649,0,0.000409,0.175192,0.000368,0
8,"Seymour",1960,4,0.008697,0.001862,0.002901,0,5.1e-05,0.008697,0,0
8,"Seymour",1961,1,0.025649,0.001957,0.003328,0,5.5e-05,0.025649,0,0
8,"Seymour",1962,2,0.17035,0.027411,0.047675,0,0.002939,0.169778,0.000572,0
8,"Seymour",1963,3,0.113939,0.026742,0.049943,0,0.000147,0.112265,0.001674,0
8,"Seymour",1964,4,0.018498,0.001321,0.002712,0,0,0.017994,0.000504,0
8,"Seymour",1965,1,0.034707,0.00255,0.00565,0,0.000183,0.034707,0,0
8,"Seymour",1966,2,0.14117,0.012943,0.025886,0,0.000658,0.139745,0.001425,0
8,"Seymour",1967,3,0.219687,0.007264,0.012505,0,6.6e-05,0.216733,0.002954,0
8,"Seymour",1968,4,0.022108,0.002064,0.003698,0,0,0.021963,0.000145,0
8,"Seymour",1969,1,0.014617,0.003276,0.00653,0,0.000258,0.014617,0,0
8,"Seymour",1970,2,0.223705,0.003603,0.008189,0,0.00047,0.223705,0,0
8,"Seymour",1971,3,0.133969,0.009463,0.017335,0,0.001341,0.132035,0.001934,0
8,"Seymour",1972,4,0.056465,0.001418,0.002752,0,0.00032,0.056465,0,0
8,"Seymour",1973,1,0.024381,0.00115,0.002669,0,0.000419,0.024381,0,0
8,"Seymour",1974,2,0.247377,0.025096,0.042825,0,0.001353,0.247377,0,0
8,"Seymour",1975,3,0.179019,0.015756,0.034208,0,0.001665,0.175012,0.004007,0
8,"Seymour",1976,4,0.018384,0.004898,0.008271,0,3.8e-05,0.018193,0.000191,0
8,"Seymour",1977,1,0.055279,0.002883,0.005463,0,0.000135,0.053835,0.001444,0
8,"Seymour",1978,2,0.261195,0.030757,0.062613,0,0.00073,0.256211,0.004984,0
8,"Seymour",1979,3,0.135215,0.024866,0.048133,0,8.5e-05,0.092992,0.042223,0
8,"Seymour",1980,4,0.052838,0.004616,0.008027,0,1e-05,0.045127,0.007711,0
8,"Seymour",1981,1,0.026268,0.005354,0.01121,0,0,0.026268,0,0
8,"Seymour",1982,2,0.505718,0.027219,0.062656,0,0.002737,0.492244,0.013474,0
8,"Seymour",1983,3,0.268723,0.014014,0.029515,0,0.003003,0.261161,0.007562,0
8,"Seymour",1984,4,0.035843,0.009148,0.017172,0,0.000174,0.035743,1e-04,0
8,"Seymour",1985,1,0.043244,0.002684,0.00562,0,0.000332,0.032018,0.011226,0
8,"Seymour",1986,2,0.823036,0.057017,0.124614,0,0.001132,0.811714,0.011322,0
8,"Seymour",1987,3,0.441906,0.04108,0.079676,0,0.000314,0.416101,0.025805,0
8,"Seymour",1988,4,0.010843,0.007989,0.01647,0,0,0.009027,0.001816,0
8,"Seymour",1989,1,0.018809,0.002864,0.005507,0,6.8e-05,0.018809,0,0
8,"Seymour",1990,2,0.278691,0.108234,0.2694,0,0.000136,0.272278,0.006413,0
8,"Seymour",1991,3,0.095449,0.060797,0.126869,0,0,0.08431,0.011139,0
8,"Seymour",1992,4,0.017906,0.003586,0.005742,0,0,0.015128,0.002778,0
8,"Seymour",1993,1,0.008716,0.00495,0.010119,0,0,0.006251,0.002465,0
8,"Seymour",1994,2,0.172547,0.019152,0.063419,0,0,0.169885,0.002662,0
8,"Seymour",1995,3,0.066023,0.023901,0.047979,0,1.7e-05,0.064323,0.0017,0
8,"Seymour",1996,4,0.03947,0.00959,0.020569,0,0,0.032991,0.006479,0
8,"Seymour",1997,1,0.001944,0.000836,0.001909,0,0,0.001944,0,0
8,"Seymour",1998,2,0.214222,0.014548,0.032769,0,0.000182,0.210538,0.003684,0
8,"Seymour",1999,3,0.133899,0.010072,0.018379,0,3.2e-05,0.105903,0.027996,0
8,"Seymour",2000,4,0.059563,0.01186,0.025164,0,0,0.058537,0.001026,0
8,"Seymour",2001,1,0.019042,0.003743,0.006582,0,0,0.014842,0.0042,0
8,"Seymour",2002,2,0.506803,0.055465,0.112727,0,0.000851,0.497726,0.009077,0
8,"Seymour",2003,3,0.012076,0.018483,0.031286,0,0,0.011206,0.00087,0
8,"Seymour",2004,4,0.006917588,0.000762,0.001311,0,0,0.006671,0.000246588,0
8,"Seymour",2005,1,0.007820367,0.002326,0.00359,0,0,0.007820367,0,0
8,"Seymour",2006,2,1.092741641,0.057783,0.100612,0,0.000551,1.070611177,0.022130464,0
8,"Seymour",2007,3,0.018292409,0.005905,0.009777,0,0,0.018076028,0.000216381,0
8,"Seymour",2008,4,0.002344906,0.000311,0.000601,0,0,0.002163809,0.000181098,0
8,"Seymour",2009,1,0.046996798,0.003093,0.005134,0,2e-06,0.043282323,0.003714475,0
8,"Seymour",2010,2,0.295254196,0.287496,0.501183,0,0.000827374,0.290967196,0.004287,0
8,"Seymour",2011,3,0.017565271,0.007994,0.013101,0,1.1e-05,0.016758271,0.000807,0
8,"Seymour",2012,4,NA,0.000264,0.000464,NA,NA,NA,NA,NA
8,"Seymour",2013,1,NA,0.013883,0.021809,NA,NA,NA,NA,NA
8,"Seymour",2014,2,NA,0.057414,0.105619,NA,NA,NA,NA,NA
8,"Seymour",2015,3,NA,0.00396,0.00772,NA,NA,NA,NA,NA
9,"L. Shuswap",1948,4,0.02833,0.008502,0.010356,0,0,0.022876,0.005454,0
9,"L. Shuswap",1949,1,0.021384,0.002011,0.003175,0,0.005415,0.021384,0,0
9,"L. Shuswap",1950,2,9.316321,0.583072,1.203508,0,0.594356,9.303676,0.012645,0
9,"L. Shuswap",1951,3,0.52203,0.082094,0.137595,0,0.00729,0.519779,0.002251,0
9,"L. Shuswap",1952,4,0.016451,0.004211,0.007101,0,0.001481,0.01432,0.002131,0
9,"L. Shuswap",1953,1,0.029571,0.001623,0.003273,0,0.001456,0.029571,0,0
9,"L. Shuswap",1954,2,15.107801,1.06764,1.814358,0,0.71472,15.095741,0.01206,0
9,"L. Shuswap",1955,3,0.853876,0.044634,0.063313,0,0.011116,0.853267,0.000609,0
9,"L. Shuswap",1956,4,0.007419,0.002103,0.003173,0,0.000555,0.006961,0.000458,0
9,"L. Shuswap",1957,1,0.002206,0.001651,0.002605,0,1.6e-05,0.002206,0,0
9,"L. Shuswap",1958,2,2.080873,1.128919,2.229811,0,0.123575,2.076776,0.004097,0
9,"L. Shuswap",1959,3,0.374607,0.08927,0.134516,0,0.007679,0.374501,0.000106,0
9,"L. Shuswap",1960,4,0.002333,0.001322,0.00185,0,0.000201,0.002333,0,0
9,"L. Shuswap",1961,1,0.006996,0.000854,0.001094,0,0.000204,0.006996,0,0
9,"L. Shuswap",1962,2,2.751141,0.652104,1.120186,0,0.090241,2.74025,0.010891,0
9,"L. Shuswap",1963,3,3.051092,0.080246,0.157158,0,0.078928,3.047429,0.003663,0
9,"L. Shuswap",1964,4,0.01728,0.000345,0.000601,0,0.002346,0.017103,0.000177,0
9,"L. Shuswap",1965,1,0.024312,0.001332,0.002058,0,0.000496,0.024312,0,0
9,"L. Shuswap",1966,2,3.937025,0.661765,1.1971,0,0.096198,3.914887,0.022138,0
9,"L. Shuswap",1967,3,3.116378,0.402452,0.73764,0,0.065955,3.108302,0.008076,0
9,"L. Shuswap",1968,4,0.020783,0.002713,0.003477,0,0.000222,0.020709,7.4e-05,0
9,"L. Shuswap",1969,1,0.027967,0.003166,0.005749,0,0.001625,0.027967,0,0
9,"L. Shuswap",1970,2,5.376623,0.787577,1.406785,0,0.173639,5.373956,0.002667,0
9,"L. Shuswap",1971,3,0.680439,0.159119,0.28889,0,0.021467,0.680311,0.000128,0
9,"L. Shuswap",1972,4,0.040407,0.002155,0.004184,0,0.004098,0.038342,0.002065,0
9,"L. Shuswap",1973,1,0.064051,0.002467,0.00378,0,0.003817,0.064051,0,0
9,"L. Shuswap",1974,2,6.898196,0.619143,1.088787,0,0.14521,6.888446,0.00975,0
9,"L. Shuswap",1975,3,1.023083,0.08554,0.163005,0,0.003181,1.022005,0.001078,0
9,"L. Shuswap",1976,4,0.013049,0.003072,0.00478,0,0.000578,0.013049,0,0
9,"L. Shuswap",1977,1,0.093025,0.006027,0.01236,0,0.00062,0.093025,0,0
9,"L. Shuswap",1978,2,9.474629,1.014791,1.887349,0,0.119355,9.358872,0.115757,0
9,"L. Shuswap",1979,3,1.491217,0.162067,0.293155,0,0.007343,1.475536,0.015681,0
9,"L. Shuswap",1980,4,0.021794,0.001817,0.0025,0,0.001513,0.02135,0.000444,0
9,"L. Shuswap",1981,1,0.009466,0.00595,0.010204,0,4e-06,0.009466,0,0
9,"L. Shuswap",1982,2,9.312105,1.568612,3.010136,0,0.079877,9.206624,0.105481,0
9,"L. Shuswap",1983,3,1.963829,0.100257,0.21068,0,0.017088,1.94757,0.016259,0
9,"L. Shuswap",1984,4,0.033071,0.002403,0.004335,0,0.000103,0.032672,0.000399,0
9,"L. Shuswap",1985,1,0.004319,0.000833,0.001484,0,6.1e-05,0.004319,0,0
9,"L. Shuswap",1986,2,10.814466,1.068368,2.317568,0,0.067599,10.620066,0.1944,0
9,"L. Shuswap",1987,3,3.895414,0.319714,0.607337,0,0.008518,3.84021,0.055204,0
9,"L. Shuswap",1988,4,0.008219,0.003556,0.005007,0,1e-06,0.006611,0.001608,0
9,"L. Shuswap",1989,1,0.012858,0.000385,0.00057,0,0.000277,0.012858,0,0
9,"L. Shuswap",1990,2,7.728193,1.74553,3.675003,0,0.019675,7.602634,0.125559,0
9,"L. Shuswap",1991,3,0.865206,0.615987,1.24299,0,0.00077,0.845854,0.019352,0
9,"L. Shuswap",1992,4,0.019909,0.00664,0.012716,0,0,0.011466,0.008443,0
9,"L. Shuswap",1993,1,0.015343,0.000753,0.001313,0,2.3e-05,0.015343,0,0
