"stk","stkName","yr","cyc","marCatch","marER","frfnCatch","frfnER","totCatch","totER","totRun"
8,"Seymour",1959,3,0.261903,0.83,0.003244,0.01,0.265147,0.84,317457
8,"Seymour",1960,0,0.008423,0.71,0.000502,0.04,0.008925,0.75,11826
8,"Seymour",1961,1,0.00919,0.67,0.000913,0.07,0.010103,0.74,13725
8,"Seymour",1962,2,0.139866,0.7,0.003036,0.02,0.142902,0.71,200738
8,"Seymour",1963,3,0.096266,0.55,0.007782,0.04,0.104048,0.59,175702
8,"Seymour",1964,0,0.005532,0.61,0.000788,0.09,0.00632,0.7,9065
8,"Seymour",1965,1,0.018201,0.71,0.001448,0.06,0.019649,0.76,25738
8,"Seymour",1966,2,0.146235,0.83,0.001926,0.01,0.148161,0.84,176859
8,"Seymour",1967,3,0.101972,0.88,0.000761,0.01,0.102733,0.88,116094
8,"Seymour",1968,0,0.015612,0.79,0.000305,0.02,0.015917,0.81,19668
8,"Seymour",1969,1,0.027686,0.79,0.000349,0.01,0.028035,0.8,35211
8,"Seymour",1970,2,0.122766,0.88,0.002624,0.02,0.12539,0.9,139745
8,"Seymour",1971,3,0.19719,0.9,0.00194,0.01,0.19913,0.91,218158
8,"Seymour",1972,0,0.021221,0.82,0.001992,0.08,0.023213,0.89,26015
8,"Seymour",1973,1,0.011878,0.8,0.00018,0.01,0.012058,0.82,14762
8,"Seymour",1974,2,0.171617,0.77,0.007433,0.03,0.17905,0.8,223638
8,"Seymour",1975,3,0.091606,0.68,0.005782,0.04,0.097388,0.73,134229
8,"Seymour",1976,0,0.048487,0.83,0.001532,0.03,0.050019,0.86,58399
8,"Seymour",1977,1,0.017898,0.73,0.000774,0.03,0.018672,0.77,24381
8,"Seymour",1978,2,0.172649,0.7,0.011919,0.05,0.184568,0.75,247376
8,"Seymour",1979,3,0.11574,0.66,0.009966,0.06,0.125706,0.72,175012
8,"Seymour",1980,0,0.012587,0.57,0.001304,0.06,0.013891,0.63,22200
8,"Seymour",1981,1,0.041013,0.76,0.001654,0.03,0.042667,0.79,54026
8,"Seymour",1982,2,0.195927,0.72,0.013089,0.05,0.209016,0.77,272287
8,"Seymour",1983,3,0.061405,0.63,0.006742,0.07,0.068147,0.7,97978
8,"Seymour",1984,0,0.06712,0.77,0.003099,0.04,0.070219,0.8,87391
8,"Seymour",1985,1,0.027267,0.8,0.001091,0.03,0.028358,0.83,33978
8,"Seymour",1986,2,0.336248,0.68,0.034436,0.07,0.370684,0.75,496850
8,"Seymour",1987,3,0.155078,0.56,0.034363,0.13,0.189441,0.69,274635
8,"Seymour",1988,0,0.022833,0.52,0.004349,0.1,0.027182,0.62,44039
8,"Seymour",1989,1,0.025641,0.8,0.00097,0.03,0.026611,0.83,32118
8,"Seymour",1990,2,0.492031,0.6,0.058868,0.07,0.550899,0.67,822940
8,"Seymour",1991,3,0.279275,0.65,0.019896,0.05,0.299171,0.7,427424
8,"Seymour",1992,0,0.008446,0.24,0.016306,0.47,0.024752,0.71,34832
8,"Seymour",1993,1,0.00963,0.47,0.000872,0.04,0.010502,0.51,20616
8,"Seymour",1994,2,0.148676,0.55,0.027119,0.1,0.175795,0.65,272278
8,"Seymour",1995,3,0.019696,0.25,0.016736,0.21,0.036432,0.45,80305
8,"Seymour",1996,0,0.000783,0.03,0.004498,0.17,0.005281,0.2,26382
8,"Seymour",1997,1,0.006211,0.69,0.001157,0.13,0.007368,0.82,9030
8,"Seymour",1998,2,0.050714,0.29,0.01812,0.11,0.068834,0.4,172350
8,"Seymour",1999,3,0.002801,0.04,0.011483,0.17,0.014284,0.21,66984
8,"Seymour",2000,0,0.005272,0.15,0.004851,0.14,0.010173,0.29,34691
8,"Seymour",2001,1,0.000672,0.08,0.000828,0.1,0.001531,0.18,8423
8,"Seymour",2002,2,0.071633,0.34,0.023404,0.11,0.099069,0.47,210538
8,"Seymour",2003,3,0.05443273,0.5,0.0130959,0.12,0.06962874,0.64,109586.82
8,"Seymour",2004,0,0.03626098,0.42,0.01526741,0.18,0.05291617,0.61,86532.53
8,"Seymour",2005,1,0.00162821,0.1,0.00309998,0.19,0.00476046,0.3,15946.81
8,"Seymour",2006,2,0.17310837,0.34,0.05258777,0.1,0.23589875,0.47,504071.42
8,"Seymour",2007,3,0.00457498,0.22,0.00216004,0.11,0.00673502,0.33,20513.74
8,"Seymour",2008,0,0.00091177,0.12,0.00171191,0.22,0.00273939,0.35,7732.74
8,"Seymour",2009,1,0.00030567,0.04,0.00031645,0.04,0.00063161,0.08,8274.61
8,"Seymour",2010,2,0.326127,0.3,0.11006182,0.1,0.45021904,0.42,1070611.18
8,"Seymour",2011,3,0.00684805,0.17,0.01156696,0.29,0.01895897,0.47,40340.08
9,"L. Shuswap",1952,0,0.015608,0.64,0.001373,0.06,0.016981,0.7,24298
9,"L. Shuswap",1953,1,0.025691,0.87,0.000293,0.01,0.025984,0.88,29456
9,"L. Shuswap",1954,2,7.241737,0.78,0.049669,0.01,7.291406,0.78,9318160
9,"L. Shuswap",1955,3,0.486786,0.87,0.011929,0.02,0.498715,0.89,562574
9,"L. Shuswap",1956,0,0.011871,0.71,0.001641,0.1,0.013512,0.8,16833
9,"L. Shuswap",1957,1,0.02882,0.91,7.3e-05,0,0.028893,0.91,31702
9,"L. Shuswap",1958,2,11.738603,0.78,0.04216,0,11.780763,0.78,15098012
9,"L. Shuswap",1959,3,0.765434,0.84,0.008338,0.01,0.773772,0.85,908606
9,"L. Shuswap",1960,0,0.005443,0.67,0.000748,0.09,0.006191,0.76,8098
9,"L. Shuswap",1961,1,0.002033,0.58,0.000351,0.1,0.002384,0.67,3534
9,"L. Shuswap",1962,2,0.873972,0.42,0.060001,0.03,0.933973,0.45,2078542
9,"L. Shuswap",1963,3,0.210982,0.55,0.016991,0.04,0.227973,0.59,386328
9,"L. Shuswap",1964,0,0.001658,0.68,0.000193,0.08,0.001851,0.75,2455
9,"L. Shuswap",1965,1,0.004858,0.66,0.000373,0.05,0.005231,0.71,7318
9,"L. Shuswap",1966,2,1.377425,0.5,0.085925,0.03,1.46335,0.53,2745530
9,"L. Shuswap",1967,3,2.249082,0.72,0.048106,0.02,2.297188,0.73,3142142
9,"L. Shuswap",1968,0,0.01817,0.82,0.000251,0.01,0.018421,0.83,22092
9,"L. Shuswap",1969,1,0.023146,0.79,0.000212,0.01,0.023358,0.8,29343
9,"L. Shuswap",1970,2,2.363472,0.6,0.037775,0.01,2.401247,0.61,3930109
9,"L. Shuswap",1971,3,2.841519,0.9,0.014046,0,2.855565,0.91,3145757
9,"L. Shuswap",1972,0,0.024802,0.81,0.001681,0.05,0.026483,0.86,30675
9,"L. Shuswap",1973,1,0.024579,0.85,0.000683,0.02,0.025262,0.87,29070
9,"L. Shuswap",1974,2,4.18759,0.78,0.049943,0.01,4.237533,0.79,5388305
9,"L. Shuswap",1975,3,0.529965,0.74,0.015001,0.02,0.544966,0.77,712331
9,"L. Shuswap",1976,0,0.032828,0.85,0.001081,0.03,0.033909,0.88,38689
9,"L. Shuswap",1977,1,0.052264,0.8,0.000945,0.01,0.053209,0.81,65679
9,"L. Shuswap",1978,2,4.908286,0.72,0.056669,0.01,4.964955,0.72,6852397
9,"L. Shuswap",1979,3,0.833099,0.73,0.013835,0.01,0.846934,0.74,1146337
9,"L. Shuswap",1980,0,0.009467,0.67,0.002006,0.14,0.011473,0.81,14127
9,"L. Shuswap",1981,1,0.082179,0.88,0.001096,0.01,0.083275,0.89,93568
9,"L. Shuswap",1982,2,5.793576,0.66,0.123126,0.01,5.916702,0.67,8780057
9,"L. Shuswap",1983,3,1.430078,0.86,0.012837,0.01,1.442915,0.87,1654280
9,"L. Shuswap",1984,0,0.032224,0.84,0.001849,0.05,0.034073,0.89,38407
9,"L. Shuswap",1985,1,0.008281,0.84,9.7e-05,0.01,0.008378,0.85,9910
9,"L. Shuswap",1986,2,6.692329,0.73,0.156338,0.02,6.848667,0.74,9201910
9,"L. Shuswap",1987,3,1.448719,0.68,0.059841,0.03,1.50856,0.71,2125885
9,"L. Shuswap",1988,0,0.041317,0.84,0.002659,0.05,0.043976,0.9,48983
9,"L. Shuswap",1989,1,0.003771,0.8,0.000204,0.04,0.003975,0.84,4718
9,"L. Shuswap",1990,2,6.530497,0.63,0.17298,0.02,6.703477,0.65,10303837
9,"L. Shuswap",1991,3,2.752088,0.68,0.047561,0.01,2.799649,0.69,4042107
9,"L. Shuswap",1992,0,0.060104,0.82,0.000191,0,0.060295,0.82,73217
9,"L. Shuswap",1993,1,0.014719,0.9,0.000313,0.02,0.015032,0.92,16364
9,"L. Shuswap",1994,2,5.876876,0.8,0.111618,0.02,5.988494,0.82,7305624
9,"L. Shuswap",1995,3,0.400267,0.43,0.123,0.13,0.523267,0.56,933969
9,"L. Shuswap",1996,0,0.01317366,0.42,0.00443768,0.14,0.01761133,0.56,31189.22
9,"L. Shuswap",1997,1,0.01750578,0.89,0.00012697,0.01,0.01767874,0.9,19684.74
9,"L. Shuswap",1998,2,0.36828561,0.14,0.05370641,0.02,0.42259169,0.16,2569709.98
9,"L. Shuswap",1999,3,0.08703081,0.11,0.00869285,0.01,0.09705538,0.13,770717.59
9,"L. Shuswap",2000,0,0.02629838,0.51,0.00644065,0.12,0.03360328,0.65,51937.02
9,"L. Shuswap",2001,1,0.01978038,0.19,0.00187636,0.02,0.02167758,0.21,103259.25
9,"L. Shuswap",2002,2,1.01536645,0.14,0.19305627,0.03,1.2425106,0.18,7039971.45
9,"L. Shuswap",2003,3,0.21613793,0.32,0.05245456,0.08,0.27431528,0.41,674341.04
9,"L. Shuswap",2004,0,0.00633749,0.24,0.00557755,0.21,0.01220504,0.46,26291.87
9,"L. Shuswap",2005,1,0.00389677,0.12,0.00778493,0.24,0.01194208,0.36,33055.08
9,"L. Shuswap",2006,2,2.5236945,0.34,0.32208912,0.04,2.90346178,0.39,7415668.06
9,"L. Shuswap",2007,3,0.02127969,0.12,0.01324128,0.08,0.03452097,0.2,172328.22
9,"L. Shuswap",2008,0,0.00182349,0.15,0.00235784,0.2,0.00424828,0.36,11941.75
9,"L. Shuswap",2009,1,0.00406711,0.06,0.00109667,0.02,0.00523425,0.08,64607.38
9,"L. Shuswap",2010,2,8.33297392,0.48,0.80748698,0.05,9.24917452,0.53,17334140.11
9,"L. Shuswap",2011,3,0.09180308,0.25,0.03372026,0.09,0.1322088,0.36,368915.94
10,"Birkenhead",1952,0,0.168773,0.74,0.011194,0.05,0.179967,0.79,227028
10,"Birkenhead",1953,1,0.207761,0.8,0.010708,0.04,0.218469,0.84,260960
10,"Birkenhead",1954,2,0.185751,0.89,0.004535,0.02,0.190286,0.91,208499
10,"Birkenhead",1955,3,0.131563,0.88,0.003442,0.02,0.135005,0.9,149558
10,"Birkenhead",1956,0,0.199274,0.77,0.0086,0.03,0.207874,0.81,257628
10,"Birkenhead",1957,1,0.128901,0.87,0.005438,0.04,0.134339,0.9,148875
10,"Birkenhead",1958,2,0.149098,0.88,0.005637,0.03,0.154735,0.91,169901
10,"Birkenhead",1959,3,0.218893,0.87,0.005338,0.02,0.224231,0.9,250390
10,"Birkenhead",1960,0,0.181242,0.8,0.007258,0.03,0.1885,0.84,225338
10,"Birkenhead",1961,1,0.050723,0.57,0.006617,0.07,0.05734,0.64,89021
10,"Birkenhead",1962,2,0.064371,0.62,0.012884,0.12,0.077255,0.75,103624
10,"Birkenhead",1963,3,0.159328,0.72,0.011853,0.05,0.171181,0.78,220074
10,"Birkenhead",1964,0,0.105398,0.64,0.01021,0.06,0.115608,0.7,164516
10,"Birkenhead",1965,1,0.062406,0.74,0.006227,0.07,0.068633,0.81,84863
10,"Birkenhead",1966,2,0.080778,0.76,0.004977,0.05,0.085755,0.81,105871
10,"Birkenhead",1967,3,0.248536,0.84,0.006828,0.02,0.255364,0.86,295240
10,"Birkenhead",1968,0,0.23586,0.78,0.006619,0.02,0.242479,0.81,300583
10,"Birkenhead",1969,1,0.169181,0.81,0.00246,0.01,0.171641,0.82,209023
10,"Birkenhead",1970,2,0.143774,0.81,0.002784,0.02,0.146558,0.83,177214
10,"Birkenhead",1971,3,0.43486,0.94,0.005136,0.01,0.439996,0.95,464625
10,"Birkenhead",1972,0,0.226074,0.8,0.003075,0.01,0.229149,0.81,283871
10,"Birkenhead",1973,1,0.432676,0.87,0.006305,0.01,0.438981,0.89,495716
10,"Birkenhead",1974,2,0.652333,0.82,0.023431,0.03,0.675764,0.85,795578
10,"Birkenhead",1975,3,0.23664,0.76,0.011285,0.04,0.247925,0.8,309506
10,"Birkenhead",1976,0,0.394693,0.81,0.01395,0.03,0.408643,0.84,486178
10,"Birkenhead",1977,1,0.146705,0.77,0.020265,0.11,0.16697,0.88,190815
10,"Birkenhead",1978,2,0.336568,0.74,0.022183,0.05,0.358751,0.79,453892
10,"Birkenhead",1979,3,0.243639,0.76,0.016546,0.05,0.260185,0.81,321173
10,"Birkenhead",1980,0,0.408159,0.8,0.019743,0.04,0.427902,0.84,512396
10,"Birkenhead",1981,1,0.336045,0.85,0.009037,0.02,0.345082,0.88,394105
10,"Birkenhead",1982,2,0.473278,0.77,0.021735,0.04,0.495013,0.81,614751
10,"Birkenhead",1983,3,0.351534,0.86,0.012659,0.03,0.364193,0.89,408222
10,"Birkenhead",1984,0,0.189229,0.78,0.012673,0.05,0.201902,0.83,242147
10,"Birkenhead",1985,1,0.128624,0.89,0.003115,0.02,0.131739,0.92,143866
10,"Birkenhead",1986,2,1.269828,0.78,0.019588,0.01,1.289416,0.79,1627917
10,"Birkenhead",1987,3,0.731973,0.8,0.022895,0.02,0.754868,0.82,919814
10,"Birkenhead",1988,0,0.328419,0.64,0.018226,0.04,0.346645,0.68,513236
10,"Birkenhead",1989,1,0.205772,0.86,0.003253,0.01,0.209025,0.88,238631
10,"Birkenhead",1990,2,0.809031,0.83,0.004474,0,0.813505,0.83,980278
10,"Birkenhead",1991,3,0.716416,0.7,0.007231,0.01,0.723647,0.71,1017673
10,"Birkenhead",1992,0,0.289313,0.6,0.008265,0.02,0.297578,0.61,484121
10,"Birkenhead",1993,1,1.386697,0.85,0.006995,0,1.393692,0.85,1638646
10,"Birkenhead",1994,2,0.335848,0.89,0.004322,0.01,0.34017,0.9,379404
10,"Birkenhead",1995,3,0.02826,0.34,0.015121,0.18,0.043381,0.53,81969
10,"Birkenhead",1996,0,0.05267608,0.47,0.00371507,0.03,0.05639115,0.5,112038.15
10,"Birkenhead",1997,1,0.17226706,0.75,0.00515256,0.02,0.17872121,0.78,228923.21
10,"Birkenhead",1998,2,0.09832998,0.24,0.00791334,0.02,0.10654497,0.26,407316.1
10,"Birkenhead",1999,3,0.01952639,0.1,0.00051099,0,0.02070566,0.11,187912.95
10,"Birkenhead",2000,0,0.04128283,0.65,0.00096638,0.02,0.04294096,0.68,63090.8
10,"Birkenhead",2001,1,0.01193022,0.19,0.00574363,0.09,0.01782919,0.29,62279.19
10,"Birkenhead",2002,2,0.03527512,0.16,0.00102052,0,0.03629564,0.16,225740.64
10,"Birkenhead",2003,3,0.11841549,0.26,0.01922992,0.04,0.14112466,0.31,452084.66
10,"Birkenhead",2004,0,0.03195392,0.32,0.00352287,0.03,0.03547679,0.35,100930.72
10,"Birkenhead",2005,1,0.0156159,0.11,0.00326228,0.02,0.01887818,0.13,148359.9
10,"Birkenhead",2006,2,0.16926658,0.29,0.00633403,0.01,0.17560061,0.3,584188.49
10,"Birkenhead",2007,3,0.0392944,0.29,0.00318789,0.02,0.0424823,0.31,135962.3
10,"Birkenhead",2008,0,0.00545952,0.1,0.00347794,0.06,0.00893746,0.17,53880.2
10,"Birkenhead",2009,1,0.00410934,0.06,0.00062011,0.01,0.00472945,0.07,63400.28
10,"Birkenhead",2010,2,0.15180436,0.49,0.00993243,0.03,0.16395373,0.53,309732.14
10,"Birkenhead",2011,3,0.07422666,0.2,0.03075793,0.08,0.11446703,0.31,373428.14
11,"Cultus",1952,0,0.019931,0.53,5.6e-05,0,0.019987,0.53,37820
11,"Cultus",1953,1,0.029009,0.72,2e-05,0,0.029029,0.72,40572
11,"Cultus",1954,2,0.079603,0.78,2.5e-05,0,0.079628,0.78,101664
11,"Cultus",1955,3,0.143073,0.85,0.000122,0,0.143195,0.85,169117
11,"Cultus",1956,0,0.023341,0.62,0.000467,0.01,0.023808,0.63,37526
11,"Cultus",1957,1,0.053127,0.72,8.1e-05,0,0.053208,0.72,73583
11,"Cultus",1958,2,0.049114,0.79,4.8e-05,0,0.049162,0.79,62486
11,"Cultus",1959,3,0.234176,0.83,0.000525,0,0.234701,0.83,282480
11,"Cultus",1960,0,0.022009,0.55,0.000295,0.01,0.022304,0.56,39944
11,"Cultus",1961,1,0.013979,0.5,0.000416,0.01,0.014395,0.52,27791
11,"Cultus",1962,2,0.020344,0.43,0.000192,0,0.020536,0.43,47533
11,"Cultus",1963,3,0.030847,0.59,0.000694,0.01,0.031541,0.61,51844
11,"Cultus",1964,0,0.013138,0.53,0.000584,0.02,0.013722,0.55,24789
11,"Cultus",1965,1,0.004239,0.62,0.00011,0.02,0.004349,0.64,6804
11,"Cultus",1966,2,0.018309,0.52,0.000255,0.01,0.018564,0.52,35483
11,"Cultus",1967,3,0.09834,0.75,0.000462,0,0.098802,0.75,132000
11,"Cultus",1968,0,0.044779,0.63,0.00076,0.01,0.045539,0.64,70853
11,"Cultus",1969,1,0.015894,0.72,0.000117,0.01,0.016011,0.73,21953
11,"Cultus",1970,2,0.024889,0.62,0.001249,0.03,0.026138,0.65,40079
11,"Cultus",1971,3,0.087978,0.91,0,0,0.087978,0.91,97106
11,"Cultus",1972,0,0.038567,0.79,7.2e-05,0,0.038639,0.79,49005
11,"Cultus",1973,1,0.004372,0.87,1.8e-05,0,0.00439,0.87,5031
11,"Cultus",1974,2,0.035076,0.78,0.000737,0.02,0.035813,0.8,44797
11,"Cultus",1975,3,0.036111,0.75,0.000624,0.01,0.036735,0.76,48084
11,"Cultus",1976,0,0.02628,0.85,0.00013,0,0.02641,0.86,30845
11,"Cultus",1977,1,0.000385,0.8,1.6e-05,0.03,0.000401,0.83,483
11,"Cultus",1978,2,0.022265,0.81,9.9e-05,0,0.022364,0.82,27440
11,"Cultus",1979,3,0.075498,0.69,0.002122,0.02,0.07762,0.71,109651
11,"Cultus",1980,0,0.004613,0.72,0.000106,0.02,0.004719,0.74,6376
11,"Cultus",1981,1,0.001201,0.82,0,0,0.001201,0.82,1457
11,"Cultus",1982,2,0.051978,0.75,0.000408,0.01,0.052386,0.76,69111
11,"Cultus",1983,3,0.087565,0.81,0.000387,0,0.087952,0.82,107896
11,"Cultus",1984,0,0.00579,0.84,9.2e-05,0.01,0.005882,0.86,6876
11,"Cultus",1985,1,0.000541,0.56,0,0,0.000541,0.56,965
11,"Cultus",1986,2,0.009034,0.73,0.000129,0.01,0.009163,0.74,12419
11,"Cultus",1987,3,0.068537,0.68,0,0,0.068537,0.68,100721
11,"Cultus",1988,0,0.008904,0.91,2e-05,0,0.008924,0.91,9785
11,"Cultus",1989,1,0.001679,0.8,0,0,0.001679,0.8,2097
11,"Cultus",1990,2,0.008537,0.82,3e-06,0,0.00854,0.82,10400
11,"Cultus",1991,3,0.043601,0.67,0.001161,0.02,0.044762,0.69,64919
11,"Cultus",1992,0,0.006298,0.84,0,0,0.006298,0.84,7501
11,"Cultus",1993,1,0.009805,0.9,3e-06,0,0.009808,0.9,10871
11,"Cultus",1994,2,0.018772,0.81,7.2e-05,0,0.018844,0.81,23243
11,"Cultus",1995,3,0.007804,0.4,0.001222,0.06,0.009026,0.47,19342
11,"Cultus",1996,0,0.00035511,0.14,3.879e-05,0.02,0.00043024,0.18,2452.24
11,"Cultus",1997,1,0.00083462,0.89,1.036e-05,0.01,0.00084598,0.91,933.98
11,"Cultus",1998,2,0.0002902,0.13,4.582e-05,0.02,0.00033955,0.15,2298.55
11,"Cultus",1999,3,0.00147205,0.1,0.00012622,0.01,0.00176335,0.12,14166.35
11,"Cultus",2000,0,0.00072308,0.36,5.4e-05,0.03,0.00080482,0.4,2031.82
11,"Cultus",2001,1,0.00010669,0.15,7.746e-05,0.11,0.00018415,0.26,699.15
11,"Cultus",2002,2,0.00078314,0.13,3.308e-05,0.01,0.00081622,0.14,5965.22
11,"Cultus",2003,3,0.00063939,0.22,6.2e-05,0.02,0.00070139,0.24,2885.39
11,"Cultus",2004,0,2.847e-05,0.23,2.84e-06,0.02,3.131e-05,0.26,121.31
11,"Cultus",2005,1,1.888e-05,0.09,7.94e-06,0.04,2.682e-05,0.12,219.82
11,"Cultus",2006,2,0.0011574,0.23,9.7e-05,0.02,0.0012544,0.25,5039.4
11,"Cultus",2007,3,9.747e-05,0.12,3.599e-05,0.04,0.00013346,0.16,822.46
11,"Cultus",2008,0,3.299e-05,0.08,2.22e-05,0.06,5.519e-05,0.14,395.19
11,"Cultus",2009,1,4.245e-05,0.05,2.74e-06,0,4.52e-05,0.05,934.2
11,"Cultus",2010,2,0.0091752,0.45,0.00066893,0.03,0.01011583,0.5,20226.83
11,"Cultus",2011,3,0.0045719,0.37,0.00039523,0.03,0.00517826,0.41,12520.26
12,"Portage",1953,1,0.000245,0.83,1e-06,0,0.000246,0.83,296
12,"Portage",1954,2,0.024609,0.88,0.000109,0,0.024718,0.88,28087
12,"Portage",1955,3,0.000181,0.8,4e-06,0.02,0.000185,0.82,226
12,"Portage",1956,0,NA,NA,NA,NA,0,NA,0
12,"Portage",1957,1,0.000353,0.9,1e-06,0,0.000354,0.9,394
12,"Portage",1958,2,0.031128,0.87,8.2e-05,0,0.03121,0.87,35946
12,"Portage",1959,3,0.004567,0.87,1.7e-05,0,0.004584,0.88,5232
12,"Portage",1960,0,NA,NA,NA,NA,0,NA,0
12,"Portage",1961,1,2.2e-05,0.47,2e-06,0.04,2.4e-05,0.51,47
12,"Portage",1962,2,0.012108,0.49,0.000695,0.03,0.012803,0.52,24738
12,"Portage",1963,3,0.003272,0.6,0.00016,0.03,0.003432,0.63,5443
12,"Portage",1964,0,1.2e-05,0.57,0,0,1.2e-05,0.57,21
12,"Portage",1965,1,0.001694,0.62,4.6e-05,0.02,0.00174,0.64,2721
12,"Portage",1966,2,0.036527,0.52,0.002248,0.03,0.038775,0.55,70118
12,"Portage",1967,3,0.051607,0.92,0.00051,0.01,0.052117,0.92,56398
12,"Portage",1968,0,0.000467,0.8,3.4e-05,0.06,0.000501,0.85,587
12,"Portage",1969,1,0.002162,0.65,0.000194,0.06,0.002356,0.71,3319
12,"Portage",1970,2,0.026491,0.86,0.00034,0.01,0.026831,0.87,30704
12,"Portage",1971,3,0.003991,0.93,3.6e-05,0.01,0.004027,0.93,4308
12,"Portage",1972,0,0.000838,0.72,0.000132,0.11,0.00097,0.84,1160
12,"Portage",1973,1,0.026464,0.86,0.000316,0.01,0.02678,0.87,30773
12,"Portage",1974,2,0.047833,0.84,0.000392,0.01,0.048225,0.85,56751
12,"Portage",1975,3,0.012457,0.79,0.00018,0.01,0.012637,0.8,15812
12,"Portage",1976,0,0.0114,0.85,0.000895,0.07,0.012295,0.92,13337
12,"Portage",1977,1,0.072219,0.89,0.000388,0,0.072607,0.9,80696
12,"Portage",1978,2,0.029163,0.72,0.001561,0.04,0.030724,0.75,40702
12,"Portage",1979,3,0.011137,0.74,0.000243,0.02,0.01138,0.76,14955
12,"Portage",1980,0,0.005003,0.68,0.000457,0.06,0.00546,0.74,7332
12,"Portage",1981,1,0.031669,0.82,0.000957,0.02,0.032626,0.85,38435
12,"Portage",1982,2,0.075728,0.75,0.001126,0.01,0.076854,0.76,100721
12,"Portage",1983,3,0.053483,0.86,0.00114,0.02,0.054623,0.88,62370
12,"Portage",1984,0,0.01005,0.82,0.000482,0.04,0.010532,0.86,12242
12,"Portage",1985,1,0.013495,0.84,0.000201,0.01,0.013696,0.86,16014
12,"Portage",1986,2,0.185319,0.92,0.002552,0.01,0.187871,0.93,202162
12,"Portage",1987,3,0.04079,0.84,0.000841,0.02,0.041631,0.86,48491
12,"Portage",1988,0,0.022298,0.91,0.00109,0.04,0.023388,0.96,24456
12,"Portage",1989,1,0.040989,0.83,0.000438,0.01,0.041427,0.84,49327
12,"Portage",1990,2,0.048635,0.71,0.000167,0,0.048802,0.71,68750
12,"Portage",1991,3,0.051295,0.8,0.001097,0.02,0.052392,0.81,64445
12,"Portage",1992,0,0.01443,0.84,4e-05,0,0.01447,0.84,17176
12,"Portage",1993,1,0.171063,0.9,5.4e-05,0,0.171117,0.9,190877
12,"Portage",1994,2,0.052621,0.83,0.001584,0.02,0.054205,0.85,63475
12,"Portage",1995,3,0.007496,0.46,0.000997,0.06,0.008493,0.52,16368
12,"Portage",1996,0,0.00472457,0.33,0.00020965,0.01,0.0050617,0.36,14111.65
12,"Portage",1997,1,0.15294246,0.89,0.00088389,0.01,0.1542285,0.9,171611.13
12,"Portage",1998,2,0.01803285,0.14,0.00197936,0.02,0.02005328,0.15,130166.32
12,"Portage",1999,3,0.00478924,0.12,0.00041033,0.01,0.0053696,0.13,40205.28
12,"Portage",2000,0,0.04384114,0.51,0.01066633,0.12,0.05594823,0.65,86582.45
12,"Portage",2001,1,0.00659783,0.15,0.00182329,0.04,0.00842112,0.19,43236.33
12,"Portage",2002,2,0.00272878,0.14,0.00053873,0.03,0.00335975,0.18,18919.78
12,"Portage",2003,3,0.00280038,0.32,0.00067962,0.08,0.00355415,0.41,8737.05
12,"Portage",2004,0,0.00328422,0.24,0.00314611,0.23,0.00658032,0.48,13604.41
12,"Portage",2005,1,0.00219095,0.12,0.00416583,0.22,0.00650318,0.35,18585.18
12,"Portage",2006,2,0.01644485,0.34,0.00209879,0.04,0.01891949,0.39,48321.84
12,"Portage",2007,3,0.000597,0.12,0.000358,0.07,0.00095501,0.2,4834.68
12,"Portage",2008,0,0.00090822,0.15,0.00115131,0.19,0.00209962,0.35,5947.81
12,"Portage",2009,1,0.00018127,0.06,4.888e-05,0.02,0.00023329,0.08,3051.56
12,"Portage",2010,2,0.0823048,0.48,0.00658109,0.04,0.08997815,0.53,171209.34
12,"Portage",2011,3,0.0009704,0.25,0.0002543,0.07,0.00129817,0.33,3899.6
13,"Weaver",1952,0,0.100903,0.77,0.000106,0,0.101009,0.77,130774
13,"Weaver",1953,1,0.042295,0.83,1.6e-05,0,0.042311,0.83,51100
13,"Weaver",1954,2,0.153412,0.84,3.2e-05,0,0.153444,0.85,181581
13,"Weaver",1955,3,0.086771,0.8,1e-04,0,0.086871,0.8,108507
13,"Weaver",1956,0,0.01745,0.67,2.4e-05,0,0.017474,0.67,25964
13,"Weaver",1957,1,0.179013,0.9,8e-05,0,0.179093,0.9,199330
13,"Weaver",1958,2,0.21798,0.86,3.8e-05,0,0.218018,0.86,253957
13,"Weaver",1959,3,0.063939,0.88,0.000275,0,0.064214,0.88,72577
13,"Weaver",1960,0,0.014799,0.67,0.000118,0.01,0.014917,0.68,21950
13,"Weaver",1961,1,0.003483,0.44,0.000196,0.02,0.003679,0.46,7925
13,"Weaver",1962,2,0.015475,0.48,0.000738,0.02,0.016213,0.5,32137
13,"Weaver",1963,3,0.023566,0.61,0.000582,0.02,0.024148,0.63,38617
13,"Weaver",1964,0,0.002479,0.66,8.1e-05,0.02,0.00256,0.68,3756
13,"Weaver",1965,1,0.030947,0.62,0.000846,0.02,0.031793,0.64,49717
13,"Weaver",1966,2,0.033796,0.63,0.000724,0.01,0.03452,0.64,54009
13,"Weaver",1967,3,0.141846,0.86,0.000239,0,0.142085,0.86,164666
13,"Weaver",1968,0,0.018141,0.82,0.000236,0.01,0.018377,0.83,22176
13,"Weaver",1969,1,0.128146,0.68,0.001021,0.01,0.129167,0.69,187894
13,"Weaver",1970,2,0.082713,0.88,0.000409,0,0.083122,0.89,93557
