SpeciesId,StatArea/CU,CU_Name,BroodYear,Escape,TR2,TR3,TR4,TR5,TR6,TR7,Total,Total ER,Age2,Age3,Age4,Age5,Age6,Age7
CM,CM_15,Spiller-Fitz-Hugh-Burke,2000,211749.2668,,82373.24381,431087.2261,24427.64166,480.2934298,0,538368.405,0.070591941,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz-Hugh-Burke,2001,257383.3155,,101070.5603,195278.2816,23465.76471,237.4132696,0,320052.0199,0.225792694,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz-Hugh-Burke,2002,248552.0058,,45783.97166,187588.891,11599.33403,172.0333593,0,245144.2301,0.250946288,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz-Hugh-Burke,2003,358213.0255,,43981.1555,92726.83986,8405.058413,392.5642326,0,145505.618,0.251479735,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz-Hugh-Burke,2004,397002.6197,,21740.27226,67191.31492,19179.56679,316.3301332,0,108427.4841,0.323890472,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz-Hugh-Burke,2005,212375.1845,,15753.34048,153324.3731,15454.98651,787.0847301,0,185319.7848,0.201566662,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz-Hugh-Burke,2006,209980.7993,,35947.66758,123549.512,38454.7111,611.5795232,0,198563.4702,0.17820914,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz-Hugh-Burke,2007,106438.887,,28966.80219,307412.8074,29880.02813,883.1876419,0,367142.8254,0.157279219,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz-Hugh-Burke,2008,89308.73694,,72074.47314,238865.488,43150.02479,641.0163979,,354731.0024,0.024180157,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz-Hugh-Burke,2009,193755.4076,,56003.21062,344947.859,31318.22972,,,432269.2993,0.072248912,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz-Hugh-Burke,2010,162858.6188,,80874.75406,250362.6903,,,,331237.4443,0.032260315,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz-Hugh-Burke,2011,355745.7708,,58698.78729,,,,,58698.78729,0.15041541,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_15,Spiller-Fitz-Hugh-Burke,2012,244038.7714,,,,,,,,0.249943012,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1954,160416.9006,,17214.75523,147491.3529,5779.918076,155.885529,0,170641.9118,0.368548926,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1955,39126.07331,,34580.08677,46205.54392,7616.12156,456.7101633,0,88858.46241,0.57128836,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1956,109553.0053,,10833.12131,60884.43376,22313.55369,340.1047303,0,94371.21349,0.404347335,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1957,43038.68064,,14274.66059,178377.9409,16616.5454,599.2193638,0,209868.3663,0.569665213,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1958,107105.4058,,41821.6021,132835.1904,29276.14606,666.6864658,0,204599.625,0.466869327,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1959,41734.47819,,31143.87602,234037.9629,32572.3959,40.63571908,0,297794.8706,0.336883646,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1960,44732.18029,,54871.37317,260388.6853,1985.345132,387.7273807,0,317633.131,0.46061032,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1961,120776.8868,,61049.43208,15871.15085,18943.25203,209.0797729,0,96072.91473,0.502914011,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1962,70453.18396,,3721.070847,151435.237,10215.04033,707.5186207,0,166078.8668,0.610617598,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1963,184040.9734,,35504.75015,81660.58559,34567.33832,320.6467174,0,152053.3208,0.422679406,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1964,184040.9734,,19145.73349,276336.5584,15665.88248,555.4190697,0,311703.5935,0.481102892,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1965,7157.148847,,64788.49084,125235.4465,27136.18883,175.047957,0,217335.1741,0.668929513,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1966,111830.4507,,29362.07798,216930.8195,8552.343042,457.172428,0,255302.413,0.457846867,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1967,69334.87945,,50860.51767,68368.73063,22336.13862,556.0019471,0,142121.3889,0.376655527,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1968,234843.9465,,16029.39149,178558.4883,27164.66656,391.9138521,0,222144.4602,0.376078626,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1969,104002.3192,,41863.93233,217158.4748,19147.79106,386.9919412,0,278557.1901,0.390316287,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1970,162388.0486,,50913.89258,153070.3531,18907.32056,378.4902804,0,223270.0565,0.450431738,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1971,63439.59767,,35888.11131,151147.9953,18491.9537,210.1001587,0,205738.1605,0.318773175,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1972,154268.6462,,35437.4049,147827.4895,10264.89347,104.2544058,0,193634.0423,0.365712715,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1973,195948.2454,,34658.89568,82059.11912,5093.572397,334.7312314,0,122146.3184,0.337549497,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1974,116486.3602,,19239.17167,40718.7922,16354.01159,402.1571739,0,76714.13264,0.441307515,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1975,108258.6991,,9546.724873,130736.4552,19648.2505,159.0466689,0,160090.4773,0.47416529,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1976,82276.61131,,30651.81705,157071.1019,7770.565826,340.8962765,0,195834.3811,0.59138902,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1977,82276.61131,,36826.10693,62119.0847,16655.21808,511.2178973,0,116111.6276,0.263897346,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1978,16238.80486,,14564.13068,133144.3457,24976.64584,215.2930936,0,172900.4153,0.707215546,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1979,80111.43733,,31216.35903,199667.1045,10518.60543,805.1154788,0,242207.1844,0.55013039,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1980,80849.31139,,46812.95317,84087.33114,39335.64196,2234.040842,0,172469.9671,0.622106978,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1981,26163.91216,,19714.69615,314455.1027,109148.8526,496.5496615,0,443815.2011,0.690780786,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1982,93280.03466,,73725.57456,872552.5232,24259.99775,647.6552735,0,971185.7507,0.485654661,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1983,120894.1381,,204574.3114,193938.1107,31642.58622,150.485056,0,430305.4933,0.555483832,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1984,85949.87197,,45469.76186,252955.6454,7352.269879,1458.05783,0,307235.735,0.24958155,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1985,178845.1881,,59306.71862,58775.1633,71236.53972,92.25650025,0,189410.6781,0.582450997,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1986,288561.502,,13780.13156,569475.7298,4507.389012,105.5436641,0,587868.794,0.757207286,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1987,84148.39738,,133516.4385,36032.7531,5156.561877,312.8917742,0,175018.6452,0.681454462,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1988,102662.3471,,8448.059522,41222.33968,15286.99811,882.0674832,0,65839.4648,0.702041588,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1989,38351.87469,,9664.784102,122206.5872,43095.29704,952.3257243,0,175918.9941,0.520949176,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1990,327776.7051,,28651.94675,344510.357,46527.91396,410.5012439,0,420100.719,0.57743677,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1991,19058.56758,,80772.17953,371951.2186,20055.91792,476.4690605,0,473255.7851,0.611687252,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1992,31331.67195,,87205.82704,160330.0573,23278.91696,1073.178556,0,271887.9798,0.441992841,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1993,92482.59334,,37590.18533,186095.2016,52432.43805,560.9916278,0,276678.8166,0.444410255,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1994,214880.5677,,43630.95254,419152.8819,27408.4481,184.5126233,0,490376.7952,0.542086236,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1995,173532.6619,,98272.49353,219107.3015,9014.759596,403.6086988,0,326798.1633,0.657481463,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1996,127738.3886,,51370.80477,72065.35887,19719.16786,606.962502,0,143762.294,0.415081546,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1997,149966.4979,,16896.08451,157638.0261,29654.45367,832.0935116,0,205020.6578,0.4083731,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1998,269783.4767,,36959.02513,237062.2115,40653.71157,543.0851166,0,315218.0333,0.527467452,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,1999,192118.5364,,55580.4234,324991.9515,26533.58713,380.5962684,0,407486.5583,0.356273694,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,2000,87291.49076,,76195.99156,212113.5298,18594.84626,490.6183649,0,307394.986,0.110728867,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,2001,124275.5171,,49731.07997,148650.0283,23970.21154,412.3406719,0,222763.6604,0.421220116,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,2002,187446.9907,,34851.74401,191621.5157,20145.78711,87.55054306,0,246706.5973,0.419496318,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,2003,253596.2902,,44926.62455,161048.4853,4277.46939,100.7309426,0,210353.3102,0.427125979,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,2004,127259.9009,,37758.62439,34194.74068,4921.42605,34.00304498,0,76908.79416,0.559534348,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,2005,113924.3931,,8017.1283,39342.62813,1661.291626,315.0125447,0,49336.0606,0.437347095,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,2006,141315.7477,,9224.076311,13280.61785,15390.6129,259.6251008,0,38154.93216,0.458578961,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,2007,127647.7758,,3113.707404,123034.8996,12684.54064,258.4555925,0,139091.6032,0.418103902,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,2008,43198.17942,,28846.14873,101402.1465,12627.40181,56.74886844,,142932.4459,0.072540472,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,2009,42453.82906,,23774.24137,100945.37,2772.587572,,,127492.1989,0.207786321,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,2010,17209.80407,,23667.14783,22164.48662,,,,45831.63445,0.048636503,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,2011,154873.0577,,5196.574953,,,,,5196.574953,0.07586293,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_16,Bella Colla-Dean Rivers,2012,82801.72445,,,,,,,,0.400511204,,0.17212,0.73415,0.09183,0.00187,0
CM,CM_17,Bella Coola River-Late,1954,69528.21034,,42050.59896,287419.3571,11454.0241,259.5645962,0,341183.5448,0.368548926,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1955,41716.92621,,72734.12023,107836.7338,14081.37934,120.7090359,0,194772.9424,0.57128836,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1956,97339.49448,,27289.08046,132572.6175,6548.465199,359.5603287,0,166769.7235,0.404347335,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1957,97339.49448,,33548.72405,61652.1401,19506.14783,519.6659455,0,115226.6779,0.569665213,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1958,208584.631,,15601.64289,183645.4379,28191.87754,578.1759962,0,228017.1343,0.466869327,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1959,97339.49448,,46473.17248,265419.3817,31366.04779,42.28902003,0,343300.891,0.336883646,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1960,97339.49448,,67166.82346,295303.3901,2294.179336,258.2415485,0,365022.6344,0.46061032,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1961,41716.92621,,74729.24751,21599.11698,14009.604,115.5112908,0,110453.4798,0.502914011,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1962,97339.49448,,5465.855838,131896.8709,6266.487524,372.5000312,0,144001.7143,0.610617598,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1963,208584.631,,33377.72014,58997.39176,20208.12669,49.20811338,0,112632.4467,0.422679406,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1964,208584.631,,14929.83433,190254.3909,2669.540151,516.7931508,0,208370.5586,0.481102892,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1965,9733.949448,,48145.62903,25133.04391,28036.02843,52.84827457,0,101367.5496,0.668929513,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1966,97339.49448,,6360.148654,263952.1018,2867.018895,504.5265505,0,273683.7959,0.457846867,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1967,50060.31145,,66795.51474,26992.25624,27370.56536,543.4619213,0,121701.7983,0.376655527,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1968,161583.5608,,6830.639488,257686.9357,29482.80923,250.5966492,0,294250.981,0.376078626,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1969,20858.4631,,65210.05665,277573.1763,13594.86822,76.07304392,0,356454.1742,0.390316287,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1970,197460.1174,,70242.45333,127992.2386,4126.962633,587.3828502,0,202949.0374,0.450431738,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1971,25030.15572,,32389.61691,38854.30718,31865.51962,217.3710245,0,103326.8147,0.318773175,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1972,222490.2731,,9832.440927,300005.7908,11792.37808,136.6255839,0,321767.2353,0.365712715,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1973,250301.5572,,75919.23339,111022.2508,7411.937927,311.2156532,0,194664.6377,0.337549497,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1974,97339.49448,,28095.20492,69781.51699,16883.44919,264.6373753,0,115024.8085,0.441307515,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1975,27811.28414,,17658.85672,158953.3949,14356.57761,258.7280813,0,191227.5573,0.47416529,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1976,166867.7048,,40224.62318,135163.5395,14035.99841,233.3170574,0,189657.4781,0.59138902,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1977,111245.1365,,34204.38076,132145.3675,12657.45036,494.9429844,0,179502.1416,0.263897346,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1978,27811.28414,,33440.60451,119166.6871,26850.65691,255.8690629,0,179713.8175,0.707215546,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1979,97339.49448,,30156.22966,252792.1293,13880.89666,747.252189,0,297576.5078,0.55013039,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1980,69528.21034,,63971.38074,130685.1239,40538.43126,1520.708931,0,236715.6448,0.622106978,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1981,55622.56827,,33071.07638,381659.0556,82498.45951,839.3536032,0,498067.945,0.690780786,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1982,83433.85241,,96582.34543,776702.0865,45534.93297,1369.381845,0,920188.7468,0.485654661,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1983,152962.0628,,196551.6293,428699.8528,74288.9651,718.1198056,0,700258.5671,0.555483832,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1984,133494.1639,,108486.4532,699411.7774,38957.99946,709.9857049,0,847566.2158,0.24958155,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1985,216928.0163,,176992.6035,366779.6907,38516.72449,422.3594861,0,582711.3782,0.582450997,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1986,256698.1526,,92816.98488,362625.1988,22913.00212,537.6523358,0,478892.8381,0.757207286,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1987,185890.6232,,91765.65236,215720.1075,29167.63922,511.1921452,0,337164.5913,0.681454462,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1988,283675.0982,,54589.96358,274605.9305,27732.17388,960.9239805,0,357888.992,0.702041588,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1989,239177.0436,,69491.5644,261091.3882,52130.12594,875.9054474,0,383588.984,0.520949176,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1990,208584.631,,66071.58477,490791.9231,47517.87052,615.4988283,0,604996.8772,0.57743677,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1991,114026.265,,124199.4245,447368.7073,33390.81143,574.7130487,0,605533.6562,0.611687252,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1992,208584.631,,113210.7791,314366.0266,31178.18289,1185.158271,0,459940.1468,0.441992841,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1993,197460.1174,,79553.22356,293534.6896,64294.83621,434.9875503,0,437817.737,0.444410255,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1994,305924.1255,,74281.66155,605319.587,23598.0746,382.3532408,0,703581.6764,0.542086236,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1995,208584.631,,153181.7065,222169.8913,20742.66331,546.0013381,0,396640.2625,0.657481463,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1996,250301.5572,,56222.14088,195286.9178,29620.57259,661.5250566,0,281791.1563,0.415081546,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1997,236395.9152,,49419.15638,278870.1835,35887.73432,1408.890176,0,365585.9643,0.4083731,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1998,389357.9779,,70570.67296,337873.9227,76432.29203,1474.45406,0,486351.3417,0.527467452,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,1999,194678.989,,85502.11357,719590.6572,79989.13276,346.8015063,0,885428.705,0.356273694,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,2000,236395.9152,,182099.0552,753077.4112,18813.98172,457.4286303,0,954447.8767,0.110728867,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,2001,219709.1447,,190573.1873,177128.8694,24815.5032,322.277785,0,392839.8376,0.421220116,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,2002,266988.3277,,44824.09469,233631.6729,17483.56984,70.03130566,0,296009.3688,0.419496318,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,2003,561147.8025,,59122.65047,164603.3787,3799.198332,129.3452939,0,227654.5728,0.427125979,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,2004,451527.5881,,41654.40371,35768.48937,7016.982195,24.20243778,0,84464.07771,0.559534348,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,2005,135663.3504,,9051.546256,66063.10886,1312.98225,345.1431909,0,76772.78056,0.437347095,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,2006,172186.6469,,16717.87924,12361.3951,18724.01811,339.3775226,0,48142.66996,0.458578961,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,2007,130381.7521,,3128.165083,176281.8848,18411.2306,975.9009416,0,198797.1814,0.418103902,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,2008,45157.323,,44609.75742,173337.0697,52942.62608,112.6608567,,271002.114,0.072540472,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,2009,71241.64951,,43864.5448,498441.4059,6111.851478,,,548417.8022,0.207786321,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,2010,16008.35083,,126135.1967,57541.53258,,,,183676.7293,0.048636503,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,2011,221756.6738,,14561.41573,,,,,14561.41573,0.07586293,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_17,Bella Coola River-Late,2012,141450.7139,,,,,,,,0.400511204,,0.1859,0.73462,0.07802,0.00143,0
CM,CM_18,Hecate Lowlands,1954,317836.4433,,188290.7191,254654.0545,2041.555104,355.2759783,0,445341.6047,0.471748587,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1955,102379.4687,,114834.332,21014.81349,17852.61791,200.4717534,0,153902.2351,0.384793894,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1956,96632.47307,,9476.4722,183766.4998,10073.70561,383.6064674,0,203700.2841,0.517252579,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1957,313301.5064,,82868.12195,103694.0144,19276.22499,232.1925045,0,206070.5539,0.515920989,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1958,219750.5562,,46760.03647,198420.4453,11667.67335,640.9832352,0,257489.1383,0.443274751,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1959,20269.74224,,89476.20852,120101.573,32209.40757,191.3049919,0,241978.494,0.37772233,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1960,174546.0491,,54158.90168,331548.5784,9613.075841,205.9225156,0,395526.4784,0.387219114,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1961,90171.1776,,149509.3396,98952.50704,10347.60641,205.0342461,0,259014.4873,0.438983565,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1962,196452.2481,,44621.88935,106513.4212,10302.97087,336.0878562,0,161774.3693,0.361248234,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1963,120056.1151,,48031.42677,106053.9638,16888.41477,117.564642,0,171091.37,0.355092955,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1964,316081.859,,47824.23791,173841.4436,5907.623262,318.5515242,0,227891.8563,0.384945031,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1965,92299.22234,,78392.49246,60810.31109,16007.21409,213.6203671,0,155423.638,0.398226899,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1966,106039.2358,,27421.95275,164770.7759,10734.42344,289.8528316,0,203217.0049,0.357720907,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1967,102779.0553,,74302.14303,110495.1349,14565.10479,382.1230444,0,199744.5057,0.374770808,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1968,162700.2161,,49826.95062,149926.3771,19201.68298,135.2250842,0,219090.2358,0.396195507,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1969,57993.85233,,67608.17297,197653.1447,6795.060479,165.1811981,0,272221.5594,0.384729257,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1970,134960.0001,,89130.20011,69945.17478,8300.355206,78.69184991,0,167454.4219,0.471571279,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1971,103592.9179,,31541.25088,85439.97473,3954.265458,233.5884598,0,121169.0795,0.395148948,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1972,125554.6355,,38528.51446,40703.35936,11737.82011,239.8406549,0,91209.53459,0.459723304,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1973,183181.408,,18354.87399,120823.6309,12051.99291,194.9571967,0,151425.4549,0.402085349,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1974,60536.73583,,54484.50826,124057.5788,9796.599135,151.8305843,0,188490.5167,0.441629107,,0.29092,0.64515,0.06267,0.00124,0
CM,CM_18,Hecate Lowlands,1975,89827.67478,,55942.83276,100841.61,7629.486861,188.2269719,0,164602.1566,0.321717554,,0.29092,0.64515,0.06267,0.00124,0
