"stk","alpha","beta0","sigma","deviance"
13,2.153,4.651,0.8205,-9.474
13,2.476,13.3,0.8863,-6.976
13,2.301,8.704,0.8511,-10.73
13,1.903,3.717,0.9197,-7.14
13,2.335,8.222,0.9124,-10.83
13,2.052,7.217,0.9293,-8.181
13,2.504,10.42,0.9763,-9.036
13,2.008,4.434,0.9373,-8.75
13,2.319,5.428,0.9223,-9.293
13,1.998,2.066,0.942,-7.418
13,2.105,7.012,0.8263,-9.09
13,1.968,1.34,0.9661,-6.399
13,2.01,3.91,0.983,-8.138
13,2.069,5.108,0.8827,-9.731
13,2.188,4.096,0.8216,-8.689
13,2.285,8.415,0.8395,-10.7
13,2.46,11.64,0.765,-6.868
13,2.319,6.005,0.9277,-9.838
13,2.085,4.696,0.7491,-6.969
13,2.139,5.414,0.7405,-7.309
13,2.345,10.69,1.002,-8.283
13,2.54,11.07,0.8607,-9.258
13,2.132,4.514,0.7667,-7.865
13,2.122,4.333,0.8524,-9.631
13,2.157,4.473,0.8345,-9.524
13,2.219,4.482,0.8936,-9.495
13,2.198,5.466,1.097,-6.635
13,2.093,3.974,0.8946,-9.466
13,2.503,9.686,0.9889,-8.827
13,2.156,4.134,0.8244,-9.018
13,2.306,6.903,0.9055,-10.72
13,2.536,8.306,0.7944,-6.904
13,2.345,3.739,0.928,-6.02
13,2.313,1.303,1.098,0.1021
13,2.443,6.388,0.9816,-7.643
13,2.218,7.622,0.7859,-9.569
13,1.872,3.075,0.868,-6.267
13,1.924,4.704,0.7994,-5.538
13,1.846,2.781,1.201,-0.7892
13,2.433,10.94,0.9215,-9.661
13,2.34,2.747,0.7753,0.1361
13,2.112,5.564,0.9545,-9.649
13,2.315,5.2,0.9259,-9.048
13,2.34,7.676,0.9914,-9.617
13,2.334,8.571,0.9275,-10.65
13,1.856,1.922,0.9006,-6.034
13,1.947,1.762,0.9874,-6.499
13,1.915,5.229,1.138,-2.983
13,2.231,5.317,0.9391,-9.898
13,1.86,4.511,0.9586,-5.549
13,2.181,1.996,1.008,-5.35
13,1.925,5.639,1.053,-4.989
13,2.384,9.143,1.177,-4.279
13,2.46,9.402,0.9744,-9.444
13,2.009,2.988,0.8352,-7.894
13,2.008,2.458,1.003,-7.049
13,2.136,6.724,0.8153,-9.639
13,2.233,5.441,0.794,-9.297
13,2.234,6.152,0.8784,-10.76
13,1.805,5.078,0.9867,-3.187
13,2.496,8.92,0.7476,-6.753
13,2.086,6.758,0.7614,-6.989
13,2.063,2.728,0.9525,-8.029
13,2.224,4.922,0.8834,-9.93
13,2.303,9.475,0.8669,-10.29
13,2.152,3.319,0.8555,-8.407
13,2.093,11.6,0.827,1.357
13,1.955,4.943,0.9653,-7.479
13,2.428,8.538,0.9101,-10.35
13,2.237,4.279,0.8016,-7.908
13,2.256,3.622,0.8981,-7.726
13,1.843,1.209,0.8422,-4.597
13,2.313,8.763,0.9473,-10.31
13,2.441,12.62,0.8362,-7.2
13,2.229,6.14,0.9715,-9.869
13,2.136,4.292,1.14,-4.886
13,2.203,3.481,0.7581,-5.319
13,2.322,11.28,1.043,-6.572
13,2.176,4.897,0.9504,-9.67
13,2.648,14.42,0.8814,-5.847
13,1.886,4.923,1.027,-5.116
14,2.027,76.03,0.8703,-256.5
14,1.925,82.39,1.112,-255.2
14,2.256,133.9,0.9578,-256.9
14,2.119,96.34,0.9264,-259.4
14,2.007,98.52,0.8766,-258.1
14,2.293,73.21,1.084,-251.5
14,2.11,120.3,0.886,-257
14,1.849,117.6,0.8944,-248.7
14,2.29,101.8,0.8616,-258.6
14,1.864,60.91,0.9202,-254.1
14,1.671,56.23,1.109,-251
14,2.012,81.55,0.9391,-258
14,2.562,142.1,0.8564,-255.3
14,2.116,79.13,1.013,-256.8
14,1.991,78.12,0.8338,-256.1
14,2.145,104,1.091,-257.3
14,1.953,86.17,1.031,-257.1
14,2.291,93.8,0.826,-256.3
14,2.266,90.58,1.072,-256.1
14,1.911,84.16,0.9096,-257.2
14,2.263,117.3,1.126,-256.3
14,2.285,102.8,0.9525,-259.1
14,1.901,71.07,0.9242,-256.1
14,2.168,81.84,1.034,-256.5
14,2.402,113.8,0.8325,-257.6
14,2.538,115.8,0.8812,-255.6
14,2.46,112.3,0.9696,-257.4
14,2.02,91.43,0.9495,-258.6
14,1.934,82.14,0.9583,-257.5
14,1.912,78.12,0.9792,-256.9
14,2.046,100.5,0.9597,-258.7
14,2.157,105.1,0.9585,-259.5
14,2.111,96.58,0.7609,-255.8
14,2.11,83.93,1.153,-254.7
14,2.17,138.2,0.9509,-254
14,2.065,87.67,0.8839,-258.5
14,2.118,106.3,0.962,-259.1
14,2.268,108.3,0.8482,-259.1
14,1.756,74.04,0.9217,-254.2
14,2.466,144.5,1.038,-255.8
14,1.958,76.34,0.8312,-255.6
14,2.125,104.7,0.8621,-259.1
14,2.371,107.8,0.9886,-258.3
14,1.97,85.37,0.7967,-255.6
14,2.294,122.3,1.041,-258
14,2.173,75.4,0.9884,-255.4
14,2.016,87.39,0.9967,-258.1
14,2.19,86.87,0.9266,-257.9
14,1.936,100,1.249,-251.2
14,2.101,90.21,0.935,-258.9
14,2.567,145,0.9893,-255.9
14,2.37,109.1,1.086,-256.8
14,2.06,104.2,1.115,-256.1
14,2.262,107.9,1.194,-254.5
14,2.093,66.84,1.022,-254.1
14,2.072,97.24,0.8841,-259
14,2.351,115.6,0.9952,-258.8
14,2.132,73.24,0.9924,-255.5
14,2.25,105,1.092,-257.2
14,1.979,87.49,1.081,-256.5
14,1.902,82.73,0.9144,-257.1
14,2.121,111.7,0.7941,-256.6
14,2.337,118,0.7978,-257.4
14,2.252,98.71,0.9915,-258.6
14,2.248,105.4,1.024,-258.6
14,2.135,111,1.115,-256.3
14,2.143,104,1.045,-258.2
14,2.088,76.61,1.147,-254
14,2.509,104.6,0.8479,-253.3
14,2.387,116.5,0.9908,-258.6
14,2.079,108,0.8394,-257.8
14,2.13,120,1.342,-248.7
14,2.498,131.9,1.135,-254.9
14,2.347,144,0.9219,-255.5
14,1.886,93.2,1.117,-254.5
14,2.364,102.4,0.9993,-257.6
14,2.087,32.07,0.8921,-235
14,2.077,97.33,0.8578,-258.7
14,2.409,123.2,0.9155,-258.8
14,2.243,105.1,0.9355,-259.6
14,2.689,123.5,0.9762,-253
14,2.04,97.57,0.9658,-258.7
14,2.239,73.15,0.9135,-252.9
14,1.957,83.55,0.9332,-257.8
14,2.069,85.25,1.165,-254.6
14,2.034,89.33,1.039,-257.7
14,2.264,116,0.8779,-259.4
14,2.044,98.32,0.9397,-258.9
14,2.31,129,0.8436,-257.5
14,2.067,98.22,0.9304,-259.1
14,2.039,108.7,0.8657,-257.4
14,1.793,49.1,1.174,-249.7
14,2.167,108.2,0.9455,-259.5
14,2.312,116.4,0.8965,-259.5
14,1.84,58.89,0.891,-253
14,2.278,124.5,0.9795,-258.6
14,2.218,96.74,1.136,-255.8
14,2.006,63.09,0.9952,-254.3
14,2.325,113.8,0.8186,-258.2
14,2.492,113,0.7866,-253.5
14,2.037,84.85,0.975,-258.2
14,2.194,101.7,0.8906,-259.6
14,2.14,91.17,0.7697,-255.6
14,2.228,98.04,1.067,-257.5
14,2.402,105.1,0.9028,-257.5
14,2.112,98.9,0.977,-259.1
14,2.09,81.54,1.29,-250.5
14,2.39,119,0.8032,-257.1
14,1.947,74.73,1.001,-256.7
14,2.273,81.17,0.8548,-253.7
14,1.977,77.6,0.9163,-257.3
14,1.925,106.3,0.9037,-255.4
14,2.337,101.1,0.8458,-257.4
14,1.983,64.61,0.9109,-254.6
14,2.374,129.7,1.063,-257.1
14,1.81,83.15,0.8921,-255
14,1.965,93.13,0.9722,-257.9
14,2.396,110.3,0.9889,-258.1
14,2.182,104.9,0.8555,-259.3
14,2.458,123.3,0.9183,-258.3
14,1.95,111.7,0.994,-255.2
14,2.235,83.96,1.137,-254.1
14,2.167,116.4,0.8764,-258.6
14,2.153,79.12,0.9237,-256.7
14,2.177,109.5,0.8631,-259.3
14,2.079,65.73,1.036,-253.9
14,1.999,95.12,0.9375,-258.5
14,1.967,67.58,1.017,-255.4
14,2.261,87.38,0.9324,-256.9
14,2.148,104,0.8607,-259.2
14,2.156,129.5,1.055,-255.3
14,2.105,77.32,0.8664,-256.2
14,2.27,109.9,0.8541,-259.2
14,2.318,105.7,1.005,-258.5
14,1.928,97.94,1.085,-255.5
14,2.105,93.71,0.9504,-259.2
14,1.927,78.68,0.9241,-257.2
14,2.293,94.88,0.8994,-257.8
14,2.319,88.38,0.9343,-256
14,2.588,151.6,0.7831,-250.3
14,2.365,106.8,0.8398,-257.6
14,2.369,114.8,1.016,-258.4
14,2.029,69.44,1.109,-254.1
14,1.913,71.05,0.9415,-256.3
14,2.039,71.55,0.896,-255.8
14,1.783,92.93,1.434,-243.8
14,1.965,76.42,0.807,-254.8
14,1.928,84.15,0.9144,-257.5
14,2.094,86.24,1.033,-257.6
14,2.505,106.5,0.9502,-255.4
14,1.95,109.8,0.8824,-255
14,2.148,79.09,0.8745,-256.2
14,2.065,102,0.91,-259
14,2.134,106.5,0.8843,-259.3
14,1.78,65.65,0.9393,-254.3
14,2.252,112.1,0.9939,-259.2
14,1.932,93.53,1.1,-255.5
14,2.077,95.04,0.944,-259.1
14,2.035,77.51,0.9194,-257.3
14,2.071,69.59,0.8677,-254.4
14,2.035,104.8,0.9009,-258.3
14,2.288,158.8,1.032,-249.7
14,2.11,105.1,1.054,-257.8
14,2.262,126.7,0.9574,-258.3
14,2.268,111.5,1.053,-258.2
14,2.299,90.25,0.8743,-256.3
14,2.621,136.9,1.039,-255.3
14,2.366,130.8,0.9642,-258.3
14,2.544,146,1.006,-255.8
14,1.825,81.38,0.9076,-255.6
14,2.14,91.88,0.9519,-259
14,1.888,82.26,1.044,-256.1
14,2.106,79.15,0.9429,-257.3
14,1.934,104.2,0.939,-256.3
14,1.978,105.4,0.8328,-255.7
14,2.35,113.9,0.983,-258.9
14,1.757,95.76,1.104,-251.6
14,2.178,107.6,1.108,-256.9
14,2.14,99.28,0.918,-259.6
14,2.478,142,0.9153,-256.7
14,2.154,103.2,0.7472,-255.4
14,2.096,87.78,0.7988,-256.6
14,2.223,105.1,0.9285,-259.7
14,2.529,132.4,0.9852,-257.2
14,2.249,107,0.884,-259.6
14,2.607,154.3,0.8383,-252.2
14,1.726,52.84,1.002,-252
14,1.914,90.8,0.9408,-257.3
14,2.392,103,1.088,-255.8
14,1.811,66.46,0.8599,-253.5
14,2.387,121.6,0.9181,-259
14,2.032,92.29,0.8901,-258.7
14,2.12,99.64,0.9217,-259.5
14,2.249,105,0.8293,-258.7
14,2.051,73.76,0.8992,-256.3
14,2.362,108.2,0.8355,-257.8
14,1.948,55.42,1.086,-252
14,2.201,80.19,0.8587,-255.3
14,2.216,112.7,0.8991,-259.6
14,2.295,115,1.018,-258.7
14,2.135,82.4,0.8494,-256.7
14,2.3,108.2,0.8821,-259.3
14,2.415,85.15,1.009,-252.4
14,2.33,111.5,0.8924,-259.3
14,2.282,126,0.9086,-258.6
14,1.943,79.57,0.8783,-257
14,2.034,120.8,1.029,-255.1
14,2.418,105.9,0.9468,-257.5
14,2.201,96.18,0.8501,-258.6
14,2.086,89.36,1.148,-255.3
14,2.137,91.33,0.8602,-258.5
14,1.832,86.13,0.8586,-254.7
14,2.152,100.3,1.294,-251.2
14,2.405,123.9,0.9866,-258.5
14,2.412,127.8,0.9203,-258.6
14,2.149,90.94,0.9925,-258.5
14,2.324,129.5,0.9945,-258.1
14,2.296,112.6,0.9132,-259.6
14,2.382,98.27,0.8288,-255.2
14,2.24,126.9,0.8275,-256.8
14,1.932,74.37,0.8877,-256.4
14,1.982,91.57,0.8931,-258.1
14,2.46,114.4,1.037,-256.9
14,2.107,110.6,0.9577,-258.7
14,2.283,112.2,0.8938,-259.6
14,1.764,51.92,1.021,-252.1
14,2.669,146.1,1.009,-254.5
14,1.939,82.14,0.9689,-257.5
14,2.243,121.2,0.9522,-259
14,2.193,122.4,0.9112,-258.3
14,2.084,85.16,0.7851,-255.6
14,2.123,92.93,0.7886,-256.8
14,2.157,107.2,1.033,-258.4
14,2.314,113,1.066,-257.8
14,2.104,90.38,0.9269,-259
14,2.152,91,0.8743,-258.6
14,2.185,99.78,0.9776,-259.2
14,2.424,143.4,0.9489,-256.5
14,2.124,84.43,0.996,-257.8
14,2.152,84.71,0.8086,-255.9
14,2.15,131.2,1.019,-255.3
14,2.308,128.3,1.021,-257.8
14,1.987,113.6,0.8958,-255.5
14,2.153,110.1,0.9183,-259.4
14,1.895,80.69,1.116,-254.8
14,1.844,65.81,0.9356,-255
14,2.089,116.6,1.032,-256.9
14,2.132,100.5,0.8961,-259.5
14,2.134,116,1.056,-257.2
14,1.907,68.74,1.091,-254.5
14,2.337,113.5,0.8385,-258.6
14,2.44,118.2,1.051,-257.2
14,1.889,55.52,1.022,-253
14,2.021,91.42,0.8215,-257.3
14,2.244,80,1.018,-255.1
14,2.071,94.63,1.012,-258.4
14,2.026,96.51,1.009,-258.2
14,2.427,121.4,1.081,-256.8
14,2.116,104.9,0.9207,-259.4
14,2.092,111.1,0.8936,-258.4
14,2.125,87.17,0.9849,-258.2
14,1.793,74.7,1.01,-255
14,2.116,99.63,0.9129,-259.5
14,2.399,100.7,1.408,-246.1
14,2.293,120.7,0.892,-259.2
14,2.017,71.07,0.857,-255.1
14,2.13,93.99,0.8249,-258.1
14,2.052,95.93,0.8644,-258.6
14,2.262,109,1.016,-258.8
14,1.845,56.92,1.225,-249.8
14,2.009,122.6,1.012,-254.2
14,2.274,102.3,0.8146,-257.8
14,1.953,91.58,1.031,-257.1
14,2.171,104.6,0.9365,-259.7
14,2.34,115.9,0.9414,-259.4
14,2.251,96.5,1.046,-257.6
14,2.256,110.3,0.8295,-258.8
14,2.326,116.1,0.9542,-259.4
14,2.223,114.8,0.8554,-259.1
14,2.57,106.3,1.1,-252.4
14,1.757,102.3,0.8559,-248.4
14,2.184,106.9,0.8972,-259.7
14,2.292,119,0.8452,-258.8
14,1.829,52.61,0.8282,-249.1
14,1.85,70.28,1.109,-254
14,1.947,82.14,0.9677,-257.6
14,1.715,45.31,0.9527,-250.1
14,2.336,112.3,0.8131,-257.9
14,2.155,82.1,0.871,-256.8
14,2.534,109.2,1.216,-251.1
14,2.18,108.3,0.9016,-259.6
14,2.355,128.9,0.786,-255.9
14,2.181,99.3,1.154,-255.6
14,2.104,96.28,0.8393,-258.6
14,1.999,85.51,0.8755,-257.9
14,2.556,142.4,0.8202,-254.2
14,1.964,73.26,0.8601,-255.9
14,2.065,83.38,0.8983,-258.1
14,2.233,86.99,0.9252,-257.3
14,2.233,102.2,0.8154,-258.2
14,1.86,64.35,0.9617,-255
14,2.226,103.2,0.9993,-259
14,1.999,78.65,0.8732,-257.1
14,2.262,90.6,0.9978,-257.3
14,2.21,107.9,0.8745,-259.6
14,2.05,82.58,1.046,-257.1
14,2.498,95.31,0.9327,-252.6
14,2.4,127.2,0.8321,-257.6
14,2.143,103.7,0.8009,-257.8
14,2.196,83.06,0.9424,-257
14,2.066,75.45,0.9245,-256.8
14,1.945,90.67,0.9847,-257.6
14,2.296,119.7,1.035,-258.3
14,1.91,101.2,0.8242,-254
14,2.138,100.9,1.081,-257.5
14,2.277,101.6,0.8968,-259.1
14,2.146,87.64,0.9039,-258.4
14,2.121,109.6,0.9225,-259.1
14,2.093,75.48,0.9547,-256.6
14,2.104,70.02,0.9262,-254.9
14,2.344,128.9,0.8211,-257.2
14,2.218,93.44,0.9396,-258.7
14,2.087,96.23,0.8923,-259.2
14,2.329,91.4,0.9209,-256.4
14,2.561,144,0.8775,-255.5
14,2.074,87.75,0.905,-258.7
14,2.461,130.5,0.8451,-257.2
14,2.295,92.57,1.045,-256.6
14,2.211,91.15,0.8603,-257.9
14,1.748,48.16,1.003,-251.3
14,2.523,112.7,0.7855,-252.3
14,2.316,97.51,0.8941,-257.9
14,2.269,79.09,1.052,-254.1
14,2.453,105.5,0.8697,-255.9
14,1.925,80.25,0.7974,-254.6
14,1.902,80.73,0.9455,-257.1
14,2.181,87.86,0.7886,-255.4
14,2.468,131.2,1.28,-250.9
14,2.263,133,0.8691,-256.6
14,2.297,98,0.9339,-258.4
14,1.938,75,0.9217,-256.9
14,1.994,126.3,1.014,-252.7
14,2.162,111.4,0.9151,-259.4
14,2.344,106.3,0.7275,-252.8
14,2.189,78.77,1.091,-254.7
14,2.508,99.48,1.072,-253.1
14,2.312,98.87,1.064,-256.9
14,2.356,124.2,0.8679,-258.7
14,1.983,124.4,0.9743,-252.9
14,2.145,105.6,0.9283,-259.6
14,2.307,105.9,0.8133,-257.7
14,1.867,82.27,1.054,-255.7
14,1.992,69.16,0.9876,-255.8
14,2.513,152.6,1.01,-254.7
14,2.273,113.6,0.9067,-259.7
14,1.829,76.93,0.797,-252.5
14,1.882,58.78,1.253,-249.3
14,1.708,45.96,0.9927,-250.5
14,2.277,113.5,1.243,-252.9
14,2.298,116.9,0.7639,-256.2
14,1.921,82.76,0.7963,-254.7
14,2.188,107.7,0.9788,-259.3
14,2.142,84.39,1.208,-253.1
14,2.319,104,0.8233,-257.6
14,2.343,121.1,0.9871,-258.9
14,2.219,110.7,0.9217,-259.7
14,2.008,87.8,1.017,-257.8
14,2.048,74.18,0.8552,-255.7
14,2,87.31,0.8696,-258
14,2.257,81.56,0.944,-255.5
14,2.729,126,1.091,-251.4
14,2.113,108.5,0.8021,-257.2
14,2.621,158.5,0.8825,-252.4
14,2.065,88.61,0.8836,-258.6
14,2.831,160.2,1.11,-250
14,2.072,90.96,1.006,-258.4
14,2.131,105.5,0.9596,-259.3
14,2.043,85.28,0.8866,-258.2
14,1.716,56.41,1.185,-250.1
14,2.06,62.09,1.212,-250.1
14,2.012,107.5,0.8772,-257.2
14,2.229,92.09,1.029,-257.5
14,2.1,103.1,1.127,-256.2
14,2.091,74.28,0.8154,-254
14,1.655,67.4,0.8313,-248.8
14,2.219,92.62,0.8891,-258.4
14,2.147,104.2,0.8737,-259.4
14,2.806,142.9,1.009,-251.5
14,2.126,83.97,1.07,-256.5
14,2.021,88.24,0.8627,-258.1
14,2.343,103.1,1.054,-257.2
14,2.543,128.5,1.006,-256.8
14,1.978,83.86,0.9934,-257.7
14,2.173,113.7,1.021,-258.4
14,2.113,112.1,0.7565,-254.5
14,2.16,101.3,0.9323,-259.6
14,2.465,111.8,0.974,-257.2
14,2.342,119.8,0.8016,-257.5
14,2.421,109,0.9778,-257.7
14,1.991,93.38,0.9354,-258.4
14,1.988,86.37,1.008,-257.7
14,2.22,101.6,1.038,-258.3
14,2.112,98.21,0.8513,-258.9
14,2.012,105.8,0.9831,-257.6
14,2.105,107,0.834,-258.2
14,2.292,134.1,1.125,-254.9
14,1.999,99.09,1.034,-257.4
14,2.188,91.1,0.9418,-258.6
14,2.419,141.2,1.186,-253
14,2.35,93.41,1.019,-256.1
14,2.094,80.04,0.8989,-257.4
14,2.241,97.47,0.978,-258.8
14,1.764,78.41,0.9666,-254.6
14,2.175,110.8,0.8492,-258.9
14,2.046,48.94,1.228,-246.7
14,2.297,101.4,0.8971,-258.8
14,2.166,91.65,1.195,-254
14,2.24,92.57,0.8029,-256.2
14,1.889,74.82,0.984,-256.4
14,2.165,105.8,0.906,-259.6
14,2.179,87.82,1.015,-257.6
14,2.361,106,1.039,-257.5
14,2.278,89.65,0.9967,-256.9
14,2.391,96.54,1.16,-253.3
14,2.484,85.99,1.107,-249.8
14,1.931,57.82,0.9096,-252.9
14,2.132,96.39,0.9413,-259.4
14,2.168,106.6,0.8351,-258.8
14,2.432,114.9,1.049,-257.1
14,2.264,113.1,0.8788,-259.5
14,2.224,110.1,0.9274,-259.7
14,2.118,107.7,0.9595,-259.1
14,2.342,103,0.8276,-257.2
14,2.22,110.2,0.8393,-259
14,2.297,76.85,0.8823,-252
14,2.207,103.2,0.9733,-259.4
14,1.941,92.12,0.8861,-257.4
14,2.745,118,1.092,-249.6
14,1.921,52.81,0.9774,-252.1
14,2.725,134.8,1.007,-253.2
14,2.27,121.8,0.908,-259.1
14,2.168,60.39,1.225,-247.9
14,2.119,114.3,0.9181,-258.5
14,1.827,60.2,1.018,-253.9
14,2.106,79.47,0.9347,-257.3
14,2.117,100.5,1.012,-258.7
14,1.765,103.9,1.136,-249.9
14,2.142,88.87,1.058,-257.3
14,2.171,111.1,1.026,-258.5
14,2.17,109.4,0.8589,-259.1
14,2.046,92.33,1.109,-256.3
14,1.782,36.29,0.9564,-247.2
14,2.361,125.4,1.041,-257.8
14,2.133,92.66,0.9668,-259
14,2.177,83.73,0.9992,-257.2
14,1.996,87.07,1.017,-257.7
14,1.766,65.23,1.047,-253.8
14,1.859,50.69,1.095,-251.3
14,2.189,72.33,1.079,-253.4
14,1.965,103.4,1.08,-255.7
14,2.441,117.7,0.9405,-258.3
14,1.887,102.8,1.047,-254.7
14,2.214,112.8,0.9184,-259.6
14,2.087,110.6,0.8285,-257.3
14,2.214,109.6,0.8005,-258
14,2.068,87.49,0.9328,-258.7
14,2.433,103.9,1.125,-254.5
14,1.995,71.95,0.8943,-256.1
14,1.938,95.54,0.9478,-257.4
14,1.494,57.39,1.27,-245
14,2.343,116.4,0.9135,-259.4
14,2.24,113.2,0.8629,-259.3
14,2.251,100.7,0.7907,-257
14,2.308,118.5,0.7426,-254.8
14,2.037,93.09,1.232,-252.9
14,1.885,97.78,0.7958,-252.6
14,2.089,77.45,0.8974,-256.8
14,2.059,80.36,1.018,-257.2
14,2.335,121,1.098,-256.9
14,2.133,110.9,0.9657,-258.9
14,2.314,95.77,1.114,-255.4
14,2.103,95.12,0.8996,-259.3
14,2.072,82.79,0.9627,-258
14,2.254,98.18,0.841,-258.1
14,2.138,81.15,0.8185,-255.5
14,2.186,120.4,0.8732,-258.2
14,2.303,131.4,1.123,-255.4
14,2.096,92.56,0.9924,-258.7
14,2.099,71.64,1.076,-254.5
14,2.415,110.8,1.165,-254.4
14,2.216,112.8,0.8739,-259.4
14,2.201,108.7,1.025,-258.7
14,2.539,130.5,0.8377,-255.9
14,2.105,79.38,0.9122,-257.2
14,2.085,98.33,0.9203,-259.3
14,2.36,117.9,0.9768,-259
14,2.345,111.8,0.9513,-259.2
14,2.234,92.49,0.853,-257.7
14,2.206,99.38,0.8698,-259.2
14,2.04,82.84,0.8698,-257.7
14,2.158,73.7,1.149,-252.8
14,2.239,84.43,0.9684,-256.6
14,2.038,82.28,0.8727,-257.7
14,2.459,127.2,0.9781,-258.1
14,1.998,98.98,0.8942,-258.1
14,2.005,97.11,0.9382,-258.4
14,2.233,103.2,0.7294,-254.2
14,2.083,109.3,1.058,-257.2
14,1.715,96.47,1.158,-249.4
14,2.201,96.96,0.9329,-259.3
14,1.766,59.69,1.096,-252.6
14,1.973,82.92,0.958,-257.9
14,2.396,110.9,0.8979,-258.4
14,2.2,90.4,0.7624,-254.4
14,1.98,101.5,0.9621,-257.6
14,2.071,98.94,0.9266,-259.2
14,1.955,64.3,0.94,-254.9
14,2.209,111.5,1.002,-259
14,1.973,127.4,0.9417,-251.3
14,2.119,94.77,0.8032,-257.5
14,2.2,97.13,0.8422,-258.6
14,2.025,73.18,0.903,-256.4
14,2.2,121.7,0.8598,-258
14,2.358,94.12,0.9445,-256.5
14,2.351,111.1,0.835,-258.2
14,2.09,65.51,0.9899,-254
14,2.506,122,0.9043,-257.4
14,2.34,98.65,0.9959,-257.5
14,2.201,124,0.8124,-256.3
14,2.201,80.95,0.8823,-256
14,2.341,83.19,1.05,-253.6
14,1.837,101.4,0.9896,-254
14,2.101,102.5,1.022,-258.4
14,2.271,98.77,0.8404,-258
14,1.638,56.74,0.97,-251.2
14,1.913,114.2,1.081,-252.8
14,2.026,104,0.9931,-257.9
14,2.051,125.5,0.8735,-253.6
14,2.085,87.31,1.068,-257.1
14,2.166,100,0.8958,-259.6
14,2.204,107.4,0.9228,-259.7
14,2.26,98.94,0.8442,-258.3
14,2.25,133.8,1.034,-256.2
14,2.193,77.37,1.09,-254.4
14,2.118,61.01,1.122,-250.9
14,2.064,111.5,0.7457,-252.8
14,2.185,98.68,0.8213,-258.3
14,2.116,89.45,1.039,-257.8
14,2.271,87.9,1.105,-255
14,2.129,85.17,0.8208,-256.6
14,2.094,88.15,1.254,-252.1
14,2.105,92.29,0.8176,-257.7
14,1.938,88.48,0.8959,-257.5
14,2.275,123.9,0.8651,-258.5
14,2.192,99.12,1.157,-255.5
14,2.01,92.91,0.8074,-256.7
14,2.178,111.2,0.8978,-259.4
14,2.162,107.8,0.8962,-259.5
14,2.051,120.6,1.056,-255.1
14,2.357,127.7,0.9243,-258.8
14,2.616,110.8,1.258,-248.6
14,2.006,94.46,0.8565,-258
14,2.378,103.6,0.9608,-257.8
14,2.118,102.3,0.8781,-259.3
14,2.202,98.05,0.9283,-259.4
14,2.128,98.94,0.985,-259.1
14,2.403,93.25,1.047,-254.6
14,1.943,72.07,1.144,-253.8
14,1.894,101.8,1.046,-255
14,2.452,138.6,1.149,-254.3
14,1.712,66.92,0.9487,-253.3
14,2.136,117.9,0.7515,-253.5
14,2.432,132.5,1.099,-256
14,2.18,82.17,1.047,-256.2
14,1.781,66.21,1.119,-252.9
14,2.074,102.7,0.9315,-259
14,2.209,127.1,0.9224,-257.7
14,2.316,114,0.8523,-259
14,2.232,98.19,0.9449,-259.1
14,2.378,122.3,0.8668,-258.7
14,2.117,86.11,0.9274,-258.4
14,1.912,85.34,0.852,-256.4
14,2.064,76.8,0.925,-257.1
14,1.951,82.12,0.8451,-256.7
14,2.07,78.14,0.8048,-254.9
14,1.786,71.84,1.156,-252.5
14,2.03,81.13,1.005,-257.5
14,2.095,68.93,0.9219,-254.7
14,1.91,85.08,1.046,-256.4
14,2.06,97.22,0.829,-258
14,1.833,79.71,0.9138,-255.8
14,2.121,58.55,1.042,-251
14,2.221,92.74,0.9658,-258.4
14,2.292,110.4,0.8317,-258.7
14,2.242,112.7,1.063,-257.9
14,2.316,136.2,0.9311,-257.2
14,1.904,61.62,0.9117,-254.1
14,2.05,98.18,1.074,-257.2
14,2.013,60.25,0.8621,-251.8
14,1.689,77.22,0.9375,-252.4
14,1.992,94.73,0.7813,-255.3
14,2.06,96.93,0.9955,-258.6
14,2.298,113.8,1.059,-258
14,2.199,92.8,1.007,-258.2
14,2.244,107.5,0.792,-257.7
14,2.298,133.6,0.8004,-255
14,2.279,96.79,0.978,-258.3
14,1.95,77.91,1.041,-256.5
14,2.405,96.05,0.781,-251.6
14,2.082,100.8,0.8415,-258.4
14,1.79,66.96,0.8633,-253.4
14,1.907,93.41,1.003,-256.7
14,2.018,113.5,0.8667,-255.9
14,2.383,108.8,1.018,-257.8
14,1.944,87.23,1.104,-255.7
14,2.322,124.5,0.9315,-259
14,1.731,66.18,0.9559,-253.6
14,2.157,83.31,0.8838,-257.3
14,2.126,103.8,1.142,-255.9
14,2.076,102,1.209,-253.7
14,1.765,78.22,0.9544,-254.6
14,2.119,129.4,0.8879,-254.8
14,2.19,95.33,1.171,-254.9
14,2.178,98.56,0.842,-258.8
14,2.241,112.8,0.9043,-259.7
14,2.379,126.1,0.883,-258.7
14,1.881,58.55,0.9712,-253.8
14,2.024,88.41,1.045,-257.5
14,2.06,103.4,1.056,-257.4
14,2.162,111.3,1.008,-258.7
14,2.05,93.25,1.056,-257.5
14,2.15,40.01,1.113,-242.7
14,2.013,105.3,0.9415,-257.9
14,2.569,143.9,0.806,-253.3
14,1.961,66.46,0.9348,-255.4
14,2.113,95.35,0.8998,-259.3
14,2.081,89.84,0.886,-258.8
14,2.042,75.17,0.7445,-251
14,1.776,100.6,0.9286,-251.7
14,2.051,79.38,1.171,-253.9
14,1.666,77.15,1.064,-251.7
14,1.808,65.31,0.9346,-254.6
