stk,yr,ets,rec2,rec3,rec4,rec5,rec6
8,1959,0.051649,0,0.000409,0.175192,0.000368,0
8,1960,0.002901,0,5.10E-05,0.008697,0,0
8,1961,0.003328,0,5.50E-05,0.025649,0,0
8,1962,0.047675,0,0.002939,0.169778,0.000572,0
8,1963,0.049943,0,0.000147,0.112265,0.001674,0
8,1964,0.002712,0,0,0.017994,0.000504,0
8,1965,0.00565,0,0.000183,0.034707,0,0
8,1966,0.025886,0,0.000658,0.139745,0.001425,0
8,1967,0.012505,0,6.60E-05,0.216733,0.002954,0
8,1968,0.003698,0,0,0.021963,0.000145,0
8,1969,0.00653,0,0.000258,0.014617,0,0
8,1970,0.008189,0,0.00047,0.223705,0,0
8,1971,0.017335,0,0.001341,0.132035,0.001934,0
8,1972,0.002752,0,0.00032,0.056465,0,0
8,1973,0.002669,0,0.000419,0.024381,0,0
8,1974,0.042825,0,0.001353,0.247377,0,0
8,1975,0.034208,0,0.001665,0.175012,0.004007,0
8,1976,0.008271,0,3.80E-05,0.018193,0.000191,0
8,1977,0.005463,0,0.000135,0.053835,0.001444,0
8,1978,0.062613,0,0.00073,0.256211,0.004984,0
8,1979,0.048133,0,8.50E-05,0.092992,0.042223,0
8,1980,0.008027,0,1.00E-05,0.045127,0.007711,0
8,1981,0.01121,0,0,0.026268,0,0
8,1982,0.062656,0,0.002737,0.492244,0.013474,0
8,1983,0.029515,0,0.003003,0.261161,0.007562,0
8,1984,0.017172,0,0.000174,0.035743,1.00E-04,0
8,1985,0.00562,0,0.000332,0.032018,0.011226,0
8,1986,0.124614,0,0.001132,0.811714,0.011322,0
8,1987,0.079676,0,0.000314,0.416101,0.025805,0
8,1988,0.01647,0,0,0.009027,0.001816,0
8,1989,0.005507,0,6.80E-05,0.018809,0,0
8,1990,0.2694,0,0.000136,0.272278,0.006413,0
8,1991,0.126869,0,0,0.08431,0.011139,0
8,1992,0.005742,0,0,0.015128,0.002778,0
8,1993,0.010119,0,0,0.006251,0.002465,0
8,1994,0.063419,0,0,0.169885,0.002662,0
8,1995,0.047979,0,1.70E-05,0.064323,0.0017,0
8,1996,0.020569,0,0,0.032991,0.006479,0
8,1997,0.001909,0,0,0.001944,0,0
8,1998,0.032769,0,0.000182,0.210538,0.003684,0
8,1999,0.018379,0,3.20E-05,0.105903,0.027996,0
8,2000,0.025164,0,0,0.058537,0.001026,0
8,2001,0.006582,0,0,0.014842,0.0042,0
8,2002,0.112727,0,0.000851,0.497726,0.009077,0
8,2003,0.031286,0,0,0.011206,0.00087,0
8,2004,0.001311,0,0,0.006671,0.000246588,0
8,2005,0.00359,0,0,0.007820367,0,0
8,2006,0.100612,0,0.000551,1.070611177,0.022130464,0
8,2007,0.009777,0,0,0.018076028,0.000216381,0
8,2008,0.000601,0,0,0.002163809,0.000181098,0
8,2009,0.005134,0,2.00E-06,0.043282323,0.003714475,0
8,2010,0.501183,0,0.000827374,0.290967196,0.004287,0
8,2011,0.013101,0,1.10E-05,0.016758271,0.000807,0
8,2012,0.000464,NA,NA,NA,NA,NA
8,2013,0.021809,NA,NA,NA,NA,NA
8,2014,0.105619,NA,NA,NA,NA,NA
8,2015,0.00772,NA,NA,NA,NA,NA
9,1948,0.010356,0,0,0.022876,0.005454,0
9,1949,0.003175,0,0.005415,0.021384,0,0
9,1950,1.203508,0,0.594356,9.303676,0.012645,0
9,1951,0.137595,0,0.00729,0.519779,0.002251,0
9,1952,0.007101,0,0.001481,0.01432,0.002131,0
9,1953,0.003273,0,0.001456,0.029571,0,0
9,1954,1.814358,0,0.71472,15.095741,0.01206,0
9,1955,0.063313,0,0.011116,0.853267,0.000609,0
9,1956,0.003173,0,0.000555,0.006961,0.000458,0
9,1957,0.002605,0,1.60E-05,0.002206,0,0
9,1958,2.229811,0,0.123575,2.076776,0.004097,0
9,1959,0.134516,0,0.007679,0.374501,0.000106,0
9,1960,0.00185,0,0.000201,0.002333,0,0
9,1961,0.001094,0,0.000204,0.006996,0,0
9,1962,1.120186,0,0.090241,2.74025,0.010891,0
9,1963,0.157158,0,0.078928,3.047429,0.003663,0
9,1964,0.000601,0,0.002346,0.017103,0.000177,0
9,1965,0.002058,0,0.000496,0.024312,0,0
9,1966,1.1971,0,0.096198,3.914887,0.022138,0
9,1967,0.73764,0,0.065955,3.108302,0.008076,0
9,1968,0.003477,0,0.000222,0.020709,7.40E-05,0
9,1969,0.005749,0,0.001625,0.027967,0,0
9,1970,1.406785,0,0.173639,5.373956,0.002667,0
9,1971,0.28889,0,0.021467,0.680311,0.000128,0
9,1972,0.004184,0,0.004098,0.038342,0.002065,0
9,1973,0.00378,0,0.003817,0.064051,0,0
9,1974,1.088787,0,0.14521,6.888446,0.00975,0
9,1975,0.163005,0,0.003181,1.022005,0.001078,0
9,1976,0.00478,0,0.000578,0.013049,0,0
9,1977,0.01236,0,0.00062,0.093025,0,0
9,1978,1.887349,0,0.119355,9.358872,0.115757,0
9,1979,0.293155,0,0.007343,1.475536,0.015681,0
9,1980,0.0025,0,0.001513,0.02135,0.000444,0
9,1981,0.010204,0,4.00E-06,0.009466,0,0
9,1982,3.010136,0,0.079877,9.206624,0.105481,0
9,1983,0.21068,0,0.017088,1.94757,0.016259,0
9,1984,0.004335,0,0.000103,0.032672,0.000399,0
9,1985,0.001484,0,6.10E-05,0.004319,0,0
9,1986,2.317568,0,0.067599,10.620066,0.1944,0
9,1987,0.607337,0,0.008518,3.84021,0.055204,0
9,1988,0.005007,0,1.00E-06,0.006611,0.001608,0
9,1989,0.00057,0,0.000277,0.012858,0,0
9,1990,3.675003,0,0.019675,7.602634,0.125559,0
9,1991,1.24299,0,0.00077,0.845854,0.019352,0
9,1992,0.012716,0,0,0.011466,0.008443,0
9,1993,0.001313,0,2.30E-05,0.015343,0,0
9,1994,1.362408,0,0.000634,2.589723,0.017569,0
9,1995,0.411572,0,0.000475,0.750905,0.020211,0
9,1996,0.011392,0,0,0.03174,0.029362,0
9,1997,0.000985,0,0,0.033707,0.000722,0
9,1998,1.322371,0,0.020892,7.141837,0.020407,0
9,1999,0.256987,0,0.000111,0.67751,0.021292,0
9,2000,0.00046,0,0,0.001388,0,0
9,2001,0.003921,0,8.80E-05,0.006455,0.001243,0
9,2002,5.340236,0,0.042234,7.387191,0.053848,0
9,2003,0.364114,0,1.20E-05,0.120226,0.012198,0
9,2004,0.002994,0,0,0,0.001934881,0
9,2005,0.020855,0,0,0.032714111,0,0
9,2006,2.222933,0,0.045470145,17.33414011,0.159426724,0
9,2007,0.056881,0,5.80E-05,0.208354006,0.002004834,0
9,2008,0.000164,0,0,0,0.009167992,0
9,2009,0.031916,0,0,0.378537736,0,0
9,2010,5.52863,0,0.041205689,8.549218512,0.010668372,0
9,2011,0.090842,0,8.90E-05,0.01920554,0,0
9,2012,1.20E-05,NA,NA,NA,NA,NA
9,2013,0.148777,NA,NA,NA,NA,NA
9,2014,2.112414,NA,NA,NA,NA,NA
9,2015,0.0063758,NA,NA,NA,NA,NA
10,1948,0.077394,0,0,0.179637,0.012353,0
10,1949,0.068459,0,0.044548,0.228462,0.008696,0
10,1950,0.059929,0,0.013166,0.183919,0.03083,0
10,1951,0.020017,0,0.031161,0.107397,0.066404,0
10,1952,0.040587,0,0.014902,0.180787,0.033154,0
10,1953,0.029553,0,0.008205,0.102206,0.016671,0
10,1954,0.01618,0,0.012671,0.128222,0.017949,0
10,1955,0.013836,0,0.0351,0.22116,0.007193,0
10,1956,0.043689,0,0.0205,0.209127,0.042071,0
10,1957,0.013708,0,0.003587,0.037495,0.00534,0
10,1958,0.013619,0,0.021115,0.074626,0.011443,0
10,1959,0.023488,0,0.026205,0.188393,0.036763,0
10,1960,0.032952,0,0.028566,0.119526,0.010607,0
10,1961,0.020431,0,0.021891,0.067104,0.017364,0
10,1962,0.023516,0,0.021342,0.066117,0.008304,0
10,1963,0.03227,0,0.095525,0.281641,0.048565,0
10,1964,0.047783,0,0.039236,0.225898,0.085137,0
10,1965,0.014897,0,0.030602,0.109033,0.01477,0
10,1966,0.018616,0,0.056603,0.155016,0.061319,0
10,1967,0.030749,0,0.054257,0.365358,0.045896,0
10,1968,0.043924,0,0.021213,0.218223,0.035366,0
10,1969,0.023528,0,0.073972,0.451184,0.239195,0
10,1970,0.028362,0,0.119108,0.531214,0.030799,0
10,1971,0.023669,0,0.062316,0.245897,0.046347,0
10,1972,0.04841,0,0.042841,0.424942,0.046655,0
10,1973,0.052342,0,0.044117,0.140353,0.024973,0
10,1974,0.115688,0,0.054695,0.424633,0.207538,0
10,1975,0.033027,0,0.009335,0.080976,0.018616,0
10,1976,0.075318,0,0.029279,0.479356,0.084392,0
10,1977,0.021515,0,0.01558,0.28702,0.098126,0
10,1978,0.094308,0,0.042233,0.493542,0.117215,0
10,1979,0.054609,0,0.013881,0.273583,0.121177,0
10,1980,0.059109,0,0.010131,0.115564,0.036212,0
10,1981,0.046831,0,0.00455,0.105179,0.15643,0
10,1982,0.118049,0,0.048333,1.471487,0.281339,0
10,1983,0.038858,0,0.015268,0.625519,0.149561,0
10,1984,0.038384,0,0.005918,0.347631,0.086729,0
10,1985,0.01131,0,0.012226,0.123208,0.093098,0
10,1986,0.331644,0,0.024019,0.869228,0.315301,0
10,1987,0.157636,0,0.005671,0.6983,0.279598,0
10,1988,0.141072,0,0.029507,0.200724,0.664723,0
10,1989,0.028932,0,0.036435,0.935181,0.173958,0
10,1990,0.166148,0,0.010179,0.200407,0.024968,0
10,1991,0.288623,0,0.000244,0.05527,0.061746,0
10,1992,0.183942,0,0.003522,0.047661,0.046563,0
10,1993,0.244257,0,0.008716,0.180208,0.380162,0
10,1994,0.039155,0,0.001028,0.021899,0.040686,0
10,1995,0.036635,0,0.000486,0.141021,0.028997,0
10,1996,0.051506,0,0.000723,0.034094,0.041519,0
10,1997,0.047569,0,0,0.018165,0.0102,0
10,1998,0.282019,0,0.000277,0.213323,0.403021,0
10,1999,0.047445,0,0,0.047311,0.036027,0
10,2000,0.012922,0,0.000652,0.06371,0.037603,0
10,2001,0.043409,0,5.60E-05,0.110415,0.081203,0
10,2002,0.214962,0,0.000898,0.502582,0.129934,0
10,2003,0.306759,0,8.00E-05,0.006064,0.00701,0
10,2004,0.037323,0,4.70E-05,0.046487,0.029866108,0
10,2005,0.053371,0,0.000361,0.033022688,0.051280156,0
10,2006,0.263476,0,0.000179,0.257768251,0.178227046,0
10,2007,0.089161,0,0.00018,0.188793867,0.054063086,0
10,2008,0.012935,0,0.001015278,0.046215218,0.022852304,0
10,2009,0.053908,0,0.000207188,0.066739115,0.065973984,0
10,2010,0.126009,0,1.75E-05,0.026130872,0.00563714,0
10,2011,0.169371,0,0.000211,0.055490597,0.031284,0
10,2012,0.006064,NA,NA,NA,NA,NA
10,2013,0.077219,NA,NA,NA,NA,NA
10,2014,0.033298,NA,NA,NA,NA,NA
10,2015,0.0439925,NA,NA,NA,NA,NA
11,1948,0.012746,0,0,0.03782,0.001256,0
11,1949,0.009055,0,0.001662,0.037489,0,0
11,1950,0.029928,0,0.003623,0.101664,0,0
11,1951,0.012677,0,0.003498,0.166043,0.004527,0
11,1952,0.017833,0,0.000159,0.032999,0.011266,0
11,1953,0.011543,0,0.000497,0.062317,0.000855,0
11,1954,0.022036,0,0.001631,0.061631,0.001933,0
11,1955,0.025922,0,0.00161,0.27449,0.001184,0
11,1956,0.013718,0,0.001273,0.035165,0.001067,0
11,1957,0.020375,0,9.50E-05,0.026724,0.001264,0
11,1958,0.013324,0,0.003547,0.046269,0.001097,0
11,1959,0.047779,0,0.000114,0.050631,0.001449,0
11,1960,0.01764,0,0.000483,0.022606,0.000414,0
11,1961,0.013396,0,0.000194,0.005954,0,0
11,1962,0.026997,0,0.000524,0.035483,0,0
11,1963,0.020303,0,0.003825,0.131466,0.003157,0
11,1964,0.011067,0,0.001357,0.067696,0.00155,0
11,1965,0.002455,0,0.00138,0.019606,0,0
11,1966,0.016919,0,0.004551,0.040079,0.000435,0
11,1967,0.033198,0,0.007716,0.096671,0.006114,0
11,1968,0.025314,0,3.60E-05,0.042418,0,0
11,1969,0.005942,0,0.001446,0.005031,0,0
11,1970,0.013941,0,0.00091,0.044797,0.00015,0
11,1971,0.009128,0,0.002673,0.047715,0.000313,0
11,1972,0.010366,0,0.000337,0.03002,3.00E-06,0
11,1973,0.000641,0,4.40E-05,0.00048,0.000189,0
11,1974,0.008984,0,0.000636,0.027251,0.002406,0
11,1975,0.011349,0,0.006742,0.12224,0.000267,0
11,1976,0.004435,0,1.40E-05,0.006109,0,0
11,1977,8.20E-05,0,0.000114,0.001457,0,0
11,1978,0.005076,0,0.004837,0.069111,0,0
11,1979,0.032031,0,0.001662,0.106617,0.001627,0
11,1980,0.001657,0,0.000186,0.004639,0,0
11,1981,0.000256,0,0.000579,0.000965,0,0
11,1982,0.016725,0,0.000883,0.012419,0.005529,0
11,1983,0.019944,0,0.000423,0.095192,0.000711,0
11,1984,0.00072,0,0.000215,0.009074,3.20E-05,0
11,1985,0.000424,0,0.000329,0.00198,0.000122,0
11,1986,0.00321,0,0.00021,0.010278,0,0
11,1987,0.032162,0,1.90E-05,0.064919,0.000917,0
11,1988,0.000861,0,9.90E-05,0.006584,0.001142,0
11,1989,0.000418,0,4.00E-06,0.009729,0.001012,0
11,1990,0.00186,0,0.000236,0.022231,0.002336,0
11,1991,0.020157,0,2.30E-05,0.016737,0.000618,0
11,1992,0.001203,0,7.10E-05,0.001813,0,0
11,1993,0.001063,0,1.10E-05,0.000934,0,0
11,1994,0.004399,0,7.00E-06,0.002299,0.000142,0
11,1995,0.010316,0,0.00024,0.014024,0.000512,0
11,1996,0.002022,0,1.20E-05,0.001503,0,0
11,1997,8.80E-05,0,0,0.000699,1.80E-05,0
11,1998,0.001959,0,0.00016,0.005947,7.80E-05,0
11,1999,0.012427,0,9.00E-06,0.002807,3.60E-05,0
11,2000,0.001227,0,1.00E-06,7.20E-05,8.00E-06,0
11,2001,0.000515,0,0,0.000212,0,0
11,2002,0.004873,0,0.000182,0.005003,0.000107,0
11,2003,0.001939,0,1.20E-05,0.000716,0,0
11,2004,5.20E-05,0,0.000111,0.001172,3.47E-05,0
11,2005,0.000112,0,2.00E-05,0.000905755,0,0
11,2006,0.003509,0,0.000834,0.02022683,0.000245491,0
11,2007,0.000538,0,0.000643,0.012192713,0.000220372,0
11,2008,0.000338,0,0.000272,0.001873159,6.25E-05,0
11,2009,0.000705,0,7.30E-05,0.002514464,0.000124609,0
11,2010,0.009669,0,0.001248,0.015991503,0.000138372,0
11,2011,0.006948,0,3.30E-05,0.001594924,0,0
11,2012,0.000835,NA,NA,NA,NA,NA
11,2013,0.002327,NA,NA,NA,NA,NA
11,2014,0.004378,NA,NA,NA,NA,NA
11,2015,0.001113,NA,NA,NA,NA,NA
12,1965,0.000981,0,0.000155,0.003308,0,0
12,1966,0.02970355,0,0.000332,0.030704,0.000303,0
12,1967,0.003855833,0,0.000167,0.004005,0.000114,0
12,1968,8.27E-05,0,0,0.001046,0,0
12,1969,0.000945666,0,0.003839,0.030743,0,0
12,1970,0.003828256,0,0.001317,0.056751,0,0
12,1971,0.000281,0,0.00205,0.015812,0,0
12,1972,0.00019,0,0.002127,0.013156,0,0
12,1973,0.002834553,0,0.010591,0.080696,0,0
12,1974,0.008263424,0,0.001645,0.040703,0.000263,0
12,1975,0.003080562,0,0.00081,0.014691,0.000235,0
12,1976,0.001011116,0,0.000118,0.007097,0,0
12,1977,0.007304632,0,0.000768,0.03806,0.001161,0
12,1978,0.009448701,0,0.001315,0.099561,0.004769,0
12,1979,0.003552173,0,0.000233,0.051559,0.000597,0
12,1980,0.0017611,0,0.000675,0.011292,0.000184,0
12,1981,0.005765133,0,0.000154,0.015829,0.000676,0
12,1982,0.023148899,0,0.001276,0.198075,0.011246,0
12,1983,0.007684385,0,0.000432,0.036858,0,0
12,1984,0.001702762,0,0.000517,0.024388,0.025188,0
12,1985,0.001679286,0,0.001174,0.023668,0.000329,0
12,1986,0.013806559,0,0.000255,0.067751,0.003588,0
12,1987,0.006728876,0,0.000292,0.060858,0.001015,0
12,1988,0.00105,0,0.000394,0.015654,0.00504,0
12,1989,0.00781517,0,0.000178,0.185837,0.009777,0
12,1990,0.018029614,0,0,0.050136,0.000834,0
12,1991,0.011885122,0,0,0.015705,0.000124,0
12,1992,0.002704038,0,0.001049,0.013925,0.002162,0
12,1993,0.01976,0,7.00E-06,0.169441,0.004361,0
12,1994,0.009015075,0,2.30E-05,0.124712,0.002935,0
12,1995,0.007289354,0,4.30E-05,0.037059,0.000918,0
12,1996,0.002968096,0,0.000234,0.08337,0.001817,0
12,1997,0.008798449,0,0,0.040148,0.001033,0
12,1998,0.02278758,0,9.00E-06,0.017568,0.00011,0
12,1999,0.00415005,0,1.20E-05,0.008262,0.000689,0
12,2000,0.001182638,0,8.60E-05,0.012743,0,0
12,2001,0.002845608,0,2.50E-05,0.018585,0,0
12,2002,0.014871219,0,8.00E-06,0.048183,0,0
12,2003,0.004922966,0,0,0.004835,0,0
12,2004,0.001287,0,0,0.005627,6.15E-05,0
12,2005,0.011991998,0,0,0.002520024,0,0
12,2006,0.017720652,0,5.04E-05,0.171209338,0.001231552,0
12,2007,0.001699,0,0,0.002660152,0.000160061,0
12,2008,8.30E-05,0,0,0.000160061,0.000205432,0
12,2009,0.001544792,0,0,0.011966392,0,0
12,2010,0.047723421,0,0.000182,0.088725693,3.20E-05,0
12,2011,0.000879474,0,0,5.76E-05,0,0
12,2012,2.50E-05,NA,NA,NA,NA,NA
12,2013,0.006952834,NA,NA,NA,NA,NA
12,2014,0.021581227,NA,NA,NA,NA,NA
12,2015,3.40E-05,NA,NA,NA,NA,NA
13,1966,0.018955,0,0.00066,0.073515,0.001939,0
13,1967,0.020051,0,0.001764,0.077288,0.008421,0
13,1968,0.003606,0,0.002976,0.141825,0.010577,0
13,1969,0.056211,0,0.003031,0.371636,0.038246,0
13,1970,0.00994,0,0.007393,0.371993,0.004653,0
13,1971,0.004916,0,0.010694,0.139598,0.002345,0
13,1972,0.02542,0,0.007439,0.331589,0.011114,0
13,1973,0.046951,0,0.004227,0.257812,0.011669,0
13,1974,0.04864,0,0.005905,0.252878,0.026097,0
13,1975,0.027741,0,0.002922,0.165459,0.001479,0
13,1976,0.047956,0,0.009408,0.271322,0.023704,0
13,1977,0.04733,0,0.002995,0.217049,0.015719,0
13,1978,0.073948,0,0.010226,1.184905,0.170418,0
13,1979,0.044076,0,0.001244,0.128249,0.011535,0
13,1980,0.071771,0,0.003167,0.331805,0.029742,0
13,1981,0.040667,0,0.002908,0.206879,0.060505,0
13,1982,0.24814,0,0.009112,1.275213,0.22167,0
13,1983,0.037911,0,0.002374,0.219473,0.018144,0
13,1984,0.057406,0,0.007491,0.575398,0.051913,0
13,1985,0.035583,0,0.001101,0.048781,0.019418,0
13,1986,0.092163,0,4.50E-05,0.039242,0.003417,0
13,1987,0.056484,0,0.000798,0.192151,0.027769,0
13,1988,0.047265,0,0.003179,0.334751,0.175848,0
13,1989,0.016372,0,0.002243,0.684087,0.070074,0
13,1990,0.016126,0,0.005895,0.60089,0.027875,0
13,1991,0.037175,0,7.00E-05,0.048888,0.016397,0
13,1992,0.05451,0,0.000684,0.6241,0.128433,0
13,1993,0.078144,0,0.000449,0.38102,0.119185,0
13,1994,0.05453,0,5.70E-05,0.646785,0.06909,0
13,1995,0.02167,0,0.000114,0.170376,0.095953,0
13,1996,0.04675,0,0.000227,0.350965,0.032221,0
13,1997,0.020965,0,1.00E-05,0.192696,0.023291,0
13,1998,0.052905,0,0.000176,0.500753,0.065956,0
13,1999,0.024323,0,1.80E-05,0.182595,0.064316,0
13,2000,0.005058,0,0.000389,0.104221,0.009522,0
13,2001,0.013907,0,5.00E-05,0.145865,0.050168,0
13,2002,0.076688,0,0.000321,0.227687,0.014822,0
13,2003,0.043594,0,2.30E-05,0.127468,0.061308,0
13,2004,0.024376,0,9.20E-05,0.055327,0.05564321,0
13,2005,0.042117,0,5.70E-05,0.060581957,0.004453129,0
13,2006,0.025283,0,0.000417,0.223928794,0.021721115,0
13,2007,0.030678,0,0.001366,0.317317156,0.014163305,0
13,2008,0.001162,0,0,0.016272734,0.046778935,0
13,2009,0.024121,0,6.00E-06,0.203872373,0.026439593,0
13,2010,0.045575,0,0.00054,0.117961262,0.010892682,0
13,2011,0.050105,0,0,0.000532349,0.000177,0
13,2012,0.000657,NA,NA,NA,NA,NA
13,2013,0.02944,NA,NA,NA,NA,NA
13,2014,0.020878,NA,NA,NA,NA,NA
13,2015,0.001959186,NA,NA,NA,NA,NA
14,1967,0.000588,0,0,0.015201,0,0
14,1968,0.000759,0,1.40E-05,0.014846,0.000169,0
14,1969,4.40E-05,0,0,0.000881,0,0
14,1970,9.00E-06,0,0,0.00074,0,0
14,1971,0.000602,0,0.000263,0.015407,0.000819,0
14,1972,0.00181,0,0.000156,0.028193,0.000205,0
14,1973,0.000125,0,0,0.001106,0,0
14,1974,0.00014,0,0,0.000536,0,0
14,1975,0.003396,0,0.000569,0.058841,0.002143,0
14,1976,0.003917,0,6.40E-05,0.020252,0.001106,0
14,1977,0.000317,0,0,0.007426,0.001704,0
14,1978,9.11E-05,0,0.00016,0.00223,0,0
14,1979,0.014746,0,8.00E-06,0.009084,0.005145,0
14,1980,0.007723,0,6.00E-05,0.034268,0.001702,0
14,1981,0.001768,0,0,0.002742,0.001205,0
14,1982,0.001132,0,6.10E-05,0.009104,0.001724,0
14,1983,0.004762,0,0.000124,0.035855,0.002395,0
14,1984,0.009746,0,0.000361,0.042781,0.004283,0
14,1985,0.001408,0,5.00E-06,0.023647,0.008179,0
14,1986,0.005888,0,0.000115,0.033093,0.001113,0
14,1987,0.016283,0,3.60E-05,0.065946,0.010502,0
14,1988,0.022461,0,0,0.043984,0.004663,0
14,1989,0.003946,0,0.000104,0.013765,0.005689,0
14,1990,0.011339,0,0,0.014471,0.007886,0
14,1991,0.020485,0,0,0.010613,0.000771,0
14,1992,0.009203,0,9.00E-06,0.042702,0.007561,0
14,1993,0.007632,0,5.20E-05,0.028621,0.013201,0
14,1994,0.005873,0,0,0.004865,0.008122,0
14,1995,0.010866,0,0,0.031391,0.005357,0
14,1996,0.02797,0,0,0.009409,0.003534,0
14,1997,0.00843,0,1.70E-05,0.00367,0.002475,0
14,1998,0.008153,0,2.50E-05,0.009255,0.00386,0
14,1999,0.005544,0,0,0.030308,0.012588,0
14,2000,0.009598,0,0.000239,0.056019,0.003934,0
14,2001,0.005649,0,0,0.009545,0.002316,0
14,2002,0.007187,0,4.60E-05,0.066869,0.009039,0
14,2003,0.00918,0,0,0.010416,0.002932,0
14,2004,0.002742,0,6.00E-06,0.006985,0.000671847,0
14,2005,0.004286,0,0,0.000906212,0.000626507,0
14,2006,0.011244,0,0,0.018951828,0.011746958,0
14,2007,0.011181,0,0,0.004841171,0.000379407,0
14,2008,0.000431,0,0,0.007872701,0.000706517,0
14,2009,0.001143,0,0,0.006744025,0.001855572,0
14,2010,0.009421,0,4.20E-05,0.025746056,0.001657276,0
14,2011,0.008405,0,1.60E-05,0.001325821,0.000562,0
14,2012,0.001371,NA,NA,NA,NA,NA
14,2013,0.003229,NA,NA,NA,NA,NA
14,2014,0.011195,NA,NA,NA,NA,NA
14,2015,0.00139,NA,NA,NA,NA,NA
15,1980,0.000107,0,0,0.001532,0,0
15,1981,0.017147,0,7.10E-05,0.025296,0,0
15,1982,0.004709,0,0.000192,0.1039,0.005475,0
15,1983,0.000239,0,0,0.002382,0.00025,0
15,1984,0.000397,0,1.20E-05,0.002613,0,0
15,1985,0.00328,0,0.001471,0.042541,0,0
15,1986,0.026356,0,0,0.250911,0.006148,0
15,1987,0.002082,0,4.90E-05,0.020633,0.009762,0
15,1988,0.001026,0,0,0.00332,0,0
15,1989,0.007236,0,0.000578,0.01615,0,0
15,1990,0.079282,0,0.000265,0.311154,0.004738,0
15,1991,0.009856,0,1.00E-05,0.022037,0.003644,0
15,1992,0.002134,0,1.00E-06,0.002104,0.000349,0
15,1993,0.008181,0,5.90E-05,0.011827,0,0
15,1994,0.067707,0,0.000196,0.181988,0.002267,0
15,1995,0.014497,0,1.10E-05,0.01224,0.001925,0
15,1996,0.004193,0,0,0.003404,0.000744,0
15,1997,0.002725,0,4.00E-06,0.002249,0,0
15,1998,0.033948,0,0.000148,0.191273,0.002269,0
15,1999,0.003912,0,0,0.015722,0.010701,0
15,2000,0.003285,0,2.00E-06,0.040512,0.000698,0
15,2001,0.002449,0,0,0.017024,0,0
15,2002,0.098851,0,0.001008,0.675243,0.01581,0
15,2003,0.005081,0,0,0.001305,0.000376,0
15,2004,0.000776,0,2.00E-06,0.003764,0.000147731,0
15,2005,0.004144,0,0,0.005761498,0,0
15,2006,0.130448,0,0.001098,1.012864188,0.02222378,0
15,2007,0.007668,0,0,0.048709655,0.001015996,0
15,2008,0.000292,0,0,0.004789698,0.000614896,0
15,2009,0.004625,0,2.00E-06,0.045092392,0.002350729,0
15,2010,0.47348,0,0.00083332,0.41607897,0.006128801,0
15,2011,0.02472,0,3.40E-05,0.008028729,0.000904,0
15,2012,0.001132,NA,NA,NA,NA,NA
15,2013,0.022416,NA,NA,NA,NA,NA
15,2014,0.126166,NA,NA,NA,NA,NA
15,2015,0.00645,NA,NA,NA,NA,NA
16,1968,0.00663,0,0.003891,0.078371,0.000403,0
16,1969,0.000553,0,0.001042,0.003556,0.000168,0
16,1970,3.52E-05,0,0.000258,0.000154,0,0
16,1971,0.000164,0,0.004926,0.007721,0,0
16,1972,0.005543,0,0.00418,0.128111,0.000322,0
16,1973,0.000617,0,0.001344,0.009447,0.003794,0
16,1974,5.51E-05,0,0.001559,0.001413,0,0
16,1975,0.00174,0,0.003841,0.015888,0,0
16,1976,0.014497,0,0.003009,0.067835,0.00235,0
16,1977,0.001939,0,0.00069,0.017045,0.002975,0
16,1978,0.000195,0,0.000589,0.00086,0.000198,0
16,1979,0.002368,0,0.001866,0.015902,0,0
16,1980,0.018549,0,0.001496,0.076467,0.001381,0
16,1981,0.003433,0,0.000412,0.014267,0.003085,0
16,1982,0.000718,0,0.003361,0.005472,0.000868,0
16,1983,0.004992,0,0.001542,0.026208,0.000348,0
16,1984,0.017075,0,0.00173,0.115017,0.021116,0
16,1985,0.003404,0,0.00634,0.114856,0.010766,0
16,1986,0.003075,0,0.006349,0.02039,0.00061,0
16,1987,0.006837,0,0.001683,0.022546,0.003604,0
16,1988,0.034756,0,0.009599,0.305722,0.004031,0
16,1989,0.015065,0,0.005779,0.038792,0.008523,0
16,1990,0.004917,0,0.000826,0.013177,0.001607,0
16,1991,0.007553,0,0.001242,0.018884,0.001559,0
16,1992,0.015918,0,0.011639,0.175651,0.008143,0
16,1993,0.013441,0,0.000557,0.05441,0.012557,0
16,1994,0.00265,0,0.000815,0.021039,0.01251,0
16,1995,0.00706,0,0.00197,0.020949,0.00054,0
16,1996,0.024971,0,0.000413,0.189011,0.008576,0
16,1997,0.003831,0,0.000742,0.011493,0.001174,0
16,1998,0.004446,0,0.000408,0.003841,0.000563,0
16,1999,0.002621,0,0.002508,0.037729,0.002405,0
16,2000,0.036979,0,0.000624,0.087114,0.004264,0
16,2001,0.006294,0,0.000315,0.04319,0.006741,0
16,2002,0.00185,0,0.001262,0.011045,0.000694,0
16,2003,0.008126,0,0.000213,0.003861,0.000687,0
16,2004,0.008376,0,0.000343,0.040513,0.00846099,0
16,2005,0.013618,0,0.00018,0.014037552,0.000871358,0
16,2006,0.002055,0,0.000978,0.024833696,0.013659254,0
16,2007,0.001932,0,0.006665,0.106618066,0.001191901,0
16,2008,0.003425,0,0.001573,0.066746453,0.010485661,0
16,2009,0.008858,0,0.002695,0.101155787,0.018398812,0
