"stk","alpha","beta0","beta1","beta2","beta3","sigma","deviance"
16,2.469,9.425,15.51,16,24.85,0.7765,-180.9
16,2.578,15.96,22.79,14.17,18.2,0.7114,-180.7
16,2.767,14.17,25.8,9.742,23.28,0.8645,-176.2
16,2.251,18.38,5.097,17.84,10.35,0.8262,-187
16,2.447,21.39,7.748,27.36,12.75,0.7507,-184.1
16,2.387,14.67,9.776,11.99,17.74,0.7169,-185.7
16,2.571,20.3,14.17,17.22,10.65,0.8481,-185.5
16,2.733,29.67,16.14,18.5,15.98,0.7975,-185.2
16,2.602,27.16,5.409,15.83,24.63,0.8951,-183
16,2.436,18.76,7.029,7.958,18.07,0.8568,-184.1
16,2.592,22.78,19.15,19.51,11.26,0.8172,-184.9
16,2.077,17.53,6.284,9.736,6.369,0.8324,-185.1
16,1.99,15.99,5.113,7.273,11.95,0.8621,-184
16,2.56,14.45,15.91,18.21,17.9,0.8482,-185.1
16,2.197,13.97,4.99,11.92,5.059,0.8708,-183.1
16,2.575,18.17,15.81,11.39,19.13,0.7478,-184.8
16,2.636,27.19,17.54,27.82,16.06,0.8957,-181.5
16,2.586,20.53,10.57,24.77,15.94,0.7193,-185.7
16,2.212,26.6,8.05,7.926,9.245,1.168,-175.5
16,2.85,28.3,27.77,29.83,9.337,0.7944,-172.3
16,2.279,9.582,10.51,20.56,9.507,0.9908,-180.7
16,2.297,17.22,8.896,14.8,18.61,0.6542,-184.3
16,2.597,18.69,16.96,27.26,6.15,0.9163,-180
16,2.391,5.216,6.758,22.95,29.6,0.9664,-173.8
16,2.299,15.59,9.529,13.9,19.91,0.7315,-186
16,2.526,22.12,8.498,20.46,21.76,0.8716,-185.7
16,2.584,5.812,29.79,14.96,30.07,1.004,-169.2
16,2.82,28.67,13.51,22.73,25.74,0.8153,-183.3
16,2.169,10.12,4.185,16.37,16.29,0.881,-183.8
16,2.74,14.62,16.08,12.69,25.91,0.8089,-179.9
16,2.327,9.932,7.039,18.14,16.77,0.9372,-182.8
16,2.605,22.49,20.91,20.68,12.47,0.7697,-183.8
16,2.523,15.43,8.47,11.54,15.87,0.7658,-182.9
16,2.541,20.03,19.17,5.341,24.01,0.8158,-180.5
16,2.383,22.51,21.47,3.615,18.21,0.7959,-178.6
16,2.375,27.81,8.881,18.16,3.97,0.852,-183.5
16,2.659,20.34,5.032,17.01,25.12,0.7785,-182.4
16,2.893,25.23,16.81,19.45,13.02,1.086,-176.6
16,2.399,12.61,17.74,11.25,21.89,0.9096,-182.3
16,2.414,24.97,16.09,11.9,17.46,0.9717,-182.4
16,2.144,16.45,3.067,4.347,13.84,0.9336,-182.1
16,2.097,18.67,9.747,9.575,22.36,1.166,-173.7
16,2.251,19.43,14.41,10.5,5.146,0.6944,-181.5
16,2.425,20.79,9.136,13.96,12.69,0.6556,-185.4
16,2.153,10.53,2.406,14.12,20.4,0.9123,-182
16,2.373,11.27,14.02,21.36,10.11,0.69,-180.7
16,2.436,14.39,5.649,25.85,19.29,0.7767,-182.8
16,2.322,15.03,22.17,15.82,14.88,0.7071,-178.3
16,1.967,6.459,12.5,8.008,21.94,0.8362,-176.2
16,2.864,21.64,16.07,26.28,27.2,0.9003,-181.2
16,2.244,15.38,8.226,11.24,21.34,0.9674,-182.6
16,2.408,19.7,10.49,16.71,11.23,0.8006,-187.9
16,2.145,18.43,11.8,6.719,8.143,0.7344,-183.5
16,1.738,18.48,1.306,6.742,3.041,0.825,-178.4
16,2.271,12.11,10.7,14.91,6.717,0.7418,-183.4
16,2.385,19.51,7.891,25.1,15.9,0.7113,-183.9
16,2.583,21.37,23.58,13.26,25.14,0.8264,-180.1
16,2.956,34.72,16.05,25.24,14.89,0.8296,-180.6
16,2.478,20.67,11.27,15.79,26.15,0.8601,-183.9
16,2.367,13.26,8.886,15.85,9.537,0.9247,-183.5
16,2.518,16.33,2.152,29.3,16.19,0.9183,-180.2
16,2.373,19.07,4.893,13.27,17.68,0.8328,-186.7
16,2.536,31.03,10.89,11.13,25.69,1.015,-178.2
16,2.054,11.83,3.77,14.83,8.154,0.8238,-184.7
16,2.411,10.69,5.903,21.59,14.35,0.7855,-182.9
16,2.287,17,12.28,8.153,15.63,0.8257,-185.9
16,2.409,15.13,9.203,21.29,20.51,0.7685,-185.3
16,2.585,21.26,12.99,26.61,16.68,0.9342,-183.5
16,2.479,30.19,6.404,18.11,9.115,0.8195,-184.8
16,2.636,19.63,14.13,9.916,22.69,0.9293,-182.3
16,2.243,13.94,11.71,7.459,9.093,0.9109,-182.9
16,2.241,16.34,6.63,20.03,5.798,0.7566,-184.9
16,2.209,11.89,17.04,14.04,17.64,0.9399,-181.1
16,2.782,11.85,23.65,14.95,26.24,0.8836,-177.2
16,2.565,21.74,6.152,10.79,26.17,0.7187,-180.5
16,2.098,9.971,0.6385,11.71,22.08,0.8745,-180.7
16,2.286,16.65,9.196,11,17.39,1.052,-181.2
16,2.721,25.89,7.368,12.38,22.5,0.8519,-182.2
16,2.339,14.97,7.081,23.62,7.673,0.7193,-182.8
16,2.166,16.1,9.374,11.12,7.552,0.8415,-185.7
16,2.292,19.96,8.392,10.88,22.09,0.8341,-184.8
16,2.095,16.46,4.224,16.69,9.59,0.68,-183.7
16,2.663,8.047,18.48,13.88,24.46,0.7727,-176
16,2.25,16.17,6.317,18.67,10.13,1.052,-181.1
16,2.487,26.94,4.156,17.93,18.43,0.9057,-184.6
16,2.49,19.61,12.46,17.73,14.12,0.7301,-187.8
16,2.44,27.77,8.493,13.98,13.06,0.7418,-186.3
16,2.389,25.68,15.65,19.7,8.46,1.009,-180.7
16,2,11.36,14.48,7.259,17.13,0.8713,-179.7
16,2.519,22,10.67,30.8,10,0.896,-181.5
16,2.51,16.45,13.29,18.63,18.42,0.8345,-186.7
16,2.218,21.48,10,15.92,8.391,0.8521,-185.9
16,1.875,13.71,3.651,5.275,13.75,0.8316,-181.6
16,2.172,15.12,1.617,11.76,15.48,0.6717,-182.9
16,2.157,15.98,5.151,12.75,16.7,0.8707,-185.5
16,2.283,7.321,10.96,12.6,14.44,0.9681,-181
16,2.345,5.741,5.946,26.52,11.16,0.9535,-176.9
16,2.486,27.11,6.864,18.27,4.325,1.003,-180.3
16,1.841,12.42,8.704,9.541,7.261,1.067,-177.1
16,2.223,15.49,4.671,7.825,15.41,0.7191,-184.3
16,2.284,13.75,9.472,14.15,9.485,0.7801,-186.1
16,2.111,5.433,9.189,21.33,6.369,0.8971,-179
16,2.198,17.77,9.147,7.507,11.04,0.9302,-184.1
16,2.887,34.94,12.34,19.11,17.17,0.7529,-180.5
16,2.462,22.17,4.635,23.16,10.66,0.8552,-185.4
16,2.49,23.16,12.73,13.95,18.96,0.8753,-186.4
16,2.475,21.85,11.9,21.17,30.87,0.8354,-177
16,2.22,17.92,6.446,19.26,16.74,0.7828,-185.5
16,2.289,19.38,8.251,16.44,16.36,1.004,-183.1
16,2.858,27.81,4.595,10.48,13.82,0.9791,-171.5
16,2.244,11.76,11.55,2.241,16.69,0.9897,-179.2
16,2.707,16.95,18.47,18.07,26.27,0.7461,-182
16,2.257,7.823,5.643,15.07,12.46,0.9283,-181.7
16,2.367,22.39,5.92,25.18,6.826,0.7647,-183.9
16,2.675,19.24,16.3,17.18,19.74,0.7381,-185.5
16,2.457,13.43,10.63,18.76,15.33,0.8449,-185.7
16,1.978,6.804,1.622,7.379,8.965,0.7894,-180.1
16,2.507,12.27,19.22,19.63,13.53,0.7422,-181.9
16,2.478,14.13,12.93,20.4,15.04,0.7724,-185.9
16,2.927,13.17,19.57,22.83,18.93,1.003,-175.2
16,2.456,31.61,7.391,17.66,8.189,0.686,-181.2
16,2.128,7.461,2.513,23.99,13.21,0.8929,-179.5
16,2.525,9.562,10.07,27.91,16.4,0.808,-179.5
16,2.486,14,15.24,14.07,15.89,0.741,-184.9
16,2.275,15.35,5.772,14.57,8.846,0.833,-185.9
16,2.333,11.92,13.91,15.12,15.02,0.8312,-185.5
16,2.569,32.76,20.81,4.28,22.44,1.119,-172.1
16,2.539,23.59,8.138,16.24,9.458,0.8851,-184.6
16,2.751,29.67,16.66,29.22,11.84,0.9713,-179.9
16,2.203,16.61,11.57,12.18,9.21,0.8823,-185.5
16,2.629,21.95,2.839,21.05,16.9,0.852,-183.6
16,2.511,25.23,6.876,17.92,20.2,0.7296,-186.2
16,2.469,17.18,11.51,18.41,17.84,0.8206,-187.4
16,2.543,12.91,0.04687,24.25,16.24,0.7652,-177.1
16,2.181,18.1,21.44,3.598,4.459,0.9716,-176
16,2.201,9.17,8.474,17.42,14.71,0.813,-184.4
16,2.447,15.87,16.65,18.73,17.12,0.8314,-185.6
16,2.688,18.97,11.26,23.01,8.937,0.68,-177.6
16,1.84,18.82,1.32,3.648,4.269,0.9859,-178.5
16,2.482,25.21,6.573,15.06,9.457,0.6407,-181.3
16,2.615,14.12,3.162,36.09,5.092,0.8221,-168.5
16,2.544,9.943,17.48,14.02,20.7,0.8114,-181.6
16,2.45,16.5,16.15,20.61,12.76,0.8413,-185.5
16,2.563,20.96,0.9218,22.42,5.12,0.8631,-177.9
16,2.096,15.71,2.676,9.192,11.62,0.7171,-184.6
16,2.713,26.01,15.15,9.081,12.73,0.8154,-180.1
16,2.442,28.8,5.009,6.569,19.58,0.7517,-180.6
16,2.087,10.14,12.94,3.848,23.87,0.8944,-177.9
16,2.223,5.982,1.371,17.76,26.75,0.8743,-176.1
16,2.297,11.06,18.26,14.55,14.84,0.6933,-180.6
16,2.276,15.86,11.81,12.33,11.05,0.7464,-186.7
16,2.171,16.47,11.35,8.336,8.915,0.7484,-185
16,2.433,17.69,6.373,14.9,14.59,0.721,-186.3
16,2.076,5.682,7.819,14.68,11.3,0.8083,-182.2
16,2.522,15.32,11.41,15.89,23.13,0.7594,-185.2
16,2.472,18.02,8.198,20.93,17.83,0.8579,-186.5
16,2.232,21.06,2.4,11.76,15.44,0.7471,-186
16,2.369,19.63,13.96,14.81,11.04,0.8339,-186.9
16,1.967,17.15,5.198,9.9,4.119,0.8339,-183.5
16,2.298,7.925,6.602,18.02,15.63,0.7639,-182.6
16,2.478,19.45,12.58,20.08,22.94,0.7903,-185.2
16,2.427,9.656,15.93,11.88,17.2,0.9589,-181.1
16,2.636,31.52,14.56,10.2,9.315,1.103,-175.8
16,2.755,23.12,11.72,12.91,18.02,0.9868,-180.4
16,2.455,18.36,12.62,9.943,22.16,0.682,-183.2
16,2.215,19.71,15.71,9.086,19.48,0.6907,-178.9
16,2.459,20.22,7.043,19.74,15.99,0.8575,-187.1
16,2.364,13.12,20.76,4.975,14.33,0.8039,-179.7
16,2.339,32.75,6.883,18.93,15.92,1.062,-176.9
16,2.172,12.62,5.191,16.31,10.87,0.8237,-185.9
16,2.247,22.28,0.1228,12.5,13.93,0.9854,-182.3
16,2.343,14.52,8.782,14.46,20.79,0.6607,-183.2
16,2.667,23.43,7.924,16.78,23.45,0.7826,-185
16,2.49,22.11,5.127,16.12,18.83,0.81,-186.8
16,2.594,14.15,10.16,28.09,13.97,0.9411,-180.8
16,2.412,19.49,11.77,11.28,8.37,0.8858,-184.3
16,2.549,14.96,10.46,24.71,25.01,0.8373,-182.2
16,2.484,14.35,10.15,11.5,21.67,0.7787,-184.3
16,2.669,23.53,22.24,21.15,18.85,0.9047,-182.6
16,2.025,26.25,4.737,14.21,2.226,0.8536,-180.5
16,2.256,25.03,11.63,1.832,11.51,0.8303,-181
16,2.633,17.72,15.8,21,18.46,0.8944,-184.9
16,2.261,13.37,12.59,9.811,9.611,0.6898,-182.6
16,1.931,11.15,7.261,10.78,19.49,1.103,-175.1
16,2.008,10.62,0.3132,6.083,7.883,0.7006,-177.9
16,2.311,20.11,11.5,15.78,0.9452,1.015,-179.5
16,2.444,12.8,13.5,8.837,12.81,0.7183,-180.2
16,2.36,11.38,4.638,13.19,24.37,0.9674,-180.4
16,2.135,14.53,14.63,22,18.46,1.086,-174
16,2.329,19.4,4.731,14,17.26,0.8048,-187.3
16,2.703,20.4,11.93,23.48,18.62,0.7509,-185.6
16,2.205,10.44,3.788,7.867,18.48,0.7503,-181.8
16,2.361,21.74,27.35,11.86,2.43,0.973,-173.5
16,2.48,23.18,12.89,18.72,15.14,0.8522,-187.1
16,2.091,19.87,11.86,3.022,1.253,0.7567,-177.1
16,2.113,15.39,13.35,7.215,19.5,0.8286,-181.8
16,2.275,22.37,12.22,13.32,12.91,0.8276,-186.4
16,2.52,15.63,13.84,21.96,27.8,0.8908,-180.8
16,2.266,19.01,5.492,19.57,13.04,0.7511,-186.9
16,2.459,17.63,8.661,14.9,27.94,0.8011,-182.8
16,2.618,18.15,7.936,19.06,15.96,0.8646,-184.6
16,1.992,7.131,2.275,9.43,10.61,0.7972,-181.8
16,2.272,17.21,11.06,19.59,3.279,0.8163,-183.7
16,2.355,16.44,7.101,18.21,15.23,0.8715,-186.6
16,2.241,13.43,16.05,17.62,14.28,0.8051,-183.7
16,2.555,15.65,11.67,22.31,16.3,0.9264,-184.1
16,2.348,7.021,5.334,16.79,15.16,0.9633,-179.7
16,2.321,6.625,18.02,8.345,21.42,0.9292,-178.8
16,2.125,13.3,5.517,19.07,7.757,0.9376,-183.1
16,2.776,20.88,1.555,24.18,21.82,0.8904,-178.8
16,2.471,19.72,11.1,21.46,20.13,0.7972,-186.4
16,2.631,20.71,6.101,27.76,20.12,0.6672,-179.7
16,2.193,13.69,11.54,10.33,14.28,0.9093,-184.6
16,2.546,15.15,6.272,15.69,29.46,1.091,-176.2
16,2.497,28.19,7.442,16.22,13.99,0.8024,-186.7
16,2.489,22.94,3.402,10.78,20.02,0.8411,-183.9
16,2.202,17.87,10.29,14.55,15.93,0.6821,-184.3
16,2.469,21.89,11.59,16.83,14.19,0.7978,-188.3
16,2.508,16.27,4.771,21.24,15.52,0.948,-182.9
16,1.949,12.21,0.8744,17.81,14.29,1.066,-177.3
16,2.468,24.02,1.032,11.94,21.77,0.8345,-182.9
16,2.226,8.753,10.82,20.42,2.621,0.7364,-177.2
16,2.164,14.45,5.938,8.151,15.14,0.8402,-185.4
16,2.551,21.5,1.11,21.13,17.57,0.8351,-184
16,2.764,27.3,20.92,19.07,11.04,0.9113,-181.7
16,2.3,3.995,15.65,17.21,9.422,0.8741,-178.2
16,2.774,24.44,11.63,16.81,18.89,0.8722,-184.2
16,2.474,23.86,10.27,25.16,6.467,0.9768,-181.7
16,2.212,17.03,5.034,6.398,10.17,0.9144,-183.1
16,2.324,17.54,3.295,19.78,19.03,0.8149,-185.5
16,2.666,26.8,14.17,13.16,19.95,0.8617,-185
16,2.622,20.45,14.47,18.22,12.5,0.8577,-185.5
16,2.698,19.09,20.04,17.86,20.94,0.7319,-183.8
16,2.566,15.55,15.26,20.42,22.42,0.8761,-184.3
16,2.248,18,5.491,11.54,11.6,0.9077,-185.5
16,2.68,10.93,18.45,25.88,22.29,0.8171,-179.2
16,2.317,18.83,11.69,15.33,11.67,0.9499,-184.9
16,2.489,13.64,16.05,20.01,23.8,0.7696,-182.6
16,2.268,22.09,17.43,16.68,19.34,0.9101,-179.4
16,2.362,18.54,13.05,24.45,15.39,0.8806,-183.4
16,1.981,13.99,7.388,16.79,3.211,0.812,-182.2
16,2.625,22.61,14.93,14.33,18.35,0.9493,-184.2
16,2.178,14.99,5.896,13.23,20.41,0.754,-184.3
16,2.204,23.94,10.76,11.41,21.14,0.8538,-181.1
16,2.584,16.57,11.08,16.45,15.62,0.7252,-184.6
16,2.289,9.367,13.69,21.58,11.93,0.8256,-182.5
16,2.239,20.42,25.19,7.105,16.92,1.332,-165.9
16,2.275,23.34,13.76,10.41,10.32,0.7096,-184
16,2.238,10.15,7.468,14.58,13.13,0.7011,-183.7
16,2.256,13.89,21.62,9.449,12.76,0.8977,-180.7
16,2.916,24.76,14.8,34.22,22.92,0.9095,-178.7
16,1.833,5.152,8.112,4.467,19.9,0.742,-172.5
16,2.525,18.85,12.4,19.11,20.35,0.7645,-187.1
16,2.339,20.56,19.33,5.343,17.64,0.8232,-181.6
16,2.176,5.588,16.16,15.14,14.08,0.8665,-180.4
16,2.397,17.08,6.157,34.14,12.07,0.7959,-176.9
16,2.492,20.15,12.42,19.53,15.61,0.7255,-187.7
16,2.373,17.66,12.93,8.935,18.5,0.789,-186
16,2.079,13.96,0.4494,15.66,10.98,0.9373,-183.2
16,2.229,19.83,12.81,15.99,11.26,0.7674,-185.9
16,2.245,18.4,13.53,11.98,12.7,0.7595,-186.4
16,2.467,16.2,25.58,16,14.36,0.9067,-179.9
16,2.219,21.73,4.503,15.32,17.36,0.8083,-185.7
16,2.561,25.24,10.3,23.08,12.88,0.9003,-185.4
16,2.659,27.42,16.4,27.84,16.53,0.8383,-182.6
16,2.653,19.95,15.19,17.12,19.6,0.7233,-185.9
16,2.328,17.93,9.163,11.19,17.78,0.758,-187.2
16,2.65,27.41,7.808,19.73,20.2,0.7516,-185.8
16,2.277,14.68,11.42,12.37,6.322,0.8726,-184.1
16,2.473,14.97,7.487,25.65,16.54,0.822,-184.3
16,2.407,22.45,7.561,15.73,22.76,1.027,-181.2
16,2.075,6.147,3.351,4.814,13.2,0.911,-179.1
16,2.363,19.41,6.211,11.23,21.66,0.7876,-185.7
16,2.206,20.63,10.76,9.879,15.95,0.7543,-185.5
16,2.279,16.03,14.26,3.2,8.314,1.001,-178.6
16,2.291,15.06,5.766,11.87,12.27,0.7149,-185.3
16,2.258,16.78,5.407,16.18,23.26,0.8462,-183.5
16,2.504,13.85,17.48,8.351,17.83,0.881,-182.1
16,2.303,16.29,12.81,4.324,30.59,0.9525,-176.2
16,1.99,12.16,3.617,17.85,16.71,0.7808,-180.3
16,2.426,24.42,6.838,11.05,16.8,0.9642,-183.6
16,2.697,26.56,27.9,15.74,11.44,1.121,-173.9
16,2.537,16.63,6.785,20,6.855,0.7807,-180.6
16,1.977,5.604,3.326,10.96,8.366,0.8753,-181
16,2.565,6.082,17.16,29.16,19.71,0.8636,-175.1
16,2.201,24.72,8.273,14.02,10.92,0.822,-185.5
16,2.207,11.67,12.41,12.97,14.74,0.8147,-185.4
16,2.263,23.14,4.17,18.65,14.1,0.8573,-185.7
16,2.666,14.55,16.59,26.47,17.17,0.9206,-181.5
16,2.548,13.75,13.35,13.99,22.38,0.7868,-184.2
16,2.588,15.82,12.62,12.66,21.83,0.7525,-183.9
16,2.284,12.21,8.734,11.06,15.69,0.8365,-185.6
16,2.385,19.52,5.977,21.3,17.52,0.7581,-186.6
16,2.625,15.65,17.94,19.95,8.512,0.8969,-180.8
16,2.189,10.7,14.75,13.3,10.78,0.8985,-183.2
16,2.685,16.64,12.36,18.69,22.14,0.8325,-184.5
16,2.58,10.35,25.22,26.37,11.42,0.9192,-175.1
16,2.055,11.5,1.169,8.956,12.96,0.7565,-183.3
16,2.891,19.92,16.95,24.5,18.34,0.8632,-181.9
16,2.507,13.14,8.378,17.23,14.55,0.8799,-183.5
16,2.35,21.1,0.7114,18.91,18.96,0.7266,-184.2
16,2.604,29.09,6.494,17.77,20.87,0.7684,-184.9
16,2.601,22.18,11.01,24.49,17.15,0.7307,-186.1
16,2.469,21.33,4.534,26.7,16.52,0.8543,-184.2
16,2.023,4.538,7.771,12.2,15.65,0.8862,-180.8
16,2.398,23.13,10.71,12.24,4.335,0.885,-183
16,2.137,26.62,3.77,13.13,6.18,0.8255,-183.5
16,2.498,17.4,7.135,26.67,8.815,0.7943,-182.9
16,2.363,13.02,5.799,18.38,10.8,0.9624,-182.5
16,2.228,25.48,14.05,11.46,10.54,0.7831,-183.2
16,1.992,6.337,6.234,18.23,10.53,0.7885,-180.5
16,2.008,3.438,5.782,19.09,11.24,0.8658,-179
16,2.596,27.5,9.728,18.7,12.79,0.6702,-184.4
16,2.438,17.78,21.91,25.51,12.29,0.9333,-178.6
16,2.43,27.86,10.04,6.277,19.11,0.9065,-182.2
16,2.565,29.74,13.88,13.68,21.02,0.9608,-182.1
16,2.472,23.55,9.754,20.91,17.72,0.874,-186.2
16,2.905,18.77,27.87,10.95,25.01,0.9255,-175.4
16,2.167,11.08,8.627,7.371,20.17,1.006,-180.3
16,2.376,19.14,10.63,23.72,13.75,0.721,-185
16,2.085,15.27,1.414,14.15,18.33,0.9066,-182.8
16,2.341,17.7,15.89,10.3,12.09,0.7286,-185
16,2.308,17.01,7.468,17.44,17.12,0.7622,-187.3
16,1.922,10.43,0.6544,19.32,6.001,0.9834,-179
16,2.238,17.44,6.998,27.18,12.16,0.8039,-181.5
16,2.717,31.82,10.78,24.6,14.58,0.8848,-183.6
16,2.475,22.41,4.744,21.84,14.83,0.6629,-184.3
16,2.492,19.78,21.73,16.54,21.5,0.7961,-182
16,2.524,18.27,5.194,22.02,9.329,0.8087,-183.5
16,2.941,21.34,8.916,22.36,18.18,0.8406,-177.7
16,2.297,9.133,4.354,21.57,14.97,0.8967,-182.1
16,2.323,22.47,14.4,27.94,3.426,0.8033,-177.7
16,2.256,7.245,7.849,12.68,22.02,0.9046,-181.3
16,2.44,20.5,11.54,18.02,8.53,0.8444,-186.4
16,2.097,3.968,14.18,13.02,9.243,0.9011,-179.3
16,1.807,8.552,10.3,7.741,8.806,1.077,-175.7
16,2.361,17.83,12.4,16.88,14.68,0.7935,-187.7
16,2.874,28.72,16.8,13.76,28.68,0.8936,-180.2
16,2.551,20.09,17.03,14.04,10.67,0.5976,-176.2
16,2.666,33.77,4.512,16.44,19.92,0.8438,-181.8
16,2.569,24.18,12.47,22.52,12.15,0.6385,-182.9
16,2.192,4.677,18.64,12.62,7.679,0.8591,-177.6
16,2.624,19.34,10.22,22.74,12.84,0.7325,-184.8
16,2.803,15.27,16.49,19.36,21.03,0.7465,-180.3
16,2.179,8.397,10.61,17.31,11.84,0.7714,-183.4
16,2.634,14.93,11.44,14.75,14.05,0.8619,-181.5
16,2.501,24.84,14.35,9.405,20.69,0.7098,-183.5
16,2.449,20.53,11,9.485,13.72,0.9447,-183.8
16,2.322,13.41,11.37,20.37,15.42,0.7761,-185.7
16,2.121,26.64,6.327,3.466,15,0.7765,-179.7
16,2.516,19.3,1.702,23.67,12.26,0.7731,-183
16,2.092,28.15,12.6,7.717,17.01,0.8471,-175.5
16,2.213,16.67,7.322,17.89,12.85,0.8669,-186.2
16,2.364,15.16,14.95,13.53,12.26,0.9126,-184.7
16,2.404,25.68,3.637,19.33,12.42,0.8893,-185.4
16,1.995,5.518,7.406,6.192,21.5,0.9478,-177.9
16,2.31,18.15,9.246,19.51,14.11,0.8554,-186.7
16,2.53,21.28,7.198,14.88,16.17,0.7411,-186.6
16,2.652,21.12,16.21,22.23,11.07,0.907,-183.8
16,2.056,9.759,5.876,8.896,10.49,0.8038,-184
16,2.297,20.81,6.811,12.22,10.56,0.8028,-187.3
16,2.472,13.69,11.47,10.56,19.15,0.7606,-184
16,2.162,11.38,11.58,4.557,13.16,0.7527,-182.2
16,2.298,23.99,0.7321,11.29,13.39,0.7838,-184.9
16,2.191,13.84,20.52,5.152,14.16,1.016,-177.8
16,2.151,11.83,9.591,12.77,18.93,0.794,-184.2
16,2.496,13.67,10.38,9.869,30.22,0.9107,-179.2
16,2.478,16.52,9.528,9.814,21.64,0.7545,-184.2
16,2.509,25.41,5.466,16.35,17.08,0.653,-183.9
16,2.443,26.67,7.313,20.29,16.99,0.6923,-184.7
16,2.258,9.14,18.41,13.75,12.89,0.8366,-182
16,1.884,10.04,2.825,9.559,8.486,0.8906,-182.2
16,2.256,23.23,1.737,19.49,8.43,0.9321,-183.7
16,2.199,5.231,9.484,12.03,14.3,0.999,-179.5
16,2.535,20.78,14.31,10.41,23.65,0.834,-184.7
16,2.212,3.812,16.32,17.04,7.473,0.8472,-177.6
16,2.213,16.48,1.918,5.496,10.69,0.7885,-181.8
16,2.191,14.53,8.27,11.72,16.29,0.9225,-184.7
16,2.525,22.05,15.41,12.94,19.43,1.023,-182
16,2.135,25.33,9.068,13.13,0.2921,0.9305,-180.4
16,2.594,15.17,14.67,24.9,14.42,0.8708,-183.6
16,2.705,12.38,12.41,20.64,19.97,0.9318,-180.4
16,2.148,19.22,9.85,9.627,14.6,0.9668,-183
16,2.372,27.99,5.024,23.88,15.75,0.8138,-182.8
16,2.342,15.53,7.656,19.12,22.15,0.8474,-184.6
16,2.146,12.55,6.38,23.57,14.65,0.7629,-181.1
16,2.543,28.75,22.66,6.559,14.47,1.1,-174.9
16,2.55,19.29,8.052,25.87,12.68,0.7856,-185.1
16,2.459,13.49,8.398,16.63,15.74,0.8022,-185.5
16,2.242,10.84,13.14,21.98,8.314,0.9513,-180.9
16,2.308,17.99,5.863,18.04,20.55,0.8248,-185.6
16,2.379,17.94,5.43,22.39,2.072,0.8312,-181.2
16,1.899,11.92,1.133,1.529,11.72,0.8385,-180.3
16,2.5,21.61,10.11,22.88,19.04,0.9738,-183.3
16,2.62,20.6,9.983,31.25,14.88,0.7994,-182.3
16,2.122,24.42,0.8537,6.281,17.54,0.8711,-181.3
16,2.156,15.58,9.387,15.89,7.776,1.003,-182.2
16,2.511,21.28,9.939,16.28,23.83,0.6947,-184.5
16,2.267,27.97,9.548,13.76,10.51,0.9073,-183.5
16,2.524,17.62,12.15,18.89,12.96,0.6651,-184.4
16,2.518,28.05,20.02,18.07,7.795,0.8065,-181.7
16,2.655,18.78,11.18,16.45,22.02,0.7498,-185.1
16,2.422,10.79,9.661,14.27,16.75,0.7993,-184.2
16,2.633,21.33,6.557,20.15,21.05,0.7271,-185
16,2.444,15.65,6.073,22.45,18.65,0.8238,-185.4
16,2.546,20.65,0.8701,13.78,11.29,0.762,-178.3
16,2.238,9.012,8.226,15.79,18.96,0.8932,-183.3
16,2.717,26.85,13.06,17.51,12.31,0.8304,-184.7
16,2.509,24.22,9.986,15.81,5.339,0.714,-182
16,3.02,35.05,5.802,41.68,10.64,1.08,-168.5
16,2.15,18.53,3.465,12.5,10.55,0.7451,-186.5
16,2.166,20.64,8.544,15.74,9.059,0.7504,-186
16,2.173,6.027,11.61,26.89,10.23,0.9419,-176.4
16,2.51,24.99,7.081,13.55,4.438,0.7876,-180.6
16,2.093,21.76,10.96,8.1,4.746,0.7114,-180.9
16,2.267,11.85,8.916,14.23,14.76,0.717,-185.5
16,2.279,12.69,1.539,14.72,15.83,0.7306,-183.5
16,2.198,20.73,9.078,16.89,16.06,0.8651,-184.5
16,2.719,27.93,18.29,34.89,13.92,0.7582,-174.3
16,2.175,17.48,6.328,15.88,11.24,0.9852,-183.4
16,2.533,17.69,3.989,17.55,21.96,0.7257,-183.3
16,2.21,18.98,3.766,19.85,8.677,0.7933,-186
16,2.342,18.03,9.754,13.08,13.72,0.8056,-187.9
16,2.439,16.18,20.06,23.24,13.82,0.7897,-181.8
16,2.534,15.74,3.621,20.7,24.32,0.8257,-182.5
16,2.582,12.18,10.79,24.05,16.29,0.7127,-180.8
16,2.407,22.7,2.263,22.67,12.35,0.9168,-184.2
16,2.644,13.04,19.97,27.07,4.753,0.9507,-174.9
16,2.582,16.87,0.7576,24.82,16.83,0.6904,-177.1
16,2.442,19.17,10.41,20.13,12.81,0.8842,-186.5
16,2.338,20.74,2.899,11.01,16.91,0.9094,-184.5
16,2.315,13.36,8.676,21.86,7.068,0.6974,-181.9
16,2.777,27.95,5.62,18.81,13.19,0.6623,-175.3
16,2.07,14.3,2.161,3.654,11.38,0.822,-182.2
16,2.406,21.95,9.618,15.15,22.41,0.7574,-185.7
16,2.402,14.01,18.1,21.13,12.34,0.8728,-183.2
16,2.219,8.845,3.007,18.8,14.97,0.7914,-182.9
16,2.797,13.81,27.3,17.84,32.82,0.7868,-171.2
16,2.424,16.34,10.29,17.9,17.3,0.9575,-184.5
16,2.283,11.32,2.703,10.63,16.9,0.7458,-182
16,2.241,9.877,13.33,9.102,18.49,0.8625,-183.2
