"stk","alpha","beta0","beta1","beta2","beta3","sigma","deviance"
2,2.503,1.504,1.017,1.198,0.3183,1.383,-48.17
2,2.059,1.196,1.663,1.149,0.1571,1.238,-54.09
2,2.284,1.606,1.499,2.202,0.09621,1.313,-50.06
2,1.817,1.18,1.298,0.9788,0.1657,1.09,-51.52
2,2.041,1.408,0.7332,0.929,0.2372,1.295,-54.66
2,2.104,0.9275,1.242,1.118,1.032,1.124,-49.58
2,2.019,1.162,1.691,1.899,0.6313,1.335,-47.56
2,2.245,1.215,1.858,0.6835,1.038,1.313,-50.07
2,1.742,0.2125,1.188,0.6569,0.4803,1.185,-49.19
2,1.851,0.2246,0.6775,0.878,0.02445,1.36,-50.49
2,1.956,0.3723,0.7685,0.3256,0.5475,1.246,-49.92
2,1.775,1.227,0.7277,0.01101,0.415,1.257,-52.2
2,2.227,1.136,2.117,1.186,0.327,1.529,-47.38
2,2.103,1.132,1.281,0.8136,0.2383,1.309,-54.29
2,2.181,1.261,0.1721,0.9949,0.6671,1.295,-49.44
2,2.017,0.2709,0.4543,1.817,0.2822,1.471,-45.17
2,2.365,0.8704,0.7118,2.175,0.9818,1.499,-43.19
2,1.882,0.6132,0.9205,0.9536,0.1664,1.265,-53.56
2,2.096,0.5711,0.8541,0.5006,0.3759,1.474,-47.98
2,1.743,0.6092,0.787,0.1274,0.1061,1.331,-52.05
2,1.522,0.6974,0.1151,0.8135,0.08665,1.305,-49.58
2,2.208,0.8683,0.02673,1.413,0.6908,1.349,-46.05
2,2.084,0.8189,1.46,0.6768,0.1125,1.01,-48.2
2,1.977,0.4538,0.4562,0.8082,0.01538,1.234,-50.73
2,2.252,0.232,1.51,1.543,0.7431,1.226,-46.1
2,2.1,0.6368,0.3732,0.8597,0.8308,1.399,-47.75
2,2.219,1.058,1.175,1.121,0.282,1.194,-53.47
2,2.015,0.6746,1.026,1.772,0.2235,1.327,-50.58
2,1.921,0.2655,1.821,1.668,0.003983,1.29,-46.78
2,2.02,0.7204,1.177,1.351,0.4573,1.207,-52.47
2,1.836,1.839,0.2647,0.709,0.1224,1.462,-49.67
2,1.974,1.316,0.6863,1.419,0.003858,1.535,-48.99
2,2.654,1.579,1.123,1.696,0.5681,1.232,-45.61
2,2.045,0.4872,2.108,0.7307,0.108,1.309,-49.34
2,1.825,0.5618,0.4194,1.007,0.3953,1.248,-51.62
2,2.19,1.874,0.4264,0.8626,0.1841,1.293,-52.03
2,1.593,0.3465,0.5884,0.1805,0.061,1.373,-50.09
2,1.884,0.6445,1.074,1.016,0.3938,1.319,-52.49
2,1.97,0.2705,1.187,0.7756,0.8325,1.211,-49.11
2,1.848,1.422,1.173,1.734,0.2335,1.256,-49.41
2,2.156,1.222,0.8221,0.131,0.116,1.353,-49.99
2,2.138,2.35,0.8377,1.286,0.07754,1.139,-51.66
2,2.345,2.018,2.558,0.946,1.128,1.233,-44.6
2,1.843,0.8385,0.5571,1.144,0.1774,1.123,-52.37
2,2.2,1.23,1.897,1.059,0.2343,1.073,-50.71
2,2.059,0.5294,1.292,0.4181,0.3358,1.476,-48.47
2,1.815,0.757,1.457,1.3,0.397,1.327,-49.81
2,1.871,0.8862,1.498,1.012,0.1321,1.286,-53.01
2,2.027,0.9956,0.4711,1.231,0.2038,1.272,-53.07
2,2.339,1.516,1.512,0.7107,0.6889,1.464,-49.31
2,2.123,0.7149,1.19,1.197,0.1779,1.035,-48.73
2,1.733,0.2564,0.3512,0.5469,0.5736,1.283,-49.19
2,2.014,1.322,0.6926,0.7242,0.5915,1.377,-52.36
2,2.579,1.122,1.134,0.901,0.4038,1.401,-43.67
2,2.065,1.284,0.9189,1.404,0.1654,1.138,-54.06
2,1.754,0.6309,0.7081,0.3917,0.6265,1.122,-49.69
2,2.504,1.102,0.8043,1.072,0.7941,1.5,-43.7
2,2.637,1.331,2.105,1.913,0.2046,1.359,-45.68
2,2.309,0.46,1.758,1.051,0.2066,1.21,-47.39
2,2.046,1.581,0.5674,0.9373,0.09926,1.307,-54.16
2,1.784,0.8444,1.04,1.03,0.654,1.261,-50.79
2,2.035,1.114,0.2205,1.097,0.2954,1.273,-52.06
2,2.158,0.6167,1.321,1.956,1.101,1.487,-44.29
2,1.959,1.564,0.09579,1.362,0.2912,1.119,-49.78
2,2.122,0.2863,1.033,1.495,0.1868,1.117,-46.73
2,1.836,0.6392,0.1451,0.4264,0.4758,1.221,-50.14
2,2.063,0.3515,1.139,0.9462,0.594,1.655,-43.21
2,1.975,0.7501,1.115,0.3605,1.163,1.162,-47.98
2,1.731,1.616,0.6277,0.1226,0.4223,1.348,-50.48
2,1.7,1.512,1.165,0.07012,0.03611,1.308,-51.62
2,1.775,0.6189,0.8184,1.373,0.07952,1.33,-51.24
2,2.098,0.2274,1.841,0.838,1.281,1.221,-44.08
2,2.136,1.541,0.8071,0.2182,1.189,1.153,-47.26
2,2.165,1.556,0.9962,1.413,0.1245,1.354,-53.45
2,1.693,0.4361,0.1347,0.8212,0.746,1.46,-46.13
2,2.086,0.7015,1.576,0.2894,1.688,1.47,-42.76
2,1.848,0.1995,1.204,0.7927,0.1332,1.273,-51.2
2,2.137,1.158,1.786,0.5321,0.004579,1.295,-52.78
2,2.12,1.245,1.809,0.4014,0.438,1.49,-48.97
2,2.588,2.062,1.604,1.286,0.6837,1.375,-48.91
2,1.78,0.2331,1.211,0.4534,0.3867,1.281,-50.51
2,2.146,0.6891,2.231,1.719,0.3504,1.319,-47.19
2,1.891,0.3178,1.888,0.824,0.2447,1.164,-48.22
2,2.097,1.433,1.051,0.7039,0.8464,1.297,-52.76
2,2.009,0.4417,1.596,1.958,0.2555,1.447,-45.9
2,2.368,1.295,1.713,1.074,0.5863,1.18,-51.7
2,1.741,0.6307,0.7507,0.3993,0.8584,1.245,-49.53
2,1.556,0.3622,0.6902,0.733,0.302,1.142,-47.73
2,1.908,1.324,0.7136,1.133,0.3859,1.226,-53.92
2,1.932,0.6422,0.688,1.87,0.05001,1.298,-49.77
2,2.217,1.12,0.789,1.385,0.4779,1.289,-52.3
2,1.743,0.6608,1.246,0.3339,0.6291,1.197,-50.12
2,2.082,1.28,0.9519,1.188,0.6439,1.181,-53.63
2,2.471,0.6827,1.34,1.591,0.7442,1.339,-46.31
2,1.959,0.9274,1.082,1.112,0.5694,1.275,-53.18
2,1.654,1.093,0.6782,0.5821,0.2835,0.9691,-43.54
2,2.335,1.28,0.9155,1.022,0.04668,1.256,-51.03
2,2.144,1.233,0.3147,1.269,0.5359,1.154,-50.43
2,2.144,1.519,1.902,1.234,0.8101,1.119,-48.97
2,2.106,1.199,1.829,0.1895,0.5906,1.146,-50
2,2.104,0.5362,1.505,0.4516,0.6671,1.26,-50.2
2,1.949,1.235,1.583,1.196,0.351,1.309,-52.36
2,1.782,1.306,1.037,0.6274,0.08933,1.192,-54.33
2,1.931,1.736,0.5549,0.348,0.2729,1.186,-53.18
2,1.979,0.3379,0.7719,0.6341,0.6135,1.374,-49.42
2,2.074,2.02,0.6852,1.213,0.1105,1.392,-52.08
2,1.545,1.096,0.335,0.4533,0.2306,1.278,-50.38
2,2.062,1.702,0.7376,0.8856,0.8164,1.195,-52.27
2,2.122,1.312,0.4321,1.332,0.3557,1.147,-51.94
2,1.895,0.3132,0.8145,1.307,0.3234,1.206,-50.41
2,1.715,0.3929,0.07693,0.6231,0.6888,1.357,-47.77
2,2.241,0.987,1.921,0.7196,0.2646,1.241,-51.54
2,2.19,0.7647,1.068,1.298,0.6088,1.236,-51.71
2,2.049,0.2813,1.51,1.374,0.05991,1.276,-49.82
2,2.107,0.3186,1.033,1.165,0.998,1.201,-47.52
2,2.077,1.03,1.36,1.208,0.001899,1.147,-54.16
2,2.078,1.06,0.9943,1.651,0.09084,1.112,-51.92
2,2.407,1.359,2.258,0.7226,0.06547,1.549,-45.05
2,1.716,0.5907,1.774,0.354,0.5027,1.451,-46.42
2,1.901,0.5498,1.114,0.6111,0.3207,1.346,-52.22
2,2.211,1.827,1.446,1.49,0.4803,1.615,-45.99
2,1.891,1.126,0.8283,0.4929,0.1247,1.089,-53.63
2,1.655,0.6917,0.8744,0.4483,0.1782,1.399,-50.93
2,2.15,0.7075,1.509,1.96,0.4398,1.279,-49.1
2,1.952,1.055,1.01,0.4595,0.1773,1.393,-52.87
2,2.04,1.669,1.313,0.02238,0.3888,1.215,-52.21
2,1.832,1.286,0.8031,0.01753,0.02193,1.301,-53.29
2,1.97,0.693,0.613,1.602,0.1238,1.286,-51.4
2,1.849,0.4994,0.4233,0.1965,0.6041,1.357,-49.22
2,2.45,0.5282,1.841,2.104,0.6395,1.3,-44.22
2,1.625,1.01,0.746,1.059,0.06341,1.163,-50.55
2,1.985,0.6562,1.657,0.4445,0.4534,1.069,-48.48
2,1.878,2.03,0.8553,0.9729,0.2514,1.413,-50.34
2,2.305,0.8032,1.36,1.111,1.216,1.281,-48.63
2,2.052,2.293,0.9164,1.026,0.5526,1.168,-50.62
2,1.828,1.228,0.931,0.5403,0.08033,1.442,-51.96
2,2.26,0.9837,1.802,1.428,0.85,1.352,-49.97
2,2.135,0.4072,1.376,1.462,0.3431,1.252,-50.09
2,2.097,1.857,1.509,1.097,0.3725,1.24,-53.7
2,2.27,1.908,1.096,1.166,0.8086,1.208,-52.47
2,1.855,0.6195,1.53,0.7722,0.4256,1.434,-49.61
2,2.004,1.089,1.17,0.906,0.2764,1.108,-54.14
2,2.068,0.8122,1.248,0.5859,1.393,1.288,-47.97
2,2.643,0.2445,2.73,1.617,0.814,1.437,-36.74
2,1.873,0.6098,1.128,1.394,0.516,1.315,-50.46
2,2.38,2.576,1.652,0.8613,0.2211,1.404,-49.21
2,2.309,0.8947,0.4362,1.439,0.4466,1.338,-47.58
2,2.029,0.9585,0.2033,0.7602,0.9688,1.204,-48.51
2,1.848,0.6931,0.05296,0.669,0.3825,1.311,-50.43
2,1.771,0.6109,0.8196,0.829,1.609,1.658,-37.99
2,2.046,1.135,0.7323,1.381,0.7141,1.212,-52.21
2,1.928,1.258,0.5903,0.683,0.01572,1.169,-54.97
2,1.911,0.7813,0.159,1.688,0.2027,1.149,-48.11
2,2.27,0.3128,1.366,0.1289,0.3768,1.296,-43.39
2,2.267,2.202,0.8712,2.105,0.9708,1.312,-46.43
2,2.487,2.162,1.268,1.182,0.7116,1.465,-48.2
2,2.152,2.215,0.5187,1.734,0.7343,1.256,-48.37
2,1.781,0.6881,0.7689,0.8877,0.5287,1.247,-51.99
2,2.353,1.537,0.918,1.073,0.7973,1.225,-51.37
2,2.082,0.4518,2.106,0.01301,1.453,1.17,-38.81
2,2.082,0.4704,0.9296,1.302,0.05301,1.229,-51.12
2,1.697,0.4886,1.169,0.4559,0.1896,1.217,-51.77
2,1.977,0.7212,1.184,0.2956,0.7095,1.199,-51.34
2,2.181,0.4047,1.209,2.685,0.7102,1.456,-40.56
2,1.841,0.2066,1.305,0.8083,0.1082,1.244,-51.09
2,2.173,0.2576,2.503,1.154,0.328,1.139,-41.66
2,2.092,1.918,1.68,0.08552,0.3182,1.322,-50.91
2,1.854,1.67,0.8357,0.5941,0.1571,1.206,-54.34
2,1.898,0.3558,1.575,1.304,0.4884,1.136,-47.27
2,2.303,0.9915,0.2935,2.447,0.2357,1.251,-43.03
2,1.712,0.4094,1.146,1.238,0.5711,1.301,-47.85
2,1.891,1.47,0.8792,1.157,0.1615,1.306,-53.89
2,2.056,0.8473,0.9599,0.8211,0.01036,1.228,-54.01
2,1.552,0.2715,2.244,0.03912,0.08901,1.253,-40.75
2,2.087,1.476,1.738,0.5569,0.1149,1.315,-53.42
2,1.952,0.5809,0.5728,1.088,1.032,1.176,-47.98
2,1.785,0.8669,1.472,1.013,0.5174,1.364,-49.53
2,2.318,1.571,0.5131,2.053,0.3242,1.134,-47.17
2,1.984,0.6568,0.2224,2.782,0.7053,1.504,-37.75
2,2.029,0.7409,0.1371,0.4126,0.6532,1.395,-47.31
2,2.336,1.375,1.166,1.573,0.517,1.277,-52.34
2,2.156,1.401,1.339,1.212,0.6298,1.264,-53.82
2,1.81,0.6814,1.688,0.1327,0.2252,1.413,-49.33
2,1.742,0.7663,0.611,1.207,0.7235,1.494,-46.45
2,2.126,0.6865,1.472,0.5316,0.5644,1.234,-51.45
2,2.279,1.411,1.259,0.1916,0.3287,1.229,-50.24
2,2.238,0.7878,0.9082,0.1583,0.5393,1.607,-42.43
2,1.84,0.7126,2.153,1.378,0.1887,1.177,-44.65
2,1.785,0.4408,1.247,0.4745,0.5176,1.471,-48.33
2,2.126,0.6809,0.8949,1.246,0.2994,1.152,-51.38
2,2.362,0.887,2.313,0.6041,0.5379,1.536,-44.24
2,2.324,1.74,1.749,1.52,0.3711,1.078,-50.4
2,1.878,0.4553,0.5954,0.922,0.3615,1.143,-50.95
2,2.184,0.9313,1.341,1.203,0.3769,1.093,-51.59
2,2.251,1.278,2.346,0.4957,0.3315,1.522,-46.16
2,1.994,1.517,1.565,1.659,0.441,1.373,-49.45
2,2.189,2.1,1.333,0.5753,0.05652,1.132,-52.64
2,1.739,0.3224,0.08521,0.2135,0.5117,1.544,-44.6
2,2.485,1.148,1.744,2.182,0.604,1.285,-47.42
2,2.533,1.677,1.101,1.061,1.288,1.149,-45.19
2,1.642,0.4046,0.4533,0.3423,0.177,1.342,-50.74
2,2.239,1.285,0.8855,1.537,0.3882,1.37,-51.74
2,2.151,1.529,1.266,0.7121,0.06706,1.21,-55.06
2,1.723,1.48,1.458,0.6305,0.003028,1.26,-51.46
2,1.763,0.6472,0.2837,1.177,0.6062,1.299,-49.45
2,2.3,1.818,1.924,2.194,0.05514,1.226,-48.49
2,2.204,0.6895,0.9627,1.666,1.129,1.288,-47.71
2,1.82,0.2076,0.2242,0.2985,0.9613,1.286,-45.74
2,2.304,1.248,1.259,0.5639,0.3797,1.166,-50.93
2,2.072,0.6789,1.03,1.68,0.1738,1.263,-51.49
2,2.114,1.092,0.8589,1.29,1.34,1.285,-48.57
2,2.339,0.8278,2.32,1.734,0.6895,1.315,-46.75
2,2.058,0.2321,0.7816,1.303,0.2869,1.279,-49.17
2,2.233,1.896,0.4606,0.5796,0.113,1.266,-50.66
2,2.594,0.8745,2.362,1.851,0.3217,1.077,-37.37
2,2.183,1.67,0.974,1.188,0.2573,1.155,-54.49
2,2.309,1.805,0.8402,1.542,0.4224,1.657,-44.31
2,2.329,2.349,0.6129,1.786,1.036,1.393,-46.26
2,2.157,1.297,1.295,0.3779,0.1965,1.192,-53.29
2,1.909,0.8693,0.8195,0.8659,0.1902,1.227,-54.65
2,1.716,1.058,0.6148,0.3105,0.5254,1.205,-51.69
2,2.029,1.19,0.5436,0.7556,0.234,1.138,-53.44
2,2.462,1.683,2.253,1.394,0.3487,1.27,-50.17
2,1.308,0.6,0.665,0.8504,0.06521,1.189,-41.83
2,2.536,1.329,1.442,2.028,1.297,1.506,-43.96
2,1.762,0.7281,1.291,0.9572,0.05344,1.345,-51.91
2,2.472,1.767,1.902,0.8881,0.1181,1.215,-50.17
2,2.176,0.9803,0.7856,2.7,0.3586,1.396,-43.91
2,2.212,1.426,1.341,1.661,0.5463,1.245,-52.83
2,1.871,0.3428,0.751,1.098,0.3161,1.055,-47.47
2,2.291,1.844,1.479,1.225,0.5281,1.187,-53.49
2,1.757,0.8158,0.06679,0.1056,0.6597,1.269,-48.82
2,2.025,0.9903,1.216,1.729,0.5788,1.094,-48.41
2,2.354,2.313,1.45,1.471,1.101,1.338,-48.55
2,2.388,0.2338,2.716,0.458,1.563,1.428,-36.71
2,1.929,1.677,0.7671,1.531,0.03475,1.274,-52.86
2,2.276,1.118,2.089,0.85,1.093,1.27,-48.9
2,1.948,1.245,1.066,0.6379,1.135,1.291,-50.05
2,1.948,1.35,0.5471,0.5433,0.5373,1.063,-50.59
2,1.997,1.1,0.8932,1.043,0.5818,1.158,-53.51
2,2.565,0.9816,1.82,2.735,0.4113,1.5,-40.86
2,1.92,0.5516,1.243,0.8587,1.036,1.249,-49.17
2,1.608,0.2222,0.5324,0.3668,0.4712,1.428,-47.69
2,1.96,0.7495,1.235,0.8639,0.09639,1.291,-53.98
2,2.063,1.604,1.553,0.249,1.016,1.186,-49.22
2,1.739,0.3088,0.07084,0.6106,0.17,1.324,-49.46
2,2.01,0.3561,0.07226,1.457,0.3438,1.339,-46.62
2,1.859,0.499,1.111,0.3452,0.2304,1.399,-50.95
2,1.983,1.628,0.6146,0.3475,0.1301,1.311,-53.43
2,2.318,1.333,1.247,1.646,1.03,1.202,-50.2
2,2.219,0.3001,0.8398,0.7983,1.257,1.344,-44.66
2,1.959,0.5911,0.4993,0.7484,0.6535,1.24,-50.96
2,2.027,0.455,1.839,0.9522,0.2114,1.18,-50.16
2,1.973,0.4159,1.818,0.584,0.5622,1.134,-47.99
2,2.28,1.656,0.5935,1.945,0.3221,1.487,-47.57
2,2.006,0.6899,0.8705,1.748,0.09551,1.38,-50.19
2,1.848,0.2916,2.048,0.5336,0.4238,1.215,-46.75
2,2.454,1.818,2.252,1.086,0.04411,1.185,-49.36
2,2.071,0.6791,1.433,0.8505,0.3507,1.224,-52.96
2,1.813,0.4106,0.9226,0.3575,0.7592,1.238,-49.96
2,1.673,0.4809,0.9308,1.098,0.1116,1.114,-49.01
2,2.061,1.063,1.293,0.7447,0.6052,1.2,-53.82
2,1.939,0.7103,0.9365,0.6474,0.04099,1.186,-54
2,2.077,1.324,2.143,0.8888,0.7678,1.235,-49.43
2,2.035,1.386,0.6537,1.493,0.1949,1.1,-52.27
2,2.083,1.627,1.116,0.5768,0.5013,1.301,-53.86
2,2.102,0.3971,1.257,0.6699,0.1225,1.037,-45.26
2,1.885,1.001,1.188,0.7491,0.1792,1.076,-52.93
2,2.196,0.9098,0.5053,0.9325,0.6431,1.219,-49.92
2,2.022,1.388,1.723,0.2981,0.5381,1.4,-50.63
2,2.666,2.028,1.192,1.163,0.8915,1.219,-45.6
2,1.95,1.143,0.998,0.784,0.597,1.438,-51.23
2,2.081,1.304,1.213,0.5457,0.2609,1.483,-50.77
2,2.13,0.7671,1.266,1.29,0.3087,1.128,-51.94
2,1.615,0.2381,0.4554,0.2414,0.5001,1.212,-48.45
2,2.027,1.436,1.178,0.216,0.04465,1.271,-53.99
2,2.056,1.042,1.804,0.9185,0.3167,1.348,-52.32
2,2.293,1.055,1.048,1.413,0.4163,1.298,-51.8
2,1.817,0.3884,0.8616,0.9825,0.5977,1.071,-47.15
2,2.313,1.368,1.626,1.525,0.5944,1.371,-51.4
2,1.958,0.4616,1.276,1.226,0.08255,1.289,-52.05
2,2.242,1.066,1.852,1.699,0.3603,1.263,-51.11
2,1.986,1.797,0.8454,1.175,0.1569,1.101,-53.1
2,1.774,0.8474,0.3399,0.2611,0.3753,1.343,-51.38
2,1.935,1.251,0.9677,1.101,0.26,1.293,-54.44
2,2.31,0.3586,1.488,1.631,0.9911,1.261,-45.81
2,2.02,1.065,0.02602,0.6946,0.3698,1.404,-49.05
2,1.705,1.451,0.797,1.091,0.03302,1.211,-51.91
2,1.843,1.015,0.2431,0.7946,0.0941,1.324,-52.86
2,1.533,0.8889,0.5617,0.1156,0.4012,1.316,-49.36
2,1.839,0.9811,0.6885,1.018,0.008001,1.169,-54.47
2,1.749,0.39,0.4624,1.353,0.5407,1.31,-48.41
2,2.114,1.017,2.038,1.414,0.8944,1.275,-48.41
2,2.445,1.592,1.819,2.159,0.02292,1.308,-48.97
2,2.262,1.86,1.6,0.2897,0.261,1.171,-51.22
2,2.109,0.2932,1.802,0.921,0.7003,1.375,-47.95
2,1.949,0.9539,0.5171,0.822,0.06442,1.321,-53.5
2,1.733,0.5041,0.9046,1.313,0.02741,1.219,-51.02
2,1.828,0.9284,1.757,0.02724,0.2384,1.335,-50.29
2,1.857,1.285,1.892,0.1666,0.1851,1.284,-50.68
2,2.191,1.138,1.881,1.133,0.3826,1.21,-52.79
2,1.769,0.354,0.0776,0.2114,1.084,1.324,-44.89
2,2.008,1.502,0.9529,0.7548,0.2464,1.22,-55.45
2,1.695,0.5329,1.016,0.08613,0.5187,1.178,-49.73
2,2.25,0.2018,1.06,1.306,0.5016,1.228,-46.07
2,2.252,0.5986,1.655,1.334,0.3019,1.341,-49.87
2,2.156,0.6283,0.6639,1.897,0.6176,1.132,-45.85
2,2.316,2.104,0.8267,0.845,0.5453,1.207,-51.46
2,2.06,1.401,1.924,0.8863,0.1508,1.394,-51.57
2,2.179,1.187,1.04,0.5674,1.05,1.045,-46.38
2,1.713,0.8463,1.075,1.426,0.4732,1.483,-46.05
2,2.126,0.5279,1.383,1.064,0.2291,1.264,-51.74
2,2.028,0.5723,1.773,0.1758,1.598,1.328,-42.98
2,2.286,1.134,2.944,1.634,0.2802,1.364,-43.67
2,2.116,0.8259,0.7677,1.741,0.4545,1.227,-50.77
2,2.207,2.402,1.268,0.8549,0.486,1.126,-50.56
2,2.278,2.025,1.449,1.987,0.07664,1.103,-49.1
2,2.091,1.067,1.126,0.5447,0.2128,1.252,-54.1
2,1.795,1.485,0.785,0.1064,0.353,1.501,-48.8
2,1.739,1.133,0.4414,1.642,0.3358,1.216,-48.32
2,2.137,0.2236,1.7,1.303,0.7101,1.276,-47.69
2,1.68,0.3843,1.269,1.427,0.5959,1.336,-45.22
2,2.096,0.219,0.6792,1.2,0.8158,1.046,-40.95
2,1.825,0.7771,0.5134,1.695,0.2512,1.114,-47.76
2,1.705,1.013,0.7035,0.1295,0.6855,1.393,-49.32
2,2.271,0.8822,1.922,1.025,1.241,1.263,-48.05
2,1.71,1.812,0.1233,1.512,0.09715,1.426,-46.39
2,1.856,0.6168,0.2713,1.892,0.1177,1.678,-41.04
2,1.962,0.9718,1.401,0.2709,0.07196,1.259,-53.68
2,1.955,1.551,0.9013,0.3511,0.1315,1.697,-44.18
2,2.088,0.7525,1.566,0.5697,0.2328,1.537,-47.87
2,2.37,1.461,1.48,1.46,0.5041,1.348,-51.91
2,2.278,1.279,1.306,0.9554,0.2912,1.324,-52.91
2,2.396,1.507,1.478,2.03,0.4243,1.106,-48.45
2,2.257,2.341,1.549,1.151,0.2327,1.277,-52.43
2,1.932,0.6949,1.032,0.5726,0.0659,1.56,-48.09
2,2.172,2.396,1.577,1.302,0.9342,1.437,-46.44
2,2.014,1.261,1.085,0.8128,0.3659,1.308,-54.56
2,1.98,1.023,1.107,0.5217,0.16,1.504,-50.21
2,1.942,0.9537,1.171,0.1461,0.2598,1.393,-51.66
2,1.632,1.005,0.216,1.495,0.4476,1.352,-46.4
2,2.024,0.6154,1.147,1.062,0.07831,1.167,-52.93
2,2.025,0.8404,0.6963,2.057,0.04617,1.314,-49.39
2,2.01,0.855,1.263,0.4293,0.218,1.356,-52.65
2,1.861,0.8779,0.9612,1.57,0.389,1.366,-50.22
2,2.182,0.2355,0.9708,0.6667,0.852,1.626,-41.54
2,1.866,0.6487,1.384,0.9952,0.1617,1.402,-51.21
2,1.801,1.006,1.416,0.9194,0.3099,1.31,-51.93
2,1.689,0.9706,0.9449,0.9126,0.1722,1.347,-51.66
2,1.661,0.7754,0.6515,1.101,0.1517,1.228,-51.44
2,1.994,0.4484,2.016,0.8272,0.02507,1.099,-47.17
2,1.674,0.5986,0.8604,0.2545,0.4885,1.36,-50.27
2,2.155,0.5928,1.253,1.146,0.5284,1.217,-51.47
2,1.795,0.7033,1.401,0.2361,0.2105,1.155,-51.7
2,2.432,2.181,2.055,1.642,0.4332,1.194,-49.67
2,2.402,1.736,1.011,1.143,1.279,1.369,-48.49
2,2.086,1.277,0.4175,0.8018,0.5142,1.13,-51.5
2,1.943,1.377,1.259,0.9202,0.7054,1.211,-52.52
2,1.942,1.347,0.306,1.337,0.4456,1.466,-49.23
2,1.975,1.386,0.3115,0.7506,0.5719,1.287,-52.34
2,1.818,0.9444,1.375,0.1383,0.2369,1.348,-51.96
2,1.899,0.282,0.7074,0.5338,0.7883,1.123,-47.15
2,1.94,1.496,0.8816,1.11,0.2903,1.174,-54.4
2,2.132,1.44,1.122,0.01654,1.272,1.212,-47.1
2,1.803,0.3369,0.5737,1.032,0.2096,1.068,-48
2,2.273,2.331,0.9188,0.7249,0.08401,1.306,-51.58
2,2.159,1.972,1.103,0.827,0.8459,1.28,-52.07
2,1.808,0.3459,0.3345,0.922,0.5392,1.323,-49.56
2,2.469,1.92,1.628,2.256,0.7085,1.53,-45.04
2,1.986,0.9105,1.532,0.478,0.6713,1.25,-52.2
2,2.202,1.175,0.9709,1.477,1.136,1.505,-46.93
2,2.33,0.7202,1.081,0.4776,1.694,1.336,-42.77
2,1.907,1.309,1.421,1.144,0.06903,1.212,-53.93
2,1.99,1.223,0.7866,0.282,1.112,1.281,-49.81
2,2.43,2.232,0.2565,1.33,0.5285,1.295,-46.74
2,2.318,0.9501,2.061,0.8545,1.123,1.083,-44.22
2,1.946,0.7096,0.2012,0.511,1.629,1.259,-42.36
2,1.679,0.7063,0.2354,0.2505,0.165,1.238,-51.73
2,1.415,0.4756,0.4649,0.3234,0.1481,1.549,-44.68
2,1.826,1.254,0.7612,0.1368,0.3308,1.228,-53.36
2,1.976,1.193,1.652,1.04,0.1988,1.204,-53.67
2,2.193,1.407,0.7969,0.7112,0.5573,1.365,-51.91
2,1.934,0.236,0.2486,0.6677,0.1631,1.12,-45.92
2,2.388,2.408,2.243,1.909,0.07892,1.306,-47.26
2,1.87,0.2086,0.9429,0.2214,0.7019,1.196,-48.26
2,2.018,1.016,1.034,0.6492,0.01093,1.069,-52.82
2,1.865,0.3354,0.2607,0.02838,0.485,1.728,-39.23
2,1.809,0.2522,1.622,0.08322,1.201,1.426,-43.4
2,2.228,1.138,2.129,1.572,0.02981,1.247,-50.63
2,2.276,1.998,1.215,0.9527,0.9534,1.079,-48.77
2,1.798,0.8077,0.6804,0.8435,0.01985,1.387,-52.58
2,2.004,1.139,0.9424,1.032,0.117,1.162,-55.21
2,1.921,0.3603,1.006,0.9387,0.4775,1.075,-48.49
2,2.337,1.258,1.126,1.295,0.4955,1.498,-48.7
2,2.315,1.135,1.457,1.25,1.278,1.346,-49.08
2,1.876,0.4771,1.886,0.1975,0.1474,1.435,-48
2,2.363,1.251,1.288,1.255,0.5077,1.194,-51.98
2,2.351,0.8557,1.352,1.316,0.3273,1.445,-48.47
2,1.744,0.6871,0.4139,1.187,0.2815,1.523,-47.4
2,2.302,0.8281,1.06,2.082,0.6521,1.434,-46.73
2,2.258,1.424,0.9068,1.348,0.439,1.342,-52.55
2,2.495,1.455,0.3692,1.964,0.3936,1.249,-44.3
2,1.879,1.382,0.9499,0.4355,1.181,1.377,-48
2,1.969,1.552,1.589,0.8001,0.1942,1.46,-50.75
2,1.89,1.432,0.484,1.498,0.4241,1.29,-51.28
2,2.092,0.4373,1.095,0.7392,0.6244,1.364,-49.87
2,2.149,1.213,1.314,0.339,0.6147,1.111,-50.98
2,2.24,2.197,2.151,1.673,1.612,1.521,-38.41
2,1.886,0.5031,2.132,0.8263,0.8499,1.254,-45.17
2,1.814,0.2475,1.162,0.9099,0.1022,1.228,-51.41
2,1.923,0.7429,0.5988,1.031,0.02104,1.085,-51.72
2,2.12,1.642,1.808,1.752,0.3782,1.182,-49.86
2,1.741,0.828,0.884,0.8824,0.09407,1.379,-52.19
2,2.016,0.8449,1.278,0.7829,0.7505,1.267,-52.56
2,1.621,0.893,0.7707,0.388,0.02928,1.296,-52.66
2,1.652,0.9823,1.174,0.6495,0.4598,1.198,-49.58
2,1.609,0.4972,0.9921,0.09527,0.1426,1.232,-50.96
2,2.079,2,1.227,0.3632,0.4982,1.169,-52.18
2,2.056,0.3163,0.7859,1.356,0.02785,1.405,-48.62
2,1.937,1.832,1.093,0.6287,0.08191,1.181,-54.49
2,2.136,1.414,0.8193,0.6373,0.6088,1.168,-53.04
