"stk","alpha","beta","sigma","gamma"
5,3.35369273940745,0.000154017239787209,0.747100835178873,0.354317302857671
1,2.55354758794061,0.000114270524374781,0.432132905965198,0.400856558033896
2,2.71381287297059,0.000251492242950744,0.680027934953276,0.400856558033896
3,2.97755394099553,0.000116035802771643,0.765905766180247,0.400856558033896
4,2.45629726108156,4.6363511796173e-05,0.515682295712714,0.400856558033896
5,3.18275602785957,0.000146426426605824,0.738082917479944,0.400856558033896
1,2.22652482982555,0.000147634771438941,0.610650492698523,0.26501438527427
2,2.58444023500534,0.00037652075889737,0.757429423083302,0.26501438527427
3,2.37152447647009,0.00011412697914976,0.606915070804503,0.26501438527427
4,1.94581177515582,4.36079280701257e-05,0.569632664445787,0.26501438527427
5,3.05319037614942,0.000153558996107209,0.8894516759003,0.26501438527427
1,2.03125451179576,0.000140997892262826,0.544376278064846,0.206184261123702
2,2.3984295824626,0.000371582144423294,0.686757391601903,0.206184261123702
3,2.00778535151671,9.3455055473721e-05,0.703710468366742,0.206184261123702
4,1.85448423830364,4.92288776122625e-05,0.847926140656272,0.206184261123702
5,2.64157947964958,0.000154134854147769,0.668654298694316,0.206184261123702
1,2.34795542806865,0.000171697938616302,0.693358864778821,0.19209870670434
2,2.19549809298377,0.00035895733685261,0.618412489186164,0.19209870670434
3,1.77873055573419,0.000117171492268998,0.472862391685348,0.19209870670434
4,1.27604462132385,4.23252012434175e-05,0.596212803763939,0.19209870670434
5,2.70590147689988,0.000153847216208341,0.947207160575965,0.19209870670434
1,2.44420741347193,0.000180157234728036,0.59623247672517,0.260476753906735
2,2.60560723174806,0.000357266565925704,0.814194879005353,0.260476753906735
3,2.0918374273396,0.000153748536044402,0.463448492445146,0.260476753906735
4,1.96637252443622,4.99064341393666e-05,0.594456295804339,0.260476753906735
5,2.91233770863187,0.000158938609723776,0.668919891249014,0.260476753906735
1,2.04860158544679,0.000190745606529196,0.593457820101352,0.23105189048541
2,2.57439160147213,0.000304569759843245,0.888555577143515,0.23105189048541
3,1.93706379192442,0.000124329873221513,0.56500039257107,0.23105189048541
4,1.86238948808118,5.05493673544512e-05,0.639502993049187,0.23105189048541
5,2.60480658858226,0.000138937071307243,0.642602085848386,0.23105189048541
1,2.33998419787899,0.000152073660412978,0.47805650367078,0.217629879791142
2,2.5482044286689,0.000287001482324388,0.756232602357142,0.217629879791142
3,1.94884184642906,0.000101114869796526,0.755064212105064,0.217629879791142
4,1.79578823488961,4.6809585344453e-05,0.56504804812221,0.217629879791142
5,2.48851740418626,0.000149456213604277,0.811761140531046,0.217629879791142
1,2.74198883816495,0.000163923458713059,0.749248103571898,0.368153636089152
2,3.05078787151269,0.00036925440269193,0.628515674157178,0.368153636089152
3,2.54294099373457,0.000102792061401244,0.709182830022211,0.368153636089152
4,2.479661245407,4.29329843657273e-05,0.675499306902079,0.368153636089152
5,2.76457776295763,0.000138835260988234,0.603315158583837,0.368153636089152
1,3.00945775543014,0.000205165835254403,0.505128904443627,0.405813774668975
2,2.99270334303997,0.000343385299092356,0.706573820159335,0.405813774668975
3,2.69114150290288,0.000125098149247303,0.564898719082174,0.405813774668975
4,2.60370588820344,4.30959004997135e-05,0.542925489649059,0.405813774668975
5,3.60856760803373,0.000147051726357213,0.713315452689418,0.405813774668975
1,1.66779871776049,0.00016089575879908,0.407632308838429,0.132298680533447
2,1.89475709792799,0.00026336978420361,0.631911480143181,0.132298680533447
3,1.32679455380185,8.50543747688276e-05,0.595046125871648,0.132298680533447
4,1.48556930074803,4.44702205133253e-05,0.567573392613389,0.132298680533447
5,2.57702568173318,0.000138971395659785,1.0563742500664,0.132298680533447
1,2.90343620252962,0.00014218494379463,0.664859287060379,0.381230783828695
2,2.95381708795183,0.000359802814705596,0.686618157015055,0.381230783828695
3,3.10633145226692,0.000101824086478635,0.910941960623094,0.381230783828695
4,2.34105831991165,4.25523656467256e-05,0.47733258289992,0.381230783828695
5,3.07973496777783,0.000148930676877419,0.693036630549639,0.381230783828695
1,3.00018814813018,0.00015497664414805,0.408747883632091,0.453904619263951
2,3.32107487831758,0.000388554130744429,0.53742613449655,0.453904619263951
3,3.30332371344055,0.000114566474434924,0.845224634403851,0.453904619263951
4,2.76444696068359,3.94596323681296e-05,0.564365760011549,0.453904619263951
5,3.60988538346373,0.000140637318387144,0.676781933880561,0.453904619263951
1,3.44244453640558,0.000142925732398532,0.421170430221518,0.555401961118258
2,3.91979043310147,0.000386298739895452,0.522724775349988,0.555401961118258
3,3.25844133873262,0.000100059124372149,0.692985729308207,0.555401961118258
4,2.95907450251006,3.59781901410272e-05,0.743595496251988,0.555401961118258
5,3.87649555021543,0.000162970287045819,0.594896457193602,0.555401961118258
1,3.40526317354992,0.000179505990440714,0.599566247367327,0.46917302417571
2,3.66960767583571,0.000390042173847308,0.671850410687543,0.46917302417571
3,2.74769214262645,7.33572573113008e-05,0.770080772482663,0.46917302417571
4,2.55163130261184,3.30630131010614e-05,0.483631071923686,0.46917302417571
5,3.6471214617373,0.000148026124703395,0.565625577518648,0.46917302417571
1,2.70993479169159,0.000155884932938006,0.589994282296973,0.391912917179733
2,3.10071693996693,0.000437093827243907,0.633293245370073,0.391912917179733
3,2.72902112316852,0.000141020585500021,0.532922629637174,0.391912917179733
4,2.6389447286786,4.44191933277966e-05,0.669063200185354,0.391912917179733
5,3.60293372460796,0.00012231913006277,0.920358382540795,0.391912917179733
1,2.7337313405615,0.000195828236002561,0.530927591132349,0.321577461388109
2,2.63431883908911,0.000272319678741281,0.600470115589649,0.321577461388109
3,2.8484124111453,0.000112561034385542,0.688519550936873,0.321577461388109
4,2.25367798773766,4.41910911394826e-05,0.572031237492462,0.321577461388109
5,2.67604299561496,0.000135193119543093,0.463090669161675,0.321577461388109
1,2.87461806398554,0.000221336247641639,0.664723929189219,0.281890927122261
2,2.7078336509142,0.000283842595893157,0.688088112521392,0.281890927122261
3,2.16100932600476,9.73582417713951e-05,0.685129259222317,0.281890927122261
4,2.02548169104093,4.24922788118342e-05,0.611624017469785,0.281890927122261
5,2.98219220654002,0.000143437752554948,1.07231507022978,0.281890927122261
1,2.70241416150274,0.000140608839788244,0.605704278351006,0.388361489391293
2,3.19885851222261,0.000385943621883209,0.600472339797595,0.388361489391293
3,2.83727838969074,0.000140118623579056,0.690090812053229,0.388361489391293
4,2.59056684575094,4.2431540964765e-05,0.619826756773895,0.388361489391293
5,3.09626407431906,0.000143922951608513,0.542222967583439,0.388361489391293
1,2.37080226478387,0.000152073498078194,0.474143023483036,0.344515240344169
2,3.00127266017388,0.000400460046096342,0.613260982854858,0.344515240344169
3,2.49956055464846,9.81103003604118e-05,0.594923507866695,0.344515240344169
4,1.9800616215671,3.71878712534823e-05,0.57579511089909,0.344515240344169
5,2.95544739002063,0.000138283148955073,0.568270010169184,0.344515240344169
1,2.82482350075527,0.000168147652255156,0.503306716810281,0.355962692356304
2,2.72022096723521,0.000321202269665598,0.873127979149806,0.355962692356304
3,2.51542957546185,0.00010047722147676,0.520843504272032,0.355962692356304
4,2.52636131729663,4.6793628041998e-05,0.447231312585264,0.355962692356304
5,2.96753435280269,0.000158974917926297,0.578401628861862,0.355962692356304
1,3.67309285702527,0.000174078392798702,0.720629698059265,0.565761229715744
2,3.90824861829516,0.000330634710035584,0.700185042882803,0.565761229715744
3,3.43058739413254,9.43841751501139e-05,0.754885380125263,0.565761229715744
4,3.2739551704502,4.57851567882955e-05,0.398826521440344,0.565761229715744
5,3.98649149723704,0.000158658046136873,0.591681790550911,0.565761229715744
1,3.58996841613693,0.000186882538951284,0.691148459607147,0.468085677922267
2,3.64550991742162,0.000410695255438727,0.641820289712426,0.468085677922267
3,2.9205819851952,9.69991304069395e-05,0.579992207930364,0.468085677922267
4,2.77399373199992,4.69014070854783e-05,0.449756893370807,0.468085677922267
5,3.79422748532635,0.000157265437832892,0.863397592728731,0.468085677922267
1,3.76154736811186,0.000190500725225834,0.698073177436539,0.508140716008453
2,3.59655812616573,0.000457707104882856,0.599553314359841,0.508140716008453
3,2.85028775177826,9.87978540943141e-05,0.558835455928256,0.508140716008453
4,2.9981324330339,4.53095923701648e-05,0.413668260499948,0.508140716008453
5,3.94861252814763,0.000154711617058891,0.744224175435834,0.508140716008453
1,3.75598759866215,0.000193474636470617,0.703862749750119,0.493741157189852
2,3.67019337905304,0.000471162100591365,0.582137051721743,0.493741157189852
3,2.90585485414563,9.97556630466765e-05,0.586857008416314,0.493741157189852
4,2.96820196840817,4.46317728768398e-05,0.433237671531303,0.493741157189852
5,4.01997766636171,0.00017184347626833,0.73060795179649,0.493741157189852
1,3.68766047187829,0.000215870993605058,0.722063547069628,0.488304106598814
2,2.96831074251414,0.000229983053235098,0.477644222872949,0.488304106598814
3,3.21268929525099,0.000118741656375422,0.651963046407543,0.488304106598814
4,2.99306963402588,4.31044038550891e-05,0.452078852578531,0.488304106598814
5,3.77449504914611,0.000150213193186061,0.61505084186873,0.488304106598814
1,3.37669883147476,0.000185868911628431,0.718193666506982,0.47636284112746
2,2.86728093217994,0.000184529119012651,0.555113260716374,0.47636284112746
3,3.17310236783557,0.000107414674503036,0.610639772488398,0.47636284112746
4,2.83719317246133,4.68505941497403e-05,0.525795534710606,0.47636284112746
5,3.4754134163383,0.000143033467845091,0.714592435948301,0.47636284112746
1,2.48892923241465,0.000145801557255278,0.672944330452772,0.363951718151534
2,2.82458043630065,0.000366344082190349,0.783457395431785,0.363951718151534
3,2.28600552738738,0.000115021205450203,0.479198480837497,0.363951718151534
4,2.53766768231516,4.14448551584395e-05,0.603711533337465,0.363951718151534
5,3.31457720346171,0.000170444337786974,0.531023814074741,0.363951718151534
1,2.43423096410625,0.000184902513379921,0.4728566207792,0.275351504481314
2,2.36882789504226,0.000365858614715401,0.673588858607997,0.275351504481314
3,2.18391263868306,0.000105308178805192,0.43189525980234,0.275351504481314
4,2.05961819146099,4.69797314749952e-05,0.489517687648589,0.275351504481314
5,2.71914711171091,0.00015209467883001,0.548107521877595,0.275351504481314
1,2.67932809401764,0.000162038692535081,0.544560184718386,0.387052321743117
2,2.88206029513764,0.000310054840030157,0.72474597701527,0.387052321743117
3,2.65569195739588,0.000111729927574848,0.571062839531905,0.387052321743117
4,2.67615314663091,4.99404357497995e-05,0.591212372127116,0.387052321743117
5,3.18431522886274,0.000164445329504608,0.59809331979928,0.387052321743117
1,2.7478500546223,0.000165028253485559,0.518074911588106,0.389192929155776
2,2.86244498850366,0.00032495856551802,0.695466064630322,0.389192929155776
3,2.66356785518223,0.000101159524102094,0.538982943441283,0.389192929155776
4,2.55817597501953,4.72132733569607e-05,0.671254423202628,0.389192929155776
5,3.10148051582714,0.000151533749542008,0.535087102645126,0.389192929155776
1,2.80230954053666,0.000167728013124392,0.50944758693075,0.386841835989264
2,3.20413268611594,0.000339053683946551,0.779505159302068,0.386841835989264
3,2.47694830157095,0.000118928484745322,0.527555771008994,0.386841835989264
4,2.4298998446327,4.56585913579808e-05,0.5796107085438,0.386841835989264
5,3.2669897214148,0.000170067327569161,0.6052891327567,0.386841835989264
1,2.42234091018654,0.000127454963150234,0.559963731200303,0.341771989221609
2,2.93846572537987,0.000385304578199109,0.580336337858359,0.341771989221609
3,2.73416618860523,0.00011954611278923,0.731947213754155,0.341771989221609
4,2.29251355509024,4.70630344746005e-05,0.493313665586879,0.341771989221609
5,2.81932426257059,0.000139888353006763,0.766188603635303,0.341771989221609
1,2.08825877726698,0.000175859557611844,0.634852347341314,0.173247945121814
2,2.25784346295744,0.000379116993197384,0.530864124480007,0.173247945121814
3,1.62113826681392,0.000116505407549025,0.727097702444437,0.173247945121814
4,1.5316766167784,4.36887673272047e-05,0.392679292279661,0.173247945121814
5,2.36232226173299,0.000135020881161957,0.763747300003247,0.173247945121814
1,2.82933571069467,0.000167717926360196,0.616486060093387,0.295372811792872
2,1.80783666715416,0.000174651427224826,0.591338296961367,0.295372811792872
3,2.30712124375698,8.45564679025508e-05,0.735377782947631,0.295372811792872
4,2.15411820892885,4.64081707353898e-05,0.571165438576474,0.295372811792872
5,2.9294351621378,0.000160845450971705,0.71138496071914,0.295372811792872
1,3.43984580020666,0.000156506095833915,0.48573498520782,0.516584172225938
2,3.06973124833551,0.000277303749521486,0.634386005518072,0.516584172225938
3,2.79276611009924,8.22453079830519e-05,0.546395721412102,0.516584172225938
4,3.16998661048405,4.46385070749965e-05,0.609710104974124,0.516584172225938
5,4.26868793856424,0.000159169376183806,1.04190538675759,0.516584172225938
1,3.427004127288,0.00015477203279777,0.523597512050331,0.534784309996125
2,3.94848518234441,0.000388274286000177,0.681246420578602,0.534784309996125
3,3.50993992960851,0.00010648054177934,0.829787506768326,0.534784309996125
4,3.05633747659953,4.9556601138175e-05,0.436256600778127,0.534784309996125
5,4.14904075077964,0.000135573179986763,0.900743760783977,0.534784309996125
1,3.95497626188184,0.00013507371875836,0.600824804628012,0.588189239779228
2,3.96384241050322,0.000362965578712447,0.614490323167578,0.588189239779228
3,3.51295069090161,0.000121764782291243,0.678052652697744,0.588189239779228
4,3.33100495485357,4.38498275035808e-05,0.567002196764457,0.588189239779228
5,4.45049291874994,0.000153560265138708,0.69799644472636,0.588189239779228
1,3.14039009466621,0.000135209766884094,0.48785531160253,0.550567860934161
2,3.72732635836541,0.000361571645431946,0.668963831837016,0.550567860934161
3,3.29266015164369,0.000136685967883556,0.584857799723311,0.550567860934161
4,3.15802811470982,3.78567850024251e-05,0.637256386506107,0.550567860934161
5,4.42268312394898,0.000128766801531178,0.875315613797417,0.550567860934161
1,3.45848687860256,0.000146080695892806,0.51033680070767,0.545332859214837
2,3.677889919167,0.000431907580710971,0.602696250735476,0.545332859214837
3,3.12917417494044,8.1270820717555e-05,0.653839543058952,0.545332859214837
4,3.22043342575957,5.62337358398034e-05,0.529362944999256,0.545332859214837
5,3.83211584915932,0.00017538831902861,0.64315078509834,0.545332859214837
1,3.81673769630248,0.000148087077743646,0.56783529871924,0.599227129118784
2,4.27880117690834,0.000395675162594134,0.614152216721937,0.599227129118784
3,3.21969905958977,5.97464237513287e-05,0.468724232094394,0.599227129118784
4,3.20603843756893,4.20962204945491e-05,0.498059449590303,0.599227129118784
5,4.02665393308709,0.000147268929657719,0.636601235400828,0.599227129118784
1,3.25992111666605,0.000159798260717151,0.522586745793992,0.505707828670225
2,3.7868837590164,0.000373721218977151,0.702417772151244,0.505707828670225
3,3.21192193164672,0.00012043571253926,0.684045271541686,0.505707828670225
4,2.84416242754322,4.71560120494422e-05,0.41956581215582,0.505707828670225
5,4.02726688454915,0.000164904156741242,1.09496678287739,0.505707828670225
1,2.54859934222062,0.00014490959000422,0.401276222369978,0.356865223271695
2,3.13792569795324,0.000356101686799869,0.51851512719378,0.356865223271695
3,2.54282854760482,0.000104666365546563,0.552681878615981,0.356865223271695
4,2.29667335445733,4.30427709483422e-05,0.420368182095662,0.356865223271695
5,3.21679416384411,0.000171742762255341,0.630730003151054,0.356865223271695
1,1.96644323824709,0.00015898697623703,0.554894152491388,0.185153996569393
2,2.13881294091326,0.000285591058020451,0.607226549409854,0.185153996569393
3,1.87381973419066,0.000133908903248421,0.550612865466028,0.185153996569393
4,1.74654119244279,4.30713297661311e-05,0.578252006026368,0.185153996569393
5,2.45346219755122,0.000160297131479328,0.575186285257518,0.185153996569393
1,2.2451330768805,0.000174166991781524,0.520468810218739,0.272690631720183
2,2.77829047104956,0.00036803324202476,0.653794333157248,0.272690631720183
3,2.27215660374208,0.000133541038111336,0.594384710166766,0.272690631720183
4,1.90691156490152,4.02010316762532e-05,0.614601486545711,0.272690631720183
5,3.03141578426112,0.00014073539001116,0.710697025676399,0.272690631720183
1,2.64810468085503,0.000133218842330589,0.472185879675332,0.363953936014092
2,2.64102619777458,0.00023890579345992,0.574609961430487,0.363953936014092
3,2.60800572039257,0.000134100076424611,0.580317688927094,0.363953936014092
4,2.22476401389975,3.63773884550762e-05,0.444689591245216,0.363953936014092
5,2.85392629550556,0.000144734323550285,0.639849015820911,0.363953936014092
1,3.80516578751108,0.000153594665204995,0.477091362492368,0.549532978626238
2,4.15753070989168,0.000456273489465472,0.662191563719959,0.549532978626238
3,2.73651011289048,4.75766637701979e-05,0.734773075391238,0.549532978626238
4,3.01227410285245,4.94539309760988e-05,0.532910711395636,0.549532978626238
5,4.14015073331917,0.000147230161036822,0.839867118382421,0.549532978626238
1,4.04310908907714,0.000178256385717832,0.557805964745986,0.688721484204869
2,3.7797806293023,0.000227031805507581,0.620063013787297,0.688721484204869
3,3.12562811328194,2.73970026458722e-05,0.682077459385777,0.688721484204869
4,3.71384945601046,4.25102050994116e-05,0.490149595405967,0.688721484204869
5,4.74865371077733,0.0001479163763932,0.810743080825081,0.688721484204869
1,4.15451755231135,0.000152513983434801,0.770694561510775,0.616478841512099
2,3.44492097100272,0.00026135166338426,0.657614793319989,0.616478841512099
3,2.94610445299388,4.22986513464969e-05,0.697167823317984,0.616478841512099
4,3.56384702196962,4.91713724453271e-05,0.436467247036924,0.616478841512099
5,4.92340813100077,0.000112713094455638,1.0128331874352,0.616478841512099
1,3.89516866710515,0.000153446129249885,0.50519623797905,0.628339943803998
2,3.75125747854974,0.000252498960662599,0.911985282492684,0.628339943803998
3,2.86513134993616,3.09909781457965e-05,0.630484412558607,0.628339943803998
4,3.30245072521733,3.69486414710882e-05,0.559240774174312,0.628339943803998
5,4.41514782322959,0.000147825731591623,0.998463177929952,0.628339943803998
1,3.77991076400445,0.000172533969653807,0.465646162692748,0.619197967383215
2,4.35687340199536,0.000426175586707747,0.817860568402871,0.619197967383215
3,2.85927267166607,3.21372287758777e-05,0.536793654277391,0.619197967383215
4,3.40492070757635,3.82693196983732e-05,0.547163345386055,0.619197967383215
5,4.24082068420628,0.000145076654230426,0.690870573207645,0.619197967383215
1,4.47030468814345,0.000169449188877073,0.534674709589753,0.681253700784002
2,4.23510423807371,0.000402362635043189,0.842819105907046,0.681253700784002
3,3.1365284509929,2.53033283453388e-05,0.534724623161582,0.681253700784002
4,3.68336477249765,3.97506250463734e-05,0.609024976575381,0.681253700784002
5,4.75566317540801,0.000169469852128416,0.715317733033335,0.681253700784002
1,4.54483097350332,0.000160119011626054,0.735480818586325,0.760638608226921
2,4.70656522974594,0.000381332431681141,0.654336549714555,0.760638608226921
3,3.46165536483934,2.80265389739308e-05,0.628632222083957,0.760638608226921
4,4.32592459091925,4.4386721658457e-05,0.712696543950865,0.760638608226921
5,4.83027544394098,0.000163553761281434,0.717385372155093,0.760638608226921
1,4.40637189302355,0.000166485213353134,0.741007604347644,0.777317481862313
2,4.7073380906914,0.000404415307559059,0.634479702850547,0.777317481862313
3,3.55846156678521,2.63688326179797e-05,0.625112645976367,0.777317481862313
4,4.31286619599602,4.15589294357305e-05,0.692156803965334,0.777317481862313
5,4.73233147213674,0.000169722974904096,0.654945091173429,0.777317481862313
1,4.33296963553119,0.000150650952709281,0.681192087578147,0.718791446729886
2,4.46962381205775,0.00033522114893482,0.719622148928692,0.718791446729886
3,3.288593171556,2.26594149215401e-05,0.648104961822653,0.718791446729886
4,3.82557171414102,4.16763601918208e-05,0.472867619116529,0.718791446729886
5,4.78505635360354,0.000143026622649528,0.726559568712127,0.718791446729886
1,4.72825582662697,0.000170408153327737,0.691055570199261,0.820691967736478
2,4.70178841054386,0.000313854569361395,0.67700403295351,0.820691967736478
3,3.68796604274245,1.94162243269785e-05,0.672879636241699,0.820691967736478
4,4.53833901312677,4.18779181285518e-05,0.693152739982884,0.820691967736478
5,4.56652312133364,0.000140939479197987,0.80789512235151,0.820691967736478
1,4.40546148655591,0.000192984626642478,0.722146786145599,0.746667854231663
2,4.53490826000241,0.000260257354398375,0.686239277400044,0.746667854231663
3,3.36945341653897,1.54649249186342e-05,0.98563054333186,0.746667854231663
