scenario,nameOM,nameMP,keyVar,plotOrder,species,simYears,harvContRule,benchmark,canER,usER,cvERSMU,propMixHigh,singleHCR,moveTAC,prodRegime,startYear,endYear,rho,arSigTransform,biasCor,correlCU,corrMat,mu_logCovar1,sig_logCovar1,sampCU_coef1,sigCU_coef1,tauCatch,obsSig,mixOUSig,singOUSig,obsMixCatchSig,obsSingCatchSig,obsAgeErr,lowCatchThresh,highCatchThresh,extinctThresh,adjustSig,adjustAge,adjustForecast,agePpnConst
HM.Base_baseER,HM.Base,baseER,expRate,2,coho,100,fixedER,stockRecruit,0.125,0,0.456,1,FALSE,FALSE,med,NA,NA,0,FALSE,TRUE,0,TRUE,-4.58,0.447,FALSE,0,0,0,0,0,0,0,0,0,NA,1.00E-04,1,1,1,TRUE
