"stk","CU","muAlpha","alpha","beta0","sigmaAlpha","sigma"
1,"PrtI",1.1135906722063,1.26726659397288,3.01379571703845e-05,0.0710577687390235,0.340927338390912
1,"PrtI",1.17405131646232,1.16889427168632,2.28785145108921e-05,0.142667789498695,0.405546540885558
1,"PrtI",1.29876809845156,1.49822327829389,3.42094371104105e-05,0.315548225177381,0.305493538947794
1,"PrtI",1.18854183081097,1.52468875944908,4.08144702795397e-05,0.225254396464575,0.372336972166143
1,"PrtI",1.33557628669576,1.12791540445761,2.56929986461919e-05,0.474227820605974,0.285520789218131
1,"PrtI",1.47809549916762,1.17881887760031,2.81100731805605e-05,0.243811396409087,0.245787182246038
1,"PrtI",1.06046250512755,1.28005271868695,3.09644976620673e-05,0.114259148269199,0.38887509361242
1,"PrtI",0.58594363470081,1.22112443017989,2.37620266694244e-05,0.662516432254157,0.444787664688312
1,"PrtI",1.38141192803544,1.43806749224873,3.4333521243138e-05,0.112477900525507,0.456856104480425
1,"PrtI",1.21366474803669,1.35221620155336,3.09522594740388e-05,0.159328336186016,0.35899139376301
1,"PrtI",1.05791762475332,1.1485621320028,2.71568207342005e-05,0.356772256941883,0.263607019123718
1,"PrtI",2.03335117552012,1.35040326988587,3.4586338010129e-05,0.354500187274875,0.332810661625846
1,"PrtI",0.172979673353851,1.27357664089701,3.17902998766389e-05,0.820135947803661,0.485345884880104
1,"PrtI",1.66804441689824,1.31782408467887,3.07442711018835e-05,0.47686830355304,0.281183248588648
1,"PrtI",1.55565106154089,0.938103067908417,1.48408250544132e-05,0.272747156707189,0.332783095460201
1,"PrtI",1.5591301733074,1.34904188306324,2.77617081806042e-05,0.467538897210859,0.329314239892202
1,"PrtI",1.07392127507449,1.21720119963507,3.04962952710106e-05,0.549361661262413,0.298635011815153
1,"PrtI",1.41325146694703,1.22770178317687,2.89227903432852e-05,0.191427584029364,0.305564381115745
1,"PrtI",1.1842117300282,1.31787922361381,3.06273882422002e-05,0.515038232528864,0.326697664411812
1,"PrtI",1.23650269653844,1.1153254595162,2.61558949433862e-05,0.266429417949201,0.341072427059067
1,"PrtI",1.27207145717579,1.1183124559337,2.51703878852649e-05,0.140540328307477,0.454848835054505
1,"PrtI",1.02778461020718,0.969586522131634,1.49532550653292e-05,0.166851388314213,0.460796681215233
1,"PrtI",1.04193392023455,1.05267754245603,2.16973720595749e-05,0.140748748037874,0.411058242686474
1,"PrtI",1.08967565561361,1.15629905575343,2.98480733805091e-05,0.105729234818535,0.394312828731976
1,"PrtI",0.938395397160543,1.28606089529857,3.19064874084694e-05,0.429202018261754,0.336911713345459
1,"PrtI",1.08009373429924,1.21883084400356,2.80880923282058e-05,1.3615682607553,0.281758906016297
1,"PrtI",1.74534040269257,1.55041893193,3.38593429569898e-05,0.18325748304523,0.277310329252409
1,"PrtI",1.12882928459644,1.33712032729832,2.99232960816257e-05,0.135471139691581,0.333109097126928
1,"PrtI",0.865155962567696,1.26363908144951,2.76325832038693e-05,0.422756879814437,0.469495622029118
1,"PrtI",1.29135450227334,1.27191537831747,2.80489928254914e-05,0.176209523827947,0.405376777203752
1,"PrtI",0.955227660184286,1.0547074674927,2.10449040572122e-05,0.183291612110577,0.393214829918091
1,"PrtI",1.42616262389772,1.29662676685174,2.54040404382707e-05,0.57028796675962,0.241540628144443
1,"PrtI",1.09689914974365,1.26645235067717,2.68229277872338e-05,0.0950558141250223,0.234937130926193
1,"PrtI",1.21635633784549,1.28701932530004,2.76034523040083e-05,0.477333401689535,0.28555172945226
1,"PrtI",1.06745689753805,1.02026026637382,2.33245611398166e-05,0.454481494725759,0.368680865001092
1,"PrtI",1.51719683630129,1.00071713303218,1.9888362589148e-05,0.162002520959804,0.494430078408124
1,"PrtI",0.230208661874989,1.05890161072867,2.425258052722e-05,0.576966847214346,0.310010027056395
1,"PrtI",1.02358633023302,1.32166233540253,3.02204356872509e-05,0.229330381513515,0.258036584738657
1,"PrtI",0.91312579681858,1.13637703618637,2.62238634833851e-05,0.5905005344292,0.434561213093804
1,"PrtI",1.16461738431836,1.66346608838146,3.78215636881801e-05,0.346020267780533,0.40739610711677
1,"PrtI",1.21678828818926,1.25176875008947,2.69686234358968e-05,0.178539021302247,0.324307084710744
1,"PrtI",0.845683050363915,1.11136255529122,2.1539996625267e-05,1.07574976378791,0.367117963877366
1,"PrtI",0.993809063730088,1.52448411100825,3.80786232933856e-05,0.617737670563874,0.302290923979469
1,"PrtI",1.56159149293784,1.43543651757688,2.90752044372276e-05,0.306217581658749,0.339350893152797
1,"PrtI",0.952552125959922,1.2316146728783,2.47896571495402e-05,0.138695485562793,0.356309633820895
1,"PrtI",0.925541301946972,1.25023868301762,2.66699854951954e-05,0.38619726687678,0.313115105260616
1,"PrtI",1.15925912509158,1.43625059273694,2.9496123079694e-05,0.207997596763845,0.284509906334886
1,"PrtI",1.04665449067162,1.37879589797385,3.17610268911412e-05,0.0957280819345559,0.323169509498184
1,"PrtI",1.62964393698276,1.38058128977464,3.57850746806936e-05,0.414957526194131,0.272816495567394
1,"PrtI",1.48605323835566,1.05084684554575,2.37684130792356e-05,0.240311682407357,0.342468775284058
1,"PrtI",1.408240441989,1.38205898059971,3.08869118641672e-05,0.396968906983839,0.289056234215895
1,"PrtI",0.792013863650136,1.0717232079842,2.12496411241502e-05,0.147583860542747,0.237103624022514
1,"PrtI",0.971378507115061,1.20164735826141,3.02510481052265e-05,0.797846916578616,0.292037834074886
1,"PrtI",1.63915387398858,1.46641932453546,3.27972760354517e-05,0.403797706987665,0.314214049862299
1,"PrtI",1.35268492369999,1.23209815103319,2.74874838382543e-05,0.152676363565072,0.351927952253512
1,"PrtI",2.02682101974983,1.10459842382421,2.46316675269622e-05,2.1679207197721,0.394831936214388
1,"PrtI",1.00685774607126,1.31506322293646,2.93045406880072e-05,0.375007886798069,0.335533054995836
1,"PrtI",1.0861836021045,1.2033119250969,2.62575138829996e-05,1.55693646289021,0.349304451238653
1,"PrtI",1.20582901869208,1.35658062170831,3.27940184457648e-05,0.194884286126782,0.320769447490529
1,"PrtI",0.957281977031254,1.17712153574714,2.71947105321126e-05,0.134734322256958,0.485966835215095
1,"PrtI",1.96450461767374,1.17935349684474,2.96003777429109e-05,0.46988389760212,0.238701667521209
1,"PrtI",1.12106262375381,1.32092585860037,2.62979466270438e-05,0.180447363715809,0.344902780777684
1,"PrtI",1.78265411723888,1.478905212617,4.01620398422206e-05,0.71964004998972,0.510041365437246
1,"PrtI",1.38027420704378,1.58274616126205,3.69280387935455e-05,0.104242891899873,0.335131920714987
1,"PrtI",0.881163873091162,1.23890736567731,3.03298322250761e-05,0.180210068418272,0.282676332670222
1,"PrtI",1.02558774713436,1.15322845165491,2.86082678005579e-05,0.178900551747398,0.266236131131968
1,"PrtI",1.07319961730931,1.19493283312739,2.89265200506795e-05,0.151105083881105,0.41481309430941
1,"PrtI",1.77946758983757,1.30420222516972,3.52749659521499e-05,0.550941501757724,0.307109212473013
1,"PrtI",1.38994552099583,1.23727746176267,2.80203826538637e-05,0.516268321215718,0.342200772023457
1,"PrtI",1.20233939120052,1.51392718729231,4.04908757435735e-05,0.236448268619267,0.515720602073054
1,"PrtI",1.32766326405785,1.12800030266377,2.44625176846125e-05,0.939667034207749,0.277045851461642
1,"PrtI",1.16707462746216,1.30404037966317,3.109719017183e-05,0.168377025230245,0.228883280232892
1,"PrtI",1.04834663084893,1.19144129194506,2.59632636355295e-05,0.548705084758788,0.421747430686692
1,"PrtI",0.859860242677179,1.26988248650301,3.14462072032755e-05,0.854530851972226,0.281207602226126
1,"PrtI",1.18996524328466,1.355387433812,2.89935976951737e-05,0.3101595424693,0.282299526684848
1,"PrtI",1.0367335158678,1.24876220997099,2.94881541978017e-05,1.7114110788392,0.314589350177396
1,"PrtI",1.6601698159849,1.31284105197369,2.86814815577731e-05,0.215834767938209,0.237906500127846
1,"PrtI",0.774599029590265,1.3918669605582,3.27048592905259e-05,0.505400106441318,0.328764521831191
1,"PrtI",0.968432085454149,0.914974088875216,1.90538117177504e-05,0.219628158712589,0.462824659946681
1,"PrtI",1.07615210790784,1.45059992517914,3.34739204125496e-05,0.172638970273211,0.390292739014434
1,"PrtI",1.59337773116498,1.21738971153348,2.05411595941674e-05,0.246002925024739,0.408127960031835
1,"PrtI",1.42456421182045,1.36682892210833,2.96839779138409e-05,0.370404145817018,0.322870465468404
1,"PrtI",1.5204197242466,1.26034649451134,3.29681166428465e-05,3.2899721960691,0.320521045252924
1,"PrtI",1.19947308719458,1.22738079066522,2.85121097183372e-05,0.35295742244487,0.369056640789566
1,"PrtI",1.4834344284455,1.61079659295652,3.80205269715817e-05,0.214076666988325,0.343137879595661
1,"PrtI",1.25869949519046,1.35982674628683,3.34240151691291e-05,0.849876700784284,0.23641752146072
1,"PrtI",1.34364047448372,1.24909569865153,3.01199570794271e-05,0.061509985777422,0.393711483439695
1,"PrtI",1.20804030224746,1.07037613959136,2.55690665696799e-05,0.172542215456323,0.245671153408142
1,"PrtI",1.03072780899953,1.31398385215274,3.1083844136014e-05,0.48647401257602,0.238385991042303
1,"PrtI",1.18870360949551,1.28240097466113,3.08348682575949e-05,0.205865231481688,0.428152051269604
1,"PrtI",0.943405932950399,0.98310332936956,1.94501281572716e-05,0.736142728266319,0.402364667857322
1,"PrtI",1.48107004430886,1.00182925748544,1.71342666921532e-05,0.47122441058739,0.395395089654688
1,"PrtI",1.02752164105314,1.09119523180337,2.02879539183411e-05,0.16861092676293,0.409724240334277
1,"PrtI",0.80868659179529,1.29041993681261,2.94078919289943e-05,0.468236581391208,0.259554195360525
1,"PrtI",1.39668724042794,1.37414383840047,3.2786133664771e-05,0.141802233965816,0.297209870512055
1,"PrtI",0.570913772633947,1.46430501223948,3.62811252431186e-05,0.589656359650072,0.347534922716977
1,"PrtI",1.38482647231356,1.33438078685187,2.9469667796048e-05,0.293259953865121,0.260317022718609
1,"PrtI",1.44191251078085,1.25094836254728,2.50072480517721e-05,0.31644853885634,0.294612016430897
1,"PrtI",1.07285090367804,1.06460419306119,2.43559847279015e-05,0.555512859552686,0.301542351350959
1,"PrtI",0.956369681977875,1.57280512814172,3.66146987637253e-05,0.360983995589626,0.307770494440976
1,"PrtI",1.49296662080814,1.25495391088657,2.59875928429388e-05,0.259188564137812,0.446037923807939
1,"PrtI",1.27271206689582,1.24554609242211,3.07123888082946e-05,0.271825678816258,0.23769741549802
1,"PrtI",1.0130341410936,1.44577672763751,3.27648885918109e-05,0.117156241647718,0.374561992579784
1,"PrtI",1.19589706336116,1.50575077797732,3.53544605628255e-05,0.230492923552676,0.434855170355862
1,"PrtI",1.10255591944547,1.18367363569878,2.3383275457483e-05,0.274405791154458,0.37376405832221
1,"PrtI",1.22593077896279,1.0590744252925,2.37294701366225e-05,0.111534027619586,0.328753277361703
1,"PrtI",0.952244058105932,1.04706376555985,2.2034771733316e-05,0.170216252879632,0.383537891327575
1,"PrtI",1.34914664164459,1.13202630864714,1.92014368107125e-05,0.136087481010529,0.344419230052267
1,"PrtI",1.23169257687533,1.42429405073565,2.94045534376565e-05,0.134420230699757,0.272472316582863
1,"PrtI",1.47343650864417,1.1370773750772,3.09537983852021e-05,0.418981537337478,0.371941888165488
1,"PrtI",1.21832583700282,1.04552096010893,2.68876588584521e-05,0.368905020540644,0.383318606310374
1,"PrtI",0.992047907669671,1.04021919757452,2.25069818650554e-05,0.46867390529068,0.273025370091103
1,"PrtI",1.12583380224707,1.16651890138156,2.70186217841104e-05,0.215374041208578,0.382304525821401
1,"PrtI",1.55778312154092,1.08539826014847,2.52104990502389e-05,0.551607926718522,0.298349692771558
1,"PrtI",1.23713707396096,1.43728601640622,3.21535845154066e-05,0.376281149742622,0.338945579022759
1,"PrtI",2.06647936442705,1.39791427359083,3.32352748611345e-05,1.13652373416848,0.354738857300102
1,"PrtI",1.07242200675889,1.16532842412898,2.4710706241544e-05,0.392690780574851,0.286721172760667
1,"PrtI",1.66217844034071,1.34034804236783,3.3135963245073e-05,0.874057730191311,0.386954437598772
1,"PrtI",1.09104024965735,1.16449578936728,2.06404052209409e-05,0.2181464648394,0.421042196616766
1,"PrtI",1.7352903994484,1.30625407040373,2.75315376452869e-05,0.286010469579158,0.319110045987715
1,"PrtI",1.25468144661137,1.15841417193013,2.1352512325506e-05,1.24104622115698,0.372115594044707
1,"PrtI",0.955478457900906,1.17885154894674,2.41340389004692e-05,0.38669527292131,0.248661150197886
1,"PrtI",0.971546219040123,1.22395061941051,2.87321456552462e-05,0.347176508310721,0.318316748433644
1,"PrtI",0.898517820392273,1.20507469693655,2.82995250123808e-05,0.316707840548111,0.304496064858053
1,"PrtI",1.11973577433274,1.07561533334227,1.60640392418114e-05,0.462395697455248,0.372527724229763
1,"PrtI",0.936736347232905,1.21463323990232,2.72672232590213e-05,0.467097166450388,0.314661767548386
1,"PrtI",2.19568074373932,1.48970909636267,4.01852458314084e-05,1.95216151925181,0.354749605284687
1,"PrtI",1.11724089913551,1.45023975858683,3.50598027643926e-05,0.244828460513271,0.315669515235152
1,"PrtI",1.27053367266077,1.16564115495611,2.6397751754659e-05,0.460050562412122,0.277542635621733
1,"PrtI",1.31639606264628,0.905387788084291,1.81466333330669e-05,0.434943562371466,0.331843066155637
1,"PrtI",1.51956051055409,1.50162432972422,3.88419874606796e-05,0.324037255587708,0.287529531897555
1,"PrtI",1.15188891705503,1.2318160459677,2.56493217977997e-05,0.203327449317354,0.236148409804797
1,"PrtI",1.26836115324612,1.21029462751926,2.6100088174358e-05,0.210029645943568,0.298995060380172
1,"PrtI",2.00999015982138,1.36778497823001,3.52786737002185e-05,1.10621198414334,0.361032940649351
1,"PrtI",1.20330224796299,1.12737123127134,2.62426661511238e-05,0.172419373134369,0.387913784923801
1,"PrtI",1.37339913045846,1.23227792709755,3.11611537922053e-05,0.203726522221892,0.576064902481074
1,"PrtI",0.595714611154275,1.14110017629215,2.50364502337225e-05,1.09083167016045,0.369944933547896
1,"PrtI",1.72440406170716,1.25635735417635,2.67169061958744e-05,0.296465064841924,0.259933161712603
1,"PrtI",0.925653781722105,1.31855778547638,2.75033208131291e-05,0.31765043634035,0.280882681910906
1,"PrtI",1.15042355770693,1.28375682349727,2.79378352088747e-05,0.124676036549767,0.3367122031979
1,"PrtI",1.20545644644248,1.21312563425824,2.48885918596909e-05,0.1006053650602,0.232142252019313
1,"PrtI",1.43604184254599,1.3968965004947,3.27260420624053e-05,0.292930884831434,0.256417582204601
1,"PrtI",1.34186150391177,1.21027166682124,2.53896600225884e-05,0.274939852456997,0.248166128724161
1,"PrtI",1.22329930584785,1.03628922865638,2.49588866396158e-05,0.86302922698243,0.306168448980265
1,"PrtI",1.19949959378552,1.08692480229412,2.13967984790914e-05,0.370287728303994,0.383856502896727
1,"PrtI",1.10001094745137,1.03111190002834,2.10969023809034e-05,0.268973491518739,0.283428058696943
1,"PrtI",0.824605929845536,1.41231672484799,3.30502150303882e-05,1.35250831991003,0.364053186533509
1,"PrtI",1.00697588926358,1.35167550917816,2.847327624183e-05,0.231157691961389,0.367002560099646
1,"PrtI",1.17463324901896,1.2082025131153,2.68218338001389e-05,0.186418379590595,0.494791681838741
1,"PrtI",1.49790081043797,1.24921269864262,2.53352269740515e-05,0.382053023611818,0.441786381498606
1,"PrtI",1.25509113990383,1.14670576853345,2.40094298031716e-05,0.240999925491676,0.377346442730321
1,"PrtI",1.16216355737284,1.11183610307962,2.35859344703762e-05,0.297964801232676,0.30783337099171
1,"PrtI",1.12664325987503,0.979080422288726,2.42713808203977e-05,0.123273336124126,0.329849782072121
1,"PrtI",1.66178294438243,1.25437570156856,3.03358681163791e-05,0.370016702822502,0.422710345618752
1,"PrtI",0.992973702742888,1.4991796183641,3.52486386232333e-05,0.324753430750614,0.279999704632118
1,"PrtI",1.08504908948494,1.22670767159906,2.6013568690815e-05,0.41883612969115,0.226045647748955
1,"PrtI",1.25340685685063,1.40996498075785,2.85450275201601e-05,0.207130022708169,0.351253989835294
1,"PrtI",1.24497498058476,1.31548943737815,3.09430265382618e-05,0.268710716926494,0.384200445044215
1,"PrtI",1.2177826713247,1.30817033003939,3.041051740814e-05,0.77866657017624,0.351341799577621
1,"PrtI",1.06565972585165,1.27078517737088,2.7412643157873e-05,0.415821874291761,0.537331821119069
1,"PrtI",1.6775100273241,1.43025013322278,2.98663266188355e-05,0.79103260574283,0.300022868427457
1,"PrtI",1.2091406399601,1.53237150697125,3.51119058733444e-05,0.0827955342935372,0.28582555191223
1,"PrtI",1.84234474899932,1.3733003049833,2.79699169395779e-05,0.597540430249153,0.318088888396497
1,"PrtI",1.01766393168667,1.28986110762872,2.8515924323652e-05,0.181637769418712,0.409970903322379
1,"PrtI",0.953269524534003,1.54276834685778,3.37958499859041e-05,0.258773240840815,0.353938765436524
1,"PrtI",0.775444177612831,1.70476456802833,3.7464288278536e-05,0.487227819175623,0.380125291216653
1,"PrtI",1.24031164044781,1.38401102149745,2.73027215742598e-05,0.249647786153914,0.421830052689555
1,"PrtI",1.19843822991792,1.31380114649414,3.08445299794772e-05,0.244217433840334,0.331299350814193
1,"PrtI",0.701234793427892,1.32285651590182,3.51126637995546e-05,0.998967189494985,0.391949220376854
1,"PrtI",1.28462807977177,1.2871933141145,2.4406470859568e-05,0.239257040742403,0.363907437131332
1,"PrtI",1.33622380011078,1.25420420834453,2.56982148051108e-05,0.154670071437951,0.364953454845251
1,"PrtI",1.14998164394457,1.11732852386585,2.37867834213814e-05,0.484154347626273,0.390880511645941
1,"PrtI",1.24638250019248,1.38288088588296,3.37634123995307e-05,0.192008335167767,0.300260858141122
1,"PrtI",1.21335754797529,1.38884269513099,3.4143934306539e-05,0.219477982375071,0.224976767335547
1,"PrtI",1.27356592100406,1.25525811380633,2.74567543736825e-05,0.120550023181485,0.275780947241536
1,"PrtI",0.7968415161391,1.17747629944359,2.71071008877289e-05,0.460861561229833,0.299953000938803
1,"PrtI",1.27389437705048,1.17072015675803,2.81192256567945e-05,0.630865091373236,0.385808068630453
1,"PrtI",1.52637139815136,1.164826026876,2.54393307500967e-05,0.338107784389619,0.369975502330446
1,"PrtI",0.953670369400028,1.20604571038167,2.67724378428874e-05,0.312344066829591,0.411647409693386
1,"PrtI",1.33108738029379,1.34045588193987,2.76724031220426e-05,0.303843901149436,0.331236218156752
1,"PrtI",0.976163047272261,1.3842765166623,3.52961153612186e-05,0.739114241271593,0.408605801383742
1,"PrtI",1.09295454326299,1.63030974804862,3.83526861095663e-05,0.598898289189012,0.349141564304493
1,"PrtI",0.910175087347878,1.48387068380958,3.76749134842657e-05,0.185868394829784,0.309363984666768
1,"PrtI",1.1339606035026,1.4150647905389,3.83784848665602e-05,0.153719803771522,0.383084768004343
1,"PrtI",0.830619319850578,1.17409993981981,2.57606289445406e-05,0.189760551307707,0.347790525516906
1,"PrtI",1.47538434601858,1.18731454328614,1.90420422694416e-05,0.301415259740556,0.3082443785195
1,"PrtI",1.29649677795432,1.05186727069585,2.02413190725633e-05,0.0903741680201128,0.371065412495044
1,"PrtI",1.33286516016503,1.1492520971871,2.85831204796845e-05,0.243667932916021,0.318136367303014
1,"PrtI",1.08189683954075,1.21180604030456,3.37118006949801e-05,0.461675626291389,0.711357617500753
1,"PrtI",1.37113327831021,1.68562579028831,4.0791236153856e-05,0.117626207049434,0.378632019068521
1,"PrtI",1.46736704066147,1.50734303743231,3.24022460872251e-05,0.190454409158219,0.574337638084564
1,"PrtI",1.36305692325082,1.15490478742525,2.58031297847303e-05,0.206232331854295,0.291283683996076
1,"PrtI",0.838156638286968,1.43187658588672,2.92101830945748e-05,0.454246472677292,0.272129454237152
1,"PrtI",0.794798756985986,1.03749004453911,2.01732728563399e-05,1.81030380983548,0.259261899135638
1,"PrtI",1.36095948714959,1.19114022265566,2.62866213282079e-05,0.237478184887525,0.351815327243782
1,"PrtI",1.18660457334046,1.21645697057084,3.0660214974663e-05,0.204577444494086,0.236797131569668
