stk,yr,cyc,rec2,rec3,rec4,rec5,rec,eff,ets,
6,1966,2,0,0.000028,0.007038,0.000396,0.007434,0.00104,0.001603,
6,1967,3,0,0.000011,0.00175,0,0.00175,0.000024,4.76E-05,
6,1968,4,0,0,0.000428,0,0.000428,0.000333,0.000665,
6,1969,1,0,0.006413,1.626582,0.007768,1.63435,0.076565,0.131074,
6,1970,2,0,0,0.020339,0,0.020339,0.000388,0.000585,
6,1971,3,0,0,0.000747,0,0.000747,0.000016,2.58E-05,
6,1972,4,0,0.000009,0.000856,0,0.000856,0.000046,7.19E-05,
6,1973,1,0,0.005114,2.326864,0.003929,2.330793,0.112414,0.203768,
6,1974,2,0,0.000021,0.029304,0.00157,0.030874,0.002587,0.004415,
6,1975,3,0,0,0.001865,0,0.001865,0.000105,0.000193,
6,1976,4,0,0,0.001233,0,0.001233,0.000209,0.000305,
6,1977,1,0,0.008446,3.810786,0.054029,3.864815,0.160717,0.30968,
6,1978,2,0,0.000142,0.186073,0.010473,0.196546,0.004349,0.008476,
6,1979,3,0,0,0.002103,0.003908,0.006011,0.000238,0.000454,
6,1980,4,0,0,0.002446,0,0.002446,0.000098,0.000196,
6,1981,1,0,0.019608,9.553856,0.213188,9.767044,0.33229,0.618483,
6,1982,2,0,0,0.499074,0.056312,0.555386,0.020054,0.038857,
6,1983,3,0,0.000033,0.031515,0.008864,0.040379,0.001098,0.001627,
6,1984,4,0,0.000085,0.006868,0,0.006868,0.000551,0.000852,
6,1985,1,0,0.028135,12.137664,0.334171,12.471835,0.692799,1.277377,
6,1986,2,0,0.000041,2.364628,0.168115,2.532743,0.094792,0.169407,
6,1987,3,0,0.000011,0.119437,0.057144,0.176581,0.011238,0.017835,
6,1988,4,0,0,0.026342,0,0.026342,0.004185,0.006108,
6,1989,1,0,0.010417,10.339444,0.280053,10.619497,0.940432,1.838399,
6,1990,2,0,0.000585,2.946813,0.336236,3.283049,0.259218,0.481278,
6,1991,3,0,0.000026,0.100196,0.050671,0.150867,0.024861,0.045324,
6,1992,4,0,0.000001,0.029213,0,0.029213,0.003046,0.005862,
6,1993,1,0,0.001642,6.446036,0.398551,6.844587,1.50735,2.557017,
6,1994,2,0,0.000248,2.263471,0.212902,2.476373,0.356251,0.65167,
6,1995,3,0,0,0.119078,0.048228,0.167306,0.116867,0.210237,
6,1996,4,0,0,0.067906,0.019609,0.087515,0.021719,0.039378,
6,1997,1,0,0.000079,4.358762,0.318446,4.677208,0.904914,1.658898,
6,1998,2,0,0.000056,4.467804,0.272015,4.739819,0.534532,1.043457,
6,1999,3,0,0,0.581976,0.22861,0.810586,0.106908,0.174234,
6,2000,4,0,0,0.038143,0.015667,0.05381,0.037163,0.062846,
6,2001,1,0,0.000042,3.576455,0.115416,3.691871,1.740454,3.205043,
6,2002,2,0,0.000038,0.603583,0.036207,0.63979,1.312599235,2.857293,only Mitchell was run; not sure where this expansion came from?dividied ETS in old DB with 2002 spawner success of .9331
6,2003,3,0,0,0.082424,0.060604,0.143028,0.148235,0.276199,
6,2004,4,0,0,0.006545,0.005986,0.012531,0.006629,0.01017,
6,2005,1,0,0,0.198055,0.008051,0.206106,0.777707359,1.44329,not gapfilled for everything missing except Horsefly
6,2006,2,0,5.60E-05,0.600703,0.047951,0.648654,0.090069,0.160045,
6,2007,3,0,0.000021,0.073107,0.003425,0.076532,0.033601,0.069876,
6,2008,4,0,0,0.003845,0.006325,0.01017,0.002473,0.004216,
6,2009,1,0,0.000019,0.286899,0.021465,0.308364,0.082781,0.148142,
6,2010,2,0,0.002958,2.395467,0.028625,2.424092,0.131546,0.235148,
6,2011,3,0,0.000031,0.0336,NA,NA,0.016936,0.03133,
6,2012,4,0,0.000001,NA,NA,NA,0.000097,0.000198,
6,2013,1,NA,NA,NA,NA,NA,0.093727,0.172695,
6,2014,2,NA,NA,NA,NA,NA,0.430994,0.817922,
6,2015,3,NA,NA,NA,NA,NA,0.02593,0.0436,
7,1948,4,0,0.032,1.643062,0.011182,1.654244,0.364597,0.622337,
7,1949,1,0,0.003732,0.560635,0.010368,0.571003,0.033029,0.056267,
7,1950,2,0,0.001489,0.183278,0.004705,0.187983,0.006555,0.015141,
7,1951,3,0,0.003925,0.644911,0.020763,0.665674,0.057563,0.099133,
7,1952,4,0,0.018732,1.763929,0.035975,1.799904,0.233628,0.434113,
7,1953,1,0,0.001172,0.514554,0.014004,0.528558,0.094471,0.173398,
7,1954,2,0,0.012234,0.632132,0.004415,0.636547,0.021247,0.033369,
7,1955,3,0,0.032418,1.407963,0.031011,1.438974,0.075834,0.114018,
7,1956,4,0,0.013905,2.379854,0.016684,2.396538,0.368607,0.617148,
7,1957,1,0,0.000076,0.117362,0.003149,0.120511,0.083128,0.137827,
7,1958,2,0,0.004055,0.27832,0.013613,0.291933,0.070433,0.119983,
7,1959,3,0,0.023792,2.080497,0.018659,2.099156,0.272891,0.462227,
7,1960,4,0,0.005472,0.958877,0.00598,0.964857,0.244864,0.422281,
7,1961,1,0,0.000256,0.052713,0.011583,0.064296,0.015038,0.02493,
7,1962,2,0,0.010657,0.960609,0.013582,0.974191,0.042125,0.066133,
7,1963,3,0,0.037579,1.112861,0.004045,1.116906,0.057207,0.105115,
7,1964,4,0,0.007252,1.818921,0.05581,1.874731,0.13159,0.233125,
7,1965,1,0,0.001787,0.138555,0.00236,0.140915,0.020813,0.031918,
7,1966,2,0,0.026456,0.744469,0.027636,0.772105,0.107541,0.196539,
7,1967,3,0,0.028734,1.933329,0.023351,1.95668,0.090006,0.153941,
7,1968,4,0,0.046952,2.349375,0.021925,2.3713,0.181912,0.31288,
7,1969,1,0,0.004126,0.369954,0.015839,0.385793,0.025519,0.042662,
7,1970,2,0,0.016775,0.630046,0.001084,0.63113,0.050923,0.095882,
7,1971,3,0,0.058786,0.740253,0,0.740253,0.097365,0.153756,
7,1972,4,0,0.042709,1.947465,0.034424,1.981889,0.332353,0.555361,
7,1973,1,0,0.008835,0.200775,0.006807,0.207582,0.030231,0.054489,
7,1974,2,0,0.026487,0.641497,0.004312,0.645809,0.071127,0.106658,
7,1975,3,0,0.022821,1.389008,0.007375,1.396383,0.133782,0.216337,
7,1976,4,0,0.008457,1.650944,0.025168,1.676112,0.228326,0.378066,
7,1977,1,0,0.003346,0.190527,0.002743,0.19327,0.020385,0.035086,
7,1978,2,0,0.008616,1.169034,0.077743,1.246777,0.08557,0.146147,
7,1979,3,0,0.009358,1.615466,0.072206,1.687672,0.14792,0.227928,
7,1980,4,0,0.012504,3.920494,0.473961,4.394455,0.293234,0.462572,
7,1981,1,0,0.001722,0.180656,0.004547,0.185203,0.020164,0.032362,
7,1982,2,0,0.052424,1.355953,0.131741,1.487694,0.142515,0.241916,
7,1983,3,0,0.045476,1.71733,0.036418,1.753748,0.213715,0.362093,
7,1984,4,0,0.011108,0.500714,0.00289,0.503604,0.283152,0.560392,
7,1985,1,0,0.00097,0.366037,0.1844,0.550437,0.034979,0.071274,
7,1986,2,0,0.047835,4.413216,0.279555,4.692771,0.165504,0.276193,
7,1987,3,0,0.011552,4.032356,0.316979,4.349335,0.268111,0.401728,
7,1988,4,0,0.002697,2.979547,0.157913,3.13746,0.206206,0.356008,
7,1989,1,0,0.011841,3.015024,0.086942,3.101966,0.042811,0.062246,
7,1990,2,0,0.013262,2.412516,0.178745,2.591261,0.497991,0.807859,
7,1991,3,0,0.004495,1.126703,0.128342,1.255045,0.597537,1.004286,
7,1992,4,0,0.003754,1.773513,0.078754,1.852267,0.319959,0.510065,
7,1993,1,0,0.018173,3.380892,0.548667,3.929559,0.322298,0.551475,
7,1994,2,0,0.010606,1.331935,0.072717,1.404652,0.253976,0.436491,
7,1995,3,0,0.002778,1.045307,0.179013,1.22432,0.298027,0.507915,
7,1996,4,0,0.000359,1.175834,0.159331,1.335165,0.504469,0.923575,
7,1997,1,0,0.000222,0.663879,0.204615,0.868494,0.509298,0.901643,
7,1998,2,0,0.001084,0.423716,0.073801,0.497517,0.467624,0.803336,
7,1999,3,0,0.002228,1.44998,0.109275,1.559255,0.432565,0.857098,
7,2000,4,0,0.003918,0.42496,0.027152,0.452112,0.395559,0.731788,
7,2001,1,0,0.000176,1.001606,0.089122,1.090728,0.331244,0.657006,
7,2002,2,0,0.004514,1.119367,0.106118,1.225485,0.21505,0.381791,
7,2003,3,0,0.000557,0.321849,0.029357,0.351206,0.334896,0.606449,
7,2004,4,0,0.000854,0.388845,0.033231,0.422076,0.049193,0.090263,
7,2005,1,0,0.00072,0.262014,0.038008,0.300022,0.285065,0.535467,
7,2006,2,0,0.004235,4.459629,0.339678,4.799307,0.261918,0.456669,
7,2007,3,0,0.002369,1.057343,0.015921,1.073264,0.156518,0.299216,
7,2008,4,0,0.00183,0.466387,0.044652,0.511039,0.068731,0.131447,
7,2009,1,0,0.001081,1.621556,0.173906,1.795462,0.127367,0.212488,
7,2010,2,0,0.036812,2.478167,0.081996,2.560163,1.18154,2.124215,
7,2011,3,0,0.002174,0.816864,NA,NA,0.457653,0.747985,
7,2012,4,0,0.001941,NA,NA,NA,0.090758,0.164071,
7,2013,1,NA,NA,NA,NA,NA,0.624495,1.183946,
7,2014,2,NA,NA,NA,NA,NA,0.665987,1.020713,
7,2015,3,NA,NA,NA,NA,NA,0.42901,0.65358,
8,1948,4,0,0,0.029658,0,0.029658,0.00128,0.003889,
8,1949,1,0,0.000733,0.025617,0,0.025617,0.003476,0.010701,
8,1950,2,0,0.000909,0.161081,0,0.161081,0.004697,0.010277,
8,1951,3,0,0.000125,0.067964,0.000731,0.068695,0.011504,0.022757,
8,1952,4,0,0.000093,0.011156,0,0.011156,0.00278,0.005449,
8,1953,1,0,0.00015,0.04487,0,0.04487,0.002907,0.00535,
8,1954,2,0,0.023882,0.428958,0.003444,0.432402,0.012463,0.023428,
8,1955,3,0,0.000372,0.308775,0.00055,0.309325,0.005178,0.008774,
8,1956,4,0,0.000026,0.010971,0.001766,0.012737,0.001102,0.002443,
8,1957,1,0,0.000262,0.011959,0,0.011959,0.007106,0.010175,
8,1958,2,0,0.006184,0.188824,0.00051,0.189334,0.044285,0.077666,
8,1959,3,0,0.000409,0.175192,0.000368,0.17556,0.025473,0.051649,
8,1960,4,0,0.000051,0.008697,0,0.008697,0.001862,0.002901,
8,1961,1,0,0.000055,0.025649,0,0.025649,0.001957,0.003328,
8,1962,2,0,0.002939,0.169778,0.000572,0.17035,0.027411,0.047675,
8,1963,3,0,0.000147,0.112265,0.001674,0.113939,0.026742,0.049943,
8,1964,4,0,0,0.017994,0.000504,0.018498,0.001321,0.002712,
8,1965,1,0,0.000183,0.034707,0,0.034707,0.00255,0.00565,
8,1966,2,0,0.000658,0.139745,0.001425,0.14117,0.012943,0.025886,
8,1967,3,0,0.000066,0.216733,0.002954,0.219687,0.007264,0.012505,
8,1968,4,0,0,0.021963,0.000145,0.022108,0.002064,0.003698,
8,1969,1,0,0.000258,0.014617,0,0.014617,0.003276,0.00653,
8,1970,2,0,0.00047,0.223705,0,0.223705,0.003603,0.008189,
8,1971,3,0,0.001341,0.132035,0.001934,0.133969,0.009463,0.017335,
8,1972,4,0,0.00032,0.056465,0,0.056465,0.001418,0.002752,
8,1973,1,0,0.000419,0.024381,0,0.024381,0.00115,0.002669,
8,1974,2,0,0.001353,0.247377,0,0.247377,0.025096,0.042825,
8,1975,3,0,0.001665,0.175012,0.004007,0.179019,0.015756,0.034208,
8,1976,4,0,0.000038,0.018193,0.000191,0.018384,0.004898,0.008271,
8,1977,1,0,0.000135,0.053835,0.001444,0.055279,0.002883,0.005463,
8,1978,2,0,0.00073,0.256211,0.004984,0.261195,0.030757,0.062613,
8,1979,3,0,0.000085,0.092992,0.042223,0.135215,0.024866,0.048133,
8,1980,4,0,0.00001,0.045127,0.007711,0.052838,0.004616,0.008027,
8,1981,1,0,0,0.026268,0,0.026268,0.005354,0.01121,
8,1982,2,0,0.002737,0.492244,0.013474,0.505718,0.027219,0.062656,
8,1983,3,0,0.003003,0.261161,0.007562,0.268723,0.014014,0.029515,
8,1984,4,0,0.000174,0.035743,0.0001,0.035843,0.009148,0.017172,
8,1985,1,0,0.000332,0.032018,0.011226,0.043244,0.002684,0.00562,
8,1986,2,0,0.001132,0.811714,0.011322,0.823036,0.057017,0.124614,
8,1987,3,0,0.000314,0.416101,0.025805,0.441906,0.04108,0.079676,
8,1988,4,0,0,0.009027,0.001816,0.010843,0.007989,0.01647,
8,1989,1,0,0.000068,0.018809,0,0.018809,0.002864,0.005507,
8,1990,2,0,0.000136,0.272278,0.006413,0.278691,0.108234,0.2694,
8,1991,3,0,0,0.08431,0.011139,0.095449,0.060797,0.126869,
8,1992,4,0,0,0.015128,0.002778,0.017906,0.003586,0.005742,
8,1993,1,0,0,0.006251,0.002465,0.008716,0.00495,0.010119,
8,1994,2,0,0,0.169885,0.002662,0.172547,0.019152,0.063419,
8,1995,3,0,0.000017,0.064323,0.0017,0.066023,0.023901,0.047979,
8,1996,4,0,0,0.032991,0.006479,0.03947,0.00959,0.020569,
8,1997,1,0,0,0.001944,0,0.001944,0.000836,0.001909,
8,1998,2,0,0.000182,0.210538,0.003684,0.214222,0.014548,0.032769,
8,1999,3,0,0.000032,0.105903,0.027996,0.133899,0.010072,0.018379,
8,2000,4,0,0,0.058537,0.001026,0.059563,0.01186,0.025164,
8,2001,1,0,0,0.014842,0.0042,0.019042,0.003743,0.006582,
8,2002,2,0,0.000851,0.497726,0.009077,0.506803,0.055465,0.112727,
8,2003,3,0,0,0.011206,0.00087,0.012076,0.018483,0.031286,
8,2004,4,0,0,0.006671,0.000247,0.006918,0.000762,0.001311,
8,2005,1,0,0,0.00782,0,0.00782,0.002326,0.00359,
8,2006,2,0,0.000551,1.070611,0.02213,1.092741,0.057783,0.100612,
8,2007,3,0,0,0.018076,0.000216,0.018292,0.005905,0.009777,
8,2008,4,0,0,0.002164,0.000181,0.002345,0.000311,0.000601,
8,2009,1,0,0.000002,0.043282,0.003714,0.046996,0.003093,0.005134,
8,2010,2,0,0.000827,0.290967,0.003627,0.294594,0.287496,0.501183,
8,2011,3,0,0.000011,0.014177,NA,NA,0.007994,0.013101,
8,2012,4,0,0,NA,NA,NA,0.000264,0.000464,
8,2013,1,NA,NA,NA,NA,NA,0.013883,0.021809,
8,2014,2,NA,NA,NA,NA,NA,0.057414,0.105619,
8,2015,3,NA,NA,NA,NA,NA,0.00396,0.00772,
9,1948,4,0,0,0.022876,0.005454,0.02833,0.008502,0.010356,
9,1949,1,0,0.005415,0.021384,0,0.021384,0.002011,0.003175,
9,1950,2,0,0.594356,9.303676,0.012645,9.316321,0.583072,1.203508,
9,1951,3,0,0.00729,0.519779,0.002251,0.52203,0.082094,0.137595,
9,1952,4,0,0.001481,0.01432,0.002131,0.016451,0.004211,0.007101,
9,1953,1,0,0.001456,0.029571,0,0.029571,0.001623,0.003273,
9,1954,2,0,0.71472,15.095741,0.01206,15.107801,1.06764,1.814358,
9,1955,3,0,0.011116,0.853267,0.000609,0.853876,0.044634,0.063313,
9,1956,4,0,0.000555,0.006961,0.000458,0.007419,0.002103,0.003173,
9,1957,1,0,0.000016,0.002206,0,0.002206,0.001651,0.002605,
9,1958,2,0,0.123575,2.076776,0.004097,2.080873,1.128898,2.229811,
9,1959,3,0,0.007679,0.374501,0.000106,0.374607,0.08927,0.134516,
9,1960,4,0,0.000201,0.002333,0,0.002333,0.001322,0.00185,
9,1961,1,0,0.000204,0.006996,0,0.006996,0.000854,0.001094,
9,1962,2,0,0.090241,2.74025,0.010891,2.751141,0.652104,1.120186,
9,1963,3,0,0.078928,3.047429,0.003663,3.051092,0.080246,0.157158,
9,1964,4,0,0.002346,0.017103,0.000177,0.01728,0.000345,0.000601,
9,1965,1,0,0.000496,0.024312,0,0.024312,0.001332,0.002058,
9,1966,2,0,0.096198,3.914887,0.022138,3.937025,0.661765,1.1971,
9,1967,3,0,0.065955,3.108302,0.008076,3.116378,0.402434,0.73764,
9,1968,4,0,0.000222,0.020709,0.000074,0.020783,0.002713,0.003477,
9,1969,1,0,0.001625,0.027967,0,0.027967,0.003166,0.005749,
9,1970,2,0,0.173639,5.373956,0.002667,5.376623,0.787577,1.406785,
9,1971,3,0,0.021467,0.680311,0.000128,0.680439,0.159119,0.28889,
9,1972,4,0,0.004098,0.038342,0.002065,0.040407,0.002155,0.004184,
9,1973,1,0,0.003817,0.064051,0,0.064051,0.002467,0.00378,
9,1974,2,0,0.14521,6.888446,0.00975,6.898196,0.619143,1.088787,
9,1975,3,0,0.003181,1.022005,0.001078,1.023083,0.08554,0.163005,
9,1976,4,0,0.000578,0.013049,0,0.013049,0.003072,0.00478,
9,1977,1,0,0.00062,0.093025,0,0.093025,0.006027,0.01236,
9,1978,2,0,0.119355,9.358872,0.115757,9.474629,1.014791,1.887349,
9,1979,3,0,0.007343,1.475536,0.015681,1.491217,0.162068,0.293155,
9,1980,4,0,0.001513,0.02135,0.000444,0.021794,0.001817,0.0025,
9,1981,1,0,0.000004,0.009466,0,0.009466,0.00595,0.010204,
9,1982,2,0,0.079877,9.206624,0.105481,9.312105,1.568612,3.010136,
9,1983,3,0,0.017088,1.94757,0.016259,1.963829,0.100257,0.21068,
9,1984,4,0,0.000103,0.032672,0.000399,0.033071,0.002403,0.004335,
9,1985,1,0,0.000061,0.004319,0,0.004319,0.000813,0.001484,
9,1986,2,0,0.067599,10.620066,0.1944,10.814466,1.068368,2.317568,
9,1987,3,0,0.008518,3.84021,0.055204,3.895414,0.319714,0.607337,
9,1988,4,0,0.000001,0.006611,0.001608,0.008219,0.003556,0.005007,
9,1989,1,0,0.000277,0.012858,0,0.012858,0.000385,0.00057,
9,1990,2,0,0.019675,7.602634,0.125559,7.728193,1.74553,3.675003,
9,1991,3,0,0.00077,0.845854,0.019352,0.865206,0.615987,1.24299,
9,1992,4,0,0,0.011466,0.008443,0.019909,0.00664,0.012716,
9,1993,1,0,0.000023,0.015343,0,0.015343,0.000753,0.001313,
9,1994,2,0,0.000634,2.589723,0.017569,2.607292,0.664678,1.362408,
9,1995,3,0,0.000475,0.750905,0.020211,0.771116,0.210742,0.411572,
9,1996,4,0,0,0.03174,0.029362,0.061102,0.005493,0.011392,
9,1997,1,0,0,0.033707,0.000722,0.034429,0.000597,0.000985,
9,1998,2,0,0.020892,7.141837,0.020407,7.162244,0.680552,1.322371,
9,1999,3,0,0.000111,0.67751,0.021292,0.698802,0.138275,0.256987,
9,2000,4,0,0,0.001388,0,0.001388,0.000164,0.00046,
9,2001,1,0,0.000088,0.006455,0.001243,0.007698,0.002138,0.003921,
9,2002,2,0,0.042234,7.387191,0.053848,7.441039,2.844548,5.340236,
9,2003,3,0,0.000012,0.120226,0.012198,0.132424,0.189695,0.364114,
9,2004,4,0,0,0,0.001935,0.001935,0.002234,0.002994,
9,2005,1,0,0,0.032714,0,0.032714,0.011793,0.020855,
9,2006,2,0,0.04547,17.33414011,0.159427,17.49356711,1.170689,2.222933,
9,2007,3,0,0.000058,0.208354,0.002005,0.210359,0.032296,0.056881,
9,2008,4,0,0,0,0.009168,0.009168,0.000083,0.000164,
9,2009,1,0,0,0.378538,0,0.378538,0.020208,0.031916,
9,2010,2,0,0.041206,8.549219,0.02459,8.573809,3.073257,5.52863,
9,2011,3,0,0.000089,0.044934,NA,NA,0.046028,0.090842,
9,2012,4,0,0,NA,NA,NA,0.000006,0.000012,
9,2013,1,NA,NA,NA,NA,NA,0.087946,0.148777,
9,2014,2,NA,NA,NA,NA,NA,1.053494,2.112414,
9,2015,3,NA,NA,NA,NA,NA,0.0031787,0.0063758,
10,1948,4,0,0,0.179637,0.012353,0.19199,0.054755,0.077394,
10,1949,1,0,0.044548,0.228462,0.008696,0.237158,0.043328,0.068459,
10,1950,2,0,0.013166,0.183919,0.03083,0.214749,0.04137,0.059929,
10,1951,3,0,0.031161,0.107397,0.066404,0.173801,0.013589,0.020017,
10,1952,4,0,0.014902,0.180787,0.033154,0.213941,0.024744,0.040587,
10,1953,1,0,0.008205,0.102206,0.016671,0.118877,0.016287,0.029553,
10,1954,2,0,0.012671,0.128222,0.017949,0.146171,0.008635,0.01618,
10,1955,3,0,0.0351,0.22116,0.007193,0.228353,0.008185,0.013836,
10,1956,4,0,0.0205,0.209127,0.042071,0.251198,0.027156,0.043689,
10,1957,1,0,0.003587,0.037495,0.00534,0.042835,0.007068,0.013708,
10,1958,2,0,0.021115,0.074626,0.011443,0.086069,0.00551,0.013619,
10,1959,3,0,0.026205,0.188393,0.036763,0.225156,0.011388,0.023488,
10,1960,4,0,0.028566,0.119526,0.010607,0.130133,0.019198,0.032952,
10,1961,1,0,0.021891,0.067104,0.017364,0.084468,0.01055,0.020431,
10,1962,2,0,0.021342,0.066117,0.008304,0.074421,0.014311,0.023516,
10,1963,3,0,0.095525,0.281641,0.048565,0.330206,0.020769,0.03227,
10,1964,4,0,0.039236,0.225898,0.085137,0.311035,0.027978,0.047783,
10,1965,1,0,0.030602,0.109033,0.01477,0.123803,0.009769,0.014897,
10,1966,2,0,0.056603,0.155016,0.061319,0.216335,0.013462,0.018616,
10,1967,3,0,0.054257,0.365358,0.045896,0.411254,0.01758,0.030749,
10,1968,4,0,0.021213,0.218223,0.035366,0.253589,0.031042,0.043924,
10,1969,1,0,0.073972,0.451184,0.239195,0.690379,0.014324,0.023528,
10,1970,2,0,0.119108,0.531214,0.030799,0.562013,0.019252,0.028362,
10,1971,3,0,0.062316,0.245897,0.046347,0.292244,0.016143,0.023669,
10,1972,4,0,0.042841,0.424942,0.046655,0.471597,0.026202,0.04841,
10,1973,1,0,0.044117,0.140353,0.024973,0.165326,0.028374,0.052342,
10,1974,2,0,0.054695,0.424633,0.207538,0.632171,0.085495,0.115688,
10,1975,3,0,0.009335,0.080976,0.018616,0.099592,0.019653,0.033027,
10,1976,4,0,0.029279,0.479356,0.084392,0.563748,0.050023,0.075318,
10,1977,1,0,0.01558,0.28702,0.098126,0.385146,0.012799,0.021515,
10,1978,2,0,0.042233,0.493542,0.117215,0.610757,0.048158,0.094308,
10,1979,3,0,0.013881,0.273583,0.121177,0.39476,0.035168,0.054609,
10,1980,4,0,0.010131,0.115564,0.036212,0.151776,0.032786,0.059109,
10,1981,1,0,0.00455,0.105179,0.15643,0.261609,0.027175,0.046831,
10,1982,2,0,0.048333,1.471487,0.281339,1.752826,0.072353,0.118049,
10,1983,3,0,0.015268,0.625519,0.149561,0.77508,0.021069,0.038858,
10,1984,4,0,0.005918,0.347631,0.086729,0.43436,0.023226,0.038384,
10,1985,1,0,0.012226,0.123208,0.093098,0.216306,0.005757,0.01131,
10,1986,2,0,0.024019,0.869228,0.315301,1.184529,0.197841,0.331644,
10,1987,3,0,0.005671,0.6983,0.279598,0.977898,0.089492,0.157636,
10,1988,4,0,0.029507,0.200724,0.664723,0.865447,0.075537,0.141072,
10,1989,1,0,0.036435,0.935181,0.173958,1.109139,0.01569,0.028932,
10,1990,2,0,0.010179,0.200407,0.024968,0.225375,0.097108,0.166148,
10,1991,3,0,0.000244,0.05527,0.061746,0.117016,0.152077,0.288623,
10,1992,4,0,0.003522,0.047661,0.046563,0.094224,0.093445,0.183942,
10,1993,1,0,0.008716,0.180208,0.380162,0.56037,0.151089,0.244257,
10,1994,2,0,0.001028,0.021899,0.040686,0.062585,0.022315,0.039155,
10,1995,3,0,0.000486,0.141021,0.028997,0.170018,0.018407,0.036635,
10,1996,4,0,0.000723,0.034094,0.041519,0.075613,0.027824,0.051506,
10,1997,1,0,0,0.018165,0.0102,0.028365,0.023274,0.047569,
10,1998,2,0,0.000277,0.213323,0.403021,0.616344,0.172997,0.282019,
10,1999,3,0,0,0.047311,0.036027,0.083338,0.02622,0.047445,
10,2000,4,0,0.000652,0.06371,0.037603,0.101313,0.008333,0.012922,
10,2001,1,0,0.000056,0.110415,0.081203,0.191618,0.028361,0.043409,
10,2002,2,0,0.000898,0.502582,0.129934,0.632516,0.107481,0.214962,Sue needs to follow up with Keri
10,2003,3,0,0.00008,0.006064,0.00701,0.013074,0.152657,0.306759,
10,2004,4,0,0.000047,0.046487,0.029866,0.076353,0.017516,0.037323,Sue needs to follow up with Keri
10,2005,1,0,0.000361,0.033023,0.05128,0.084303,0.027117,0.053371,
10,2006,2,0,0.000179,0.257768,0.178227,0.435995,0.137365,0.263476,
10,2007,3,0,0.00018,0.188794,0.054063,0.242857,0.05429,0.089161,
10,2008,4,0,0.001015,0.046215,0.022852,0.069067,0.006788,0.012935,
10,2009,1,0,0.000207,0.066739,0.065974,0.132713,0.034475,0.053908,
10,2010,2,0,0.000018,0.026131,0.005849,0.03198,0.067762,0.126009,
10,2011,3,0,0.000211,0.057576,NA,NA,0.09242,0.169371,
10,2012,4,0,0.000076,NA,NA,NA,0.002505,0.006064,
10,2013,1,NA,NA,NA,NA,NA,0.046794,0.077219,
10,2014,2,NA,NA,NA,NA,NA,0.01961,0.033298,
10,2015,3,NA,NA,NA,NA,NA,0.026687,0.0439925,
11,1948,4,0,0,0.03782,0.001256,0.039076,NA,NA,
11,1949,1,0,0.001662,0.037489,0,0.037489,NA,NA,
11,1950,2,0,0.003623,0.101664,0,0.101664,NA,NA,
11,1951,3,0,0.003498,0.166043,0.004527,0.17057,NA,NA,
11,1952,4,0,0.000159,0.032999,0.011266,0.044265,NA,NA,
11,1953,1,0,0.000497,0.062317,0.000855,0.063172,NA,NA,
11,1954,2,0,0.001631,0.061631,0.001933,0.063564,NA,NA,
11,1955,3,0,0.00161,0.27449,0.001184,0.275674,NA,NA,
11,1956,4,0,0.001273,0.035165,0.001067,0.036232,NA,NA,
11,1957,1,0,0.000095,0.026724,0.001264,0.027988,NA,NA,
11,1958,2,0,0.003547,0.046269,0.001097,0.047366,NA,NA,
11,1959,3,0,0.000114,0.050631,0.001449,0.05208,NA,NA,
11,1960,4,0,0.000483,0.022606,0.000414,0.02302,NA,NA,
11,1961,1,0,0.000194,0.005954,0,0.005954,NA,NA,
11,1962,2,0,0.000524,0.035483,0,0.035483,NA,NA,
11,1963,3,0,0.003825,0.131466,0.003157,0.134623,NA,NA,
11,1964,4,0,0.001357,0.067696,0.00155,0.069246,NA,NA,
11,1965,1,0,0.00138,0.019606,0,0.019606,NA,NA,
11,1966,2,0,0.004551,0.040079,0.000435,0.040514,NA,NA,
11,1967,3,0,0.007716,0.096671,0.006114,0.102785,NA,NA,
11,1968,4,0,0.000036,0.042418,0,0.042418,NA,NA,
11,1969,1,0,0.001446,0.005031,0,0.005031,NA,NA,
11,1970,2,0,0.00091,0.044797,0.00015,0.044947,NA,NA,
11,1971,3,0,0.002673,0.047715,0.000313,0.048028,NA,NA,
11,1972,4,0,0.000337,0.03002,0.000003,0.030023,NA,NA,
11,1973,1,0,0.000044,0.00048,0.000189,0.000669,NA,NA,
11,1974,2,0,0.000636,0.027251,0.002406,0.029657,NA,NA,
11,1975,3,0,0.006742,0.12224,0.000267,0.122507,NA,NA,
11,1976,4,0,0.000014,0.006109,0,0.006109,NA,NA,
11,1977,1,0,0.000114,0.001457,0,0.001457,NA,NA,
11,1978,2,0,0.004837,0.069111,0,0.069111,NA,NA,
11,1979,3,0,0.001662,0.106617,0.001627,0.108244,NA,NA,
11,1980,4,0,0.000186,0.004639,0,0.004639,NA,NA,
11,1981,1,0,0.000579,0.000965,0,0.000965,NA,NA,
11,1982,2,0,0.000883,0.012419,0.005529,0.017948,NA,NA,
11,1983,3,0,0.000423,0.095192,0.000711,0.095903,NA,NA,
11,1984,4,0,0.000215,0.009074,0.000032,0.009106,NA,NA,
11,1985,1,0,0.000329,0.00198,0.000122,0.002102,NA,NA,
11,1986,2,0,0.00021,0.010278,0,0.010278,NA,NA,
11,1987,3,0,0.000019,0.064919,0.000917,0.065836,NA,NA,
