stk,yr,cyc,rec2,rec3,rec4,rec5,rec,eff,ets,
11,1988,4,0,0.000099,0.006584,0.001142,0.007726,NA,NA,
11,1989,1,0,0.000004,0.009729,0.001012,0.010741,NA,NA,
11,1990,2,0,0.000236,0.022231,0.002336,0.024567,NA,NA,
11,1991,3,0,0.000023,0.016737,0.000618,0.017355,NA,NA,
11,1992,4,0,0.000071,0.001813,0,0.001813,NA,NA,
11,1993,1,0,0.000011,0.000934,0,0.000934,NA,NA,
11,1994,2,0,0.000007,0.002299,0.000142,0.002441,NA,NA,
11,1995,3,0,0.00024,0.014024,0.000512,0.014536,NA,NA,
11,1996,4,0,0.000012,0.001503,0,0.001503,NA,NA,
11,1997,1,0,0,0.000699,0.000018,0.000717,NA,NA,
11,1998,2,0,0.00016,0.005947,0.000078,0.006025,NA,NA,
11,1999,3,0,0.000009,0.002807,0.000036,0.002843,NA,NA,
11,2000,4,0,0.000001,0.000072,0.000008,0.00008,NA,NA,
11,2001,1,0,0,0.000212,0,0.000212,NA,NA,
11,2002,2,0,0.000182,0.005003,0.000107,0.00511,NA,NA,
11,2003,3,0,0.000012,0.000716,0,0.000716,NA,NA,
11,2004,4,0,0.000111,0.001172,3.50E-05,0.001207,NA,NA,
11,2005,1,0,0.00002,0.000906,0,0.000906,NA,NA,
11,2006,2,0,0.000834,0.020227,0.000245,0.020472,NA,NA,
11,2007,3,0,0.000643,0.012193,0.00022,0.012413,NA,NA,
11,2008,4,0,0.000272,0.001873,0.000063,0.001936,NA,NA,
11,2009,1,0,0.000073,0.002514,0.000125,0.002639,NA,NA,
11,2010,2,0,0.001248,0.015992,0.000114,0.016106,NA,NA,
11,2011,3,0,0.000033,0.001313,NA,NA,NA,NA,
11,2012,4,0,0.000115,NA,NA,NA,NA,NA,
11,2013,1,NA,NA,NA,NA,NA,NA,NA,
11,2014,2,NA,NA,NA,NA,NA,NA,NA,
11,2015,3,NA,NA,NA,NA,NA,NA,NA,
12,1965,1,0,0.000155,0.003308,0,0.003308,0.000589,0.000981,
12,1966,2,0,0.000332,0.030704,0.000303,0.031007,0.015201,0.02970355,
12,1967,3,0,0.000167,0.004005,0.000114,0.004119,0.001983,0.003855833,
12,1968,4,0,0,0.001046,0,0.001046,0.00005,8.27E-05,
12,1969,1,0,0.003839,0.030743,0,0.030743,0.000491,0.000945666,
12,1970,2,0,0.001317,0.056751,0,0.056751,0.002139,0.003828256,
12,1971,3,0,0.00205,0.015812,0,0.015812,0.000155,0.000281,
12,1972,4,0,0.002127,0.013156,0,0.013156,0.000098,0.00019,
12,1973,1,0,0.010591,0.080696,0,0.080696,0.001688,0.002834553,
12,1974,2,0,0.001645,0.040703,0.000263,0.040966,0.004843,0.008263424,
12,1975,3,0,0.00081,0.014691,0.000235,0.014926,0.001631,0.003080562,
12,1976,4,0,0.000118,0.007097,0,0.007097,0.000753,0.001011116,
12,1977,1,0,0.000768,0.03806,0.001161,0.039221,0.003923,0.007304632,
12,1978,2,0,0.001315,0.099561,0.004769,0.10433,0.003963,0.009448701,
12,1979,3,0,0.000233,0.051559,0.000597,0.052156,0.002023,0.003552173,
12,1980,4,0,0.000675,0.011292,0.000184,0.011476,0.000996,0.0017611,
12,1981,1,0,0.000154,0.015829,0.000676,0.016505,0.002951,0.005765133,
12,1982,2,0,0.001276,0.198075,0.011246,0.209321,0.011734,0.023148899,
12,1983,3,0,0.000432,0.036858,0,0.036858,0.004909,0.007684385,
12,1984,4,0,0.000517,0.024388,0.025188,0.049576,0.000941,0.001702762,
12,1985,1,0,0.001174,0.023668,0.000329,0.023997,0.00096,0.001679286,
12,1986,2,0,0.000255,0.067751,0.003588,0.071339,0.006213,0.013806559,
12,1987,3,0,0.000292,0.060858,0.001015,0.061873,0.003766,0.006728876,
12,1988,4,0,0.000394,0.015654,0.00504,0.020694,0.000784,0.00105,
12,1989,1,0,0.000178,0.185837,0.009777,0.195614,0.005067,0.00781517,
12,1990,2,0,0,0.050136,0.000834,0.05097,0.008415,0.018029614,
12,1991,3,0,0,0.015705,0.000124,0.015829,0.007292,0.011885122,
12,1992,4,0,0.001049,0.013925,0.002162,0.016087,0.001378,0.002704038,
12,1993,1,0,0.000007,0.169441,0.004361,0.173802,0.009829,0.01976,
12,1994,2,0,0.000023,0.124712,0.002935,0.127647,0.00389,0.009015075,
12,1995,3,0,0.000043,0.037059,0.000918,0.037977,0.004319,0.007289354,
12,1996,4,0,0.000234,0.08337,0.001817,0.085187,0.001759,0.002968096,
12,1997,1,0,0,0.040148,0.001033,0.041181,0.005056,0.008798449,
12,1998,2,0,0.000009,0.017568,0.00011,0.017678,0.011873,0.02278758,
12,1999,3,0,0.000012,0.008262,0.000689,0.008951,0.002079,0.00415005,
12,2000,4,0,0.000086,0.012743,0,0.012743,0.000671,0.001182638,
12,2001,1,0,0.000025,0.018585,0,0.018585,0.001851,0.002845608,
12,2002,2,0,0.000008,0.048183,0,0.048183,0.008001,0.014871219,
12,2003,3,0,0,0.004835,0,0.004835,0.003179,0.004922966,
12,2004,4,0,0,0.005627,6.10E-05,0.005688,0.000778,0.001287,
12,2005,1,0,0,0.00252,0,0.00252,0.008261,0.011991998,
12,2006,2,0,0.00005,0.171209,0.001232,0.172441,0.010971,0.017720652,
12,2007,3,0,0,0.00266,0.00016,0.00282,0.000849,0.001699,
12,2008,4,0,0,0.00016,0.000205,0.000365,0.000063,0.000083,
12,2009,1,0,0,0.011966,0,0.011966,0.000792,0.001544792,
12,2010,2,0,0.000182,0.088726,0.000154,0.08888,0.026687,0.047723421,
12,2011,3,0,0,0.000106,NA,NA,0.00033,0.000879474,
12,2012,4,0,0,NA,NA,NA,0.000013,0.000025,
12,2013,1,NA,NA,NA,NA,NA,0.004181,0.006952834,
12,2014,2,NA,NA,NA,NA,NA,0.012327,0.021581227,
12,2015,3,NA,NA,NA,NA,NA,0.000017,0.000034,
13,1966,2,0,0.00066,0.073515,0.001939,0.075454,0.00986,0.018955,
13,1967,3,0,0.001764,0.077288,0.008421,0.085709,0.010618,0.020051,
13,1968,4,0,0.002976,0.141825,0.010577,0.152402,0.002202,0.003606,
13,1969,1,0,0.003031,0.371636,0.038246,0.409882,0.030604,0.056211,
13,1970,2,0,0.007393,0.371993,0.004653,0.376646,0.005003,0.00994,
13,1971,3,0,0.010694,0.139598,0.002345,0.141943,0.002656,0.004916,
13,1972,4,0,0.007439,0.331589,0.011114,0.342703,0.015026,0.02542,
13,1973,1,0,0.004227,0.257812,0.011669,0.269481,0.024885,0.046951,
13,1974,2,0,0.005905,0.252878,0.026097,0.278975,0.028099,0.04864,
13,1975,3,0,0.002922,0.165459,0.001479,0.166938,0.016033,0.027741,
13,1976,4,0,0.009408,0.271322,0.023704,0.295026,0.028243,0.047956,
13,1977,1,0,0.002995,0.217049,0.015719,0.232768,0.02851,0.04733,
13,1978,2,0,0.010226,1.184905,0.170418,1.355323,0.042315,0.073948,
13,1979,3,0,0.001244,0.128249,0.011535,0.139784,0.025702,0.044076,
13,1980,4,0,0.003167,0.331805,0.029742,0.361547,0.043286,0.071771,
13,1981,1,0,0.002908,0.206879,0.060505,0.267384,0.022627,0.040667,
13,1982,2,0,0.009112,1.275213,0.22167,1.496883,0.11503,0.24814,
13,1983,3,0,0.002374,0.219473,0.018144,0.237617,0.02738,0.037911,
13,1984,4,0,0.007491,0.575398,0.051913,0.627311,0.030434,0.057406,
13,1985,1,0,0.001101,0.048781,0.019418,0.068199,0.022773,0.035583,
13,1986,2,0,0.000045,0.039242,0.003417,0.042659,0.041837,0.092163,
13,1987,3,0,0.000798,0.192151,0.027769,0.21992,0.030105,0.056484,
13,1988,4,0,0.003179,0.334751,0.175848,0.510599,0.027428,0.047265,
13,1989,1,0,0.002243,0.684087,0.070074,0.754161,0.010365,0.016372,
13,1990,2,0,0.005895,0.60089,0.027875,0.628765,0.00853,0.016126,
13,1991,3,0,0.00007,0.048888,0.016397,0.065285,0.018489,0.037175,
13,1992,4,0,0.000684,0.6241,0.128433,0.752533,0.02848,0.05451,
13,1993,1,0,0.000449,0.38102,0.119185,0.500205,0.034018,0.078144,
13,1994,2,0,0.000057,0.646785,0.06909,0.715875,0.030208,0.05453,
13,1995,3,0,0.000114,0.170376,0.095953,0.266329,0.010904,0.02167,
13,1996,4,0,0.000227,0.350965,0.032221,0.383186,0.026848,0.04675,
13,1997,1,0,0.00001,0.192696,0.023291,0.215987,0.010724,0.020965,
13,1998,2,0,0.000176,0.500753,0.065956,0.566709,0.029811,0.052905,
13,1999,3,0,0.000018,0.182595,0.064316,0.246911,0.013106,0.024323,
13,2000,4,0,0.000389,0.104221,0.009522,0.113743,0.002732,0.005058,
13,2001,1,0,0.00005,0.145865,0.050168,0.196033,0.008035,0.013907,
13,2002,2,0,0.000321,0.227687,0.014822,0.242509,0.036269,0.076688,
13,2003,3,0,0.000023,0.127468,0.061308,0.188776,0.024683,0.043594,
13,2004,4,0,0.000092,0.055327,0.055643,0.11097,0.013968,0.024376,
13,2005,1,0,0.000057,0.060582,0.004453,0.065035,0.023597,0.042117,
13,2006,2,0,0.000417,0.223929,0.021721,0.24565,0.013618,0.025283,
13,2007,3,0,0.001366,0.317317,0.014163,0.33148,0.015825,0.030678,
13,2008,4,0,0,0.016273,0.046779,0.063052,0.000617,0.001162,
13,2009,1,0,0.000006,0.203872,0.02644,0.230312,0.012871,0.024121,
13,2010,2,0,0.00054,0.117961,0.009035,0.126996,0.025328,0.045575,
13,2011,3,0,0,0.000442,NA,NA,0.024535,0.050105,
13,2012,4,0,0.000018,NA,NA,NA,0.000397,0.000657,
13,2013,1,NA,NA,NA,NA,NA,0.015535,0.02944,
13,2014,2,NA,NA,NA,NA,NA,0.010446,0.020878,
13,2015,3,NA,NA,NA,NA,NA,0.001133,0.001959186,
14,1967,3,0,0,0.015201,0,0.015201,0.000294,0.000588,
14,1968,4,0,0.000014,0.014846,0.000169,0.015015,0.000577,0.000759,
14,1969,1,0,0,0.000881,0,0.000881,0.000022,0.000044,
14,1970,2,0,0,0.00074,0,0.00074,0.000005,0.000009,
14,1971,3,0,0.000263,0.015407,0.000819,0.016226,0.000306,0.000602,
14,1972,4,0,0.000156,0.028193,0.000205,0.028398,0.00103,0.00181,
14,1973,1,0,0,0.001106,0,0.001106,0.000083,0.000125,
14,1974,2,0,0,0.000536,0,0.000536,0.00007,0.00014,
14,1975,3,0,0.000569,0.058841,0.002143,0.060984,0.002181,0.003396,
14,1976,4,0,0.000064,0.020252,0.001106,0.021358,0.002373,0.003917,
14,1977,1,0,0,0.007426,0.001704,0.00913,0.000174,0.000317,
14,1978,2,0,0.00016,0.00223,0,0.00223,0.000046,9.11E-05,
14,1979,3,0,0.000008,0.009084,0.005145,0.014229,0.008046,0.014746,
14,1980,4,0,0.00006,0.034268,0.001702,0.03597,0.004413,0.007723,
14,1981,1,0,0,0.002742,0.001205,0.003947,0.001067,0.001768,
14,1982,2,0,0.000061,0.009104,0.001724,0.010828,0.000656,0.001132,
14,1983,3,0,0.000124,0.035855,0.002395,0.03825,0.002596,0.004762,
14,1984,4,0,0.000361,0.042781,0.004283,0.047064,0.006291,0.009746,
14,1985,1,0,0.000005,0.023647,0.008179,0.031826,0.000696,0.001408,
14,1986,2,0,0.000115,0.033093,0.001113,0.034206,0.003323,0.005888,
14,1987,3,0,0.000036,0.065946,0.010502,0.076448,0.009212,0.016283,
14,1988,4,0,0,0.043984,0.004663,0.048647,0.013209,0.022461,
14,1989,1,0,0.000104,0.013765,0.005689,0.019454,0.002813,0.003946,
14,1990,2,0,0,0.014471,0.007886,0.022357,0.006702,0.011339,
14,1991,3,0,0,0.010613,0.000771,0.011384,0.011945,0.020485,
14,1992,4,0,0.000009,0.042702,0.007561,0.050263,0.006103,0.009203,
14,1993,1,0,0.000052,0.028621,0.013201,0.041822,0.00503,0.007632,
14,1994,2,0,0,0.004865,0.008122,0.012987,0.003515,0.005873,
14,1995,3,0,0,0.031391,0.005357,0.036748,0.005988,0.010866,
14,1996,4,0,0,0.009409,0.003534,0.012943,0.015409,0.02797,
14,1997,1,0,0.000017,0.00367,0.002475,0.006145,0.004379,0.00843,
14,1998,2,0,0.000025,0.009255,0.00386,0.013115,0.004972,0.008153,
14,1999,3,0,0,0.030308,0.012588,0.042896,0.003341,0.005544,
14,2000,4,0,0.000239,0.056019,0.003934,0.059953,0.004796,0.009598,
14,2001,1,0,0,0.009545,0.002316,0.011861,0.003343,0.005649,
14,2002,2,0,0.000046,0.066869,0.009039,0.075908,0.004936,0.007187,
14,2003,3,0,0,0.010416,0.002932,0.013348,0.005317,0.00918,
14,2004,4,0,0.000006,0.006985,0.000672,0.007657,0.001594,0.002742,
14,2005,1,0,0,0.000906,0.000627,0.001533,0.002817,0.004286,
14,2006,2,0,0,0.018952,0.011747,0.030699,0.008278,0.011244,
14,2007,3,0,0,0.004841,0.000379,0.00522,0.0069,0.011181,
14,2008,4,0,0,0.007873,0.000707,0.00858,0.00021,0.000431,
14,2009,1,0,0,0.006744,0.001856,0.0086,0.000715,0.001143,
14,2010,2,0,0.000042,0.025746,0.00224,0.027986,0.005564,0.009421,
14,2011,3,0,0.000016,0.001792,NA,NA,0.004498,0.008405,
14,2012,4,0,0,NA,NA,NA,0.000747,0.001371,
14,2013,1,NA,NA,NA,NA,NA,0.001951,0.003229,
14,2014,2,NA,NA,NA,NA,NA,0.006828,0.011195,
14,2015,3,NA,NA,NA,NA,NA,0.00095,0.00139,
15,1980,4,0,0,0.001532,0,0.001532,0.000062,0.000107,
15,1981,1,0,0.000071,0.025296,0,0.025296,0.006887,0.017147,
15,1982,2,0,0.000192,0.1039,0.005475,0.109375,0.002544,0.004709,
15,1983,3,0,0,0.002382,0.00025,0.002632,0.000133,0.000239,
15,1984,4,0,0.000012,0.002613,0,0.002613,0.000265,0.000397,
15,1985,1,0,0.001471,0.042541,0,0.042541,0.001436,0.00328,
15,1986,2,0,0,0.250911,0.006148,0.257059,0.011299,0.026356,
15,1987,3,0,0.000049,0.020633,0.009762,0.030395,0.001148,0.002082,
15,1988,4,0,0,0.00332,0,0.00332,0.000723,0.001026,
15,1989,1,0,0.000578,0.01615,0,0.01615,0.003928,0.007236,
15,1990,2,0,0.000265,0.311154,0.004738,0.315892,0.034411,0.079282,
15,1991,3,0,0.00001,0.022037,0.003644,0.025681,0.004539,0.009856,
15,1992,4,0,0.000001,0.002104,0.000349,0.002453,0.001385,0.002134,
15,1993,1,0,0.000059,0.011827,0,0.011827,0.003259,0.008181,
15,1994,2,0,0.000196,0.181988,0.002267,0.184255,0.026711,0.067707,
15,1995,3,0,0.000011,0.01224,0.001925,0.014165,0.00781,0.014497,
15,1996,4,0,0,0.003404,0.000744,0.004148,0.002205,0.004193,
15,1997,1,0,0.000004,0.002249,0,0.002249,0.001415,0.002725,
15,1998,2,0,0.000148,0.191273,0.002269,0.193542,0.017001,0.033948,
15,1999,3,0,0,0.015722,0.010701,0.026423,0.002034,0.003912,
15,2000,4,0,0.000002,0.040512,0.000698,0.04121,0.001732,0.003285,
15,2001,1,0,0,0.017024,0,0.017024,0.001336,0.002449,
15,2002,2,0,0.001008,0.675243,0.01581,0.691053,0.050375,0.098851,
15,2003,3,0,0,0.001305,0.000376,0.001681,0.002477,0.005081,
15,2004,4,0,0.000002,0.003764,0.000148,0.003912,0.000432,0.000776,
15,2005,1,0,0,0.005778,0,0.005778,0.002686,0.004144,
15,2006,2,0,0.001098,1.012864,0.022204326,1.035068326,0.072735,0.130448,
15,2007,3,0,0,0.048667,0.001015996,0.049682996,0.004758,0.007668,
15,2008,4,0,0,0.00479,0.000615,0.005405,0.000139,0.000292,
15,2009,1,0,0.000002,0.045092,0.002345,0.047437,0.002665,0.004625,
15,2010,2,0,0.000833,0.415074,NA,NA,0.273905,0.47348,
15,2011,3,0,0.000034,NA,NA,NA,0.012451,0.02472,
15,2012,4,NA,NA,NA,NA,NA,0.000644,0.001132,
15,2013,1,NA,NA,NA,NA,NA,0.010957,0.022416,
15,2014,2,NA,NA,NA,NA,NA,0.068761,0.126166,
15,2015,3,NA,NA,NA,NA,NA,0.00354,0.00645,
16,1968,4,0,0.003891,0.078371,0.000403,0.078774,0.003834,0.00663,
16,1969,1,0,0.001042,0.003556,0.000168,0.003724,0.00036,0.000553,
16,1970,2,0,0.000258,0.000154,0,0.000154,0.000014,3.52E-05,
16,1971,3,0,0.004926,0.007721,0,0.007721,0.000115,0.000164,
16,1972,4,0,0.00418,0.128111,0.000322,0.128433,0.003128,0.005543,
16,1973,1,0,0.001344,0.009447,0.003794,0.013241,0.000351,0.000617,
16,1974,2,0,0.001559,0.001413,0,0.001413,0.000037,5.51E-05,
16,1975,3,0,0.003841,0.015888,0,0.015888,0.001246,0.00174,
16,1976,4,0,0.003009,0.067835,0.00235,0.070185,0.00882,0.014497,
16,1977,1,0,0.00069,0.017045,0.002975,0.02002,0.001174,0.001939,
16,1978,2,0,0.000589,0.00086,0.000198,0.001058,0.000129,0.000195,
16,1979,3,0,0.001866,0.015902,0,0.015902,0.001649,0.002368,
16,1980,4,0,0.001496,0.076467,0.001381,0.077848,0.011032,0.018549,
16,1981,1,0,0.000412,0.014267,0.003085,0.017352,0.001907,0.003433,
16,1982,2,0,0.003361,0.005472,0.000868,0.00634,0.000439,0.000718,
16,1983,3,0,0.001542,0.026208,0.000348,0.026556,0.003055,0.004992,
16,1984,4,0,0.00173,0.115017,0.021116,0.136133,0.009148,0.017075,
16,1985,1,0,0.00634,0.114856,0.010766,0.125622,0.002032,0.003404,
16,1986,2,0,0.006349,0.02039,0.00061,0.021,0.00188,0.003075,
16,1987,3,0,0.001683,0.022546,0.003604,0.02615,0.004105,0.006837,
16,1988,4,0,0.009599,0.305722,0.004031,0.309753,0.017841,0.034756,
16,1989,1,0,0.005779,0.038792,0.008523,0.047315,0.009795,0.015065,
16,1990,2,0,0.000826,0.013177,0.001607,0.014784,0.003304,0.004917,
16,1991,3,0,0.001242,0.018884,0.001559,0.020443,0.004618,0.007553,
16,1992,4,0,0.011639,0.175651,0.008143,0.183794,0.009224,0.015918,
16,1993,1,0,0.000557,0.05441,0.012557,0.066967,0.00878,0.013441,
16,1994,2,0,0.000815,0.021039,0.01251,0.033549,0.001706,0.00265,
16,1995,3,0,0.00197,0.020949,0.00054,0.021489,0.004533,0.00706,
16,1996,4,0,0.000413,0.189011,0.008576,0.197587,0.014139,0.024971,
16,1997,1,0,0.000742,0.011493,0.001174,0.012667,0.001877,0.003831,
16,1998,2,0,0.000408,0.003841,0.000563,0.004404,0.002442,0.004446,
16,1999,3,0,0.002508,0.037729,0.002405,0.040134,0.001765,0.002621,
16,2000,4,0,0.000624,0.087114,0.004264,0.091378,0.016571,0.036979,
16,2001,1,0,0.000315,0.04319,0.006741,0.049931,0.004007,0.006294,
16,2002,2,0,0.001262,0.011045,0.000694,0.011739,0.001144,0.00185,
16,2003,3,0,0.000213,0.003861,0.000687,0.004548,0.005036,0.008126,
16,2004,4,0,0.000343,0.040513,0.008461,0.048974,0.005483,0.008376,
16,2005,1,0,0.00018,0.014038,0.000871,0.014909,0.008851,0.013618,
16,2006,2,0,0.000978,0.024834,0.013659,0.038493,0.001456,0.002055,
16,2007,3,0,0.006665,0.106618,0.001192,0.10781,0.001079,0.001932,
16,2008,4,0,0.001573,0.066746,0.010486,0.077232,0.001752,0.003425,
16,2009,1,0,0.002695,0.101156,0.018399,0.119555,0.005274,0.008858,
16,2010,2,0,0.002387,0.038011,0.00482,0.042831,0.005903,0.010561,
16,2011,3,0,0.001178,0.039339,NA,NA,0.026445,0.041377,
16,2012,4,0,0.002043,NA,NA,NA,0.006899,0.010841,
16,2013,1,NA,NA,NA,NA,NA,0.023053,0.043751,
16,2014,2,NA,NA,NA,NA,NA,0.008495,0.013454,
16,2015,3,NA,NA,NA,NA,NA,0.00969,0.01693,
17,1973,1,0,0.000146,0.067467,0.005741,0.073208,0.010726,0.018428,
17,1974,2,0,0.000195,0.020017,0,0.020017,0.002072,0.003634,
17,1975,3,0,0.00034,0.152807,0.005729,0.158536,0.008655,0.013998,
17,1976,4,0,0.000027,0.007247,0,0.007247,0.000898,0.001685,
17,1977,1,0,0.000172,0.125303,0.006574,0.131877,0.010085,0.017648,
17,1978,2,0,0.000083,0.028397,0.002767,0.031164,0.001527,0.002561,
17,1979,3,0,0.000005,0.083912,0.017456,0.101368,0.021272,0.036634,
17,1980,4,0,0.000004,0.016037,0.005331,0.021368,0.001603,0.002908,
17,1981,1,0,0.000005,0.073214,0.00353,0.076744,0.011363,0.019148,
17,1982,2,0,0,0.005364,0.001411,0.006775,0.001423,0.002315,
17,1983,3,0,0.000032,0.13848,0.011219,0.149699,0.015945,0.027352,
17,1984,4,0,0,0.020594,0.004323,0.024917,0.003847,0.007721,
17,1985,1,0,0,0.041411,0.005442,0.046853,0.007731,0.013638,
17,1986,2,0,0,0.01608,0.004758,0.020838,0.002051,0.003511,
17,1987,3,0,0.000016,0.170901,0.020119,0.19102,0.015643,0.032364,
17,1988,4,0,0,0.048538,0.009201,0.057739,0.004514,0.008784,
17,1989,1,0,0,0.015466,0.003412,0.018878,0.002653,0.00494,
17,1990,2,0,0,0.014995,0.000739,0.015734,0.003405,0.005998,
17,1991,3,0,0.000112,0.047222,0.009005,0.056227,0.033387,0.060761,
17,1992,4,0,0.000009,0.05495,0.049754,0.104704,0.002355,0.004503,
17,1993,1,0,0,0.051434,0.005268,0.056702,0.004797,0.009052,
17,1994,2,0,0,0.009887,0.008471,0.018358,0.001077,0.001948,
17,1995,3,0,0.000025,0.065492,0,0.065492,0.008452,0.016646,
17,1996,4,0,0.000004,0.451557,0.095036,0.546593,0.018036,0.036224,
17,1997,1,0,0,0.002444,0.000742,0.003186,0.002624,0.007432,
17,1998,2,0,0.000009,0.003913,0.000957,0.00487,0.001983,0.003544,
17,1999,3,0,0,0.011388,0,0.011388,0.005026,0.009807,
17,2000,4,0,0,0.233547,0.02599,0.259537,0.065446,0.119329,
17,2001,1,0,0,0.04802,0.048105,0.096125,0.017875,0.039062,
17,2002,2,0,0,0.005758,0.000422,0.00618,0.001031,0.001901,
17,2003,3,0,0,0.00337,0.000335,0.003705,0.001677,0.003133,
17,2004,4,0,0.000032,0.200535,0.018897,0.219432,0.013773,0.022359,
17,2005,1,0,0,0.011563,0.004647,0.01621,0.012141,0.021798,
17,2006,2,0,0.000002,0.043269,0.021609,0.064878,0.004487,0.008084,
17,2007,3,0,0,0.010345,0.001161,0.011506,0.001006,0.001724,
17,2008,4,0,0.000004,0.085924,0.005138,0.091062,0.010169,0.018491,
17,2009,1,0,0,0.017152,0.004629,0.021781,0.003718,0.007896,
17,2010,2,0,0.000273,0.120606,0.082201,0.202807,0.011892,0.019526,
17,2011,3,0,0,0.009581,NA,NA,0.001195,0.004266,
17,2012,4,0,0.000016,NA,NA,NA,0.016766,0.029977,
17,2013,1,NA,NA,NA,NA,NA,0.007129,0.012637,
17,2014,2,NA,NA,NA,NA,NA,0.030742,0.053945,
17,2015,3,NA,NA,NA,NA,NA,0.00941,0.02306,
18,1948,4,0,0,0.026803,0.095917,0.12272,0.02034,0.052810368,
18,1949,1,0,0,0.006085,0.013251,0.019336,0.004449,0.008858944,
18,1950,2,0,0.000062,0.091231,0.055044,0.146275,0.013313,0.029212481,
18,1951,3,0,0,0.041761,0.078541,0.120302,0.017922,0.036081363,
18,1952,4,0,0,0.039952,0.03189,0.071842,0.021904,0.04645405,
18,1953,1,0,0,0.012688,0.012372,0.02506,0.009303,0.017029776,
18,1954,2,0,0.000042,0.037926,0.013126,0.051052,0.008332,0.016885554,
18,1955,3,0,0.000005,0.078394,0.085616,0.16401,0.011221,0.0170525,
18,1956,4,0,0.000015,0.028169,0.038686,0.066855,0.011107,0.030999595,
18,1957,1,0,0,0.003474,0.024544,0.028018,0.00513,0.011138505,
18,1958,2,0,0.000012,0.012978,0.003157,0.016135,0.006658,0.010288609,
18,1959,3,0,0.00001,0.0218,0.039932,0.061732,0.006096,0.015524924,
18,1960,4,0,0,0.005842,0.027406,0.033248,0.012532,0.025488935,
18,1961,1,0,0.000074,0.026282,0.074479,0.100761,0.006542,0.012931788,
18,1962,2,0,0.000046,0.024085,0.032679,0.056764,0.008479,0.016595272,
18,1963,3,0,0.000068,0.088616,0.054052,0.142668,0.005798,0.01377372,
18,1964,4,0,0.000068,0.048016,0.142584,0.1906,0.00632,0.015255708,
18,1965,1,0,0,0.014943,0.024041,0.038984,0.003387,0.007973816,
18,1966,2,0,0.000065,0.024568,0.051336,0.075904,0.010735,0.02234458,
18,1967,3,0,0.000029,0.024122,0.042747,0.066869,0.005241,0.012105154,
18,1968,4,0,0.000045,0.038212,0.067282,0.105494,0.008194,0.018392855,
18,1969,1,0,0,0.009262,0.051821,0.061083,0.011739,0.026493482,
18,1970,2,0,0.000081,0.021806,0.032749,0.054555,0.003123,0.007198327,
18,1971,3,0,0.000462,0.091337,0.123848,0.215185,0.006696,0.015746564,
18,1972,4,0,0.000031,0.0783,0.044584,0.122884,0.006575,0.01471294,
18,1973,1,0,0.000011,0.011903,0.017262,0.029165,0.004713,0.012363415,
18,1974,2,0,0.000178,0.053388,0.078361,0.131749,0.008859,0.021871979,
18,1975,3,0,0.000081,0.06418,0.020578,0.084758,0.021376,0.041955304,
18,1976,4,0,0.000041,0.013812,0.091485,0.105297,0.019475,0.037989808,
18,1977,1,0,0.000057,0.015331,0.018676,0.034007,0.007798,0.015999355,
18,1978,2,0,0,0.010736,0.024013,0.034749,0.014116,0.029311027,
18,1979,3,0,0.000022,0.00377,0.034444,0.038214,0.020384,0.038066117,
18,1980,4,0,0.000008,0.010736,0.006169,0.016905,0.009191,0.019987935,
18,1981,1,0,0,0.002416,0.031641,0.034057,0.013301,0.026741006,
18,1982,2,0,0.000037,0.004318,0.01391,0.018228,0.00509,0.010056814,
18,1983,3,0,0.000022,0.01173,0.050301,0.062031,0.010093,0.019771924,
18,1984,4,0,0.000107,0.018612,0.056977,0.075589,0.008759,0.01841745,
18,1985,1,0,0.000026,0.00618,0.017002,0.023182,0.002113,0.004335756,
18,1986,2,0,0,0.006413,0.033585,0.039998,0.012305,0.03044751,
18,1987,3,0,0.000003,0.007374,0.014591,0.021965,0.005533,0.014960163,
18,1988,4,0,0,0.002587,0.05849,0.061077,0.019026,0.036340357,
18,1989,1,0,0.000007,0.004944,0.011658,0.016602,0.009051,0.023989454,
18,1990,2,0,0.000018,0.001561,0.007538,0.009099,0.006037,0.014122097,
18,1991,3,0,0.000001,0.00171,0.032177,0.033887,0.010867,0.0225,
18,1992,4,0,0,0.029707,0.070846,0.100553,0.004411,0.011850624,
18,1993,1,0,0.000011,0.016103,0.086635,0.102738,0.01143,0.025675223,
18,1994,2,0,0.000081,0.004617,0.030016,0.034633,0.004087,0.0106607,
18,1995,3,0,0,0.008821,0.04415,0.052971,0.003185,0.006651,
18,1996,4,0,0.000018,0.021331,0.129612,0.150943,0.021678,0.056449779,
18,1997,1,0,0.000011,0.012324,0.083927,0.096251,0.017239,0.040717556,
18,1998,2,0,0.000019,0.033437,0.098506,0.131943,0.049869,0.08346836,
18,1999,3,0,0,0.024538,0.118076,0.142614,0.019388,0.037368997,
18,2000,4,0,0.000015,0.041913,0.06936,0.111273,0.018581,0.04621822,
18,2001,1,0,0,0.007379,0.047231,0.05461,0.074627,0.137313306,
18,2002,2,0,0.000015,0.02498,0.044165,0.069145,0.039138,0.089790485,
18,2003,3,0,0,0.000373,0.013413,0.013786,0.03997,0.076602053,
18,2004,4,0,0.000009,0.009201,0.030713,0.039914,0.033786,0.061507201,
18,2005,1,0,0,0.001726,0.006609,0.008335,0.033806,0.063214116,
18,2006,2,0,0.000008,0.01271,0.054307,0.067017,0.021301,0.03959811,
