Group_Order,Stock_Group,Cyc,Year,Excld,Mission_Escapement,Mission_50_DoY,Mission_50_Date,Mission_HG_Travel_Time,HellsGate_50_DoY,HG_50_date,Catch_Above_Mission,PSE,SE,DBE,pDBE,pMA,lnDBE,QN_31,QMn_31,TN_31,TMn_31,QN_19,QMn_19,TN_19,TMn_19
4,Summ_excRNT_excHarr,2,1982,1,525400,10-Aug,10-Aug-82,5,15-Aug,15-Aug-82,167000,358400,375597,17197,0.047983,-0.045785776,-0.046867,31,4931.290323,31,16.6516129,19,5535.263158,19,17.01578947
4,Summ_excRNT_excHarr,3,1983,1,589700,11-Aug,11-Aug-83,5,16-Aug,16-Aug-83,235000,354700,509916,155216,0.437598,-0.304395234,-0.362974,31,3462.258065,31,17.73548387,19,3918.947368,19,18.11578947
4,Summ_excRNT_excHarr,0,1984,1,1081007,09-Aug,09-Aug-84,5,14-Aug,14-Aug-84,283000,798007,643278,-154729,-0.193894,0.240532087,0.21554,31,3925.806452,31,17.26451613,19,4510,19,17.65789474
4,Summ_excRNT_excHarr,1,1985,1,1933697,15-Aug,15-Aug-85,5,20-Aug,20-Aug-85,299000,1634697,1737958,103261,0.063168,-0.05941513,-0.061253,31,2585.16129,31,16.79354839,19,2929.473684,19,17.13157895
4,Summ_excRNT_excHarr,2,1986,1,1021653,11-Aug,11-Aug-86,5,16-Aug,16-Aug-86,270000,751653,581163,-170490,-0.22682,0.293360038,0.257244,31,3217.096774,31,17.48064516,19,3655.263158,19,17.42631579
4,Summ_excRNT_excHarr,3,1987,1,640521,15-Aug,15-Aug-87,5,20-Aug,20-Aug-87,243000,397521,659118,261597,0.658071,-0.39688948,-0.505655,31,2782.258065,31,16.56774194,19,3216.315789,19,16.52631579
4,Summ_excRNT_excHarr,0,1988,1,735944,12-Aug,12-Aug-88,5,17-Aug,17-Aug-88,282000,453944,745074,291130,0.641335,-0.390739712,-0.49551,31,2980,31,17.92903226,19,3165.263158,19,17.80526316
4,Summ_excRNT_excHarr,1,1989,1,2865926,17-Aug,17-Aug-89,5,22-Aug,22-Aug-89,325000,2540926,2557032,16106,0.006339,-0.006298694,-0.006319,31,2969.677419,31,16.82258065,19,3197.368421,19,17.04210526
4,Summ_excRNT_excHarr,2,1990,1,2094624,19-Aug,19-Aug-90,5,24-Aug,24-Aug-90,382000,1712624,1597295,-115329,-0.06734,0.072202534,0.069715,31,2830,31,17.5516129,19,3226.315789,19,18.38947368
4,Summ_excRNT_excHarr,3,1991,1,1414415,20-Aug,20-Aug-91,5,25-Aug,25-Aug-91,236000,1178415,1256770,78355,0.066492,-0.062346332,-0.064375,31,4166.129032,31,17.19032258,19,4401.052632,19,18.07894737
4,Summ_excRNT_excHarr,0,1992,1,1080239,17-Aug,17-Aug-92,5,22-Aug,22-Aug-92,213000,867239,634729,-232510,-0.268104,0.366313813,0.312116,31,2288.709677,31,18.36129032,19,2657.894737,19,19.22631579
4,Summ_excRNT_excHarr,1,1993,1,4341731,27-Aug,27-Aug-93,5,01-Sep,01-Sep-93,422000,3919731,5071720,1151989,0.293895,-0.227139708,-0.257657,31,2343.548387,31,17.30322581,19,2580.526316,19,17.62105263
4,Summ_excRNT_excHarr,2,1994,1,2355670,13-Aug,13-Aug-94,5,18-Aug,18-Aug-94,484000,1871670,1323446,-548224,-0.292906,0.414239795,0.346592,31,2753.870968,31,18.77096774,19,3114.736842,19,19.16315789
4,Summ_excRNT_excHarr,3,1995,1,1444431,11-Aug,11-Aug-95,5,16-Aug,16-Aug-95,467000,977431,917511,-59920,-0.061304,0.065307119,0.063263,31,3513.870968,31,16.26129032,19,3839.473684,19,16.47368421
4,Summ_excRNT_excHarr,0,1996,1,1555962,09-Aug,09-Aug-96,5,14-Aug,14-Aug-96,427333,1128629,1411234,282605,0.250396,-0.200253663,-0.223461,31,3928.064516,31,17.03548387,19,4343.684211,19,17.12631579
4,Summ_excRNT_excHarr,1,1997,1,4244736,22-Aug,22-Aug-97,5,27-Aug,27-Aug-97,350708,3894028,3807488,-86540,-0.022224,0.022728842,0.022474,31,3521.612903,31,17.37419355,19,3965.789474,19,17.71578947
4,Summ_excRNT_excHarr,2,1998,1,4372539,15-Aug,15-Aug-98,5,20-Aug,20-Aug-98,437003,3935536,2382300,-1553236,-0.394669,0.651990031,0.501981,31,2476.129032,31,19.06129032,19,2784.210526,19,19.33157895
4,Summ_excRNT_excHarr,3,1999,1,1631028,13-Aug,13-Aug-99,5,18-Aug,18-Aug-99,137822,1493206,1280669,-212537,-0.142336,0.165957705,0.153543,31,5028.709677,31,17.03548387,19,5603.157895,19,17.17894737
4,Summ_excRNT_excHarr,0,2000,1,1335331,09-Aug,09-Aug-00,5,14-Aug,14-Aug-00,277246,1058084,1650346,592262,0.559749,-0.358871116,-0.444525,31,3884.516129,31,17.56451613,19,4554.736842,19,17.85789474
4,Summ_excRNT_excHarr,1,2001,1,4170794,15-Aug,15-Aug-01,5,20-Aug,20-Aug-01,422020,3748774,4683500,934726,0.249342,-0.199578545,-0.222617,31,3637.741935,31,17.26451613,19,4028.421053,19,17.66315789
4,Summ_excRNT_excHarr,2,2002,0,4654170,16-Aug,16-Aug-02,5,21-Aug,21-Aug-02,519714,4134457,3726641,-407816,-0.098638,0.109432539,0.103849,31,2714.193548,31,17.36774194,19,2904.210526,19,16.84210526
4,Summ_excRNT_excHarr,3,2003,1,1637971,18-Aug,18-Aug-03,5,23-Aug,23-Aug-03,361054,1276916,1002404,-274512,-0.214981,0.273854102,0.242047,31,2366.451613,31,18.34516129,19,2706.842105,19,18.80526316
4,Summ_excRNT_excHarr,0,2004,1,1210751,10-Aug,10-Aug-04,5,15-Aug,15-Aug-04,306071,904680,273268,-631412,-0.69794,2.310597786,1.197129,31,2559.032258,31,19.84193548,19,2626.842105,19,20.15789474
4,Summ_excRNT_excHarr,1,2005,1,4373353,31-Aug,31-Aug-05,5,05-Sep,05-Sep-05,487452,3885900,2534798,-1351102,-0.347694,0.533021701,0.427241,31,2125.483871,31,16.08064516,19,2266.842105,19,16.89473684
4,Summ_excRNT_excHarr,2,2006,0,1419836,17-Aug,17-Aug-06,5,22-Aug,22-Aug-06,266987,1152849,815361,-337488,-0.292743,0.413912411,0.346361,31,2030.645161,31,18.2483871,19,2235.263158,19,18.44736842
4,Summ_excRNT_excHarr,3,2007,1,584911,12-Aug,12-Aug-07,5,17-Aug,17-Aug-07,102169,482742,431047,-51695,-0.107086,0.119928076,0.113264,31,3387.483871,31,17.36129032,19,3839.315789,19,17.48421053
4,Summ_excRNT_excHarr,0,2008,1,837759,31-Jul,31-Jul-08,5,05-Aug,05-Aug-08,246829,590930,564446,-26484,-0.044818,0.046920359,0.045853,31,3377.096774,31,17.96774194,19,3528.947368,19,17.55263158
4,Summ_excRNT_excHarr,1,2009,1,616368,11-Aug,11-Aug-09,5,16-Aug,16-Aug-09,38027,578340,477536,-100804,-0.174299,0.211092855,0.191523,31,2791.935484,31,18.7464113,19,3236.842105,19,19.13570175
4,Summ_excRNT_excHarr,2,2010,1,2470436,18-Aug,18-Aug-10,5,23-Aug,23-Aug-10,388908,2081528,2990252,908724,0.436566,-0.30389554,-0.362256,31,2336.774194,31,17.55569892,19,2582.105263,19,18.4141886
4,Summ_excRNT_excHarr,3,2011,1,1043914,17-Aug,17-Aug-11,5,22-Aug,22-Aug-11,272944,770970.4111,1054716,283745.5889,0.368036937,-0.269025585,-0.31337682,31,4567.326344,31,16.62342166,19,4789.111404,19,16.91347744
4,Summ_excRNT_excHarr,0,2012,1,789540,07-Aug,07-Aug-12,5,12-Aug,12-Aug-12,264642,524897,477329,-47568,-0.090623494,0.099654536,0.094996072,31,4418.709677,31,18.49032258,19,5052.105263,19,18.28947368
4,Summ_excRNT_excHarr,1,2013,1,1744670,16-Aug,16-Aug-13,5,21-Aug,21-Aug-13,175227,1569443,1611199,41756,0.026605617,-0.025916103,-0.026257843,31,2763.870968,31,19.73870968,19,3016.684211,19,20.48947368
4,Summ_excRNT_excHarr,2,2014,1,3115953,23-Aug,23-Aug-14,5,28-Aug,28-Aug-14,498116,2617837,2419256,-198581,-0.0758569,0.0820835,0.078888349,31,2465,31,18.3,19,2595,19,19.4
4,Summ_excRNT_excHarr,3,2015,1,1142337,17-Aug,17-Aug-15,5,22-Aug,22-Aug-15,86896,1055441,818937,-236504,-0.22408074,0.288793888,0.25370681,31,2175.402435,31,18.36955645,19,2326.661404,19,19.24083333
4,Summ_excRNT_excHarr,0,2016,1,358602,07-Aug,07-Aug-16,5,12-Aug,12-Aug-16,67485,291116,195424,-95692,-0.328707457,0.489663501,0.398550256,31,2974.631043,31,19.70375,19,3243.894737,19,19.65263158
5,Harr,1,1977,0,9200,04-Oct,04-Oct-77,5,09-Oct,09-Oct-77,822,8378,2668,-5710,-0.681534,2.140050087,1.144239,31,1769.032258,31,9.825806452,19,1900,19,10.61052632
5,Harr,2,1978,0,18700,28-Sep,28-Sep-78,5,03-Oct,03-Oct-78,733,17967,21291,3324,0.185004,-0.156120872,-0.169746,31,2281.612903,31,11.61290323,19,2402.105263,19,12.18421053
5,Harr,3,1979,0,44309,04-Oct,04-Oct-79,5,09-Oct,09-Oct-79,2902,41407,46214,4807,0.116078,-0.104005554,-0.109821,31,1482.903226,31,12.39354839,19,1572.631579,19,13.41052632
5,Harr,0,1980,0,3600,10-Oct,10-Oct-80,5,15-Oct,15-Oct-80,278,3322,5481,2159,0.650055,-0.393959704,-0.500809,31,2113.548387,31,10.13870968,19,2407.894737,19,11.13157895
5,Harr,1,1981,0,6184,24-Sep,24-Sep-81,5,29-Sep,29-Sep-81,307,5876,3765,-2111,-0.359309,0.560815606,0.445209,31,1781.935484,31,13.06129032,19,1873.684211,19,14.42105263
5,Harr,2,1982,0,12919,27-Sep,27-Sep-82,5,02-Oct,02-Oct-82,476,12444,9698,-2746,-0.220651,0.283121534,0.249296,31,2673.870968,31,11.67096774,19,2912.631579,19,12.42631579
5,Harr,3,1983,0,5816,06-Oct,06-Oct-83,5,11-Oct,11-Oct-83,310,5506,5182,-324,-0.058784,0.062455501,0.060583,31,1467.096774,31,9.816129032,19,1572.105263,19,10.41052632
5,Harr,0,1984,0,2701,06-Oct,06-Oct-84,5,11-Oct,11-Oct-84,389,2312,1533,-779,-0.336936,0.508149412,0.410883,31,2632.903226,29,8.779310345,19,2630.526316,17,10.14117647
5,Harr,1,1985,0,722,04-Oct,04-Oct-85,5,09-Oct,09-Oct-85,30,692,5898,5206,7.518068,-0.882602484,-2.14219,31,1949.677419,31,8.977419355,19,1714.210526,19,9.721052632
5,Harr,2,1986,0,26020,22-Sep,22-Sep-86,5,27-Sep,27-Sep-86,1088,24933,8565,-16368,-0.656476,1.911006756,1.068499,31,1578.387097,29,12.72413793,19,1538.947368,19,12.91052632
5,Harr,3,1987,0,2136,02-Oct,02-Oct-87,5,07-Oct,07-Oct-87,171,1965,6777,4812,2.448387,-0.710009336,-1.237907,31,1188.322581,30,11.52333333,19,1317.894737,19,13.16842105
5,Harr,0,1988,0,6599,26-Sep,26-Sep-88,5,01-Oct,01-Oct-88,335,6263,3662,-2601,-0.415302,0.710285499,0.53666,31,1525.483871,15,NA,19,1522.105263,15,12.98666667
5,Harr,1,1989,0,5472,04-Oct,04-Oct-89,5,09-Oct,09-Oct-89,98,5374,3325,-2049,-0.381304,0.61630374,0.480142,31,1394.83871,26,13.49230769,19,1435.263158,19,13.67368421
5,Harr,2,1990,0,13457,04-Oct,04-Oct-90,5,09-Oct,09-Oct-90,625,12832,4527,-8305,-0.647203,1.834489424,1.041862,31,1470.322581,16,NA,19,1512.631579,16,14.75625
5,Harr,3,1991,0,83173,01-Oct,01-Oct-91,5,06-Oct,06-Oct-91,1853,81320,15637,-65683,-0.80771,4.2004779,1.648751,31,1651.612903,26,12.47307692,19,1718.947368,19,13.06842105
5,Harr,0,1992,0,1057,26-Sep,26-Sep-92,5,01-Oct,01-Oct-92,38,1019,405,-614,-0.602593,1.51630997,0.922794,31,2161.290323,15,NA,19,2324.210526,15,11.92666667
5,Harr,1,1993,0,2572,06-Oct,06-Oct-93,5,11-Oct,11-Oct-93,0,2572,3258,686,0.266653,-0.210518072,-0.236378,31,1079.032258,13,NA,19,1182.105263,13,NA
5,Harr,2,1994,0,26605,25-Sep,25-Sep-94,5,30-Sep,30-Sep-94,1630,24975,9672,-15303,-0.612731,1.582186538,0.948637,31,1525.419355,16,NA,19,1472.631579,16,15.75625
5,Harr,3,1995,0,33066,13-Sep,13-Sep-95,5,18-Sep,18-Sep-95,6180,26886,16737,-10149,-0.377482,0.606379279,0.473983,31,1781.290323,28,16.02142857,19,2021.578947,19,16.88947368
5,Harr,0,1996,0,14909,30-Aug,30-Aug-96,5,04-Sep,04-Sep-96,2902,12007,15473,3466,0.28868,-0.224012147,-0.253618,31,2965.483871,31,15.82580645,19,3061.578947,19,16.57368421
5,Harr,1,1997,0,3848,10-Sep,10-Sep-97,5,15-Sep,15-Sep-97,224,3624,1450,-2174,-0.599853,1.499079365,0.915922,31,2509.677419,31,15.57741935,19,2640.526316,19,16.34210526
5,Harr,2,1998,0,7147,15-Sep,15-Sep-98,5,20-Sep,20-Sep-98,322,6824,4566,-2258,-0.330922,0.494594543,0.401855,31,1378.064516,31,15.67741935,19,1521.578947,19,16.64736842
5,Harr,3,1999,0,51104,07-Sep,07-Sep-99,5,12-Sep,12-Sep-99,537,50567,8739,-41828,-0.827179,4.786327901,1.755498,31,2909.032258,31,14.96129032,19,3435.789474,19,15.11578947
5,Harr,0,2000,0,14116,07-Aug,07-Aug-00,5,12-Aug,12-Aug-00,659,13457,4372,-9085,-0.675111,2.077978403,1.124273,31,4078.709677,31,17.60967742,19,4806.315789,19,17.80526316
5,Harr,1,2001,0,73200,11-Aug,11-Aug-01,5,16-Aug,16-Aug-01,1173,72028,15394,-56634,-0.786277,3.678946727,1.543073,31,3930.967742,31,17.23548387,19,4373.157895,19,17.35789474
5,Harr,2,2002,0,52321,09-Aug,09-Aug-02,5,14-Aug,14-Aug-02,2268,50053,766,-49287,-0.984696,64.34352114,4.179658,31,3105.16129,31,17.02903226,19,3486.842105,19,16.50526316
5,Harr,3,2003,0,60224,17-Aug,17-Aug-03,5,22-Aug,22-Aug-03,3575,56649,8381,-48268,-0.852055,5.759276503,1.910916,31,2415.16129,31,18.38709677,19,2771.052632,19,18.92105263
5,Harr,0,2004,1,35860,14-Aug,14-Aug-04,5,19-Aug,19-Aug-04,1520,34341,2155,-32186,-0.937246,14.93531576,2.768538,31,2509.354839,31,19.45806452,19,2566.842105,19,20.37368421
5,Harr,1,2005,1,219787,24-Aug,24-Aug-05,5,29-Aug,29-Aug-05,7828,211959,388913,176954,0.834848,-0.454995784,-0.606962,31,2297.096774,31,17.03548387,19,2432.631579,19,17.86315789
5,Harr,2,2006,0,82714,14-Aug,14-Aug-06,5,19-Aug,19-Aug-06,10865,71849,168484,96635,1.344968,-0.573555019,-0.852272,31,2149.677419,31,18.29032258,19,2359.473684,19,18.35789474
5,Harr,3,2007,1,177558,12-Aug,12-Aug-07,5,17-Aug,17-Aug-07,3609,173949,128471,-45478,-0.261445,0.353995442,0.30306,31,3387.483871,31,17.36129032,19,3839.315789,19,17.48421053
5,Harr,0,2008,1,36174,28-Jul,28-Jul-08,5,02-Aug,02-Aug-08,1177,34997,6802,-28195,-0.805641,4.1451069,1.638046,31,3465.483871,31,17.75806452,19,3685.789474,19,17.32105263
5,Harr,1,2009,1,225164,16-Aug,16-Aug-09,5,21-Aug,21-Aug-09,1182,223982,308766,84784,0.378531,-0.274590234,-0.321019,31,2456.774194,31,18.40091401,19,2804.210526,19,18.61973684
5,Harr,2,2010,1,1056048,20-Aug,20-Aug-10,5,25-Aug,25-Aug-10,24886,1031162,762683,-268479,-0.260365491,0.352019122,0.301599121,31,2305.16129,31,17.43981183,19,2538.421053,19,18.33160088
5,Harr,3,2011,1,1163464,20-Aug,20-Aug-11,5,25-Aug,25-Aug-11,44592,1118872.557,805617,-313255.5572,-0.279974297,0.388839308,0.328468368,31,4341.821505,31,16.55922811,19,4657.164035,19,16.92031955
5,Harr,0,2012,1,143195,06-Aug,06-Aug-12,5,11-Aug,11-Aug-12,4300,138895,70904,-67991,-0.489513661,0.958916281,0.672391403,31,4529.677419,31,18.46774194,19,5184.210526,19,18.24736842
5,Harr,1,2013,1,353895,23-Aug,23-Aug-13,5,28-Aug,28-Aug-13,3109,350786,250087,-100699,-0.287066759,0.402655876,0.338367494,31,2542.645161,31,19.13225806,19,2751.105263,19,19.44736842
5,Harr,2,2014,1,1001557,01-Sep,01-Sep-14,5,06-Sep,06-Sep-14,57776,943781,399895,-543886,-0.576284117,1.360072019,0.858692135,31,2126,31,16.8,19,2374,19,17.8
5,Harr,3,2015,1,167581,20-Aug,20-Aug-15,5,25-Aug,25-Aug-15,842,166739,115821,-50918,-0.305375467,0.439626665,0.36438382,31,2117.247516,31,18.01083333,19,2222.019079,19,19.07379386
5,Harr,0,2016,1,74231,03-Aug,03-Aug-16,5,08-Aug,08-Aug-16,1063,73168,65994,-7174,-0.098048327,0.108706852,0.103194338,31,3214.847489,31,19.69354839,19,3504.578947,19,19.33157895
6,Birk,1,1977,1,154500,19-Aug,19-Aug-77,5,24-Aug,24-Aug-77,20000,134500,24038,-110462,-0.821279,4.59530743,1.721928,31,3187.096774,31,17.16129032,19,3381.052632,19,18.34736842
6,Birk,2,1978,1,126800,30-Aug,30-Aug-78,5,04-Sep,04-Sep-78,22000,104800,96394,-8406,-0.08021,0.087204598,0.08361,31,2703.870968,31,15.10322581,19,2615.263158,19,15.87368421
6,Birk,3,1979,0,21787,01-Sep,01-Sep-79,5,06-Sep,06-Sep-79,NA,NA,NA,NA,NA,NA,NA,31,2053.225806,31,17.01935484,19,2216.315789,19,17.95789474
6,Birk,0,1980,1,164100,13-Aug,13-Aug-80,5,18-Aug,18-Aug-80,20000,144100,79326,-64774,-0.449507,0.816554471,0.596942,31,2669.032258,31,16.16451613,19,2720.526316,19,16.95263158
6,Birk,1,1981,1,189300,21-Aug,21-Aug-81,5,26-Aug,26-Aug-81,9000,180300,49196,-131104,-0.727144,2.664932108,1.29881,31,3075.16129,31,18.31612903,19,3420,19,19.19473684
6,Birk,2,1982,1,160500,28-Aug,28-Aug-82,5,02-Sep,02-Sep-82,22000,138500,122040,-16460,-0.118845,0.134873812,0.126521,31,4056.451613,31,15.07096774,19,3765.789474,19,15.94736842
6,Birk,3,1983,1,93500,18-Aug,18-Aug-83,5,23-Aug,23-Aug-83,13000,80500,44505,-35995,-0.447143,0.80878553,0.592656,31,3060.967742,31,17.47419355,19,3422.631579,19,17.91052632
6,Birk,0,1984,1,57549,05-Sep,05-Sep-84,5,10-Sep,10-Sep-84,13000,44549,40616,-3933,-0.088285,0.09683376,0.092428,31,2964.83871,31,13.33870968,19,2830,19,13.93157895
6,Birk,1,1985,1,24010,24-Aug,24-Aug-85,5,29-Aug,29-Aug-85,4000,20010,12104,-7906,-0.395102,0.653172505,0.502696,31,2181.612903,31,15.56451613,19,2392.631579,19,16.53157895
6,Birk,2,1986,1,328701,09-Sep,09-Sep-86,5,14-Sep,14-Sep-86,16000,312701,338668,25967,0.083041,-0.076673911,-0.079773,31,1932.258065,31,14.49032258,19,2275.789474,19,15.73157895
6,Birk,3,1987,1,251329,29-Aug,29-Aug-87,5,03-Sep,03-Sep-87,16000,235329,165484,-69845,-0.296797,0.422064973,0.35211,31,2026.129032,31,16.13548387,19,2182.631579,19,16.42105263
6,Birk,0,1988,1,200408,22-Aug,22-Aug-88,5,27-Aug,27-Aug-88,15000,185408,167577,-17831,-0.096172,0.106404817,0.101116,31,2710.322581,31,17.78387097,19,2916.842105,19,18.01578947
6,Birk,1,1989,1,83192,03-Sep,03-Sep-89,5,08-Sep,08-Sep-89,3000,80192,29606,-50586,-0.630811,1.708640141,0.996447,31,2197.419355,31,16.11290323,19,2513.684211,19,16.51052632
6,Birk,2,1990,1,0,28-Aug,28-Aug-90,5,02-Sep,02-Sep-90,0,198743,168613,-30130,-0.151603,0.178693221,0.164406,31,2342.258065,31,16.74516129,19,2644.736842,19,17.15789474
6,Birk,3,1991,1,217910,15-Sep,15-Sep-91,5,20-Sep,20-Sep-91,4000,213910,296104,82194,0.384246,-0.277584903,-0.325155,31,2380.645161,31,14.73870968,19,2798.421053,19,15.51052632
6,Birk,0,1992,1,133666,26-Aug,26-Aug-92,5,31-Aug,31-Aug-92,8000,125666,189771,64105,0.510122,-0.337801877,-0.41219,31,1921.935484,31,16.85806452,19,2118.947368,19,18.16842105
6,Birk,1,1993,1,0,30-Aug,30-Aug-93,5,04-Sep,04-Sep-93,0,329991,246245,-83746,-0.253783,0.340092185,0.292738,31,2245.483871,31,16.94516129,19,2495.789474,19,17.47894737
6,Birk,2,1994,1,101900,27-Aug,27-Aug-94,5,01-Sep,01-Sep-94,1000,100900,39961,-60939,-0.603954,1.524961838,0.926226,31,2020.322581,31,17.53548387,19,2256.315789,19,18.38421053
6,Birk,3,1995,1,87790,01-Sep,01-Sep-95,5,06-Sep,06-Sep-95,0,87790,41516,-46274,-0.527099,1.114606417,0.748869,31,2339.677419,31,16.54193548,19,2595.263158,19,16.38421053
6,Birk,0,1996,1,90570,24-Aug,24-Aug-96,5,29-Aug,29-Aug-96,4438,67186,60062,-7124,-0.106034,0.118610769,0.112088,31,3126.451613,31,16.40645161,19,3284.736842,19,17.11052632
6,Birk,1,1997,1,82550,25-Aug,25-Aug-97,5,30-Aug,30-Aug-97,1345,81205,51876,-29329,-0.361172,0.565367415,0.448121,31,3284.516129,31,17.2,19,3705.789474,19,17.6
6,Birk,2,1998,1,307514,27-Aug,27-Aug-98,5,01-Sep,01-Sep-98,308,307206,302477,-4729,-0.015394,0.015634247,0.015513,31,1953.548387,31,18.06451613,19,2161.052632,19,18.55263158
6,Birk,3,1999,1,184441,01-Sep,01-Sep-99,5,06-Sep,06-Sep-99,846,146821,49761,-97060,-0.661077,1.950523502,1.081983,31,3314.193548,31,15.58709677,19,3810,19,16.14736842
6,Birk,0,2000,1,34407,15-Aug,15-Aug-00,5,20-Aug,20-Aug-00,1142,33265,23876,-9389,-0.282249,0.393240074,0.331632,31,3417.741935,31,17.11612903,19,3794.736842,19,17.83157895
6,Birk,1,2001,1,127456,22-Aug,22-Aug-01,5,27-Aug,27-Aug-01,1425,115017,56798,-58219,-0.506177,1.025018487,0.705579,31,3127.096774,31,16.99032258,19,3457.894737,19,17.70526316
6,Birk,2,2002,0,220376,01-Sep,01-Sep-02,5,06-Sep,06-Sep-02,0,220376,221335,959,0.004352,-0.004332799,-0.004342,31,2215.16129,30,16.48,19,2397.894737,19,17.42105263
6,Birk,3,2003,1,290136,27-Aug,27-Aug-03,5,01-Sep,01-Sep-03,5879,284258,324052,39794,0.139993,-0.122801279,-0.131022,31,1952.903226,31,17.48709677,19,2118.947368,19,18.04210526
6,Birk,0,2004,1,103084,21-Aug,21-Aug-04,5,26-Aug,26-Aug-04,770,102314,60003,-42311,-0.413541,0.705148076,0.533652,31,2691.612903,31,18.48709677,19,2492.105263,19,19.94736842
6,Birk,1,2005,1,144283,01-Sep,01-Sep-05,5,06-Sep,06-Sep-05,928,143355,58861,-84494,-0.589404,1.435483597,0.890145,31,2101.935484,31,15.93548387,19,2241.052632,19,16.76315789
6,Birk,2,2006,0,163517,03-Sep,03-Sep-06,5,08-Sep,08-Sep-06,1801,161716,289535,127819,0.790392,-0.441463036,-0.582434,31,1557.096774,31,16.77419355,19,1676.842105,19,18.01578947
6,Birk,3,2007,1,102568,23-Aug,23-Aug-07,5,28-Aug,28-Aug-07,512,102056,98500,-3556,-0.034844,0.036101523,0.035465,31,2672.870968,31,16.75806452,19,2882.578947,19,17.22105263
6,Birk,0,2008,1,51743,15-Aug,15-Aug-08,5,20-Aug,20-Aug-08,831,50912,22263,-28649,-0.562716,1.286843642,0.827173,31,3305.806452,31,17.36774194,19,3198.947368,19,18.47368421
6,Birk,1,2009,1,67060,22-Aug,22-Aug-09,5,27-Aug,27-Aug-09,206,66854,61597,-5257,-0.078634,0.085345066,0.081898,31,2173.225806,31,17.98318551,19,2376.842105,19,18.21324561
6,Birk,2,2010,1,167563,10-Sep,10-Sep-10,5,15-Sep,15-Sep-10,6220,161343,139306,-22037,-0.136584791,0.15819132,0.146859581,31,1881.612903,31,14.56698925,19,1853.684211,19,15.40535088
6,Birk,3,2011,1,230162,23-Aug,23-Aug-11,5,28-Aug,28-Aug-11,19529,210633,228817,18183.58355,0.086328104,-0.0794678,-0.082803298,31,4139.820941,31,16.54487327,19,4512.567325,19,16.84795113
6,Birk,0,2012,1,133013,09-Aug,09-Aug-12,5,14-Aug,14-Aug-12,4979,128034,59043,-68991,-0.538849056,1.168487374,0.774029862,31,4190.645161,31,18.49032258,19,4777.368421,19,18.37894737
6,Birk,1,2013,1,92373,25-Aug,25-Aug-13,5,30-Aug,30-Aug-13,156,92217,81798,-10419,-0.112983506,0.127374752,0.119891702,31,2481.064516,31,18.9516129,19,2670.105263,19,19.16315789
6,Birk,2,2014,1,42974,28-Aug,28-Aug-14,5,02-Sep,02-Sep-14,6344,36630,41563,4933,0.134671035,-0.118687294,-0.126342772,31,2305,31,17.4,19,2478,19,18.7
6,Birk,3,2015,1,76868,26-Aug,26-Aug-15,5,31-Aug,31-Aug-15,68,76800,53970,-22830,-0.297265625,0.423012785,0.352776304,31,1996.137866,31,17.36413978,19,2049.578947,19,18.29888158
6,Birk,0,2016,1,53668,17-Aug,17-Aug-16,5,22-Aug,22-Aug-16,524,53144,41045,-12099,-0.227664459,0.294774029,0.258336185,31,2558.119013,31,19.21053763,19,2759.600021,19,19.92631579
7,Late,1,1977,0,104800,02-Oct,02-Oct-77,5,07-Oct,07-Oct-77,3677,101123,73308,-27815,-0.275061,0.379426529,0.321668,31,1792.903226,31,10.1483871,19,1933.157895,19,11.10526316
7,Late,2,1978,1,1870000,24-Sep,24-Sep-78,5,29-Sep,29-Sep-78,56436,1813564,1988225,174661,0.096308,-0.087847703,-0.091948,31,2377.741935,31,12.00322581,19,2461.052632,19,12.50526316
7,Late,3,1979,0,498931,28-Sep,28-Sep-79,5,03-Oct,03-Oct-79,19287,479644,380071,-99573,-0.207598,0.261985261,0.232686,31,1557.741935,31,13.58709677,19,1634.736842,19,14.48421053
7,Late,0,1980,0,155700,11-Oct,11-Oct-80,5,16-Oct,16-Oct-80,4887,150813,79912,-70901,-0.470125,0.887238462,0.635115,31,2075.806452,31,9.977419355,19,2365.263158,19,10.95263158
7,Late,1,1981,0,86316,30-Sep,30-Sep-81,5,05-Oct,05-Oct-81,4666,81651,62106,-19545,-0.239372,0.314703893,0.273611,31,1667.741935,31,11.93870968,19,1747.368421,19,12.92631579
7,Late,2,1982,1,3520181,26-Sep,26-Sep-82,5,01-Oct,01-Oct-82,113583,3406597,3392951,-13646,-0.004006,0.004021868,0.004014,31,2750.322581,31,11.71612903,19,3024.736842,19,12.48421053
7,Late,3,1983,0,406684,26-Sep,26-Sep-83,5,01-Oct,01-Oct-83,13803,392881,278501,-114380,-0.291131,0.410698705,0.344085,31,1693.225806,31,11.10645161,19,1856.842105,19,12.08421053
7,Late,0,1984,0,57839,07-Oct,07-Oct-84,5,12-Oct,12-Oct-84,3822,54018,66641,12623,0.233681,-0.189417926,-0.210003,31,2603.870968,29,8.64137931,19,2675.263158,17,10.11176471
7,Late,1,1985,0,72587,11-Oct,11-Oct-85,5,16-Oct,16-Oct-85,0,72587,41246,-31341,-0.431772,0.759855501,0.565232,31,1980,31,8.051612903,19,1746.842105,19,8.936842105
