"opMod","manProc","keyVar","plotOrder","hcr","trial","targetER","medSpawners","varSpawners","medObsSpawners","varObsSpawners","medRecRY","varRecRY","medRecBY","varRecBY","medObsRecBY","varObsRecBY","medObsRecRY","varObsRecRY","medSpawnersLate","medCatch","varCatch","stabilityCatch","medObsCatch","varObsCatch","stabilityObsCatch","medCatchLate","medER","medObsER","ppnYrsLowCatch","ppnYrsHighCatch","ppnYrsEscGoal","ppnYrsCUsLower","ppnYrsCUsUpper","ppnMixedOpen","ppnSingleOpen","ppnYrsAllMixOpen","ppnCUUpper","ppnCULower","ppnCUEstUpper","ppnCUEstLower","ppnCURecover","ppnCUStable","ppnCUExtinct","ppnCUExtant","ppnCUConstrained","medSpawnersEarly","medRecRYEarly","medCatchEarly"
"ref","fixed0.4",0.4,4,"fixedER",1,0.401,1.9535337806408,0.812132621554736,2.12332263899786,0.810083104693256,7.19415191782205,0.789560013658705,7.06448368864713,0.842892815459299,6.88182216421362,0.830422861658632,7.41835316361002,0.791557195271029,3.69249032174175,4.00755612709929,0.794073612767813,1.25932908979863,4.19787887979764,0.806469270196908,1.23997285073967,5.59164983432743,0.562625032038158,0.558004155019443,1,0.92,0,0.42,0.08,0.73,1,0.3,0.242222222222222,0.503333333333333,0.23,0.501111111111111,0,0.111111111111111,0,1,0,1.59698220987524,4.92327582638175,2.82843682779387
"ref","fixed0.4",0.4,4,"fixedER",2,0.401,2.13756477569225,0.773101472247214,2.19728048512794,0.804780366154104,6.70650538129071,0.730079307984123,5.61606000716976,0.880558326670335,5.91950969744749,0.874672834318537,7.12954219430667,0.722943355693109,2.14390662299763,3.50778533369844,0.746158823741629,1.34019724511932,3.5580156518885,0.72809550038264,1.37344620242051,3.14135399351438,0.548775373025855,0.553301717686934,1,0.9,0,0.2,0,0.62,1,0.12,0.165555555555556,0.462222222222222,0.167777777777778,0.468888888888889,0.0555555555555556,0.277777777777778,0,1,0,1.20089570935004,4.02054830124361,2.27147965148355
"ref","fixed0.4",0.4,4,"fixedER",3,0.401,1.92101935372224,0.918400091012706,1.9834586567322,0.922408511624946,6.20710125089871,0.854844206958883,5.35192275739229,0.930175075190329,5.52961107861596,0.958235392978001,6.15147577803983,0.873437204917347,1.88575208137272,3.38005473916762,0.850676635774631,1.17553481304843,3.47464978358473,0.888921196309375,1.12495911240704,3.14102977427849,0.556621231160744,0.560215268998882,1,0.9,0,0.38,0.06,0.675,1,0.2,0.234444444444444,0.502222222222222,0.24,0.5,0,0.388888888888889,0,1,0,1.26957747631797,3.70481386932398,1.98571847329339
"ref","fixed0.4",0.4,4,"fixedER",4,0.401,3.19215305993986,0.671873540552567,3.09230420398881,0.680725475197195,9.33788170750838,0.673806097225622,7.98586744278447,0.7861016964507,7.46227032802197,0.785457583132536,9.62935365079931,0.666888035161742,2.76884437765536,5.43163424293349,0.714749475423084,1.39909161795196,5.58729248357443,0.706903802452698,1.41461963640649,4.25404670677479,0.556278966384185,0.545587879882417,1,0.98,0,0.66,0.06,0.82,1,0.4,0.297777777777778,0.602222222222222,0.3,0.592222222222222,0.0555555555555556,0.277777777777778,0,1,0,2.22161382864808,6.48825755844672,3.70567281870948
"ref","fixed0.4",0.4,4,"fixedER",5,0.401,3.01323220512571,0.651280534715056,2.97476583283475,0.674087293978123,9.71002507983096,0.59364879846659,10.0881105379661,0.802172495923443,9.78087993509246,0.771139436251419,9.96387650414295,0.581642603642317,2.88826437136848,5.47893140128713,0.59771054415612,1.67305062588758,5.40442020368844,0.571133421846735,1.75090436270835,5.42136640159005,0.548001648675311,0.553110495875563,1,0.96,0,0.86,0.06,0.835,1,0.44,0.295555555555556,0.595555555555556,0.306666666666667,0.586666666666667,0,0.333333333333333,0,1,0,1.462281949172,4.08037393280993,2.21013453041741
"ref","fixed0.4",0.4,4,"fixedER",6,0.401,3.04734491459148,0.692463061601005,3.20894565304206,0.7456086246324,10.1066250932252,0.678043752748748,10.0948424709273,0.74750961956077,10.5417866092533,0.764045016281408,10.7763102157955,0.709668002195717,3.51214266528137,5.7836274442544,0.680061951048405,1.47045427031812,6.10869571843975,0.710636369657476,1.40718944694879,6.50489879581351,0.564056557571826,0.550636800231086,1,0.98,0,0.78,0.04,0.845,1,0.48,0.322222222222222,0.605555555555556,0.32,0.603333333333333,0.111111111111111,0.388888888888889,0,1,0,2.4733345239688,7.21411994218754,4.08809826448982
"ref","fixed0.4",0.4,4,"fixedER",7,0.401,3.00205610644345,0.623760132874831,3.00978205528464,0.629097293890814,10.5939284576755,0.682725390435433,9.75166026392597,0.836938271284689,9.45791292365301,0.856389633303931,10.7311145862023,0.689883922262853,3.25431275088482,6.5463707535868,0.756307626635672,1.3222132962593,6.21524411220327,0.782274687489782,1.2783233511094,6.78369870813508,0.562574516782481,0.553304299996667,1,0.96,0,0.78,0.08,0.825,1,0.42,0.303333333333333,0.61,0.294444444444444,0.607777777777778,0.111111111111111,0.388888888888889,0,1,0,1.55566791708687,4.37788818461504,2.45912426466405
"ref","fixed0.4",0.4,4,"fixedER",8,0.401,2.23088974067936,0.710956035172657,2.29948838854012,0.692443813520131,7.37337591738969,0.715721094718678,7.37528427799389,0.774460782078257,7.86519576768852,0.724342395090109,7.53348453523174,0.69806769294777,1.8867216535367,4.20746752848956,0.773378522473988,1.29302789118201,4.23976300330207,0.756347466958242,1.32214364916384,3.17724184463749,0.559531526097442,0.56522849221621,1,0.9,0,0.36,0,0.685,1,0.22,0.218888888888889,0.505555555555556,0.214444444444444,0.501111111111111,0,0.222222222222222,0,1,0,1.19070718789859,3.63431502480037,2.03518769576545
"ref","fixed0.4",0.4,4,"fixedER",9,0.401,2.25857509263203,1.05909255431479,2.33638170045968,1.09806726502537,6.96665689548914,0.996885844474846,6.96637023375335,1.01411118331774,6.6507082146849,0.845277042759621,6.98977889716798,1.0107938583658,2.33279048457494,3.91177839906398,1.00202724307145,0.997976858328488,4.00443448209434,1.00749290268521,0.992562823355634,4.2621099127211,0.536878473657737,0.559006818143885,0.98,0.94,0,0.26,0,0.73,1,0.24,0.21,0.481111111111111,0.213333333333333,0.481111111111111,0.0555555555555556,0.333333333333333,0,1,0,1.41782921394472,3.92199286336299,2.07844291676457
"ref","fixed0.4",0.4,4,"fixedER",10,0.401,2.18393371197695,0.673737629109681,2.53065023409797,0.664474489375141,6.98232219367614,0.7538958914012,7.55004629395104,0.838199384395731,6.53570907182759,0.891161451225028,7.24499809814014,0.744793370273084,2.47778926049289,4.17746216192273,0.778677773988976,1.28422825641632,4.49940706971851,0.772595575735226,1.29433824293955,4.96805932778986,0.569535423818579,0.562014029932783,1,0.9,0,0.5,0.04,0.705,1,0.3,0.265555555555556,0.527777777777778,0.265555555555556,0.532222222222222,0.166666666666667,0.5,0,1,0,0.843404595843264,2.3718358359775,1.35707215362263
