"yr","stk","marCatch","frfnCatch","totalCatch","totalEsc","totalRun","marER","frfnER","totalER"
1988,"18",0.028949,0.002216,0.031165,0.037747,0.068912,0.420086487114,0.0321569537961458,0.452243440910146
1989,"18",0.046488,0.000633,0.047121,0.016037,0.063158,0.736058773235378,0.0100224832958612,0.746081256531239
1990,"18",0.01057,0.000941,0.011511,0.012202,0.023713,0.445747058575465,0.0396828743727069,0.485429932948172
1991,"18",0.017256,0.001203,0.018459,0.0225,0.040959,0.421299348128616,0.029370834248883,0.450670182377499
1992,"18",0.007655,0.000394,0.008049,0.009129,0.017178,0.445628129002212,0.0229363138898591,0.468564442892071
1993,"18",0.041143,0.000197,0.04134,0.022835,0.064175,0.641106349824698,0.00306973120373977,0.644176081028438
1994,"18",0.003095,0.001813,0.004908,0.0095,0.014408,0.214811215991116,0.125832870627429,0.340644086618545
1995,"18",0.001399,0.002425,0.003824,0.0055,0.009324,0.1500429000429,0.26008151008151,0.41012441012441
1996,"18",0.0095,0.00248,0.01198,0.050077,0.062057,0.153085066954574,0.0399632595839309,0.193048326538505
1997,"18",0.049683,0.001467,0.05115,0.035798,0.086948,0.571410498228826,0.0168721534710402,0.588282651699867
1998,"18",0.012286,0.002079,0.014365,0.076888,0.091253,0.13463666947936,0.0227828126198591,0.157419482099219
1999,"18",0.001726,0.001479,0.003205,0.035977,0.039182,0.0440508396712776,0.0377469246082385,0.0817977642795161
2000,"18",0.020586,0.002632,0.023218,0.042638,0.065856,0.31259110787172,0.0399659863945578,0.352557094266278
2001,"18",0.006197,0.004259,0.010456,0.131481,0.141937,0.0436602154476986,0.0300062703875663,0.0736664858352649
2002,"18",0.025214,0.003876,0.02909,0.09028,0.11937,0.211225601072296,0.0324704699673285,0.243696071039625
2003,"18",0.041975,0.003195,0.045171,0.078229,0.1234,0.34015397082658,0.0258914100486224,0.366053484602917
2004,"18",0.089082,0.007138,0.09622,0.060942,0.159989,0.556800780053629,0.0446155673202533,0.601416347373882
2005,"18",0.01312,0.001798,0.014918,0.062047,0.07695,0.17050032488629,0.0233658219623132,0.193866146848603
2006,"18",0.028913,0.001136,0.030049,0.038816,0.068865,0.419850432004647,0.0164960429826472,0.436346474987294
2007,"18",0.002393,0.000328,0.002721,0.041829,0.04455,0.0537149270482604,0.0073625140291807,0.0610774410774411
2008,"18",0.001857,0.000465,0.002322,0.016921,0.022221,0.083569596327798,0.0209261509383016,0.1044957472661
2009,"18",0.00149,9.8e-05,0.001587,0.031034,0.032621,0.0456760982189387,0.00300419974862818,0.0486496428680911
2010,"18",0.002266,0.000491,0.002757,0.016818,0.019575,0.115759897828863,0.0250830140485313,0.140842911877395
2011,"18",0.008302,0.001606,0.009908,0.055997,0.065905,0.125969198088157,0.0243684090736666,0.150337607161824
2012,"18",0.004633,0.001518,0.006152,0.078038,0.08419,0.0550302886328543,0.0180306449697114,0.0730728114978026
2013,"18",0.004202,0.0027,0.006903,0.059247,0.077226,0.0544117266205682,0.0349623183901795,0.0893869940175589
2014,"18",0.018341,0.00148,0.019821,0.036496,0.056317,0.325674307935437,0.0262798089386864,0.351954116874123
2015,"18",0.00515,0.00105,0.006201,0.038478,0.054918,0.0937761753887614,0.0191194143996504,0.112913798754507
1952,"19",0.055719,8.2e-05,0.055801,0.025794,0.081595,0.682872725044427,0.00100496353943256,0.683877688583859
1953,"19",0.097119,3.7e-05,0.097156,0.02103,0.118186,0.821747076641903,0.000313065845362395,0.822060142487266
1954,"19",0.233947,3.3e-05,0.23398,0.0288,0.26278,0.890277037826319,0.000125580333358703,0.890402618159677
1955,"19",0.043401,2.6e-05,0.043427,0.005595,0.049022,0.885337195544857,0.000530374117743054,0.8858675696626
1956,"19",0.015412,9e-06,0.015421,0.002586,0.018007,0.85588937635364,0.000499805631143444,0.856389181984784
1957,"19",0.020298,1.5e-05,0.020313,0.003793,0.024106,0.842031029619182,0.000622251721563096,0.842653281340745
1958,"19",0.13121,1.5e-05,0.131225,0.014701,0.145926,0.899154365911489,0.000102791825993997,0.899257157737483
1959,"19",0.175962,0.00093,0.176892,0.027868,0.20476,0.859357296346943,0.0045419027153741,0.863899199062317
1960,"19",0.02215,0.000288,0.022438,0.01721,0.039648,0.558666263115416,0.00726392251815981,0.565930185633575
1961,"19",0.052935,0.001979,0.054914,0.042773,0.097687,0.541883771637987,0.0202585809780216,0.562142352616008
1962,"19",0.009978,0.000379,0.010357,0.008162,0.018519,0.538797991252227,0.0204654678978347,0.559263459150062
1963,"19",0.021757,0.000897,0.022654,0.022258,0.044912,0.484436230851443,0.0199723904524403,0.504408621303883
1964,"19",0.0036,0.000144,0.003744,0.002202,0.005946,0.605449041372351,0.024217961654894,0.629667003027245
1965,"19",0.04266,0.001058,0.043718,0.015034,0.058752,0.726102941176471,0.0180078976034858,0.744110838779956
1966,"19",0.092128,0.001212,0.09334,0.032646,0.125986,0.731255853825028,0.00962011652088327,0.740875970345912
1967,"19",0.092845,0.000217,0.093062,0.020548,0.11361,0.81722559633835,0.00191004313000616,0.819135639468357
1968,"19",0.013076,0.000319,0.013395,0.005379,0.018774,0.696495152870992,0.0169915841056781,0.71348673697667
1969,"19",0.051911,0.000191,0.052102,0.014959,0.067061,0.774086279655836,0.00284815317397593,0.776934432829812
1970,"19",0.05016,0.000368,0.050528,0.012666,0.063194,0.79374624173181,0.00582333765863848,0.799569579390448
1971,"19",0.063705,0.000202,0.063907,0.00379,0.067697,0.941031360326159,0.0029838840716723,0.944015244397832
1972,"19",0.001784,5e-06,0.001789,0.001346,0.003135,0.569059011164274,0.00159489633173844,0.570653907496013
1973,"19",0.020634,7.9e-05,0.020713,0.00306,0.023773,0.867959449795987,0.00332309763176713,0.871282547427754
1974,"19",0.092266,0.000904,0.09317,0.01692,0.11009,0.838096103188301,0.00821146334816968,0.84630756653647
1975,"19",0.017413,7.1e-05,0.017484,0.005987,0.023471,0.741894252481786,0.00302500958629798,0.744919262068084
1976,"19",0.027893,4.3e-05,0.027936,0.00513,0.033066,0.843555313615194,0.00130042944414202,0.844855743059336
1977,"19",0.009209,0.000103,0.009312,0.002246,0.011558,0.796764146046029,0.00891157639730057,0.805675722443329
1978,"19",0.037127,0.000341,0.037468,0.019717,0.057185,0.649243682783947,0.00596310221211856,0.655206784996065
1979,"19",0.100318,0.003027,0.103345,0.045706,0.149051,0.673044796747422,0.0203084850151961,0.693353281762618
1980,"19",0.011905,8.9e-05,0.011994,0.005092,0.01726,0.689745075318656,0.00515643105446118,0.694901506373117
1981,"19",0.011805,0,0.011805,0.003193,0.014998,0.78710494732631,0,0.78710494732631
1982,"19",0.025331,0.000127,0.025458,0.009189,0.034647,0.731116691199815,0.00366554102808324,0.734782232227899
1983,"19",0.01952,8.2e-05,0.019602,0.004239,0.023841,0.818757602449562,0.00343945304307705,0.822197055492639
1984,"19",0.012074,0.000102,0.012176,0.001267,0.013443,0.898162612512088,0.00758759205534479,0.905750204567433
1985,"19",0.004576,4e-06,0.00458,0.005097,0.009679,0.472776113234838,0.000413265833247236,0.473189379068086
1986,"19",0.024964,0.000267,0.025231,0.007265,0.032536,0.767273174329973,0.00820629456601918,0.775479468895992
1987,"19",0.008324,0,0.008324,0.005228,0.013552,0.614226682408501,0,0.614226682408501
1988,"19",0.003683,3.5e-05,0.003718,0.001544,0.005262,0.699923983276321,0.00665146332193082,0.706575446598252
1989,"19",0.013459,0,0.013459,0.002934,0.016393,0.821021167571524,0,0.821021167571524
1990,"19",0.002703,9e-06,0.002712,0.004515,0.007227,0.374014113740141,0.0012453300124533,0.375259443752594
1991,"19",0.028844,0.000863,0.029707,0.015,0.044707,0.645178607376921,0.0193034647818015,0.664482072158722
1992,"19",0.001999,0,0.001999,0.000313,0.002312,0.86461937716263,0,0.86461937716263
1993,"19",0.07154,9e-06,0.071549,0.003258,0.074807,0.956327616399535,0.000120309596695496,0.95644792599623
1994,"19",0.062502,0.000156,0.062658,0.009515,0.072173,0.866002521718648,0.00216147312706968,0.868163994845718
1995,"19",0.015434,0.001979,0.017413,0.01676,0.034173,0.451643110057648,0.0579112164574372,0.509554326515085
1996,"19",0.002713,0.000294,0.003282,0.015379,0.017864,0.151869682042096,0.0164576802507837,0.18372145096283
1997,"19",0.000904,0.000161,0.001065,0.001418,0.004737,0.190838083175005,0.0339877559636901,0.224825839138695
1998,"19",0.003049,9.5e-05,0.003151,0.004496,0.021993,0.138635020233711,0.00431955622243441,0.143272859546219
1999,"19",0.006141,0.000477,0.006836,0.008577,0.051335,0.11962598616928,0.00929190610694458,0.133164507645856
2000,"19",5.5e-05,0.000777,0.000832,0.004343,0.014859,0.00370146039437378,0.0522915404805169,0.0559930008748906
2001,"19",0.011585,0.005662,0.017247,0.015309,0.090043,0.128660750974534,0.0628810679342092,0.191541818908744
2002,"19",0.01005,0.001474,0.011524,0.041542,0.062988,0.159554200800152,0.0234012827840224,0.182955483584175
2003,"19",0.016919,0.007286,0.026568,0.008259,0.082606,0.204815630825848,0.0882018255332542,0.321623126649396
2004,"19",0.020223,0.002825,0.023049,0.002106,0.057832,0.349685295338221,0.0488483884354683,0.398550975238622
2005,"19",0.019429,0.013051,0.032479,0.388605,0.421084,0.0461404375374035,0.0309938159607109,0.0771318786750387
2006,"19",0.062329,0.008902,0.071231,0.168259,0.20811,0.299500264283312,0.0427754552880688,0.342275719571381
2007,"19",0.011111,0.003827,0.014938,0.128295,0.191374,0.0580590884864193,0.0199974918222956,0.0780565803087149
2008,"19",0.002965,0.003741,0.006706,0.00689,0.041515,0.0714199686860171,0.0901120077080573,0.161531976394074
2009,"19",0.004345,0.002045,0.006397,0.30721,0.400256,0.0108555524464343,0.00510923009274065,0.0159822713463383
2010,"19",0.270104,0.047977,0.326546,0.761668,1.303044,0.207286937355914,0.0368191711101083,0.250602435527887
2011,"19",0.183016,0.084828,0.288504,0.805596,1.39206,0.13147134462595,0.0609370285763545,0.207249687513469
2012,"19",0.012552,0.013371,0.025923,0.070904,0.144097,0.0871079897568999,0.0927916611726823,0.179899650929582
2013,"19",0.011024,0.011125,0.022149,0.250087,0.379416,0.0290551795390811,0.0293213781179497,0.0583765576570308
2014,"19",0.441637,0.064723,0.523388,0.399531,1.32245,0.333953646640705,0.0489417369276721,0.395771484744225
2015,"19",0.017821,0.003694,0.021517,0.115684,0.18678,0.095411714316308,0.019777278081165,0.115199700182032
