scenario,nameOM,nameMP,keyVar,plotOrder,species,simYears,harvContRule,benchmark,canER,usER,propMixHigh,enRouteMort,constrain,singleHCR,moveTAC,prodRegime,startYear,endYear,rho,arSigTransform,correlCU,corrMat,tauCatch,obsSig,mixOUSig,singOUSig,obsMixCatchSig,obsSingCatchSig,obsAgeErr,lowCatchThresh,highCatchThresh,extinctThresh,adjustSig,adjustAge,adjustForecast,adjustEnRouteSig,preFMigMort,prodScalar
genericRetro,ref,NA,ppnMix,1,sockeye,50,genPA,percentile,NA,NA,1,TRUE,FALSE,retro,FALSE,scalar,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0,1
genericRetro,ref,NA,ppnMix,2,sockeye,50,genPA,percentile,NA,NA,0.75,TRUE,FALSE,retro,FALSE,scalar,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0,1
genericRetro,ref,NA,ppnMix,3,sockeye,50,genPA,percentile,NA,NA,0.5,TRUE,FALSE,retro,FALSE,scalar,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0,1
genericRetro,ref,NA,ppnMix,4,sockeye,50,genPA,percentile,NA,NA,0.25,TRUE,FALSE,retro,FALSE,scalar,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0,1
genericRetro,ref,NA,ppnMix,5,sockeye,50,genPA,percentile,NA,NA,0,TRUE,FALSE,retro,FALSE,scalar,NA,NA,0.2,TRUE,0.4,FALSE,0.1,0.2,0.07,0.07,0.1,0.1,0.1,0.5,1,0.0001,1,1,1,1,0,1
