"stk","alpha","beta0","beta1","beta2","beta3","sigma","deviance"
1,2.11919395095472,3.08284274916305,3.21317870150662,1.77884040675321,1.81997702445175,0.820961756498042,-2562.56286226695
1,1.90296228515381,1.38877155519741,2.20296004313581,2.15541493784706,1.10506268362844,0.679792091835473,-2573.53510968548
1,1.88686559181018,1.40062886656551,3.10815641617429,2.00985277757494,0.0723230368325639,0.727489912818114,-2578.42910138571
1,1.69375891176644,1.43628738788038,2.73942399753962,2.63201590077552,0.496854877545538,0.807356201657723,-2570.22548919898
1,1.73448542914268,0.650930168330452,1.99587897922817,2.46676904255313,1.79188723460822,0.699712174649501,-2582.37427747958
1,1.94721438549803,1.72902007269409,3.20065647957187,1.97414847696426,1.72031275719024,0.627460995967432,-2572.5494555891
1,2.17071471209353,2.93946669135956,3.50438581816098,1.6450631583235,1.51295735389415,0.783165548559996,-2577.21912258164
1,1.77021261825989,2.56106230509647,3.34413375865725,0.769884125486999,1.2276730248763,0.756481814614966,-2581.5177978805
1,1.9304970621955,1.50698429051882,3.58823087861068,2.12881992414211,0.707736433034372,0.673084648126582,-2557.72417953306
1,1.80068356506291,2.21131856935245,2.60583019529561,1.50839782354227,0.473853789936498,0.6920025000094,-2568.804201136
1,1.47385491493855,0.812690625998736,2.49629623772723,0.829831611380554,0.324461363757915,0.704369713220203,-2571.97225190789
1,1.82953516983476,1.37554386827512,3.40295331941115,0.863909203347171,2.25696555359057,0.914229682390138,-2608.79874231499
1,1.73688027941573,0.569055310539107,2.50386782245454,2.06883611597302,1.02664093424509,0.817804009142622,-2570.44331868492
1,1.62093226313014,0.952327254945239,2.28066962931289,1.7032563976282,1.06588827733667,0.835494693830596,-2574.15385875788
1,1.58369542199067,0.933193683628036,2.41154474875449,1.89974964064621,0.384230537894747,0.741437467098685,-2586.10441173074
1,2.25806091760831,3.38421259058772,4.52410553240514,1.99705870502703,2.09701948114995,0.869444121051829,-2596.66326662076
1,1.6129405475217,1.66079556321887,2.90984198028774,0.642788066175696,0.437687950261327,0.904158000765607,-2612.2355923158
1,1.90750025447484,2.08972976053121,3.31897428517566,1.90884557811983,0.366917443307688,0.659700546635895,-2571.9009115921
1,1.69267952406612,0.576962658438704,2.25691664961906,2.24594784344354,0.247972525140536,0.766896789157606,-2585.70224901519
1,1.92567089621669,1.65815330623723,2.85583008462457,1.39096559041946,0.2917398575368,0.695432383432333,-2582.8944162154
1,1.83282596381438,1.55765763562985,2.74100120399579,1.53401311686322,0.348632490647851,0.705575721922283,-2571.66288355045
1,1.78800712762945,0.637774703740825,2.11711399096195,2.52972224425128,1.06910902222264,0.752000160564711,-2571.24657890823
1,1.85729464374738,1.12948061203924,3.14328682662777,2.00346762028793,1.17217589187482,0.654089783315007,-2571.49400680409
1,2.03782398199439,1.65304356927465,3.28727351998261,2.19914654548329,0.0865850064325842,0.696982689560799,-2574.77698165876
1,1.90630122047377,0.919149254329708,1.95171280642131,1.53704478280171,1.70548651071257,0.718323949629714,-2558.40661169104
1,1.57046192782688,0.93766012337815,1.11899111394443,1.32320538236475,0.145246413742194,0.859233838020205,-2568.31389414512
1,1.86226558977839,0.890988911943402,1.70294234559654,1.09901685255278,2.7134866635925,0.792507983516226,-2579.21690595483
1,1.67918290914005,1.4355979841249,2.4096608494567,1.0792203546307,1.78568234249138,0.683405407099326,-2586.6210472186
1,2.12972453212104,2.17526230662539,4.08538918187445,1.4206828952316,1.43787024904501,0.899898725629934,-2569.9918628909
1,2.02287069703575,2.0753798920057,3.23080223637382,1.45936022636659,1.4754205615616,0.690649852972542,-2615.54398118448
1,2.00615194921531,0.796766977373371,2.94150932811741,1.48188357214354,1.56135395001868,0.773187707004866,-2578.97674006539
1,1.39739857704913,0.672026508045411,2.20319795402224,0.946282654634537,0.215577969972143,0.844325224449683,-2579.9489892438
1,1.85926257163206,2.30216731354735,2.99351007535987,1.17438716594724,1.08581070334499,0.76156018406147,-2595.04255744784
1,1.94051135853223,0.886470776594095,4.29231678261892,1.43470087981289,0.0841633399915646,0.714169090336508,-2594.70473536811
1,1.70253816505485,1.00144107881023,3.20568880693582,2.26077686434885,0.10066455752879,0.708137887917161,-2580.28620800278
1,1.77791959925853,1.7816869225647,2.89794635914979,1.12479626617515,0.645102525386485,0.742279635368931,-2599.02228839006
1,1.95649547001693,1.80383342998262,2.44254875342734,1.7047063440853,0.265632757105153,0.716229798855609,-2588.6882859564
1,1.94548868693208,2.33058929204056,3.08695415911829,1.45787517779786,1.12576672726015,0.77019378828091,-2578.72357007672
1,2.10986047025183,1.56850778230154,3.77093143450438,2.35008673795302,1.19146694973878,0.853162262894365,-2574.24039511606
1,2.02327120015679,1.44183292938301,3.05027107527138,3.48642614969828,0.804906585536103,0.778159348651322,-2575.30799948303
1,1.82409541458005,1.62945440163979,3.02586948800839,0.8522337451754,0.140234111011463,0.733394537958546,-2565.33589116588
1,1.74375903685944,2.06513873259561,3.7786366326991,0.938842524578968,0.915313320022503,0.69480155543984,-2590.64737952048
1,1.66485677065908,0.741035122354778,2.76126999629029,1.23248003684611,1.35717180012966,0.70176550769886,-2572.15769052174
1,1.6136771585924,1.55960551784107,2.22751625851927,1.17875961654932,1.04398336211579,0.67479239532565,-2594.44405356555
1,1.74114761216082,0.957969411662249,1.62683489360888,1.15849474523264,1.56825198006119,0.72325398922537,-2575.2796818797
1,1.63526900410361,2.25876545257446,1.70479787773895,1.28583764392,0.949103855876723,0.751046753184831,-2595.56230693489
1,1.74958564372866,2.13980040506102,3.15002090190141,0.801300347686262,0.299618267534404,0.734201412739538,-2551.48242001339
1,1.85987938932942,1.29868186123868,2.4406333778823,1.27943077586583,0.683433001920524,0.728199883008013,-2589.54837250045
1,1.7360045428373,2.45505031174813,2.28791812892691,0.246071159926868,0.0492000844049588,0.645096964845278,-2561.42942828071
1,1.76854169763144,1.25522557340342,1.21763260171287,2.53922892220036,1.01869390463445,0.683094600760282,-2584.50689122734
1,1.56514460842836,0.759213508680459,2.8668554724834,1.15389316741951,0.10802553410438,0.764280692547363,-2550.42212423142
1,1.85507878931759,1.1854958909756,3.9730035457516,2.14653401186653,0.234104919853987,0.633085774280229,-2568.18302252196
1,1.68308294409911,0.914399488058448,2.95772821017775,1.64764291776046,0.945341756730947,0.696940275736927,-2584.1366461207
1,1.75903182128866,1.66852134373492,2.74563832673724,0.911122664243948,0.67290211013368,0.772271774981254,-2590.20156662392
1,1.69213010722432,0.905753186808058,2.80831626548533,1.43436497781243,0.56025887737846,0.689558228082548,-2573.73068667859
1,1.64816418067899,0.716358528540033,3.04239370047702,0.286688437397159,1.47825151384571,0.804971562391728,-2584.30047517156
1,1.86701138335217,1.96885675442327,1.86384994577709,2.35278320881284,0.411728924508928,0.712436415882688,-2577.1492890399
1,1.7803938436923,0.538029133866016,2.84223850508087,0.814626813387102,1.77152460524522,0.779615218268902,-2592.45926070216
1,1.87984268474962,2.16281697543191,1.83210203915254,1.83285203114986,1.09290339313348,0.664272345127577,-2561.64450937986
1,1.64057477629229,1.94945157762437,1.82167076574728,0.961583252959026,0.0269592598922514,0.746057614501571,-2596.72380576694
1,1.71503037528815,0.641431635439606,2.73360618857147,0.751107803132964,1.61574917651985,0.794340627733396,-2600.55563143517
1,2.06581877753105,1.83904227173511,2.52353124303045,1.35336055017946,2.40859640443521,0.812596411769679,-2585.07721519191
1,1.51921758118955,0.79629734926497,3.24647094819011,1.87850115688173,0.416204598572103,0.701760487067554,-2614.35972170907
1,2.00348998630241,3.15838090792856,3.0664160231888,2.30770788834277,1.17823854016142,0.939613224191919,-2574.32394190463
1,1.75282771290114,1.41231334069573,2.33692408508083,1.67555215651422,1.05396021808203,0.794195841922512,-2569.97560129512
1,1.74759064372297,1.0611500508537,2.46733573931266,2.18912079103692,0.960609094670371,0.68951409477348,-2575.28054170849
1,1.5878826319831,0.906942123110975,2.84522328245494,0.985733819876597,0.910257591887252,0.774712599342555,-2584.35337810273
1,1.73325006294421,1.72531077602302,2.20850934868423,0.605738076864943,2.13690916514057,0.778759505345218,-2591.79488258488
1,1.70647239737213,0.978588126045406,2.75962466610843,1.53538688981004,1.31416982459283,0.729620603779083,-2557.05825980055
1,1.76419436192919,1.48933242434708,2.62140130230137,2.06918554181787,0.928176358968706,0.640327132229252,-2578.38160937739
1,1.64404454652854,0.951380649752106,2.11418995919838,1.79194380295214,0.0675434094161102,0.846862650467805,-2606.1643510644
1,1.97781483056354,1.50049918724002,3.82519261747925,1.27151822593867,0.13198317187665,0.675302442727696,-2568.03336679761
1,1.96179979749138,0.898777235249669,4.07982481349515,0.897950179289044,0.964500121713945,0.683344165611531,-2610.72380438587
1,1.61448103876887,0.571532576402934,1.88825542595421,1.19615601911288,1.32652929869427,0.817200851231282,-2560.59099402456
1,1.83307253004914,1.57836846429992,2.990565541586,0.926792220975492,0.7717796922567,0.828451352879254,-2570.99021471024
1,1.95161609197797,2.61224789447089,3.02862178661831,2.06831574628643,2.01406887472216,0.799758405791106,-2596.71836438499
1,1.91849746828498,2.12271814378896,3.25766800522235,1.77215100158435,0.041890824783606,0.69086515079901,-2588.90268732725
1,1.97929750323186,2.70627678926582,2.24448584218754,2.80675153462345,1.47042161151547,0.765246808490183,-2593.62927360305
1,2.05701731912748,1.62129233347344,2.88032711743227,1.32152041415592,1.63454258036861,0.912596381139594,-2562.76975863984
1,1.92225908725923,1.43767748479832,3.21757165694595,1.8034608882221,1.52898250528162,0.731345356232982,-2581.39697304855
1,1.8209909188047,0.989687271793851,3.185616485016,1.40447935815904,0.13613261372762,0.729988546132988,-2574.95424673689
1,2.00187487873728,1.97214043004956,2.08886059654264,2.65301726242587,1.30465964220506,0.728105566281526,-2587.96984339524
1,1.71298569740741,1.45120141080807,2.62753801938653,0.998200196494677,0.181072163675533,0.644148508084802,-2575.88029294145
1,1.96980863663201,1.59720666055675,2.43855909766685,1.79754251100037,0.425799913423782,0.787113805935739,-2596.04661202872
1,1.6876062020838,1.38015431498359,3.86903001618394,1.09502044581973,0.43413619166205,0.789747435788031,-2588.20626572168
1,1.86935781332386,2.01812597629923,3.56571340538113,1.17095954513287,0.126850567432149,0.677937507652239,-2589.58882856173
1,1.80718664023128,0.57031019788004,2.77002244894442,2.67631786539959,0.372909289767704,0.940578497140947,-2560.95735441554
1,1.97339049663456,1.71911067382967,2.53108936941162,2.73829727722003,1.30336457994867,0.784687862712326,-2548.14192022426
1,1.61734912727281,0.597245607912054,1.82633957876685,1.29381627979391,1.33666435975712,0.782284201943079,-2554.95138704843
1,1.73361826513021,1.67658442157841,2.42306251288642,0.34176635785415,1.20804903135677,0.67403425717966,-2581.18518177923
1,1.61748104438784,2.57925418264831,2.8304982118461,0.192472094207794,0.541209873790591,0.799971644358265,-2605.53300450883
1,1.6789701568723,1.24964904970189,2.9403826918308,1.69663796342401,0.462072515318018,0.639058951058071,-2580.32089466429
1,1.85543199340317,0.924743463075018,2.80493745555285,1.96490214114042,0.932330817397967,0.771140134121259,-2580.83174995849
1,1.80102788095457,0.943501259005218,1.18578110068408,1.40784313220345,2.00467735443274,0.793479148909033,-2552.80377093055
1,1.81502321020801,1.96008007305544,1.73800409792158,1.71342399492533,1.13048417059296,0.78062945211049,-2572.99438980185
1,1.88224951393513,2.4092733143157,4.23580907719799,1.44383320493882,0.251051630628292,0.715270556529327,-2596.13360158512
1,1.96124562805353,0.778983704854938,2.33854515270033,1.0917921713611,0.647263433567063,0.82887845599897,-2607.787585809
1,1.88417455412798,3.59219068168408,3.2001857819635,1.24011168461329,0.774039079197848,0.851709717271935,-2608.14877914395
1,1.89089948124938,1.19670449537321,2.38406547667806,1.82679018794949,1.51571883310378,0.677579988807287,-2556.63786108639
1,1.76824600934948,1.84602824204047,2.19219722241699,0.976951495091485,0.0595350428978267,0.620175940914612,-2563.79316729114
1,1.78815813216303,1.36549298856829,4.48872420865025,0.760148472430425,0.422995018247694,0.733127384672118,-2629.29690072298
1,2.00552465949239,0.647307933131475,2.21802478971868,3.13487120492997,0.858881807330422,0.76134274820096,-2588.2856163235
1,1.76849159999929,2.77326124918302,1.24204196109556,1.76611594453856,1.04271976922395,0.79626777341418,-2591.48848753439
1,1.64431866825012,1.38341211083501,3.17629730107704,0.221120394107077,0.00471950347175594,0.723185500155718,-2570.69039331512
1,2.34768455908863,4.44454048456536,3.17555733920174,3.25256456302845,2.56109593967656,0.967594392987714,-2584.83208998664
1,2.03951033393619,2.69412918421598,2.35938416346129,2.64370967061301,0.9295764873405,0.877740309929437,-2562.1703967453
1,1.95637242408018,1.33402015076541,3.14357932575012,2.49985259952579,0.673670703096579,0.614201872079233,-2575.37480615711
1,1.66723488072464,1.09219851147981,2.99332602952407,1.74559725858782,0.0135459784726306,0.714298848175989,-2567.23079950926
1,1.606551856547,0.921844203989194,2.43675523399629,1.51972373806582,0.0338656881535699,0.835872740349223,-2600.63226964955
1,1.53438712415762,0.833158116354287,2.33847254087431,0.693091187649257,0.114218152350324,0.689537929502428,-2580.41177219313
1,1.82133020743636,1.19133183717048,3.01346341655367,1.74269854445725,0.996038158264218,0.635397261905303,-2562.11146728374
1,1.68729291765112,1.0296095084124,2.94391003469488,2.41443380421461,0.729829008073172,0.765829430890786,-2587.28504347469
1,1.70088702839794,0.793515310311036,2.46986539661635,1.93497410831585,0.246844401127435,0.691624178149075,-2560.37601291716
1,1.86418381290322,1.61251366889349,3.84378693237751,0.0700106673788989,0.652978710683486,0.732906765262256,-2591.8672786796
1,1.67215375930115,0.984253082503665,3.28241318394289,1.62754866169821,0.40493470636584,0.784034792387436,-2611.22904540929
1,1.8945014693519,0.908630062926943,3.11461297037917,1.872919684781,0.791141163307827,0.776315648731042,-2568.24526583957
1,1.35741609703967,0.578277165972055,0.768713006844103,1.13301329408086,0.264007841485712,0.891022579881002,-2555.33715925939
1,2.01472142724236,2.77470564115307,3.12206884154318,1.74963021076258,0.671753226947781,0.722163606247692,-2573.55628364255
1,1.72528772828865,0.898029753989501,2.8651936262047,1.85869076237791,0.2031956885959,0.654819301102709,-2596.52850486113
1,1.76507221859375,0.680211990060253,1.1017928361632,2.51871686845734,1.3025728540121,0.888033020206377,-2582.09690584731
1,1.91904809269616,1.79786064000104,2.42969222084317,2.05098042850285,1.68501842180609,0.835193609064671,-2592.01506763168
1,1.85747015572993,1.07220969764414,2.68674734280085,1.17951264277688,1.56822174423927,0.722191481423999,-2565.53945468257
1,1.94678057589471,1.25808326086361,2.67947288045189,1.52833414101641,0.523262020931079,0.87628308512384,-2569.96862655708
1,1.81322845789302,0.805196651077316,1.1884885256649,1.45885705407545,2.26416252018437,0.822054918693639,-2580.64172509007
1,1.46633452914075,1.42907489380774,1.47960548871873,0.936316567777792,0.20547766972674,0.702823890351777,-2587.98847807953
1,1.62434474599287,1.4711879997981,3.09883827515719,0.444086428955098,0.13056820639385,0.875822880381359,-2599.21738458252
1,1.94592099167497,2.9211138059305,2.91253848280476,1.97700373359697,0.0611972297376888,0.649392993286237,-2560.67231057159
1,1.98117152575809,1.40474601577117,2.70576667399395,1.37133785805602,2.217360388734,0.718016079025591,-2568.96833988906
1,1.71909006903054,0.81846846111395,2.63552694992825,2.29776735122527,0.333866244268074,0.697597099129788,-2595.3317749676
1,1.66396287415449,1.00304973538267,2.80599708898889,1.29441616310912,1.23607805567126,0.808411416415913,-2595.45925619075
1,1.87740263891068,2.55631508690858,2.78842307398007,1.74954816970567,0.131795432937082,0.817596843805643,-2541.98070392469
1,1.79453233524458,1.92338451657816,2.77388733562984,1.58421956396308,0.433781186367776,0.590950073112538,-2576.96088505088
1,1.67784507652862,2.3599495453704,1.70157003765765,0.515821105947905,0.48193536702915,0.633040929024822,-2597.98085368547
1,1.62154006561449,0.840480560030448,1.73365439303752,1.16244977176743,0.0219448544748988,0.784787219482011,-2595.42609683459
1,1.88001234403752,1.15634975361185,3.25193830184799,1.45101368761448,0.546299952621493,0.72678553865039,-2563.4814661765
1,1.70031497283694,2.55140741033381,1.45961689444743,0.626561855787409,1.56187625065946,0.700799617882309,-2577.98353151808
1,2.15178684216953,2.11128833689355,2.64598217386847,2.72537691662831,1.6413866328446,0.907419284327369,-2594.8401569673
1,1.73638636790139,1.521785550781,1.25073240730659,2.28056582225976,0.770065345616314,0.757204431908603,-2564.56744690796
1,1.63535749070869,0.818208515630065,3.54943999616333,0.344594425288344,0.444466720591742,0.84430100664751,-2578.38031848717
1,1.97444197152409,1.24484492644036,3.23774164766419,1.87588686401806,1.64083883257444,0.711199975580353,-2606.59209691136
1,1.73018221733026,1.78324569706843,2.07946111148794,0.886683573866931,1.15088515379169,0.616549801807789,-2572.51058492261
1,1.70405800714329,1.26097944856068,2.67825613732924,1.7586682473143,0.0285679158584428,0.694115419797184,-2591.23927031929
1,1.86419231145296,1.43866551709384,2.36398899489416,2.34428944585247,0.0652268222816458,0.726912594654528,-2564.50898125192
1,1.61004177444767,1.17553770041168,2.52941602646444,1.14818495575151,0.278818695233743,0.740970270678343,-2560.24347697695
1,1.76222872688128,2.51113561320531,1.7387031977189,1.52109297210739,0.899831427843206,0.71627642433922,-2605.23212645747
1,1.65030437709913,2.56178139733894,1.23727678017805,0.822337873334834,0.672636291322904,0.708678966870185,-2568.17574202199
1,1.7320210966046,1.13814448889814,2.75178168321106,1.21374795450599,0.915264137832536,0.720784404458723,-2568.99635332706
1,1.91635676969754,1.06206877277004,3.93014400142554,1.75552964250774,0.446484470770408,0.708571570649502,-2582.20393756516
1,1.77318404398369,2.54820932330666,1.37152197050533,0.590393032269819,1.0310822971306,0.679231271936006,-2575.95633307392
1,1.5603662694525,1.73399424920391,1.36260974974862,1.1509031325803,0.215970893101055,0.730858195848671,-2578.40481000845
1,1.81247864815195,1.52205796067613,3.16519164322548,1.66885102496566,0.623514053121981,0.750113038403402,-2574.34571464485
1,1.93329239970487,1.70155694757271,2.77720270654661,1.0305445330165,0.323041092844811,0.75496106932473,-2576.07334480627
1,1.784797504906,1.91767911129083,2.88542933345148,0.652990183262712,0.966299613486774,0.66075530507143,-2573.72091009849
1,1.80488594747858,1.55529068866553,2.79459724130989,0.950418578412707,1.75254576213479,0.772110765700958,-2562.59233148929
1,1.55810290517744,1.37910800980851,3.43947029868313,0.0373165828111949,1.27009847809844,0.677274274398842,-2592.63417332527
1,1.77385967044585,1.16407141808987,2.1453817958465,1.45990507758244,0.699998916491265,0.638393937773734,-2580.7962679504
1,1.68090053989445,1.00199357798273,2.59318343893903,1.10014247077196,0.434239482083998,0.691246366443702,-2558.37248737431
1,1.62475897852077,0.543064071902675,3.05464532095128,0.438497939869958,0.0854240335801701,0.755840901381198,-2575.75163354937
1,1.68654994220253,1.61676519015914,2.09743280160035,1.37380006798519,0.312057303223764,0.746538537321842,-2559.98330008148
1,1.44394888391011,1.21238933445946,2.85875592893467,0.649548186231303,0.601263646629858,0.71206904952739,-2607.06029045519
1,1.66383061867694,0.620880651546555,2.08767092773704,2.5199952870187,0.943457651786093,0.806931871092921,-2608.02426921911
1,1.87151759539927,2.86375883194595,3.04030501978237,1.29710164135269,1.72035657760246,0.815117415026327,-2582.53767810737
