"opMod","manProc","keyVar","plotOrder","hcr","trial","targetER","medSpawners","varSpawners","medObsSpawners","varObsSpawners","medRecRY","varRecRY","medRecBY","varRecBY","medObsRecBY","varObsRecBY","medObsRecRY","varObsRecRY","medSpawnersLate","medCatch","varCatch","stabilityCatch","medObsCatch","varObsCatch","stabilityObsCatch","medCatchLate","medER","medObsER","ppnYrsLowCatch","ppnYrsHighCatch","ppnYrsEscGoal","ppnYrsCUsLower","ppnYrsCUsUpper","ppnMixedOpen","ppnSingleOpen","ppnYrsAllMixOpen","ppnCUUpper","ppnCULower","ppnCUEstUpper","ppnCUEstLower","ppnCURecover","ppnCUStable","ppnCUExtinct","ppnCUExtant","ppnCUConstrained","medSpawnersEarly","medRecRYEarly","medCatchEarly"
"highOU","TAM","TAM",3,"TAM",29,0.355301305911764,3.78344901164692,0.852370159200077,3.91934488172596,0.821280155588901,9.19134776407466,0.791600004277232,9.31426814963945,0.843983618296729,9.85639887058683,0.797446268082766,9.11638753524062,0.764961376898674,3.65922738159211,3.19856037513797,0.894313039672294,1.11817669612246,3.37018592097048,0.852942482985635,1.17241199723058,2.5150412076098,0.347051786943139,0.340747261679996,1,0.96,0,0.88,0.26,0.83,1,0.44,0.43,0.667777777777778,0.427777777777778,0.666666666666667,0,0.277777777777778,0,1,0.282222222222222,2.12354692233875,5.65985362845549,2.34948004867477
"highOU","TAM","TAM",3,"TAM",30,0.35913415474344,3.70338630939965,0.840650012611101,3.81330914900131,0.85213171869602,8.78999322059466,0.754569983351993,8.2718794863113,0.888614651270781,7.96386731890155,0.892503494061806,8.94838176902923,0.761712137664954,5.13892470714103,3.2377410452342,0.804828411287503,1.24250086847739,3.11039044057904,0.820722261197095,1.21843898634041,3.79946465039689,0.337095129094009,0.310003302712569,0.98,0.9,0,0.8,0.22,0.82,1,0.42,0.406666666666667,0.65,0.398888888888889,0.643333333333333,0.222222222222222,0.388888888888889,0,1,0.31,2.55236683927584,7.76048226673321,3.98550530607167
"highOU","TAM","TAM",3,"TAM",31,0.359776765715588,3.46581348277308,0.79326885283293,3.3133996504658,0.738417739840289,8.39043372723775,0.684200818858567,7.76987784543461,0.767661614624729,7.79205518942817,0.78840171046462,8.53882991562873,0.663495597284146,3.12366461216003,3.17600419029147,0.638496243950306,1.56617992584124,3.09319253963327,0.639450668681641,1.5638422930446,2.3197693665949,0.36190532521641,0.328875987266489,1,0.92,0,0.78,0.12,0.77,1,0.38,0.347777777777778,0.613333333333333,0.348888888888889,0.614444444444444,0.111111111111111,0.333333333333333,0,1,0.356666666666667,4.15031460149551,10.0794776193629,3.22471200760375
"highOU","TAM","TAM",3,"TAM",32,0.363470924879394,3.49358372222116,0.696415633608174,3.60779947670608,0.733712380368878,9.32202454784943,0.703230067187146,8.73013653516889,0.750240883164805,7.99246987210491,0.782829549820032,9.49565482027301,0.713873917549168,3.47216293518828,3.29196393555786,0.799741805165518,1.25040355967516,3.16684851544418,0.827654756656928,1.20823325421243,3.58959520791208,0.352268237644277,0.321668877233969,1,0.92,0,0.84,0.12,0.765,1,0.26,0.35,0.63,0.356666666666667,0.618888888888889,0.0555555555555556,0.166666666666667,0,1,0.382222222222222,2.11860874317619,4.63168688589099,1.81896569996109
"highOU","TAM","TAM",3,"TAM",33,0.370679235200532,3.15968961520108,1.16732905855105,3.34158139566815,1.28540943937677,7.5458427793972,1.07493234192792,6.73864647443047,1.23144265092808,6.85960710866705,1.31038656023971,7.58765868696056,1.11908498400135,2.6069392349789,2.65934835751448,1.00423582800159,0.995782038557601,2.70404388630225,1.0419139458124,0.959772161625382,2.6391660130213,0.347536580871861,0.315374971479624,0.98,0.88,0,0.72,0.14,0.74,1,0.3,0.37,0.626666666666667,0.383333333333333,0.625555555555556,0.111111111111111,0.333333333333333,0,1,0.445555555555556,2.43311927645064,4.50276012777517,1.39801127746399
"highOU","TAM","TAM",3,"TAM",34,0.362377788673341,3.17219307728073,0.632697191015479,3.07204371974877,0.680897609266777,7.9572550690461,0.860945200754475,8.02868585239796,0.963440967227511,8.18503209416289,1.071860028979,7.90337695639127,0.893550798242873,3.12910479306797,3.02013930441487,0.978616439427793,1.0218508086628,3.02083408404511,1.03022083879752,0.970665669282336,3.24933027589946,0.342714250657914,0.305993597984378,1,0.92,0,0.78,0.16,0.75,1,0.24,0.352222222222222,0.626666666666667,0.351111111111111,0.624444444444444,0.111111111111111,0.388888888888889,0,1,0.401111111111111,2.59594522394475,5.20287718974541,1.74205341173285
"highOU","TAM","TAM",3,"TAM",35,0.362395906791951,3.19090739809889,0.676821786190175,3.10435935823377,0.683112625606362,8.26915726592082,0.680531096189045,7.51083939091454,0.852979948885257,8.63324790950646,0.821309452778933,8.29334605053165,0.672180885594585,2.75434066158173,2.88091785918501,0.996222327560742,1.00379199736319,2.83127379923981,0.988562722953854,1.0115696017871,2.13428305310542,0.349767836177857,0.323912678508078,0.98,0.9,0,0.76,0.12,0.785,1,0.28,0.36,0.607777777777778,0.357777777777778,0.613333333333333,0.0555555555555556,0.222222222222222,0,1,0.363333333333333,2.97397967920216,5.5125114908228,1.66631386367382
"highOU","TAM","TAM",3,"TAM",36,0.343900369240898,3.71462817309527,0.792896493704616,3.73974408162011,0.786507534121092,9.49814697300762,0.870628654915176,9.17100205762859,0.997946275774195,8.99094956308873,1.02303842752767,9.75455875757834,0.884429024025444,3.19253159555432,2.91255625103887,1.11954802327998,0.893217601394416,2.93590379767942,1.18162561526767,0.846291741715052,2.63277189018443,0.340097914997073,0.36186422320215,1,0.86,0,0.74,0.16,0.77,1,0.4,0.361111111111111,0.608888888888889,0.374444444444444,0.602222222222222,0.0555555555555556,0.333333333333333,0.0555555555555556,0.944444444444444,0.372222222222222,2.24063756310044,5.6878561063274,2.52730718566569
"highOU","TAM","TAM",3,"TAM",37,0.354606740591754,3.11477649835716,0.620616665441423,2.89077208851878,0.633843720233701,7.56466130570274,0.840210772179368,7.54085015843801,0.89828894551968,7.20434007775089,0.964832577614058,7.65242036181725,0.856124664286322,2.60655434642798,2.39528858443191,0.858102337965213,1.16536216690804,2.37990365271652,0.900276549595589,1.11076979673547,2.72648335676959,0.367348081053421,0.326863093082325,0.98,0.86,0,0.7,0.02,0.775,1,0.38,0.322222222222222,0.595555555555556,0.317777777777778,0.592222222222222,0.166666666666667,0.444444444444444,0,1,0.462222222222222,1.94226168367705,4.62198075884542,1.48678421315841
"highOU","TAM","TAM",3,"TAM",38,0.354690991894647,3.63761090241087,0.73062076294608,3.81304110874643,0.802000486886364,9.07414848236042,0.770519162928687,7.40961241694655,0.958181828084437,7.96070630432057,0.954167064709724,9.14976954838355,0.787820933590459,5.8297678902048,3.08242447289144,0.84637808417948,1.18150507284159,3.00311910065536,0.861253009991571,1.16109898995858,4.71811744169988,0.34609006265624,0.328188258730478,0.98,0.82,0,0.76,0.06,0.76,1,0.34,0.347777777777778,0.615555555555556,0.343333333333333,0.615555555555556,0.0555555555555556,0.222222222222222,0,1,0.36,1.88777349616452,3.48494150836736,1.08381096567439
